slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
biologische-melktap-twijzel,Biologische melktap Twijzel,Achtkarspelen,Lácteos y quesos,rauwe biologische melk,"Tsjerkebuorren 43, 9286 GA Twijzel",Biologisch melkveebedrijf Marinus verkoopt rauwe biologische melk rechtstreeks uit de melktap in Twijzel.,,+31630212754,johannes.marinus@hotmail.com,,https://www.facebook.com/melktapTwijzelbiologischemelkenhoning/,,,53.244437,6.110970,,parcial,no comprobado,,,72,nl,,,,,
boerderijwinkel-uitland,Boerderijwinkel Uitland,Achtkarspelen,Lácteos y quesos,"boerenkaas, rauwe melk, yoghurt, boter, vla, rundvlees","Oost 44, 9285 XL Buitenpost",Familie Van Ravenhorst maakt van rauwe melk van eigen koeien boerenkaas en zuivel in Buitenpost.,,,info@boerderijwinkeluitland.nl,https://boerderijwinkeluitland.nl/,,,,53.263977,6.199725,,verificado,no comprobado,,Carne,218,nl,,,,,
hoeve-hoogland,Hoeve Hoogland,Achtkarspelen,Fruta y verdura,"groenten, geitenzuivel, rundvlees","Lândyk 2, 9289 LE Drogeham","Hoeve Hoogland teelt groenten in Drogeham, verwerkt eigen geitenmelk tot yoghurt en kaas en houdt Dexterkoeien voor het voedselnetwerk.",,,info@hoevehoogland.nl,https://hoevehoogland.nl/,,,,53.19787038,6.11025099,,verificado,sí,suscripcion,Lácteos y quesos|Carne,457,nl,,,,,
kiplekker,KipLekker,Achtkarspelen,Carne,kippenvlees,"Reaskuorre 11, 9284 XM Augustinusga",KipLekker verkoopt vers ingevroren kippenvlees vanuit de boerderijwinkel aan de Reaskuorre.,,,,,,,,53.199813,6.150197,,parcial,no comprobado,,,555,nl,,,,,
pluktuin-beiketun,Pluktuin Beiketûn,Achtkarspelen,Fruta y verdura,blauwe bessen,"De Wedze 22B, 9286 EV Twijzel",Pluktuin de Beiketún teelt blauwe bessen die bezoekers in het seizoen zelf kunnen plukken.,,+31683139986,blauwebes@beiketun.nl,https://www.beiketun.nl/,,,,53.241469,6.096133,,parcial,no comprobado,,,683,nl,,,,,
bio-boerderij-ameland,Bio Boerderij Ameland,Ameland,Lácteos y quesos,"verse melk, rundvlees","Verbindingsweg 14a, 9162 EW Ballum",Bio Boerderij Ameland houdt blaarkopkoeien en verkoopt verse melk en eigen rundvlees op Ameland.,,+31646542065,info@bioboerderijameland.nl,https://bioboerderijameland.nl/,,,,53.447416,5.668952,,verificado,no comprobado,,Carne,48,nl,,,,,
landewearhoeve,Landewearhoeve,Ameland,Otros,,,,,,,,,,,,,,pendiente,no comprobado,,,575,,,,,,
aardappelhandel-fokke-de-jong,Aardappelhandel Fokke de Jong,Noardeast-Fryslân,Fruta y verdura,Friese kleiaardappelen,"Nesserwei 9, 9145 CE Ternaard",Familie De Jong teelt Friese kleiaardappelen en verkoopt deze vanuit de aardappelautomaat en winkel in Ternaard.,,+31519571306,,https://aardappelhandeldejong.nl/,,,,53.38566402,5.98143084,,verificado,no comprobado,,,3,nl,,,,,
boerderijwinkel-n-de-jong,Boerderijwinkel N. de Jong,Noardeast-Fryslân,Otros,,,,,,,,,,,,,,pendiente,no comprobado,,,193,,,,,,
streekstra-aardappelboerderij,Streekstra Aardappelboerderij,Noardeast-Fryslân,Fruta y verdura,aardappelen,"Koaiwei 3, 9145 RC Ternaard",Aardappelboerderij Streekstra teelt en verkoopt aardappelen van de Friese zeeklei in Ternaard.,,+31519571408,,,,,,53.385455,5.951919,,parcial,no comprobado,,,738,nl,,,,,
boerderijwinkel-voskuilen,Boerderijwinkel Voskuilen,Ooststellingwerf,Carne,rundvlees,"Molenweg 57, 8431 HS Oosterwolde",Boerderijwinkel Voskuilen verkoopt rundvlees van eigen koeien; sinds juli 2026 komt de zuivel in de winkel van De Venehoeve.,,,,,,,,52.983304,6.314686,,parcial,no comprobado,,,234,nl,,,,,
