slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
hofladen-ahlden,Biohof Eilte,Ahlden,Lácteos y quesos,"Bioland-Käse, Kartoffeln, Zwiebeln, Büffel- und Rindfleisch","Großer Garten, 29693 Ahlden","Bioland-Hof mit Milchvieh, Wasserbüffeln, hofeigener Käserei sowie eigenem Kartoffel- und Zwiebelanbau; Direktverkauf ab Hof und auf Märkten.",,+4951641441,kontakt@biohof-eilte.de,https://biohof-eilte.de/,,,,52.761140,9.498491,,,no,,Carne|Fruta y verdura,1267,de,,,,,
biohof-meibohm-ahlerstedt,Biohof Meibohm,Ahlerstedt,Pan y cereal,"Bio-Brot, Backwaren, Eier","Lange Straße 2, 21702 Ahlerstedt","Bioland-Hof mit eigener Backstube, Eiern und landwirtschaftlichen Erzeugnissen, die über Hofladen und regionale Abholgemeinschaften vermarktet werden.",Th-Fr 09:00-18:00; Sa 09:00-12:00,+494166458,info@biohof-meibohm.de,https://www.biohof-meibohm.de/,,,,53.380466,9.462494,,pendiente,no comprobado,,Huevos,244,de,,,,,
bauckhof-amelinghausen-amelinghausen,Bauckhof Amelinghausen,Amelinghausen,Lácteos y quesos,"Hofkäse, Milchprodukte, Kartoffeln, Eier, Gemüse","Triangel 6, 21385 Amelinghausen","Demeter-Hof mit Milchvieh, Hofkäserei, Gemüse-, Kartoffel- und Getreideanbau sowie weiteren tierischen Erzeugnissen im eigenen Hofladen.","Mo-Fr 09:00-18:30; Sa 08:00-13:00; Su,PH off",+494132912042,laden.amelinghausen@bauckhof.de,https://www.bauckhof.de/bauckhof-amelinghausen/hofladen/,,,,53.132164,10.218245,,,no,,Fruta y verdura|Pan y cereal|Huevos|Carne,128,de,,,,,
bioland-hof-brummer-bange-ankum,Bioland Hof Brummer-Bange,Ankum,Pan y cereal,"Bio-Brot, Eier, Fleisch, Kartoffeln, Milchprodukte","Loxtener Straße 5, 49577 Ankum","Bioland-Hof mit eigener Backstube und breit gefächerter Erzeugung von Eiern, Fleisch, Getreide, Kartoffeln und Milchprodukten für den Hofladen.","Tu,We,Th,Sa 09:00-13:00, Tu,We,Th 14:30-18:30, Fr 09:00-18:30",+495462238,brummer-bange@t-online.de,,,,,52.546563,7.866112,,pendiente,no comprobado,,Huevos|Carne|Fruta y verdura|Lácteos y quesos,261,de,,,,,
das-bienenhaus-apelern,Das Bienenhaus,Apelern,Otros,,,,,,,,,,,,,,pendiente,no,,,751,,,,,,
die-ziegerei-asendorf,Die Ziegerei,Asendorf,Lácteos y quesos,"Bio-Ziegenkäse, Ziegenfleisch","Eschenhorst 7, 27330 Asendorf","Bio-Ziegenhof mit eigener Hofkäserei für Ziegenkäse und Ziegenfleisch; Verkauf ab Hof, auf Wochenmärkten und im Onlineshop.","Mo,Fr 16:00-18:00",+4942537019949,kontakt@die-ziegerei.de,https://www.die-ziegerei.de,,,,52.752714,8.955413,,,sí,ecommerce,Carne,795,de,,,,,
artland-mosterei-badbergen,Artland Mosterei,Badbergen,Bebidas sin alcohol,"Naturtrüber Saft, Streuobst, Honig","Im großen Felde 78, 49635 Badbergen","Mosterei mit Lohnmostung, eigener Streuobstbewirtschaftung und Imkerei; erzeugt naturbelassene Säfte und Honig in Badbergen.","""Saftverkauf, wenn jemand anwesend ist""",+495433399,info@artland-mosterei.de,https://www.artland-mosterei.de,,,,52.660422,8.018306,,,no,,Miel|Fruta y verdura,74,de,,,,,
arche-wilhelminenhof-bakum,Arche Wilhelminenhof,Bakum,Carne,"Fleisch, Wurst, Eier, Kartoffeln, Obst und Gemüse","Große Heide 2, 49456 Bakum","Ökologisch ausgerichteter Arche-Hof mit alten Nutztierrassen sowie eigenem Obst, Gemüse, Kartoffeln, Eiern, Fleisch und Wurst im Ab-Hof-Verkauf.",Fr 14:00-19:00; Sa 10:00-16:00,+491635185460,,,,,,52.739968,8.156335,,pendiente,no comprobado,,Fruta y verdura|Huevos,69,de,,,,,
obstscheune-taetendorf-barum,Obstscheune Tätendorf,Barum,Fruta y verdura,"Äpfel, Birnen, Kirschen, Erdbeeren, Zwetschen","Uelzener Chaussee 4, 29576 Barum","Obstbaubetrieb mit eigenen Äpfeln, Birnen, Kirschen, Erdbeeren und Zwetschen sowie Mosterei, Hofladen und Gastronomie in Tätendorf.",Mo-Su 09:00-18:00,+4958061247,buero@obstscheune-an-der-b4.de,https://www.obstscheune-an-der-b4.de/,,,,53.046837,10.537661,,,no,,Bebidas sin alcohol,1803,de,,,,,
biolandhof-die-quertreiber-beverstedt,"Biolandhof ""Die Quertreiber""",Beverstedt,Carne,"Rindfleisch, Schweinefleisch, Bio-Brot","An den Querteilen 4, 27616 Beverstedt",Bioland-Hof in Frelsdorf mit Rinder- und Schweinefleisch sowie eigener Backstube und Direktvermarktung ab Hof.,"Tu,Fr 15:00-18:00",+4947498167,biolandhof-frelsdorf@ewetel.net,,,,,53.502941,8.895861,,pendiente,no comprobado,,Pan y cereal,276,de,,,,,
dicke-eiche-bissendorf,Dicke Eiche,Bissendorf,Otros,,,,,,,,,,,,,,pendiente,no,,,782,,,,,,
biolandhof-kruse-bramsche,Biolandhof Kruse,Bramsche,Fruta y verdura,"Bio-Gemüse, Kräuter, Kartoffeln, Eier, Angus-Rindfleisch","Wiechmanns Ecke 19, 49565 Bramsche","Bioland-Hof mit eigenem Gemüse-, Kräuter-, Kartoffel- und Getreideanbau sowie Eiern und Angus-Rindfleisch; Verkauf im Hofladen und auf Märkten.","Tu-Fr 15:00-18:30; Tu,Sa 09:00-13:00",+49546165836,michael-kruse@osnanet.de,http://www.biolandhof-kruse.de/,,,,52.391021,7.997637,,,no,,Huevos|Carne|Pan y cereal,279,de,,,,,
lohmann-s-landladen-doerverden,LohmannsHof,Dörverden,Fruta y verdura,"Bio-Gemüse, Kräuter, Brot, Eier, Honig","Eichenstraße 24, 27313 Dörverden","Bioland-Hofgemeinschaft mit eigenem Gemüse- und Ackerbau, Legehennen, Bienen, Schafen, Kräuterverarbeitung und handwerklicher Backstube.","Tu,Fr 15:00-18:00",+494239613,kontakt@lohmannshof.de,http://www.lohmannshof.de/,,,,52.836766,9.302576,,,sí,email,Pan y cereal|Huevos|Miel,1653,de,,,,,
himpsl-hof-edewecht,Himpsl-Hof,Edewecht,Fruta y verdura,"Bio-Gemüse, Bio-Eier, Gemüsekisten","Waterkamp 2a, 26188 Edewecht","Bioland-Gärtnerei mit rund 50 eigenen Gemüsekulturen und Eiern aus mobiler Hühnerhaltung; Bioladen, Lieferdienst und Onlineshop.",Tu 14:00-18:00; Th-Fr 09:00-18:00; Sa 09:00-12:30,+4944056918,abokiste@himpsl-hof.de,https://www.himpsl-hof.de,,,,53.116619,7.950986,,,sí,ecommerce|suscripcion,Huevos,1195,de,,,,,
marienhof-esperde-emmerthal,Marienhof Esperde,Emmerthal,Fruta y verdura,"Bio-Gemüse, Bio-Obst, Kartoffeln, Kräuter, Jungpflanzen","Kniepstraße 3, 31860 Emmerthal","Bioland-Hof mit eigenem saisonalem Gemüse, Obst, Kartoffeln, Kräutern und Jungpflanzen; Hofladen, Wochenmarkt, Biokiste und Onlineshop.",Tu 16:00-19:00; Sa 09:00-12:00,+495157476,hofladen@marienhof-esperde.de,https://www.marienhof-esperde.de,,,,52.027473,9.512736,,,sí,ecommerce|suscripcion,,1692,de,,,,,
