slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
dancing-anchor-spirits,Dancing Anchor Spirits,Dronfield,Destilados y licores,spirits,"Unit 2, Collins Yard, Mill Lane, Dronfield, S18 2XL",,,,sales@dancinganchorspirits.com,https://www.dancinganchorspirits.com/,,,,53.30011,-1.464922,,,sí,ecommerce,,159,,,,,,
moss-valley-fine-meats,Moss Valley Fine Meats,Eckington,Carne,"pork, sausages","Povey Farm, Lightwood Lane, Sheffield, S8 8BG",,,+441142399922,,https://www.mossvalleyfinemeats.co.uk/,,,,53.333016,-1.435213,,,no comprobado,,,453,,,,,,
inn-farm-dairy,Inn Farm Dairy,Weston Underwood,Lácteos y quesos,"fresh pasteurised milk, flavoured milkshakes","Inn Farm, Cutler Lane, Weston Underwood, Ashbourne, Derbyshire, DE6 4PD",Family dairy vending small daily batches of gently pasteurised milk and flavoured milkshakes from its Weston Underwood farm.,Daily 07:00-22:00,+447717377642,info@innfarmdairy.co.uk,https://www.innfarmdairy.co.uk/,,,,52.978832,-1.566505,,,no,,,328,en,,,,,
thornbridge-brewery,Thornbridge Brewery,Bakewell,Cerveza,"IPA, pale ale, lager, stout","Riverside Brewery, Buxton Road, Bakewell, Derbyshire, DE45 1GS","Independent Bakewell brewery producing a broad range of cask, keg, bottled and canned beers at its Riverside Brewery.",Taproom and shop open daily,+441629815999,sales@thornbridge.co.uk,https://thornbridgebrewery.co.uk/,,,,53.21796,-1.683997,,,sí,ecommerce,,684,en,,,,,
little-brewing-company,Little Brewing Company,Derby,Cerveza,"gluten-free pale ale, lager, stout and sour beer","Unit 23, Northedge Business Park, Alfreton Road, Darley Abbey, Derby, DE21 4BN",Independent brewery making gluten-free craft beer above its Derby taproom.,,+441332987100,theteam@littlebrewing.co.uk,https://www.littlebrewing.co.uk/,,,,52.944322,-1.467011,,,sí,ecommerce,,397,en,,,,,
shiny-brewery,Shiny Brewery,Little Eaton,Cerveza,"pale ale, IPA, stout and sour beer","Unit 10, Old Hall Mill Business Park, Alfreton Road, Little Eaton, Derby, DE21 5EJ",Independent craft brewery producing unfined and unfiltered beer at its Little Eaton brewery and taproom.,,+441332902809,contact@shinybrewing.com,https://shinybrewing.com/,,,,52.967598,-1.461529,,,sí,ecommerce,,577,en,,,,,
pomeroy-ice-cream,Pomeroy Ice Cream,Flagg,Helados,farm-made artisan ice cream,"Street House Farm, Pomeroy, Buxton, Derbyshire, SK17 9QG",Farm producer making artisan ice cream with whole milk from its own dairy herd.,Apr-Oct daily 09:00-18:30,+44129883259,,https://pomeroyfarmpark.co.uk/ice-cream/,,,,53.205045,-1.824852,,,no,,Lácteos y quesos,516,en,,,,,
taddington-brewery,Taddington Brewery,Blackwell,Cerveza,Moravka lager,"Blackwell Hall, Blackwell in the Peak, Taddington, Buxton, Derbyshire, SK17 9TQ",Small brewery making unpasteurised Moravka lager from natural ingredients at Blackwell Hall.,,+44129885734,richard@moravka-lager.co.uk,https://www.moravka-lager.co.uk/,,,,53.245565,-1.81267,,,no comprobado,,,633,en,,,,,
drone-valley-brewery,Drone Valley Brewery,Unstone,Cerveza,"cask ales, bottled beer and beer in box","Unit 2, Unstone Industrial Complex, Main Road, Unstone, Derbyshire, S18 4AB",Community-owned brewery producing traditional real ales in Unstone and returning profits to local causes.,,+447519204497,info@dronevalleybrewery.com,https://dronevalleybrewery.com/,,,,53.291535,-1.443396,,,sí,ecommerce,,191,en,,,,,
tollgate-brewery,Tollgate Brewery,Calke,Cerveza,"Ashby Pale, cask ale, keg beer","Southwood House Farm, Staunton Lane, Calke, Derbyshire, LE65 1RG",Independent microbrewery using traditional techniques on the Calke Abbey estate in the National Forest.,,+441283229194,info@tollgatebrewery.co.uk,https://tollgatebrewery.co.uk/,,,,52.789838,-1.469148,,,sí,ecommerce,,692,en,,,,,
