slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
turris-birra,Turris Birra,Borgo Val di Taro,Cerveza,birra artigianale,"Via Primo Brindani, 3, 43043 Borgo Val di Taro PR",Turris Birra is an independent brewery in Borgo Val di Taro producing its own craft beer.,,,,https://www.turrisbirra.it/,,,https://www.google.com/maps/search/?api=1&query=44.4920106%2C9.781628699999999&query_place_id=ChIJlYLOhG7R1BIRM4t-sfrlpaQ,44.4920106,9.781628699999999,,verificado,no comprobado,,,3313,en
bastian-contrario,BASTIAN CONTRARIO,Parma,Cerveza,birra artigianale,"Str. Giovanni Inzani, 34/A, 43123 Parma PR",BASTIAN CONTRARIO is an independent brewery in Parma producing its own craft beer.,,,bastiancontrarioparma@gmail.com,https://bastiancontrarioparma.it/,,,https://www.google.com/maps/search/?api=1&query=44.8022222%2C10.3188889&query_place_id=ChIJ2Uoq5fpqgEcRh3P_k5ZIHdE,44.8022222,10.3188889,,verificado,no comprobado,,,522,en
parmigiano-agrizoo-2472,Agrizoo,Parma,Lácteos y quesos,Parmigiano Reggiano DOP,"STRADA GAZZANO, 69-S.PROSPERO, 43122, Parma, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,+393474874971,info@borgodelgazzano.it,http://www.borgodelgazzano.it,,,https://www.google.com/maps/search/?api=1&query=Agrizoo%2C%20STRADA%20GAZZANO%2C%2069-S.PROSPERO%2C%2043122%2C%20Parma%2C%20PR&query_place_id=ChIJTVK286IVgEcR1oGi4A5wBw8,44.8039464,10.4128006,,parcial,sí,ecommerce,,104,en
parmigiano-ambrosi-spa-2209,Ambrosi S.p.A.,Traversetolo,Lácteos y quesos,Parmigiano Reggiano DOP,"VIA PEDEMONTANA, 13, 43029, Traversetolo, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,,http://www.caseificiotraversetolese.it,,,,44.6421762,10.3802012,,parcial,sí,ecommerce,,150,en
parmigiano-az-agr-boselli-nullo-e-marcello-2217,Az. Agr. Boselli Nullo E Marcello,Parma,Lácteos y quesos,Parmigiano Reggiano DOP,"Strada Montanara 387 - San Ruffino, 43124, Parma, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@caseificioboselli.it,http://www.caseificioboselli.it,,,,44.74223,10.2798476,,parcial,sí,ecommerce,,228,en
parmigiano-az-agr-persegona-carlo-milena-e-giuliano-3300,"Az. Agr. Persegona Carlo, Milena E Giuliano",Fidenza,Lácteos y quesos,Parmigiano Reggiano DOP,"LOC. PIEVE DI CUSIGNANO, 37, 43036, Fidenza, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,persegonanegozio77@tiscali.it,http://www.parmigianobio.it,,,https://www.google.com/maps/search/?api=1&query=Az.%20Agr.%20Persegona%20Carlo%2C%20Milena%20E%20Giuliano%2C%20LOC.%20PIEVE%20DI%20CUSIGNANO%2C%2037%2C%2043036%2C%20Fidenza%2C%20PR&query_place_id=ChIJp92vHFphgEcRFCOA_FSq14g,44.7823525229646,10.0596229497071,,parcial,sí,ecommerce,,244,en
parmigiano-az-agr-iris-di-avanzini-e-cecchi-2396,Az.agr. Iris Di Avanzini E Cecchi,Lesignano De' Bagni,Lácteos y quesos,Parmigiano Reggiano DOP,"VIA TORCHIO, 3/1 - RIVALTA, 43037, Lesignano De' Bagni, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@agricolairis.it,http://www.agricolairis.it,,,https://www.google.com/maps/search/?api=1&query=Az.agr.%20Iris%20Di%20Avanzini%20E%20Cecchi%2C%20VIA%20TORCHIO%2C%203%2F1%20-%20RIVALTA%2C%2043037%2C%20Lesignano%20De%27%20Bagni%2C%20PR&query_place_id=ChIJw_hGJOkMgEcRr3v2b54znD4,44.6316571,10.3215199,,parcial,sí,ecommerce,,237,en
parmigiano-az-agr-bertinelli-3160,Az.agr. Bertinelli,Fidenza,Lácteos y quesos,Parmigiano Reggiano DOP,"VIA CARZOLE, 99 - CODURO, 43036, Fidenza, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,azagbertinelli@libero.it,,,,https://www.google.com/maps/search/?api=1&query=Az.agr.%20Bertinelli%2C%20VIA%20CARZOLE%2C%2099%20-%20CODURO%2C%2043036%2C%20Fidenza%2C%20PR&query_place_id=ChIJYQfKjkNegEcR1-1G4hBvuxE,44.8653258,10.0783087,,parcial,no comprobado,,,227,en
parmigiano-az-agr-butteri-arturo-renato-e-walter-3281,Az.agr.butteri Arturo  Renato E Walter,Fidenza,Lácteos y quesos,Parmigiano Reggiano DOP,"FRAZIONE S.FAUSTINO, 73, 43036, Fidenza, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,,,,,https://www.google.com/maps/search/?api=1&query=Az.agr.butteri%20Arturo%20%20Renato%20E%20Walter%2C%20FRAZIONE%20S.FAUSTINO%2C%2073%2C%2043036%2C%20Fidenza%2C%20PR&query_place_id=ChIJFUOz9Z1fgEcRtXGpCkuw4Xk,44.87573,10.04492,,parcial,no comprobado,,,229,en
parmigiano-az-agr-e-cas-pratichiera-3275,Az.agr.e Cas. Pratichiera,Fontevivo,Lácteos y quesos,Parmigiano Reggiano DOP,"VIA PROVINCIALE BUSSETO, 56/A, 43010, Fontevivo, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@pratichiera.com,http://www.pratichiera.com,,,https://www.google.com/maps/search/?api=1&query=Az.agr.e%20Cas.%20Pratichiera%2C%20VIA%20PROVINCIALE%20BUSSETO%2C%2056%2FA%2C%2043010%2C%20Fontevivo%2C%20PR&query_place_id=ChIJi5of3q1CgEcROMNgqkvxhVU,44.8537407310831,10.1844301892822,,parcial,sí,ecommerce,,233,en
parmigiano-az-agr-e-caseificio-verderi-michele-3131,Az.agr.e Caseificio Verderi Michele,Busseto,Lácteos y quesos,Parmigiano Reggiano DOP,"LOCALITA' SAN ROCCO, 142, 43011, Busseto, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,+393389676501,agriverderi@gmail.com,http://www.agriverderi.it,,,,44.9395401,10.0031863,,parcial,no comprobado,,,234,en
parmigiano-az-agr-lena-giovanni-roberto-2040,Az.agr.lena Giovanni & Roberto,Noceto,Lácteos y quesos,Parmigiano Reggiano DOP,"VIA COSTELLE, 16 - BORGHETTO, 43015, Noceto, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,+393292114980,aziendalena@virgilio.it,,,,https://www.google.com/maps/search/?api=1&query=Az.agr.lena%20Giovanni%20%26%20Roberto%2C%20VIA%20COSTELLE%2C%2016%20-%20BORGHETTO%2C%2043015%2C%20Noceto%2C%20PR&query_place_id=ChIJkTdYCeFngEcR236ZoZ70NZI,44.8186200300633,10.1140622024536,,parcial,no comprobado,,,240,en
parmigiano-az-agr-mezzadri-renzo-roberto-massimo-e-stefano-3270,Az.agr.mezzadri Renzo Roberto Massimo E Stefano,Busseto,Lácteos y quesos,Parmigiano Reggiano DOP,"Via Consolatico Superiore, 35, 43011, Busseto, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,commerciale@zoocaseariamezzadri.it,http://www.zoocaseariamezzadri.it,,,https://www.google.com/maps/search/?api=1&query=Az.agr.mezzadri%20Renzo%20Roberto%20Massimo%20E%20Stefano%2C%20Via%20Consolatico%20Superiore%2C%2035%2C%2043011%2C%20Busseto%2C%20PR&query_place_id=ChIJ9T-cwJj3gEcRcgQJtxdJFi0,44.9729682,10.0438494,,parcial,sí,ecommerce,,243,en
parmigiano-azienda-agricola-la-villa-3002,Azienda Agricola La Villa,Neviano Degli Arduini,Lácteos y quesos,Parmigiano Reggiano DOP,"STRADA DELLA VILLA, 16/1 - URZANO, 43024, Neviano Degli Arduini, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@lavillabio.it,https://www.lavillabio.it/,,,,44.5609680168847,10.3798643558197,,parcial,no comprobado,,,389,en
parmigiano-bandini-fausto-2455,Bandini Fausto,Noceto,Lácteos y quesos,Parmigiano Reggiano DOP,"VIA BOMBODOLO, 8, 43015, Noceto, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,caseificiobandinisnc@libero.it,,,,https://www.google.com/maps/search/?api=1&query=Bandini%20Fausto%2C%20VIA%20BOMBODOLO%2C%208%2C%2043015%2C%20Noceto%2C%20PR&query_place_id=ChIJM2wQAYxmgEcRZZUuR3wpNA0,44.78627,10.11041,,parcial,no comprobado,,,514,en
parmigiano-boni-2331,Boni,Torrile,Lácteos y quesos,Parmigiano Reggiano DOP,"Via Copernico, 2 - Bezze, 43056, Torrile, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@bonispa.eu,http://www.bonispa.eu,,,https://www.google.com/maps/search/?api=1&query=Boni%2C%20Via%20Copernico%2C%202%20-%20Bezze%2C%2043056%2C%20Torrile%2C%20PR&query_place_id=ChIJKxiVI79GgEcR0pjQBxlN-CA,44.9251016361635,10.3385916281723,,parcial,no comprobado,,,669,en
parmigiano-boni-2332,Boni,Torrile,Lácteos y quesos,Parmigiano Reggiano DOP,"Via Pezzani, 1 - Bezze, 43056, Torrile, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@bonispa.eu,http://www.bonispa.eu,,,https://www.google.com/maps/search/?api=1&query=Boni%2C%20Via%20Pezzani%2C%201%20-%20Bezze%2C%2043056%2C%20Torrile%2C%20PR&query_place_id=ChIJKxiVI79GgEcR0pjQBxlN-CA,44.9258840778804,10.3375898740662,,parcial,no comprobado,,,670,en
parmigiano-cacciali-graziano-3013,Cacciali Graziano,Polesine Zibello,Lácteos y quesos,Parmigiano Reggiano DOP,"Via Gerenzana 3, 43016, Polesine Zibello, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,+393274140138,azienda.cacciali@gmail.com,,,,https://www.google.com/maps/search/?api=1&query=Cacciali%20Graziano%2C%20Via%20Gerenzana%203%2C%2043016%2C%20Polesine%20Zibello%2C%20PR&query_place_id=ChIJf26x8z9XgEcRGBhKMYazRVE,45.0088894,10.1342618,,parcial,no comprobado,,,735,en
parmigiano-caseificio-sociale-alta-val-stirone-2051,Caseificio Sociale Alta Val Stirone,Pellegrino Parmense,Lácteos y quesos,Parmigiano Reggiano DOP,"STRADA FONDOVALLE STIRONE, 3, 43047, Pellegrino Parmense, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,altavalstirone@parmapec.com,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Sociale%20Alta%20Val%20Stirone%2C%20STRADA%20FONDOVALLE%20STIRONE%2C%203%2C%2043047%2C%20Pellegrino%20Parmense%2C%20PR&query_place_id=ChIJ1YdWemiIgEcR9jJ_S9bN6JA,44.7343401211534,9.92511404152219,,parcial,no comprobado,,,1382,en
parmigiano-caseificio-sociale-di-neviano-degli-arduini-2127,Caseificio Sociale Di Neviano Degli Arduini,Neviano Degli Arduini,Lácteos y quesos,Parmigiano Reggiano DOP,"STRADA LAURANO, 13/1, 43024, Neviano Degli Arduini, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@caseificioneviano.it,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Sociale%20Di%20Neviano%20Degli%20Arduini%2C%20STRADA%20LAURANO%2C%2013%2F1%2C%2043024%2C%20Neviano%20Degli%20Arduini%2C%20PR&query_place_id=ChIJ12jzAqgLgEcRNAJVwSAIr2I,44.5774138,10.3245561,,parcial,no comprobado,,,1408,en
parmigiano-caseificio-sociale-di-neviano-degli-arduini-2128,Caseificio Sociale Di Neviano Degli Arduini,Montechiarugolo,Lácteos y quesos,Parmigiano Reggiano DOP,"Via Solari 18, 43022, Montechiarugolo, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@caseificioneviano.it,,,,,44.68415,10.4166700000001,,parcial,no comprobado,,,1407,en
parmigiano-caseificio-sociale-san-giovanni-battista-2071,Caseificio Sociale San Giovanni Battista,Neviano Degli Arduini,Lácteos y quesos,Parmigiano Reggiano DOP,"STRADA VAL TOCCANA, 26, 43024, Neviano Degli Arduini, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,caseificiosangiovannibattista@parmapec.com,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Sociale%20San%20Giovanni%20Battista%2C%20STRADA%20VAL%20TOCCANA%2C%2026%2C%2043024%2C%20Neviano%20Degli%20Arduini%2C%20PR&query_place_id=ChIJZYHCXjV1gEcR_x6ih_Vn2ns,44.55514780701,10.2642630026551,,parcial,no comprobado,,,1432,en
parmigiano-caseificio-bertozzi-arnaldo-giorgio-2108,Caseificio Bertozzi Arnaldo Giorgio,Medesano,Lácteos y quesos,Parmigiano Reggiano DOP,"VIA BEZZO BELLINI, 80, 43014, Medesano, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,info@bertozzi1889.it,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Bertozzi%20Arnaldo%20Giorgio%2C%20VIA%20BEZZO%20BELLINI%2C%2080%2C%2043014%2C%20Medesano%2C%20PR&query_place_id=ChIJ-2CWw-ZkgEcRBiLtItQD3eM,44.7559097705909,10.140586677301,,parcial,no comprobado,,,970,en
parmigiano-cas-soc-coop-vo-la-nuova-speranza-2085,Cas.soc.coop.vo  La Nuova Speranza,Fontanellato,Lácteos y quesos,Parmigiano Reggiano DOP,"FRAZ. GHIARA SABBIONI, 113, 43012, Fontanellato, PR",Dairy currently listed by the Parmigiano Reggiano consortium as an active producer at this productive unit.,,,,,,,https://www.google.com/maps/search/?api=1&query=Cas.soc.coop.vo%20%20La%20Nuova%20Speranza%2C%20FRAZ.%20GHIARA%20SABBIONI%2C%20113%2C%2043012%2C%20Fontanellato%2C%20PR&query_place_id=ChIJq6qqqvpcgEcRw395AmiBemo,44.8786272041279,10.1876485757019,,parcial,no comprobado,,,834,en
