slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id
suehiro-shuzo-aizuwakamatsu,Suehiro Shuzo,Aizuwakamatsu,Sake,"Gensai, Premium series","Nishieicho 12-38, Aizuwakamatsu","Brewery founded in 1850 in central Aizuwakamatsu, a yamahai pioneer in Fukushima. Its Kaeigura kura can be visited and it has its own online shop.",,+81242270002,suehiro@sake-suehiro.jp,https://sake-suehiro.co.jp/,,https://www.instagram.com/suehirosakebrewery/,,37.494830,139.929750,,verificado,sí,ecommerce,,1141
niida-honke-koriyama,Niida Honke,Koriyama,Sake,"Shizenshu, Odayaka",,"Brewery founded in 1711 that brews junmai only, with naturally grown rice and its own water, and grows part of that rice itself. Own online shop.",,,,https://1711.jp/,,https://www.instagram.com/niidahonke/,,37.400300,140.359700,,verificado,sí,ecommerce,,854
yamatogawa-shuzoten-kitakata,Yamatogawa Shuzoten,Kitakata,Sake,"Yauemon, Inochi, Shihoushiri","Teramachi 4761, Kitakata","Brewery founded in 1790 in Kitakata, with its own museum (Kitakata Fudokan) open to visitors. Works rice from its own fields.",,+81241222233,sake@yauemon.co.jp,https://www.yauemon.co.jp/,,https://www.instagram.com/yauemon1790/,,37.651140,139.874750,,verificado,sí,ecommerce,,1360
homare-shuzo-kitakata,Homare Shuzo,Kitakata,Sake,"Aizu Homare, liqueurs, sake cosmetics",,Kitakata brewery whose Aizu Homare label gave Aizu sake its name outside the region. Sells from its own shop and its official Rakuten store.,,+81241225151,,https://www.aizuhomare.jp/,,https://www.instagram.com/homare_sake_brewery/,,37.651140,139.874750,,verificado,sí,ecommerce|marketplace,,334
ninki-shuzo-nihonmatsu,Ninki Shuzo,Nihonmatsu,Sake,"Ninki Ichi, GREEN NINKI organic junmai ginjo","Yamada 470, Nihonmatsu","Nihonmatsu brewery that makes ginjo only and by hand only, fermenting in wooden vats and steaming in a wagama pot.",,+81243232091,info@ninki.co.jp,http://ninki.co.jp/,,https://www.instagram.com/ninkiinc/,,37.584860,140.431170,,verificado,sí,ecommerce,,862
okunomatsu-shuzo-nihonmatsu,Okunomatsu Shuzo,Nihonmatsu,Sake,Okunomatsu,"Chomei 69, Nihonmatsu",Nihonmatsu brewery with some three hundred years of history and fourteen consecutive golds at the national new-sake competition.,,+81243222153,info@okunomatsu.co.jp,http://www.okunomatsu.co.jp/,,,,37.584860,140.431170,,parcial,no comprobado,,,931
miyaizumi-meijo-aizuwakamatsu,Miyaizumi Meijo,Aizuwakamatsu,Sake,"Sharaku, Aizu Miyaizumi, Genbu","Toeicho 8-7, Aizuwakamatsu",Brewery founded in 1955 in Aizuwakamatsu. Took over the Sharaku label when Higashiyama Shuzo closed and sells only through appointed distributors.,,,,https://miyaizumi.co.jp/,,https://www.instagram.com/sharakuofficial/,,37.494830,139.929750,,verificado,no comprobado,,,782
tsurunoe-shuzo-aizuwakamatsu,Tsurunoe Shuzo,Aizuwakamatsu,Sake,"Aizu Chujo, Yuri, Eihoya","Nanokamachi 2-46, Aizuwakamatsu","Brewery founded in 1794 on Nanokamachi street in Aizuwakamatsu. Its Yuri line is brewed by a mother and daughter, unusual in the trade.",,+81242270139,tsurunoe@nifty.com,https://www.tsurunoe.com/,https://www.facebook.com/tsurunoe,https://www.instagram.com/tsurunoe.1794/,,37.494830,139.929750,,verificado,no comprobado,,,1280
hiroki-shuzo-honten-aizubange,Hiroki Shuzo Honten,Aizubange,Sake,"Hiroki, Izumigawa","Ichinaka nibanko 3574, Aizubange",Aizubange brewery working Gohyakumangoku rice grown within fifteen kilometers. It has no own site and sells only through appointed distributors.,,+81242832104,,,,,,37.561470,139.821640,,parcial,no comprobado,,,325
akebono-shuzo-aizubange,Akebono Shuzo,Aizubange,Sake,,福島県河沼郡会津坂下町戌亥乙2,,,+81242832065,,http://akebono-syuzou.com/,,,,37.561169,139.82814,,parcial,no comprobado,,,40
