slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
western-herd,Western Herd Brewing Company,Kilmaley,Cerveza,"Blue Jumper, Flora Fauna, Strong Belgian","Kilcloher, Kilmaley, Co. Clare","Brewery at Kilcloher, near Kilmaley, producing its own range of beers.",,+353879160368,,https://www.westernherd.com/,,,,52.805103,-9.096505,,verificado,sí,ecommerce,
clare-jam-company,The Clare Jam Company,Doolin,Conservas,"extra fruit jams, marmalades, jellies, chutneys, mustards","Doolin, Co. Clare","Family artisan preserve maker in Doolin producing extra-fruit jams, marmalades, jellies and chutneys for over thirty years, with a shop on site.",,+353657074778,veramuir@eircom.net,https://theclarejamcompany.com/,https://www.facebook.com/theclarejam,https://www.instagram.com/theclarejam,,52.991506,-9.4063435,,verificado,sí,ecommerce,
st-tola,St Tola Irish Goat Cheese,Ennistymon,Lácteos y quesos,"St Tola log, St Tola Ash, Greek-style goat cheese, Hard Goat Cheese","Gortbofearna, Ennistymon, Co. Clare, V95 XA9C","Farmhouse goat cheese dairy trading as Inagh Farmhouse Cheese, milking its own herd and making the St Tola range on the farm.",,+353656836633,info@st-tola.ie,https://www.st-tola.ie/,https://www.facebook.com/sainttola,https://www.instagram.com/st.tolaqueen,,52.940000,-9.290000,,verificado,sí,ecommerce,
hurst-botanicals,Hurst Botanicals,Clarecastle,Bebidas sin alcohol,kombucha,"Clarecastle, Co. Clare, V95 DW92","Kombucha brewery near Clarecastle brewing fairtrade kombucha, with a tasting room and shop at the brewery.",,+353656712621,hello@hurstbotanicals.ie,https://hurstbotanicals.ie/,https://www.facebook.com/HurstBotanicals,https://www.instagram.com/hurstbotanicals,,52.8147497,-8.9660853,,parcial,sí,ecommerce|suscripcion,
oconnors-bakery,O'Connor's Bakery,Ennis,Pan y cereal,"breads, fresh cream cakes, pastries","Ennis, Co. Clare","Family bakery established in Ennis in 1961, baking breads, cakes and pastries supplied across Clare and the west.",,+353656822860,,https://www.oconnorsbakery.com/,https://www.facebook.com/oconnorsbakery,,,52.843515,-8.983747,,parcial,no comprobado,,
b-molloy-master-butchers,B. Molloy Master Butchers,Ennis,Carne,"dry-aged beef, locally reared lamb","27 Abbey Street, Ennis, Co. Clare","Master butchers in Ennis since 1962, buying lambs directly from Clare farmers and dry-ageing their own beef.",,+353656823296,,https://bmolloymasterbutchers.wordpress.com/,,,,52.844899,-8.982196,,parcial,no comprobado,,
moy-hill-farm,Moy Hill Farm,Lahinch,Fruta y verdura,seasonal vegetables,"Lackamore, Lahinch, Co. Clare",Community farm at Lackamore near Lahinch growing seasonal vegetables sold direct and at local markets.,,+353871301937,info@moyhillfarm.com,https://www.moyhillfarm.com/,,,,52.937000,-9.345000,,verificado,sí,ecommerce,
burren-gold-cheese,Burren Gold Cheese,Ballyvaughan,Lácteos y quesos,Burren Gold gouda-style cheese,"Aillwee, Ballyvaughan, The Burren, Co. Clare, H91AX26","Cheesemakers at Aillwee near Ballyvaughan producing Burren Gold in their own small factory since 1985, working Gouda-style and traditional farmhouse methods with once-a-day milk from Caherconnell Farm through the April to October season.",,+353657077036,,https://aillweeburrenexperience.ie/burren-gold-cheese/,,,,53.0891282,-9.1436674,,verificado,no,,
dooliner-beer,Dooliner Beer,Doolin,Cerveza,,"Fitz's Pub, Hotel Doolin, Doolin",Brewery producing beer at its Doolin unit.,,+353657074111,info@hoteldoolin.ie,https://www.hoteldoolin.ie/,,,,53.018,-9.377,,parcial,no comprobado,,
the-burren-brewery,The Burren Brewery,Lisdoonvarna,Cerveza,,"The Roadside Tavern, Kincora Road, Lisdoonvarna, V95 HD70",Brewery producing beer at its Lisdoonvarna unit.,,,,https://theroadsidetavern.ie/,,https://www.instagram.com/roadsidetavern,,53.0303,-9.2894,,parcial,no comprobado,,
