slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online
bodega-los-berrazales-agaete,Bodega Los Berrazales,Agaete,Bodega,"Vino blanco seco de uva Moscatel, Tintos jóvenes de uva Listán Negro","Calle de San Pedro, 2, Valle de Agaete, 35489 Agaete, Gran Canaria","Productor local artesanal de vino blanco seco de uva moscatel, tintos jóvenes de uva listán negro en Agaete, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Lun-Dom 10:00–17:00,+34928898666,info@bodegalosberrazales.com,https://www.bodegalosberrazales.com,https://www.facebook.com/bodegalosberrazales/,https://www.instagram.com/bodegalosberrazales/,https://www.google.com/maps/search/?api=1&query=Bodega%20Los%20Berrazales%2C%20Calle%20de%20San%20Pedro%2C%202%2C%20Valle%20de%20Agaete%2C%2035489%20Agaete%2C%20Gran%20Canaria,28.0952000,-15.7059000,/productores/canarias/las-palmas/bodega-los-berrazales-agaete.webp,pendiente,no comprobado
bodega-las-tirajanas-san-bartolome-de-tirajana,Bodega Las Tirajanas,San Bartolomé de Tirajana,Bodega,"Vino blanco malvasía volcánica Las Tirajanas, Tinto barrica listán negro","Calle de la Constitución, s/n, 35290 San Bartolomé de Tirajana, Gran Canaria","Productor local artesanal de vino blanco malvasía volcánica las tirajanas, tinto barrica listán negro en San Bartolomé de Tirajana, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Lun-Vie 09:00–16:00; Sab 10:00–14:00,+34928798112,info@bodegaslastirajanas.com,https://www.bodegaslastirajanas.com,https://www.facebook.com/bodegaslastirajanas/,https://www.instagram.com/bodegaslastirajanas/,https://www.google.com/maps/search/?api=1&query=Bodega%20Las%20Tirajanas%2C%20Calle%20de%20la%20Constituci%C3%B3n%2C%20s/n%2C%2035290%20San%20Bartolom%C3%A9%20de%20Tirajana%2C%20Gran%20Canaria,27.9138000,-15.5792000,/productores/canarias/las-palmas/bodega-las-tirajanas-san-bartolome-de-tirajana.webp,pendiente,no comprobado
bodega-fronton-de-oro-vega-de-san-mateo,Bodega Frontón de Oro,Vega de San Mateo,Bodega,"Vino tinto Frontón de Oro barrica, Vino blanco de altura","Diseminado de Camaretas, 35, 35320 Vega de San Mateo, Gran Canaria","Productor local artesanal de vino tinto frontón de oro barrica, vino blanco de altura en Vega de San Mateo, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Visitas previa concertación,+34629112244,frontondeoro@gmail.com,https://frontondeoro.com,https://www.facebook.com/frontondeoro/,https://www.instagram.com/bodegafrontondeoro/,https://www.google.com/maps/search/?api=1&query=Bodega%20Front%C3%B3n%20de%20Oro%2C%20Diseminado%20de%20Camaretas%2C%2035%2C%2035320%20Vega%20de%20San%20Mateo%2C%20Gran%20Canaria,28.0035000,-15.5387000,/productores/canarias/las-palmas/bodega-fronton-de-oro-vega-de-san-mateo.webp,pendiente,no comprobado
bodega-bentayga-tejeda,Bodega Bentayga,Tejeda,Bodega,"Vinos Agala 1318 blanco seco, Agala 1175 tinto crianza de altura","Lugar Cuevas Caídas, s/n, 35005 Tejeda, Gran Canaria","Productor local artesanal de vinos agala 1318 blanco seco, agala 1175 tinto crianza de altura en Tejeda, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Lun-Vie 10:00–15:00,+34928666111,bodega@bodegasbentayga.com,https://www.bodegasbentayga.com,https://www.facebook.com/bodegasbentayga/,https://www.instagram.com/bodegasbentayga/,https://www.google.com/maps/search/?api=1&query=Bodega%20Bentayga%2C%20Lugar%20Cuevas%20Ca%C3%ADdas%2C%20s/n%2C%2035005%20Tejeda%2C%20Gran%20Canaria,27.9876000,-15.6222000,/productores/canarias/las-palmas/bodega-bentayga-tejeda.webp,pendiente,no comprobado
bodega-san-juan-santa-brigida,Bodega San Juan,Santa Brígida,Bodega,"Vino tinto ecológico Mocanal, Visitas guiadas al Museo del Vino","Finca El Mocanal, Carretera de Bandama (GC-802), 68, 35310 Santa Brígida, Gran Canaria","Productor local artesanal de vino tinto ecológico mocanal, visitas guiadas al museo del vino en Santa Brígida, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Lun-Sab 10:00–14:00,+34626911643,info@bodega-sanjuan.com,https://bodega-sanjuan.com/,https://www.facebook.com/bodegadesanjuan/,https://www.instagram.com/bodegadesanjuan/,https://www.google.com/maps/search/?api=1&query=Bodega%20San%20Juan%2C%20Finca%20El%20Mocanal%2C%20Carretera%20de%20Bandama%20GC-802%2068%2C%2035310%20Santa%20Br%C3%ADgida%2C%20Gran%20Canaria,28.0416401,-15.4662770,/productores/canarias/las-palmas/bodega-san-juan-santa-brigida.webp,pendiente,no comprobado
bodega-ventura-santa-brigida,Bodega Ventura,Santa Brígida,Bodega,"Vino tinto Eidan Listán Negro, Eidan Blanco Dulce","Lugar Lomo Espino, 15, 35300 Santa Brígida, Gran Canaria","Productor local artesanal de vino tinto eidan listán negro, eidan blanco dulce en Santa Brígida, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Visitas concertadas previa cita,+34650304050,bodegaventura@gmail.com,,https://www.facebook.com/bodegaventura/,https://www.instagram.com/bodegaventuragrancanaria/,https://www.google.com/maps/search/?api=1&query=Bodega%20Ventura%2C%20Lugar%20Lomo%20Espino%2C%2015%2C%2035300%20Santa%20Br%C3%ADgida%2C%20Gran%20Canaria,28.0282000,-15.5054000,/productores/canarias/las-palmas/bodega-ventura-santa-brigida.webp,pendiente,no comprobado
bodega-mondalon-las-palmas-de-gran-canaria,Bodega Mondalón,Las Palmas de Gran Canaria,Bodega,"Vino tinto Mondalón Selección, Vino blanco seco de coupage autóctono","Carretera de Los Hoyos, km 5.2, 35017 Las Palmas de Gran Canaria, Gran Canaria","Productor local artesanal de vino tinto mondalón selección, vino blanco seco de coupage autóctono en Las Palmas de Gran Canaria, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Lun-Vie 09:00–16:00,+34928351515,info@bodegamondalon.es,,https://www.facebook.com/bodega.mondalon/,https://www.instagram.com/bodegamondalon/,https://www.google.com/maps/search/?api=1&query=Bodega%20Mondal%C3%B3n%2C%20Carretera%20de%20Los%20Hoyos%2C%20km%205.2%2C%2035017%20Las%20Palmas%20de%20Gran%20Canaria%2C%20Gran%20Canaria,28.1165000,-15.4433000,/productores/canarias/las-palmas/bodega-mondalon-las-palmas-de-gran-canaria.webp,pendiente,no comprobado
bodega-plaza-perdida-santa-brigida,Bodega Plaza Perdida,Santa Brígida,Bodega,Vinos tintos tradicionales y vinos dulces de licor,"Camino Plaza Perdida, 10, 35300 Santa Brígida, Gran Canaria","Productor local artesanal de vinos tintos tradicionales y vinos dulces de licor en Santa Brígida, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Visitas concertadas previa cita,+34620112233,plazaperdida@gmail.com,,https://www.facebook.com/plazaperdida/,,https://www.google.com/maps/search/?api=1&query=Bodega%20Plaza%20Perdida%2C%20Camino%20Plaza%20Perdida%2C%2010%2C%2035300%20Santa%20Br%C3%ADgida%2C%20Gran%20Canaria,28.0317000,-15.5054000,/productores/canarias/las-palmas/bodega-plaza-perdida-santa-brigida.webp,pendiente,no comprobado
bodegas-el-grifo-san-bartolome,Bodegas El Grifo,San Bartolomé,Bodega,"Vino Malvasía Volcánica Seco Colección, Tinto Listán Negro de pie franco","Carretera LZ-30 Teguise-Uga, km 11, 35560 San Bartolomé, Lanzarote","Productor local artesanal de vino malvasía volcánica seco colección, tinto listán negro de pie franco en San Bartolomé, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Lun-Dom 10:00–18:00,+34928524951,alambique@elgrifo.com,https://elgrifo.com,https://www.facebook.com/BodegasElGrifo/,https://www.instagram.com/bodegas.elgrifo/,https://www.google.com/maps/search/?api=1&query=Bodegas%20El%20Grifo%2C%20Carretera%20LZ-30%20Teguise-Uga%2C%20km%2011%2C%2035560%20San%20Bartolom%C3%A9%2C%20Lanzarote,28.9926000,-13.6203000,/productores/canarias/las-palmas/bodegas-el-grifo-san-bartolome.webp,pendiente,no comprobado
bodega-la-geria-yaiza,Bodega La Geria,Yaiza,Bodega,"Vino Malvasía Volcánica Seco Melián, Vino dulce Moscatel de Alejandría","Carretera La Geria, km 19, 35570 Yaiza, Lanzarote","Productor local artesanal de vino malvasía volcánica seco melián, vino dulce moscatel de alejandría en Yaiza, Islas Canarias. Fiel al compromiso de proximidad y comercio justo.",Lun-Dom 09:30–18:00,+34928173178,bodega@lageria.com,https://www.lageria.com,https://www.facebook.com/lageriabodega/,https://www.instagram.com/bodegalageria/,https://www.google.com/maps/search/?api=1&query=Bodega%20La%20Geria%2C%20Carretera%20La%20Geria%2C%20km%2019%2C%2035570%20Yaiza%2C%20Lanzarote,28.9488000,-13.7737000,/productores/canarias/las-palmas/bodega-la-geria-yaiza.webp,pendiente,no comprobado
