slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online
vina-costeira-ribadavia,Viña Costeira,Ribadavia,Bodega,"Ribeiro, treixadura, godello","Valdepereira s/n, 32415 Ribadavia, Ourense",Bodega cooperativa de referencia en Ribeiro que elabora vinos con variedades gallegas y proyecto de enoturismo en Valdepereira.,Consultar web o visitas,+34988477210,informacion@costeira.es,http://www.costeira.wine/,,https://www.instagram.com/vinacosteira/,https://www.google.com/maps/search/?api=1&query=Vi%C3%B1a%20Costeira%2C%20Valdepereira%20s%2Fn%2C%2032415%20Ribadavia%2C%20Ourense&query_place_id=ChIJrWn1G9n0Lw0REO4WD7IhrpM,42.3056343,-8.118833,/productores/galicia/ourense/vina-costeira-ribadavia.webp,pendiente,no comprobado
casal-de-arman-ribadavia,Casal de Armán,Ribadavia,Bodega,"Ribeiro, treixadura, vinos de finca","Lugar O Cotiño 1, 32415 San Andrés, Ribadavia, Ourense","Bodega familiar del Ribeiro con viñedo propio, vinos de finca y enoturismo en el entorno de Ribadavia.",Consultar web o visitas,+34680979763,,http://www.casaldearman.net/,,https://www.instagram.com/casaldearman/,https://www.google.com/maps/search/?api=1&query=Casal%20de%20Arm%C3%A1n%2C%20Lugar%20O%20Coti%C3%B1o%201%2C%2032415%20San%20Andr%C3%A9s%2C%20Ribadavia%2C%20Ourense&query_place_id=ChIJnytHl_j0Lw0RfoWy2R-6gss,42.321484,-8.1084531,/productores/galicia/ourense/casal-de-arman-ribadavia.webp,pendiente,no comprobado
coto-de-gomariz-leiro,Coto de Gomariz,Leiro,Bodega,"Ribeiro, treixadura, sousón","Barro de Gomariz s/n, 32429 Leiro, Ourense",Bodega de Gomariz especializada en vinos de Ribeiro con trabajo de viñedo parcelario y variedades autóctonas.,Consultar web o venta directa,+34610602672,,https://www.cotodegomariz.com/,,https://www.instagram.com/cotodegomariz/,https://www.google.com/maps/search/?api=1&query=Coto%20de%20Gomariz%2C%20Barro%20de%20Gomariz%20s%2Fn%2C%2032429%20Leiro%2C%20Ourense&query_place_id=ChIJMSbFnjHzLw0R03syxX3YjwA,42.381119,-8.111887,/productores/galicia/ourense/coto-de-gomariz-leiro.webp,pendiente,no comprobado
ramon-do-casar-castrelo-de-mino,Ramón do Casar,Castrelo de Miño,Bodega,"Treixadura, albariño, mencía","OU-402 km 18, 32430 O Prado, Castrelo de Miño, Ourense",Bodega de Castrelo de Miño dedicada a vinos de Ribeiro con elaboración propia y visitas en bodega.,Consultar web o visitas,+34988036097,,https://ramondocasar.es/,,https://www.instagram.com/ramondocasar/,https://www.google.com/maps/search/?api=1&query=Ram%C3%B3n%20do%20Casar%2C%20OU-402%20km%2018%2C%2032430%20O%20Prado%2C%20Castrelo%20de%20Mi%C3%B1o%2C%20Ourense&query_place_id=ChIJRRl-YiT0Lw0RfKISILNZvZQ,42.3211892,-8.0546847,/productores/galicia/ourense/ramon-do-casar-castrelo-de-mino.webp,pendiente,no comprobado
adega-sameiras-ribadavia,Adega Sameirás,Ribadavia,Bodega,Ribeiro blanco y tinto,"OU-211 98, 32415 Ribadavia, Ourense",Adega familiar de Ribadavia que produce vinos de Ribeiro con uvas autóctonas y elaboración de pequeña escala.,Consultar web o venta directa,+34678894963,,http://www.adegasameiras.com/es/inicio/,,,https://www.google.com/maps/search/?api=1&query=Adega%20Sameir%C3%A1s%2C%20OU-211%2098%2C%2032415%20Ribadavia%2C%20Ourense&query_place_id=ChIJzT3XNc6KLw0RUUSIAeDZQyQ,42.319143,-8.110779,/productores/galicia/ourense/adega-sameiras-ribadavia.webp,pendiente,no comprobado
pazo-casanova-ourense,Pazo Casanova,Ourense,Bodega,"Ribeiro, treixadura, vinos de pazo","Camiño de Souto Sanín 1, 32990 Arrabaldo, Ourense","Pazo y bodega del Ribeiro en Arrabaldo, con viñedo propio y elaboración de vinos blancos y tintos gallegos.",Consultar web o visitas,+34988384196,,http://www.pazocasanova.com/,,,https://www.google.com/maps/search/?api=1&query=Pazo%20Casanova%2C%20Cami%C3%B1o%20de%20Souto%20San%C3%ADn%201%2C%2032990%20Arrabaldo%2C%20Ourense&query_place_id=ChIJ1Sfd7En3Lw0RZ4OaPjgxKx4,42.3470609,-7.9777666,/productores/galicia/ourense/pazo-casanova-ourense.webp,pendiente,no comprobado
alan-de-val-a-rua,Alan de Val,A Rúa,Bodega,"Godello, mencía, vinos Valdeorras","Lugar de Pedrazais s/n, 32350 A Rúa, Ourense",Adega familiar de Valdeorras que elabora godello y mencía con uvas de viñedos propios en A Rúa.,Consultar web o venta directa,+34679154466,,https://alandeval.com/,,,https://www.google.com/maps/search/?api=1&query=Alan%20de%20Val%2C%20Lugar%20de%20Pedrazais%20s%2Fn%2C%2032350%20A%20R%C3%BAa%2C%20Ourense&query_place_id=ChIJ04R1-qiAMA0R1sifr_rTgDs,42.4023325,-7.0896712,/productores/galicia/ourense/alan-de-val-a-rua.webp,pendiente,no comprobado
bodegas-godeval-o-barco,Bodegas Godeval,O Barco de Valdeorras,Bodega,Godello de Valdeorras,"Mosteiro de Xagoaza s/n, 32317 O Barco, Ourense","Bodega pionera en la recuperación del godello, situada junto al monasterio de Xagoaza en Valdeorras.",Consultar web o visitas,+34988108282,godeval@godeval.com,https://godeval.com/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Godeval%2C%20Mosteiro%20de%20Xagoaza%20s%2Fn%2C%2032317%20O%20Barco%2C%20Ourense&query_place_id=ChIJuUurOyCEMA0Rx_9LT-PZxbQ,42.4358889,-7.0049456,/productores/galicia/ourense/bodegas-godeval-o-barco.webp,pendiente,no comprobado
a-coroa-a-rua,A Coroa,A Rúa,Bodega,"Godello, mencía","Rúa da Coroa 15, 32350 A Rúa, Ourense",Bodega de A Rúa con viñedo en Valdeorras y elaboración centrada en godello y mencía.,Consultar web o venta directa,+34988310648,,https://acoroa.com/,,https://www.instagram.com/acoroa/,https://www.google.com/maps/search/?api=1&query=A%20Coroa%2C%20R%C3%BAa%20da%20Coroa%2015%2C%2032350%20A%20R%C3%BAa%2C%20Ourense&query_place_id=ChIJg29swQJ-MA0RfdcKL2YYj_c,42.4017307,-7.0929437,/productores/galicia/ourense/a-coroa-a-rua.webp,pendiente,no comprobado
virxe-de-galir-o-barco,Virxe de Galir,O Barco de Valdeorras,Bodega,"Godello, mencía, mencía barrica","Calle Las Escuelas s/n, 32300 Entoma, O Barco de Valdeorras, Ourense","Bodega de Entoma integrada en la DO Valdeorras, con vinos de godello y mencía de la zona oriental ourensana.",Consultar web o visitas,+34988335600,,https://virgendelgalir.com/,,https://www.instagram.com/virgendelgalir/,https://www.google.com/maps/search/?api=1&query=Virxe%20de%20Galir%2C%20Calle%20Las%20Escuelas%20s%2Fn%2C%2032300%20Entoma%2C%20O%20Barco%20de%20Valdeorras%2C%20Ourense&query_place_id=ChIJU2243J-EMA0RJy3gN7SJDWY,42.419789,-6.944271,/productores/galicia/ourense/virxe-de-galir-o-barco.webp,pendiente,no comprobado
