slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
cantina-paride-d-angelo,Cantina Paride D'Angelo,Pianella,Vino,vini biologici,"Contrada Garofalo, 65019 Pianella PE",,,,info@paridedangelo.it,https://paridedangelo.it/,https://www.facebook.com/paridedangelovini/,https://www.instagram.com/paride.dangelo/,https://www.google.com/maps/search/?api=1&query=Cantina%20Paride%20D%27Angelo%2C%20Contrada%20Garofalo%2C%2065019%20Pianella%20PE&query_place_id=ChIJh38IiWOxMRMRZYdQJsfdKFI,42.407154,14.033073799999999,,,sí,ecommerce,,792,,,,,,
mezzopasso,Mezzopasso,Popoli,Cerveza,birra artigianale,"Zona Industriale, Via per Vittorito, Snc, 65026 Popoli PE",,,,,https://birramezzopasso.it,,,https://www.google.com/maps/search/?api=1&query=42.1558077%2C13.8269734&query_place_id=ChIJgyZo44s5MBMRF211bYYx5F8,42.1558077,13.8269734,,,no comprobado,,,2604,,,,,,
casearia-san-panfilo,Casearia San Panfilo,Farindola,Lácteos y quesos,"Pecorino di Farindola, ricotta di pecora","Contrada Trosciano Superiore, 50, 65010 Farindola PE",Casearia San Panfilo alleva le proprie pecore a Farindola e produce Pecorino di Farindola a latte crudo e ricotta di latte ovino.,Lun-vie 08:00-16:30; sáb 08:00-12:00,+393492345720,martinelli.pietr@tiscali.it,https://www.caseariasanpanfilo.it/,,,,42.453687290078,13.851844405858,,,no,,,917,it,,,,,
caseificio-voltigno,Caseificio Voltigno,Rosciano,Lácteos y quesos,"fior di latte, ricotta, pecorino, caciotta, yogurt","Via Enrico Taddei, 45, Villa Badessa, 65020 Rosciano PE","Il Caseificio Voltigno trasforma il latte delle aziende agricole abruzzesi nel proprio caseificio di Villa Badessa, producendo formaggi freschi e stagionati e yogurt.",,+390858509170,,https://www.caseificiovoltigno.it/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Voltigno%2C%20Via%20Enrico%20Taddei%2C%2045%2C%20Villa%20Badessa%2C%2065020%20Rosciano%20PE&query_place_id=ChIJ2SIXJpmzMRMRevaaBiDAY1c,42.354705106633,14.026179205372,,,no comprobado,,,1492,it,,,,,
caseificio-fratelli-del-mastro,Caseificio F.lli Del Mastro,Sant'Eufemia a Maiella,Lácteos y quesos,"scamorza, fior di latte, caciocavallo, ricotta, yogurt","Via Roma, 131, 65020 Sant'Eufemia a Maiella PE","Caseificio F.lli Del Mastro, caseificio familiare che produce a mano formaggi a pasta filata e altri prodotti lattiero-caseari con latte di montagna locale.",,+39085920115,info@caseificiodelmastro.it,https://www.caseificiodelmastro.it/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20F.lli%20Del%20Mastro%2C%20Via%20Roma%2C%20131%2C%2065020%20Sant%27Eufemia%20a%20Maiella%20PE&query_place_id=ChIJA-fdJ8lFMBMRvLY5og2lMcE,42.124217937056,14.025463479555,,,no comprobado,,,1107,it,,,,,
azienda-viticola-trea,Azienda Viticola TrèA,Civitaquana,Condimentos,mosto cotto artigianale di uve Montepulciano d'Abruzzo,"Vigneti aziendali, Civitaquana PE",La empresa de Andrea Basile cultiva en ecológico sus viñedos familiares de Civitaquana y transforma las uvas en mosto cocido artesanal bajo la marca TrèA.,,+393383786660,andreabasile@aziendaviticolatrea.it,https://www.aziendaviticolatrea.it/,,,,42.34472,13.91872,,,no comprobado,,,500,es,,,,,
alma-vingranato,Alma — Vingranato,Pescara,Vino,"Vingranato, melograno biologico","Via Martiri di Cefalonia, 13, 65123 Pescara PE","Alma coltiva melograni biologici in Abruzzo e li trasforma in Vingranato, il suo vino di melograno brevettato e moderatamente alcolico.",,+393498542302,info@vingranato.com,https://www.vingranato.com/,,,,42.46428,14.21419,,,no comprobado,,Fruta y verdura,141,it,,,,,
lazzarini-federica,Lazzarini Federica,Cepagatti,Lácteos y quesos,"pecorino fresco, pecorino stagionato, pecorino sottocrusca, pecorino sottograno, caciocavallo, fiordilatte",Contrada Stella snc,Azienda ovina con unità lattiero-casearia autorizzata e una gamma documentata di formaggi ovini abruzzesi tradizionali e prodotti a pasta filata.,,,,,,,,42.36583,14.07667,,pendiente,no comprobado,,Carne,2477,it,,,,,
azienda-agricola-aretusi-matteo,Azienda Agricola Aretusi Matteo,Alanno,Lácteos y quesos,"formaggi vaccini, caprini e ovini","Via Oratorio, 85, 65020 Alanno PE","Matteo Aretusi gestisce un’unità lattiero-casearia agricola autorizzata a produrre formaggi freschi e stagionati di latte vaccino, caprino e ovino ad Alanno.",,,,,,,,42.3,13.96667,,pendiente,no comprobado,,,275,it,,,,,
nuova-torrefazione-autonoma-nta-specialty-coffee,Nuova Torrefazione Autonoma (NTA Specialty Coffee),Pescara,Café,"Café en grano, espresso y filtro",,Microtorrefazione moderna de specialty coffee en Pescara con tueste propio en pequeños lotes.,,,,https://www.ntaspecialtycoffee.it/,,https://www.instagram.com/nuova_torrefazione_autonoma/,,42.46428,14.21419,,,no comprobado,,,2688,es,,,,,
