slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
allesverloren,Allesverloren,Riebeek-Wes,Vino,,R311,,,+27224612320,info@allesverloren.co.za,http://www.allesverloren.co.za/,https://www.facebook.com/208839479215701,,,-33.3583109,18.8741572,,parcial,no comprobado,,,32,
alpha-excelsior-farm,Alpha Excelsior Farm,Cederberg,Vino,,"Alpha Excelsior Guest Farm, Rocklands",,,+27633156560,bookings@alphaexcelsior.co.za,http://www.alphaexcelsior.co.za/,https://www.facebook.com/152019134919037,,,-32.1132196,19.0587481,,parcial,no comprobado,,,34,
annex-kloof,Annex Kloof,Swartland Ward 12,Vino,,,,,+27224873870,info@annexkloofwines.co.za,http://www.annexkloofwines.co.za/,https://www.facebook.com/1468180633417385,,,-33.5109356,18.8059647,,parcial,no comprobado,,,46,
ayama-wines,Ayama Wines,Paarl,Vino,,"Private PC, 93 Bergriver Blvd",,,+27218698313,info@slentfarms.com,http://www.ayama.co.za,https://www.facebook.com/610828852456186,,,-33.542146,18.849245,,parcial,no comprobado,,,55,
bester-family-wines,Bester Family Wines,Riebeek-Kasteel,Vino,,14 Sarel Cilliers St,,,+27828055586,info@besterwines.com,https://www.besterwines.com/,https://www.facebook.com/1376836025719725,,,-33.3837,18.89602,,parcial,no comprobado,,,94,
black-eagle-brewing-co,Black Eagle Brewing Co.,Langebaan,Cerveza,,4 Suffren St,,,+27783605131,admin@bebc.co.za,http://www.bebc.co.za/,https://www.facebook.com/252156901659999,,,-33.0902248,18.0322379,,parcial,no comprobado,,,107,
blake-family-wines,Blake Family Wines,Yzerfontein,Vino,,"R315, next to Fishermans Haven",,,+27224512701,info@blakefamilywines.com,http://blakefamilywines.com/,https://www.facebook.com/241437382686495,,,-33.3430852,18.1711304,,parcial,no comprobado,,,111,
bokatlile-poultry-and-livestock-farm,Bokatlile Poultry and Livestock Farm,Malmesbury,Carne,,4 Tegno,,,+27814065878,,http://www.bokatlilepoultryfarm.co.za/,https://www.facebook.com/102312034749296,,,-33.4731245,18.7104457,,parcial,no comprobado,,,118,
groote-post,Groote Post,Darling,Vino,,"Darling, 28 Pastorie St",,,+27224922825,mclaughlin@lworldonline.co.za,http://www.grootepost.com,https://www.facebook.com/595901167226749,,,-33.4834244,18.4097448,,parcial,no comprobado,,,380,
klawer-wynkelder-klawer-wines,Klawer Wynkelder / Klawer Wines,Klawer,Vino,,P.O Box 8,,,+27673300942,ontvangs@klawerwyn.co.za,http://www.klawerwine.co.za/,https://www.facebook.com/326566077425958,,,-31.7932558,18.6275485,,parcial,no comprobado,,,469,
