slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
canto-boutique-wines,Canto Boutique Wines,Cape Town,Vino,,"Canto Wines, Vissershok Rd",,,+27214922821,info@cantowines.co.za,http://cantowines.co.za/,https://www.facebook.com/1378793798899955,,,-33.8058137,18.6241645,,parcial,no comprobado,,,163,
cape-point-vineyards,Cape Point Vineyards,Noordhoek,Vino,,Silvermine Rd,,,+27217890900,info@cape-point.com,https://linktr.ee/CapePointVineyard,https://www.facebook.com/179973785407912,,,-34.093809,18.3875257,,parcial,no comprobado,,,164,
constantia-glen-winery,Constantia Glen Winery,Cape Town,Vino,,"Constantia Glen, Constantia Main Rd",,,+27216831354,reservations@constantiaglen.com,http://constantiaglen.com,https://www.facebook.com/1951421648447084,,,-34.0154643,18.4090182,,parcial,no comprobado,,,198,
constantia-mist-vineyard-estate,Constantia Mist Vineyard Estate,Cape Town,Vino,,2201 Absa Centre,,,+27217940904,,,https://www.facebook.com/495115784017760,,,-33.922133,18.425073,,parcial,no comprobado,,,199,
croydon-vineyard-olive-estate,Croydon Vineyard / Olive Estate,Cape Town,Vino,,R102,,,+27832826606,,http://www.group7properties.co.za/,https://www.facebook.com/1434026446924761,,,-34.0374767,18.7532933,,parcial,no comprobado,,,215,
croydon-vineyards,Croydon Vineyards,Cape Town,Vino,,"1 Aquarius Road, Croydon Vineyard Estate corner R102 and Kramat Road",,,+27218433610,lifestyle@croydon-estate.co.za,http://www.croydon-vineyards.com/,https://www.facebook.com/112334900143248,,,-33.9131561,18.3925967,,parcial,no comprobado,,,216,
d-aria-winery,D'Aria Winery,Durbanville,Vino,,1 Race Course Rd,,,+27218016772,tasting@daria.co.za,http://www.dariawinery.co.za,https://www.facebook.com/106959259367563,,,-33.8410845,18.6108883,,parcial,no comprobado,,,220,
de-grendel-wine-estate-and-restaurant,De Grendel Wine Estate and Restaurant,City of Cape Town,Vino,,"De Grendel Wine Estate and Restaurant, Plattekloof Road",,,+27215586280,info@degrendel.co.za,https://www.degrendel.co.za/,https://www.facebook.com/177458525626606,,,-33.8511217,18.5715493,,parcial,no comprobado,,,228,
diemersdal-wine-estate,Diemersdal Wine Estate,City of Cape Town,Vino,,,,,+27219763361,info@diemersdal.co.za,http://www.diemersdal.co.za/,https://www.facebook.com/111077312282292,,,-33.8008457,18.6398057,,parcial,no comprobado,,,253,
hazendal-wine-estate,Hazendal Wine Estate,Brackenfell,Vino,,Bottelary Rd,,,+27219035034,enquiries@hazendal.co.za,http://www.hazendal.co.za/,https://www.facebook.com/13114446118,,,-33.8990368,18.7166499,,parcial,no comprobado,,,398,
high-constantia-wine-cellar,High Constantia Wine Cellar,Cape Town,Vino,,Groot Constantia Rd,,,+27217947171,david@highconstantia.co.za,http://www.highconstantiawines.co.za/,https://www.facebook.com/646587542080079,,,-34.0253939,18.4269574,,parcial,no comprobado,,,404,
hout-bay-vineyards,Hout Bay Vineyards,Hout Bay,Vino,,1 Grotto Way,,,+27837903303,cathy@4mb.co.za,https://houtbayvineyards.co.za/,https://www.facebook.com/115346728565325,,,-34.0242975,18.3749737,,parcial,no comprobado,,,416,
klein-roosboom-boutique-winery,Klein Roosboom Boutique Winery,City of Cape Town,Vino,,Tygerberg Valley Rd,,,+27860572572,info@kleinroosboom.co.za,http://www.kleinroosboom.co.za/,https://www.facebook.com/358565243860,,,-33.8205054,18.5746248,,parcial,no comprobado,,,470,
lourensford-estate,Lourensford Estate,Cape Town,Vino,,Lourensford Avenue,,,+27218472200,info@lourensford.co.za,http://www.lourensford.co.za/,https://www.facebook.com/181719998521108,,,-34.0683033,18.8945919,,parcial,no comprobado,,,527,
maastricht-wines,Maastricht Wines,Durbanville,Vino,,13 Rouge Clos,,,+27219761995,info@maastricht.co.za,http://www.maastricht.co.za/,https://www.facebook.com/995164260505184,,,-33.8394817,18.5904927,,parcial,no comprobado,,,540,
meerendal-wine-estate,Meerendal Wine Estate,Cape Town,Vino,,Vissershok Rd,,,+27219751655,info@meerendal.co.za,http://www.meerendal.co.za/,https://www.facebook.com/121953137843885,,,-33.7989637,18.6239573,,parcial,no comprobado,,,583,
morgenster-estate,Morgenster Estate,Somerset West,Vino,,"Vergelegen Avenue, Off Lourensford Rd",,,+27218521738,tastingroom@morgenster.co.za,http://www.morgenster.co.za/,https://www.facebook.com/127734217268231,,,-34.0839314,18.8849971,,parcial,no comprobado,,,618,
signal-hill-winery,Signal Hill Winery,Cape Town,Vino,,100 Shortmarket St,,,+27214245820,info@winery.co.za,http://shop.winery.co.za/,https://www.facebook.com/293075917384710,,,-33.9206951,18.4179404,,parcial,no comprobado,,,814,
vergenoegd-low-the-wine-estate,Vergenoegd Löw The Wine Estate,Eerste Rivier,Vino,,"Off R310, Stellenbosch Wine Route, 1 Faure Village Rd",,,+27218433248,info@vergenoegd.co.za,https://vergenoegd.co.za/,https://www.facebook.com/1475069329477904,,,-34.0342518,18.7390475,,parcial,no comprobado,,,969,
waterkloof-tasting-lounge,Waterkloof Tasting Lounge,City of Cape Town,Vino,,Old Sir Lowry's Pass Rd,,,+27218581292,info@waterkloofwines.co.za,http://www.waterkloofwines.co.za/,https://www.facebook.com/197412936973961,,,-34.09875,18.8895242,,parcial,no comprobado,,,982,
