producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
1,descripcion,es,f619c8ab407e572ebd24eba39cd98c7d51f7d536db0efaa33051fbce736f06b3,"Chinampa beekeeping and agroecological rescue project producing pure multifloral wetland honey, propolis and pollen.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
2,descripcion,es,bd55f26b418de7eee0a6860c2734a50fab4a2b28041a84d41574851d205c518a,Agricultural company producing milk and making and marketing dairy products; it also forms part of the Aguascalientes Wine Route.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
3,descripcion,es,d5927fa41c8d4976152bf37fe227e0866729e59930d4cbbbe0398f635a116ca5,Production of seasonings and dressings in the Atlampa neighborhood.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
4,descripcion,es,7e72144e2435a2868f616eabe7247a85a5fde85b904472cedaf16d6ad465c3b2,"Artisanal pastry shop and bakery in San Jerónimo Lídice, making its breads and cakes by hand.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
5,descripcion,es,3174cce4cc6c58c0c0ef0adaf155f05d9c2bcf42f9b194ec018481902cf772a4,"Artisanal dried beef, dried in sun and wind, including rolled beef and traditional machaca.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
6,descripcion,es,9431d35462376dca3c7289067a867489693b7ff7c91321722304f938d0ba9a66,Peasant and chinampa farming network restoring chinampas in Xochimilco and distributing baskets of agroecological vegetables.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
7,descripcion,es,6382539b3149248b3c129a9b111a56c8811caed16cca0ea752882639190752e9,"Bacanora distillery with a Denomination of Origin in Bacanora, using traditional stills.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
8,descripcion,es,64bf30a9434a64ea2e38903f22947e8b760aeae1ac68769620fb15edee6413d7,"The first craft microbrewery in Baja California Sur, founded in 2007 in San José del Cabo, and creator of Cabotella Blonde Ale and Peyote IPA.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
9,descripcion,es,1c2ccfad0cb5a07f0eccb76d7f0a11e8dac04e2294e2a1ebee3abd0bb3a64af0,Bakery in the Industrial neighborhood specializing in bisquets and traditional bread.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
10,descripcion,es,c2dfaa2181fc9a0613f1a8dc07a24ca82888bf521d6d83aa3e8d0f52c27c299c,Bakery in the Doctores neighborhood with its own baking workshop.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
11,descripcion,es,f2d62cb769b6cae7cfa5ecea16d3ce153c940d77b2a26c13edb7599eb4553a52,Artisanal winery and vineyard in Parras that rescues traditional winemaking techniques.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
