slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
charles-martell-and-son,Charles Martell & Son,Dymock,Lácteos y quesos,"Stinking Bishop, Single Gloucester, Double Gloucester, Dymock Brandy","Hunts Court, Brooms Green, Dymock, Gloucestershire GL18 2DP","Cheesemaker and distiller in Dymock, working with Gloucester cattle and local orchard fruit.",,,,https://www.charlesmartell.com/,,https://www.instagram.com/stinkingbishopcheese,,51.994066,-2.417829,,pendiente,sí,ecommerce,Destilados y licores,113,en,,,,,
cotswold-organic-dairy,Cotswold Organic Dairy,Lower Slaughter,Lácteos y quesos,milk and cheese,"The Cotswold Brewing Co, College Farm, Stow Road, Bourton-on-the-Water, GL54 2HN",Cotswold Organic Dairy produces milk and cheese at its Lower Slaughter site.,,+441451831073,cheese@cotswold.farm,https://www.simonweaverorganic.co.uk/,,,,51.893927,-1.763002,,,no comprobado,,,142,en,,,,,
deya-brewing,Deya Brewing Company,Cheltenham,Cerveza,beer,"Unit 33 To 34, Lansdown Industrial Estate, Gloucester Road, Cheltenham, GL51 8PL",Deya Brewing Company produces beer at its Cheltenham site.,,,,https://www.deyabrewing.com/,,,,51.899632,-2.099996,,,no comprobado,,,178,en,,,,,
longridge-farm-produce,Longridge Farm Produce,Ashleworth,Carne,"beef, lamb, pork, turkey","Longridge Farm, Longridge Lane, Ashleworth, Gloucester, GL19 4HX","Longridge Farm Produce produces beef, lamb, pork, turkey at its Ashleworth site.",,,,https://www.longridgefarmproduce.co.uk/,,,,51.920693,-2.277557,,,sí,ecommerce,,412,en,,,,,
smarts-traditional-gloucester-cheese,Smart's Traditional Gloucester Cheese,Churcham,Lácteos y quesos,"Single Gloucester, Double Gloucester, Harefield, The Smokey One","Old Ley Court, Chapel Lane, Birdwood, Churcham, Gloucester, GL2 8AR","Third-generation family dairy farm making Single and Double Gloucester and other cheeses from its own closed herd.",,+441452750225,smartstrad.cheese@btinternet.com,https://smartsgloucestercheese.com/,,,,51.86339,-2.378497,,,no comprobado,,,591,en,,,,,
bespoke-brewing-co,Bespoke Brewing Co,Mitcheldean,Cerveza,"traditional ales, personalised-label beers","Unit 5, The Mews, Mitcheldean, Gloucestershire, GL17 0SL","Independent traditional brewery producing award-winning ales and personalised-label beers in Mitcheldean.",,+441594546426,sales@bespokebrewery.co.uk,https://bespoke.imagiweb.co.uk/,,,,51.865423,-2.488016,,,no comprobado,,,51,en,,,,,
gloucester-brewery,Gloucester Brewery,Gloucester,Cerveza,"craft beer, Fox's Kiln spirits","Warehouse 4, Fox's Kiln, West Quay, Gloucester, GL1 2LG","Gloucester Docks brewery and distillery producing craft beers and Fox's Kiln small-batch spirits.",,+441452668043,sales@gloucesterbrewery.co.uk,https://www.gloucesterbrewery.co.uk/,,,,51.862214,-2.253787,,,sí,ecommerce,Destilados y licores,265,en,,,,,
stroud-brewery,Stroud Brewery,Stroud,Cerveza,"organic ales and lagers","Kingfisher Business Park, London Road, Thrupp, Stroud, GL5 2BY","Independent organic brewery in Stroud producing certified organic and vegan beers.",,+441453887122,beer@stroudbrewery.co.uk,https://stroudbrewery.com/,,,,51.724642,-2.201619,,,sí,ecommerce,,624,en,,,,,
corinium-ales,Corinium Ales,Cirencester,Cerveza,,"1A The Old Kennels, Cirencester Park, Cirencester, Gloucestershire, GL7 1UR",Brewery producing beer at its Cirencester unit.,,+444900491,hello@coriniumales.co.uk,https://www.coriniumales.co.uk/,,https://www.instagram.com/coriniumales,,51.719000,-1.968000,,pendiente,no comprobado,,,140,en,,,,,
bibury-trout-farm,Bibury Trout Farm,Bibury,Pescado,trout,"Bibury, Cirencester, GL7 5NL",Historic Cotswold trout farm established in 1902 producing fresh and smoked trout.,,+441285740215,info@biburytroutfarm.co.uk,https://www.biburytroutfarm.co.uk,,,,51.759573,-1.838119,,,no comprobado,,,55,en,,,,,
