slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area
blackberry-lane-gardens,Blackberry Lane Gardens,Crane,Fruta y verdura,,"1172 Blackberry Lane, Crane, MO 65633","On-farm market in Crane offering seasonal local fruit and vegetables, eggs, baked goods and preserves from a covered and outdoor farm stand.",,,,,,,,36.90361598362384,-93.55506198180609,,pendiente,no comprobado,,,447,en,,,,,,us,west-north-central,missouri
david-s-pasture-llc,David's Pasture LLC,Concordia,Carne,"Grass-finished beef, pasture-raised chicken","696 NE State Hwy CC, Concordia, MO 64020",Family-run pasture farm in Concordia raising grass-finished cattle and broiler chickens with regenerative practices; its online store offers home delivery and farm pickup.,Farm pickup Monday–Saturday by preordered pickup day,+16609092360,,https://davidspasture.com/,https://www.facebook.com/davidspasture/,https://www.instagram.com/davidspasture/,,38.9319418,-93.6123023,/productores/us/west-north-central/missouri/david-s-pasture-llc.webp,,sí,ecommerce|suscripcion,,1011,en,sí,,,,,us,west-north-central,missouri
fassnight-creek-farms,Fassnight Creek Farm,Springfield,Fruta y verdura,"Onions, green beans, squash, zucchini, beets, radishes","1366 S Fort Ave, Springfield, MO 65807","Family-owned urban farm in Springfield growing vegetables, fruit and flowers on land with nearly a century of vegetable production.",Farm stand: Tue–Sat 10:00–18:00; Sun 12:00–17:00,+14178665011,,,https://www.facebook.com/100952909995047/,,,37.1901162,-93.3074373,,pendiente,sí,telefono,,1243,en,,,,,,us,west-north-central,missouri
fresco-farm-market-and-mercantile-by-taylor-farm-on-ff,Fresco Farm Market and Mercantile by Taylor Farm on FF,Thompson,Fruta y verdura,"Vegetables, fruit and herbs grown on the farm","15703 State Highway FF, Thompson, MO 65285","Taylor Farm on FF grows vegetables, fruit and herbs at its Thompson farm; its Fresco farm market also sells produce and other foods from nearby farms.",,+15737211617,,,,,,39.152491,-92.019071,,pendiente,no comprobado,,,1359,en,,,,,,us,west-north-central,missouri
missouri-berries,Missouri Berries,Republic,Fruta y verdura,"Strawberries, blueberries, blackberries","2097 S State Highway PP, Republic, MO 65738-1091","Family-owned U-pick farm in Republic growing strawberries and blueberries, with 1,250 blackberry plants added to expand its berry fields.",,+14175365656,,https://missouriberries.com/,https://www.facebook.com/MissouriBerries/,https://www.instagram.com/missouriberries/,,37.1817929,-93.5701002,,,no comprobado,,,2259,en,,,,,,us,west-north-central,missouri
amazing-grace-orchard,Amazing Grace Orchard,Waverly,Fruta y verdura,Peaches,"25271 Highway 24, Waverly, MO 64096","Veteran-owned family orchard near Waverly with 1,250 peach trees across eight varieties on approximately 12 acres.",,,,,,,,39.19706499632312,-93.63088601903566,,pendiente,no comprobado,,,123,en,,,,,,us,west-north-central,missouri
babb-blueberry-farm,Babb Blueberry Farm,Beaufort,Fruta y verdura,"Blueberries, blueberry jam","2751 Highway 50, Beaufort, MO 63013",Beaufort U-pick farm specializing in blueberries and also offering frozen berries and homemade blueberry jam.,,,,,https://www.facebook.com/Babb-Blueberry-Farm-236131889798162/,,,38.44099689345794,-91.08759950344141,,pendiente,no comprobado,,,237,en,,,,,,us,west-north-central,missouri
green-dirt-farm,Green Dirt Farm,Weston,Lácteos y quesos,"Sheep's milk cheese, sheep's milk yogurt, lamb","1099 Welt St, Weston, MO 64098",Grass-based sheep dairy and creamery in Weston making sheep's-milk cheeses and yogurt and raising lamb; guided tours visit the milking parlor and cheese kitchen.,"Weston Creamery: Mon, Thu & Sun 10:00–16:00; Fri–Sat 10:00–18:00; Tue–Wed closed",+18163862156,info@greendirtfarm.com,https://www.greendirtfarm.com/,https://www.facebook.com/greendirtfarm/,https://www.instagram.com/greendirtfarm/,,39.4180121,-94.8926287,,,sí,ecommerce|suscripcion,Carne,1485,en,sí,,,,,us,west-north-central,missouri
baetje-farms,Baetje Farms,Bloomsdale,Lácteos y quesos,"Bloomsdale, Miette, Beer Washed Vallée, Amoureux","8932 Jackson School Rd, Bloomsdale, MO 63627","Family-owned goat dairy and creamery in Bloomsdale making fresh and aged artisan cheeses, including goat-milk and mixed-milk styles.",Creamery tours: Mon–Fri 10:00; advance ticket required,+15734839021,team@baetjefarms.com,https://baetjefarms.com/,https://www.facebook.com/216681018381830/,https://www.instagram.com/baetje_farms/,,37.9979477,-90.2788039,,,sí,ecommerce,,244,en,sí,,,,,us,west-north-central,missouri
j-rieger-co,J. Rieger & Co.,Kansas City,Destilados y licores,"Kansas City Whiskey, bourbon, rye, Caffè Amaro, gin, vodka","2700 Guinotte Ave, Kansas City, MO 64120","Kansas City distillery producing whiskey, bourbon, rye, Caffè Amaro, gin and vodka at its Guinotte Avenue production facility.",Mon–Tue 14:00–20:00; Wed–Thu 14:00–22:00; Fri–Sat 12:00–00:00; Sun 12:00–20:00,+18167027800,cheers@jriegerco.com,https://jriegerco.com/,https://www.facebook.com/JRiegerCo/,https://www.instagram.com/jriegerco/,,39.1194277,-94.5487189,/productores/us/west-north-central/missouri/j-rieger-co.webp,,sí,ecommerce,,1794,en,sí,,,,,us,west-north-central,missouri
