slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
armand-s-harper-valley-farms,Armand's Harper Valley Farms,Westport,Fruta y verdura,"Sweet corn, tomatoes, pumpkins, squash, beef, pork and eggs","13094 South County Road 600 West, Westport, IN 47283","Armand's Harper Valley Farms is a diversified family farm in rural Westport that raises produce, pumpkins, hogs, cattle and laying hens using no-till crop practices.",,+18125913416,,https://harpervalleyfarms.com/,https://www.facebook.com/indianapumpkinpatch/,https://www.instagram.com/harpervalleyfarms/,,39.14530402009623,-85.59276702142915,,,no comprobado,,Carne|Huevos,188,en,,,,,,us,east-north-central,indiana,,,,,,
atherton-s-apple-farm,Atherton's Apple Farm,New Carlisle,Fruta y verdura,"Apples, honey, apple butter, jams and jellies","3808 N. 900 East County Line Road, New Carlisle, IN 46552","Atherton's Apple Farm produces apples and honey and offers apple butter, preserves and related farm goods near New Carlisle.",,,,,,,,41.6622750049747,-86.52666702239154,,pendiente,no comprobado,,Miel,206,en,,,,,,us,east-north-central,indiana,,,,,,
carter-s-strawberries-and-mums,Carter's Strawberries and Mums,Frankfort,Fruta y verdura,Strawberries,"8428 N. County Road 300 East, Frankfort, IN 46041",Carter's Strawberries and Mums grows strawberries for spring harvest and mums for fall sales near Frankfort.,,,,,,,,40.408552005145964,-86.451663992578,,pendiente,no comprobado,,,716,en,,,,,,us,east-north-central,indiana,,,,,,
de-jong-farm,De Jong Farm,Merrillville,Fruta y verdura,"Seasonal fruit and vegetables, eggs and beef",,,,,,,,,,,,,pendiente,no comprobado,,Carne|Huevos,1020,,,,,,,us,east-north-central,indiana,,,,,,
dougherty-orchard,Dougherty Orchard,Cambridge City,Fruta y verdura,"Apples, pumpkins, pears, sunflowers, cider and wine","1117 Dougherty Road, Cambridge City, IN 47327","Founded in 1883, Dougherty Orchards grows 33 apple varieties plus pumpkins, pears and sunflowers in Cambridge City and also presses cider and makes wine on site.",,+17654785198,doughertyorchards@gmail.com,https://www.doughertyorchards.com/,https://www.facebook.com/doughertyorchard/,https://www.instagram.com/doughertyorchards_/,,39.84160670193175,-85.09354024630188,/productores/us/east-north-central/indiana/dougherty-orchard.webp,,no,,Sidra|Vino,1089,en,,,,,,us,east-north-central,indiana,,,,,,
goin-s-blueberry-lane,Goin's Blueberry Lane,North Judson,Fruta y verdura,Blueberries,"3340 South 750 West, North Judson, IN 46366",Goin's Blueberry Lane is a family-run North Judson blueberry farm offering U-pick and ready-picked berries plus a seasonal farm market.,,+15748962283,kevinpatgbl@icloud.com,https://www.goinsblueberrylane.com/,https://www.facebook.com/GoinsBlueberryLane/,,,41.25297099875891,-86.8405419713075,,,no,,,1428,en,,,,,,us,east-north-central,indiana,,,,,,
guenthenspberger-farms,Guenthenspberger Farms,Daleville,Fruta y verdura,Raspberries and seasonal produce,"10100 West County Road 500 South, Daleville, IN 47334","Guenthenspberger Farms is a family farm near Daleville that grows field crops, fruit and produce for direct sale.",,+17653781064,,,,,,40.120923016276635,-85.50479098479487,,pendiente,no comprobado,,,1514,en,,,,,,us,east-north-central,indiana,,,,,,
jd-field-ranch-llc,JD Field Ranch LLC,Kewanna,Carne,Grain-finished beef,,JD Field Ranch is a family cattle ranch near Kewanna that raises grain-finished beef on Indiana pasture.,,,,,,,,,,,pendiente,no comprobado,,,1825,en,,,,,,us,east-north-central,indiana,,,,,,
owl-creek-farm,Owl Creek Farm,Clay City,Fruta y verdura,Seasonal vegetables and eggs,"6153 South County Road 150 West, Clay City, IN 47841",Owl Creek Farm grows seasonal vegetables near Clay City and sells produce and eggs through its on-farm market.,,,,,,,,39.2973449962667,-87.13469799008905,,pendiente,no comprobado,,Huevos,2496,en,,,,,,us,east-north-central,indiana,,,,,,
pleasant-view-orchard,Pleasant View Orchard,Fairland,Fruta y verdura,"Apples, peaches, pumpkins, preserves and cider","10721 North 850 West, Fairland, IN 46126","Pleasant View Orchard grows apples, peaches and pumpkins near Fairland and operates a seasonal U-pick orchard and country store.",,+13178614025,,http://www.pleasantvieworchardin.com/,https://www.facebook.com/PleasantViewOrchard/,,,39.67816599629734,-85.94415501036875,,,no,,Sidra,2619,en,,,,,,us,east-north-central,indiana,,,,,,
cardinal-spirits,Cardinal Spirits,Bloomington,Destilados y licores,"Whiskey, gin, vodka, rum, liqueurs and canned cocktails","922 South Morton Street, Bloomington, IN 47403","Cardinal Spirits distills whiskey, gin, vodka, rum and liqueurs on site in Bloomington and also produces canned cocktails.",Wed-Fri 16:00-22:00; Sat 12:00-22:00; Sun 11:00-15:00,+18122026789,hello@cardinalspirits.com,https://www.cardinalspirits.com/,https://www.facebook.com/cardinalspirits/,https://www.instagram.com/cardinalspirits/,,39.1637,-86.524264,/productores/us/east-north-central/indiana/cardinal-spirits.webp,,sí,ecommerce,,694,en,sí,,,,,us,east-north-central,indiana,,,,,,
traders-point-creamery,Traders Point Creamery,Zionsville,Lácteos y quesos,"Organic milk, yogurt, cheese and ice cream","9101 Moore Road, Zionsville, IN 46077","Traders Point Creamery is an organic dairy farm in Zionsville that produces milk, yogurt, cheese and ice cream and operates an on-farm store.",,+13177331700,,https://www.traderspointcreamery.com/,https://www.facebook.com/Traders-Point-Creamery-361064221639/,https://www.instagram.com/traderspointcreamery/,,39.9174414,-86.2876194,/productores/us/east-north-central/indiana/traders-point-creamery.webp,,no,,Helados,3417,en,,,,,,us,east-north-central,indiana,,,,,,
tulip-tree-creamery,Tulip Tree Creamery,Indianapolis,Lácteos y quesos,"Trillium, Foxglove, Hops, Queen Anne's Lace and cultured butter","6330 Corporate Drive Suite D, Indianapolis, IN 46278",Tulip Tree Creamery makes small-batch artisan cheeses and cultured butter in Indianapolis with fresh milk from Indiana family farms.,Mon-Fri 09:00-15:00,+13173998086,,https://www.tuliptreecreamery.com/,https://www.facebook.com/tuliptreecreamery/,https://www.instagram.com/tuliptreecreamery/,https://www.google.com/maps/search/?api=1&query=Tulip%20Tree%20Creamery%2C%206330%20Corporate%20Drive%20Suite%20D%2C%20Indianapolis%2C%20IN%2046278&query_place_id=ChIJA1H8oHqqbIgRHACxKFWp8X4,39.8699595,-86.2649416,/productores/us/east-north-central/indiana/tulip-tree-creamery.webp,,sí,ecommerce,,3441,en,,,,,,us,east-north-central,indiana,,,,,,
jacobs-brichford-farmstead-cheese,Jacobs & Brichford Farmstead Cheese,Connersville,Lácteos y quesos,"Everton, Ameribella, Adair, JQ and Tomme de Fayette","2957 South State Road 1, Connersville, IN 47331",Jacobs & Brichford makes farmstead cheeses from its own herd in Connersville and sells cheese and farm-raised meat through its online store.,,+17656920056,,https://jandbcheeseandmeat.grazecart.com/,,,,39.5990387,-85.1134797,/productores/us/east-north-central/indiana/jacobs-brichford-farmstead-cheese.webp,,sí,ecommerce,Carne,1807,en,,,,,,us,east-north-central,indiana,,,,,,
