slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online
aranberry-plantacion-de-arandanos-venta-de-arandanos-frescos-zumo-de-arandanos-orujo-y-mermelada,"ARANBERRY Plantación de arándanos. Venta de arándanos frescos, zumo de arándanos, orujo y mermelada",Helguera,Fruta y verdura,Arándanos,"Bo. la Torre, 2, 39860 Helguera, Cantabria, Spain","Productor local de fruta, huerta u hortalizas.",,+34638536227,,http://www.aranberry.com/,,,https://www.google.com/maps/search/?api=1&query=ARANBERRY%20Plantaci%C3%B3n%20de%20ar%C3%A1ndanos.%20Venta%20de%20ar%C3%A1ndanos%20frescos%2C%20zumo%20de%20ar%C3%A1ndanos%2C%20orujo%20y%20mermelada&query_place_id=ChIJ7Z3tK6PCTg0RzkAGcILd_n8,43.2948302,-3.4289173,,pendiente,no comprobado
bodega-bahia-de-santander,Bodega Bahía de Santander,Ribamontán al Mar,Bodega,Vino y licores,"Diseminado Castanedo, 55, 39150, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34621418433,,https://www.bodegabahiasantander.com/,,https://www.instagram.com/bodegabahiasantander/,https://www.google.com/maps/search/?api=1&query=Bodega%20Bah%C3%ADa%20de%20Santander&query_place_id=ChIJBzjCRgC1Tg0RTLdHVpfCPkU,43.44296490000001,-3.685789,,pendiente,no comprobado
bodega-hortanza,Bodega Hortanza,Trebuesto,Bodega,Vino y licores,"39880 Trebuesto, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34699791449,,http://www.hortanza.com/,,https://www.instagram.com/hortanza/,https://www.google.com/maps/search/?api=1&query=Bodega%20Hortanza&query_place_id=ChIJsSVFwk3vTg0RrN397BREiGo,43.3329288,-3.3117425,/productores/cantabria/cantabria/bodega-hortanza.webp,pendiente,no comprobado
bodega-picos-de-cabariezo,Bodega Picos De Cabariezo,Cabezón de Liébana,Bodega,Vino y licores,"Lugar Barrio, Pob. Cabariezo, 0 S N, 39571 Cabezón de Liébana, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34942735177,,http://vinosylicorespicos.es/,,https://www.instagram.com/bodega_picos_de_cabariezo/,https://www.google.com/maps/search/?api=1&query=Bodega%20Picos%20De%20Cabariezo&query_place_id=ChIJPwcFYEeySQ0RCKKH4B4EtMY,43.1410297,-4.589925099999999,/productores/cantabria/cantabria/bodega-picos-de-cabariezo.webp,pendiente,no comprobado
bodega-rio-miera,Bodega río Miera,Solares,Bodega,Vino y licores,"39710 Solares, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34942520420,,,,,https://www.google.com/maps/search/?api=1&query=Bodega%20r%C3%ADo%20Miera&query_place_id=ChIJI2mUWdjKTg0R0-ryLH7GNJg,43.3862629,-3.7310234,,pendiente,no comprobado
bodega-y-vinedo-senorio-del-pas,Bodega y Viñedo Señorío del Pas,Villafufre,Bodega,Vino y licores,"Cam. de Villafufre, 39638 Villafufre, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34630543351,,http://www.senoriodelpas.es/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20y%20Vi%C3%B1edo%20Se%C3%B1or%C3%ADo%20del%20Pas&query_place_id=ChIJJccCayEwSQ0RSKqG3dNrpyI,43.267506,-3.882241,,pendiente,no comprobado
bodegas-behetria,Bodegas Behetría,Villayuso de Cieza,Bodega,Vino y licores,"39407 Villayuso de Cieza, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34609459398,,http://bodegasbehetria.es/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Behetr%C3%ADa&query_place_id=ChIJ7biTHmEYSQ0RrWjV-i608KY,43.222285,-4.0878719,,pendiente,no comprobado
bodegas-cantabras,Bodegas Cantabras,Torrelavega,Bodega,Vino y licores,"C. Calderón de la Barca, 8, 39300 Torrelavega, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34942891333,,http://www.bodegascantabras.com/,,https://www.instagram.com/bodegascantabras/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Cantabras&query_place_id=ChIJN67nyRU-SQ0RpFcU64KHoPs,43.3522832,-4.052972,/productores/cantabria/cantabria/bodegas-cantabras.webp,pendiente,no comprobado
bodegas-hermanos-ruiz,Bodegas Hermanos Ruiz,Maliaño,Bodega,Vino y licores,"C. Alday, 1, 39600 Maliaño, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34942252917,,,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Hermanos%20Ruiz&query_place_id=ChIJKTYfHR42SQ0REl9g-NivDtY,43.4193872,-3.8406852,,pendiente,no comprobado
bodegas-igarmi-s-l,Bodegas Igarmi S.L.,Heras,Bodega,Vino y licores,"Poligono Industrial de Heras, 311, 39792 Heras, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34942540272,,http://www.bodegasigarmi.com/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Igarmi%20S.L.&query_place_id=ChIJkQgIJbk1SQ0RomyQqB5ObUw,43.395662,-3.8011327,/productores/cantabria/cantabria/bodegas-igarmi-s-l.webp,pendiente,no comprobado
