slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
barahonda-yecla,Barahonda,Yecla,Vino,vino DO Yecla y monastrell,"Ctra. de Pinoso, km 3, 30510 Yecla, Murcia",Bodega familiar centenaria que elabora en Yecla vinos de Monastrell y otras variedades bajo la DOP Yecla.,,+34968718696,info@barahonda.com,https://barahonda.com/,,https://www.instagram.com/bodegabarahonda/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Barahonda%2C%20Carretera%20Pinoso%2C%20Km%203%2C%2030510%2C%20Carretera%20de%20Pinoso%2C%20Km%203%2C%2030510%20Yecla%2C%20Murcia&query_place_id=ChIJPUQoAev8Yw0R4rXgnGR8hIY,38.5869170,-1.0807682,/productores/es/murcia/murcia/barahonda-yecla.webp,verificado,sí,ecommerce,,1092,es
bodega-balcona-bullas,Bodega Balcona,Bullas,Vino,vino DO Bullas,"Ctra. Avilés, Paraje Aceniche, Bullas",Bodega familiar que elabora en Bullas vinos ecológicos de viñedos propios del Valle del Aceniche bajo la DOP Bullas.,,+34968652891,bodega@balcona.com,https://bodegabalcona.com/,,https://www.instagram.com/bodegabalcona/,https://www.google.com/maps/search/?api=1&query=Bodega%20Balcona%2C%20Ctra%20Aviles%2C%20Paraje%20Aceniche%2C%2030180%20Bullas%2C%20Murcia&query_place_id=ChIJUZittTNWZA0RxoUChllJSg8,37.9794350,-1.7187170,/productores/es/murcia/murcia/bodega-balcona-bullas.webp,verificado,sí,ecommerce,,1301,es
bodega-madrid-romero-torre-pacheco,Bodega Madrid Romero,Torre Pacheco,Vino,vino de finca y enoturismo,"Finca Los Triviños, 1, Balsicas, 30591 Torre Pacheco, Murcia",Bodega familiar con instalaciones de elaboración y crianza en la finca Los Triviños del Campo de Cartagena.,,+34611043352,info@bodegamadridromero.com,https://www.bodegamadridromero.com/,,https://www.instagram.com/bodegamadridromero/,https://www.google.com/maps/search/?api=1&query=Bodega%20Madrid%20Romero%2C%20Los%20Infiernos%2C%20Finca%20Los%20Trivi%C3%B1os%2C%201%2C%2030591%20Balsicas%2C%20Murcia&query_place_id=ChIJdV-rQOMPZA0RHZA3ForBVok,37.8250756,-0.9197078,/productores/es/murcia/murcia/bodega-madrid-romero-torre-pacheco.webp,verificado,no,,,1543,es
bodegas-castano-yecla,Bodegas Castaño,Yecla,Vino,vino DO Yecla,"Avda. Fuente Álamo, 3, 30510 Yecla, Murcia",Bodega familiar que cultiva viñedo y elabora vinos de Monastrell y otras variedades bajo la DOP Yecla.,,+34968791115,info@bodegascastano.com,https://www.bodegascastano.com/es/,,https://www.instagram.com/bodegascastano/,https://www.google.com/maps/search/?api=1&query=BODEGAS%20CASTA%C3%91O%2C%20Av.%20Fuente%20%C3%81lamo%2C%203%2C%2030510%20Yecla%2C%20Murcia&query_place_id=ChIJ17MKNdr9Yw0RZ1OakJlKPGs,38.6182094,-1.1294243,/productores/es/murcia/murcia/bodegas-castano-yecla.webp,verificado,sí,ecommerce,,1897,es
bodegas-luzon-jumilla,Bodegas Luzón,Jumilla,Vino,vino DO Jumilla,"Ctra. Jumilla-Calasparra, km 3.1, Jumilla",Bodegas Luzón es una bodega histórica de Jumilla que elabora y embotella vinos de la D.O.P. Jumilla.,,+34968784135,bodegas@bodegasluzon.com,https://www.bodegasluzon.com/,,https://www.instagram.com/bodegasluzon/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Luz%C3%B3n%2C%20Carretera%2C%20RM-714%2C%20Km%203.1%2C%2030520%20Jumilla%2C%20Murcia&query_place_id=ChIJZaox_ocFZA0RsFKl574lgCc,38.4471679,-1.3409430,/productores/es/murcia/murcia/bodegas-luzon-jumilla.webp,verificado,sí,ecommerce,,2154,es
bodegas-silvano-garcia-jumilla,Bodegas Silvano García,Jumilla,Vino,vino DO Jumilla y dulce monastrell,"Avda. de Murcia, 29, Jumilla",Bodega urbana familiar de Jumilla que elabora vinos y dulces de Monastrell de la D.O.P. Jumilla.,,+34968781143,info@bodegasilvanogarcia.com,https://silvanogarcia.com/,,https://www.instagram.com/bodegasilvanogarcia/,https://www.google.com/maps/search/?api=1&query=SILVANO%20GARC%C3%8DA%20-%20BODEGA%20URBANA%2C%20Av.%20de%20Murcia%2C%2029%2C%2030520%20Jumilla%2C%20Murcia&query_place_id=ChIJLyBl4nwPZA0RhHRpUfAzPo8,38.4749363,-1.3195716,/productores/es/murcia/murcia/bodegas-silvano-garcia-jumilla.webp,verificado,sí,ecommerce,,2388,es
bodegas-vina-elena-jumilla,Bodegas Viña Elena,Jumilla,Vino,vino DO Jumilla,"Ctra. N-344, km 52.7, Jumilla",Bodega familiar de Jumilla activa desde 1948 que elabora vinos de la D.O.P. Jumilla y ofrece enoturismo.,,+34968781115,info@vinaelena.com,https://www.vinaelena.com/,,https://www.instagram.com/vinaelena/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Vi%C3%B1a%20Elena%2C%20Paraje%20Estrecho%20de%20Mar%C3%ADn%2C%20N-344%2C%20Km%2052%2C5%2C%2030520%20Jumilla%2C%20Murcia%2C%20Murcia&query_place_id=ChIJHf8P1aQLZA0RIqs5O7MDtJM,38.3623530,-1.2627400,/productores/es/murcia/murcia/bodegas-vina-elena-jumilla.webp,verificado,no,,,2469,es
bodegas-juan-gil-jumilla,Bodegas Juan Gil,Jumilla,Vino,vino de monastrell,"Paraje de La Aragona, Jumilla",Bodega familiar de Jumilla que elabora vinos de Monastrell en el paraje de La Aragona.,,,,https://gilfamily.es/,,https://www.instagram.com/bodegasjuangil/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Hijos%20de%20Juan%20Gil%2C%20Paraje%20de%20la%20Aragona%2C%20Carretera%20de%20Fuente%20Alamo%2C%20S%2FN%2C%2030520%20Jumilla%2C%20Murcia&query_place_id=ChIJcbb-zHgPZA0RQHR1MQ-L5DY,38.5631880,-1.3503140,/productores/es/murcia/murcia/bodegas-juan-gil-jumilla.webp,verificado,sí,ecommerce,,2097,es
bsi-bodegas-san-isidro-jumilla,BSI Bodegas San Isidro,Jumilla,Vino,vino cooperativo DO Jumilla,"Ctra. Murcia, s/n, Jumilla",Cooperativa vinícola de Jumilla que elabora y comercializa vinos de la D.O.P. Jumilla.,,+34968780700,bsi@bsi.es,https://bsi.es/,,https://www.instagram.com/bodegassanisidro/,https://www.google.com/maps/search/?api=1&query=Bodegas%20BSI%2C%20Ctra.%20Murcia%2C%20s%2Fn%2C%2030520%20Jumilla%2C%20Murcia&query_place_id=ChIJ9QAk-GYPZA0RMKJvF8Vc368,38.4695564,-1.3112229,/productores/es/murcia/murcia/bsi-bodegas-san-isidro-jumilla.webp,verificado,sí,ecommerce,,2624,es
esencia-wines-cellars-jumilla,Esencia Wines Cellars,Jumilla,Vino,"vinos Casa de la Ermita, Hacienda del Carche y Taus (D.O.P. Jumilla)","Carretera del Carche, km 11.5, 30520 Jumilla, Murcia","Bodega de Jumilla nacida de la integración de Casa de la Ermita y Hacienda del Carche, con elaboración, crianza y embotellado propios.",,+34968975942,info@esenciawines.com,https://esenciawines.com/,,,,38.4746000,-1.3262000,,verificado,sí,ecommerce,,5624,es
bodegas-carchelo-jumilla,Bodegas Carchelo,Jumilla,Vino,vino DO Jumilla,"Casas de la Hoya, s/n, 30520 Jumilla, Murcia",Bodega familiar de Jumilla que elabora vinos ecológicos y veganos con viñedos propios en la Sierra del Carche.,,+34968435137,info@carchelo.com,https://carchelo.com/,,https://www.instagram.com/bodegascarchelo/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Carchelo%2C%20Casas%20de%20la%20Hoya%2C%20S%2FN%2C%2030520%20Jumilla%2C%20Murcia&query_place_id=ChIJq6qqqqoPZA0RabKZIBsoH0A,38.4538442,-1.2212225,/productores/es/murcia/murcia/bodegas-carchelo-jumilla.webp,verificado,sí,ecommerce,,1881,es
casa-rojo-jumilla,Casa Rojo,Jumilla,Vino,vino de monastrell y enoturismo,"Carretera de la Zarza, km 8, Paraje La Raja, 30520 Jumilla, Murcia",Bodega y viñedos de Jumilla que elaboran vinos de Monastrell en el paraje de La Raja.,,+34968151520,,https://casarojo.com/,,https://www.instagram.com/casarojo/,https://www.google.com/maps/search/?api=1&query=Casa%20Rojo.%20Bodega%20Paraje%20de%20La%20Raja%2C%20Carretera%20de%20La%20Zarza%2C%20s%2Fn%2C%2030520%20Jumilla%2C%20Murcia&query_place_id=ChIJL5sQ4h0LZA0RW9LINQ9z8Qk,38.3107320,-1.2258000,/productores/es/murcia/murcia/casa-rojo-jumilla.webp,verificado,sí,ecommerce,,3438,es
bodega-monastrell-bullas,Bodega Monastrell,Bullas,Vino,vino ecológico y biodinámico DOP Bullas,"Ctra. Bullas-Avilés, km 9,3, Valle del Aceniche, 30180 Bullas, Murcia",Bodega familiar con viñedos propios y elaboración ecológica y biodinámica en el Valle del Aceniche desde 2005.,,+34648702412,info@bodegamonastrell.com,https://bodegamonastrell.com/,,https://www.instagram.com/bodegamonastrell/,https://www.google.com/maps/search/?api=1&query=Bodega%20Monastrell%2C%20Ctra%20Bullas-Aviles%20km%209.3%2C%2030180%20Bullas%2C%20Murcia&query_place_id=ChIJrRNDestXZA0R1Ma1Efc1Ask,37.9824966,-1.7129343,/productores/es/murcia/murcia/bodega-monastrell-bullas.webp,verificado,sí,whatsapp|email|telefono,,1566,es
bodegas-lavia-cehegin,Bodegas Lavia,Cehegín,Vino,vino ecológico DO Bullas,"Paraje Venta del Pino, parcela 38, 30430 Cehegín, Murcia",Bodega de MGWines que elabora vinos ecológicos de Monastrell de altura en el paraje Venta del Pino bajo la DOP Bullas.,,+34965928857,,https://www.mgwinesgroup.com/bodega/vinos-bodegas-lavia/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Lavia%2C%20Paraje%20Venta%20del%20Pino%2C%20parcela%2038%2C%2030430%20Ceheg%C3%ADn%2C%20Murcia&query_place_id=ChIJzxvF5_tZZA0Rb4ZzfjwrbAU,38.0001871,-1.7352819,,verificado,sí,ecommerce,,2130,es
bodegas-delampa-jumilla,Bodegas Delampa,Jumilla,Vino,"vinos Delampa, Mr. Jenares y Éxodo (D.O.P. Jumilla)","Carretera Jumilla-Yecla, km 79.3, 30520 Jumilla, Murcia",Bodega familiar de Jumilla activa desde 1921 que elabora y comercializa vinos de la D.O.P. Jumilla.,,+34699777102,info@mrdelampa.com,https://delampa.es/,,https://www.instagram.com/bodegasdelampa/,https://www.google.com/maps/search/?api=1&query=Delampa%20-%20Bodegas%20Jumilla%2C%20Carretera%20de%20Jumilla%20a%20Yecla%20Km%2079%2C%203%2C%2030520%20Jumilla%2C%20Murcia&query_place_id=ChIJzYLXx6UGZA0RmFDhRAoPzrI,38.5492883,-1.2831985,,verificado,sí,ecommerce,,1959,es
cervezas-estrella-de-levante,Cervezas Estrella de Levante,Murcia,Cerveza,cerveza lager y cerveza especial,"C/ Mayor, 171, Espinardo, Murcia",Cervecera fundada en 1963 que realiza en su fábrica de Espinardo todo el proceso de elaboración y envasado.,,+34968307000,,https://www.estrelladelevante.es/,,https://www.instagram.com/estrelladelevanteoficial/,https://www.google.com/maps/search/?api=1&query=Estrella%20de%20Levante%20F%C3%A1brica%20de%20Cerveza%2C%20C.%20Mayor%2C%20171%2C%2030100%20Murcia&query_place_id=ChIJERWYiJuBYw0Rmi2nWwfslH8,38.0138670,-1.1585306,/productores/es/murcia/murcia/cervezas-estrella-de-levante.webp,verificado,no,,,3950,es
yakka,Yakka,Murcia,Cerveza,cerveza artesana,"Carretera Alicante, Polígono Peñamar, naves 6 y 7, 30007 Murcia",Microcervecería murciana con fábrica y taproom que elabora cervezas artesanas de distintos estilos.,Comprar en la tienda online,,,https://cervezasyakka.com/,,https://www.instagram.com/yakkabeer/,https://www.google.com/maps/search/?api=1&query=Cervezas%20Yakka%2C%20Carretera%20Alicante%20Poligono%20Pe%C3%B1amar%2C%20Naves%206%20y%207%2C%2030007%20Murcia&query_place_id=ChIJ9ftqFSEIZA0R4RF6e9rZ0LU,38.0044088,-1.1103345,/productores/es/murcia/murcia/yakka.webp,verificado,sí,ecommerce,,12399,es
cerveza-icue-cartagena,Cerveza Icue,Cartagena,Cerveza,cerveza artesana de Cartagena,"C. Uruguay, 4, 30300 Cartagena, Murcia",Marca cartagenera de cerveza artesana asociada a una fábrica en la calle Uruguay.,,,,,,,https://www.google.com/maps/search/?api=1&query=Cerveza%20Icue%2C%20C.%20Uruguay%2C%204%2C%2030300%20Cartagena%2C%20Murcia&query_place_id=ChIJTXaNN9hpYw0R5FrXUJjue4U,37.6362855,-1.0098551,,parcial,no,,,3880,es
deortegas-yecla,Deortegas,Yecla,Aceite,aceite de oliva virgen extra ecológico,"Carretera del Pinoso, Camino del Ardal, km 5, 30510 Yecla",Almazara familiar que cultiva y elabora AOVE ecológico de cosecha temprana en Yecla.,,,,https://es.deortegas.com/,,https://www.instagram.com/deortegas/,https://www.google.com/maps/search/?api=1&query=Deortegas%2C%20Carretera%20del%20Pinoso%20Camino%20del%20Ardal%2C%20Km.%205%2C%2030510%20Yecla%2C%20Murcia&query_place_id=ChIJUdpxeO77Yw0R4YlOsgdc3_U,38.5527049,-1.1201092,/productores/es/murcia/murcia/deortegas-yecla.webp,verificado,sí,ecommerce,,4823,es
casa-pareja-jumilla,Casa Pareja,Jumilla,Aceite,aceite de oliva virgen extra ecológico,"Carretera Cieza, km 8,3, apartado de correos 178, 30520 Jumilla","Finca y almazara familiar de agricultura ecológica y biodinámica que cultiva, elabora y envasa su propio aceite.",,+34699940143,tienda@casapareja.es,https://casapareja.es/,,https://www.instagram.com/aceitecasapareja/,https://www.google.com/maps/search/?api=1&query=S.A.T.%20N%C3%BAmero%201870%20Casa%20Pareja%2C%20Camino%20de%20cieza%2C%20km%208.3%20Apartado%20de%20correos%20178%2C%2030520%20Jumilla%2C%20Murcia&query_place_id=ChIJndbmHIEPZA0RzoQVOZhFeFE,38.4000332,-1.3760655,/productores/es/murcia/murcia/casa-pareja-jumilla.webp,verificado,sí,ecommerce,,3426,es
