slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
halifax-steam-brewing,Halifax Steam Brewing Company,Hipperholme,Cerveza,beer,"Halifax Steam Brewing Co, Southedge Works, Brighouse Road, Hipperholme, HX3 8EF",Halifax Steam Brewing Company produces beer at its Hipperholme site.,,+447506022504,info@halifax-steam.co.uk,https://www.halifax-steam.co.uk/,,,,53.720249,-1.810543,,verificado,sí,ecommerce,
saltaire-brewery,Saltaire Brewery,Shipley,Cerveza,beer,"Unit 8 County Workshops, Dockfield Road, Shipley, BD17 7AR",Saltaire Brewery produces beer at its Shipley site.,,+441274594959,info@saltairebrewery.com,https://saltairebrewery.com/,,,,53.839142,-1.765041,,verificado,sí,ecommerce,
yorkshire-dama-cheese,Yorkshire Dama Cheese,Sowerby Bridge,Lácteos y quesos,cheese,"Unit 12, Sowerby Bridge Business Park, Victoria Road, Sowerby Bridge, HX6 3AE",Yorkshire Dama Cheese produces cheese at its Sowerby Bridge site.,,+447905731932,,https://www.yorkshiredamacheese.co.uk/,,,,53.706785,-1.911525,,verificado,no comprobado,,
anthology-brewing-company,Anthology Brewing Company,Leeds,Cerveza,"cask and keg beers","Unit 6, Armley Link, Armley Road, Leeds, West Yorkshire, LS12 2QN","Independent Leeds brewery producing a broad range of cask and keg beers in Armley.",,,info@anthologybrewing.co.uk,https://anthologybrewing.co.uk/,,,,53.79886,-1.577995,,verificado,no comprobado,,
northern-monk-brew-co,Northern Monk Brew Co,Leeds,Cerveza,"Faith hazy pale ale, Heathen New England IPA, Eternal session IPA","The Old Flax Store, Marshall Mills, Marshall Street, Holbeck, Leeds, West Yorkshire, LS11 9YJ","Independent Leeds brewery producing modern craft beer at its original Old Flax Store home.",,+441132436430,brian@northernmonk.com,https://www.northernmonk.com/,,,,53.790744,-1.553365,,verificado,sí,ecommerce,
lost-cause-brewing-co,Lost Cause Brewing Co,Wakefield,Cerveza,"Lully Citra pale ale, Night of the Big Wind DIPA, Little Book of Calm NZ pale","Unit 3A, Calder House, Calder Vale Road, Wakefield, West Yorkshire, WF1 5PE","Independent Wakefield brewery producing modern, approachable beer at its brewery and taproom.",,+441977330139,beer@lostcausebrewing.co.uk,https://www.lostcausebrewing.co.uk/,,,,53.677384,-1.485439,,verificado,sí,ecommerce,
speight-s-gin,Speight's Gin,Northowram,Destilados y licores,"small-batch floral gin","50 Rowan Way, Northowram, Halifax, West Yorkshire, HX3 7WF","Family-run Northowram distillery producing small batches of gin with locally gathered botanicals.",,+447715005114,peter@sp8gin.com,https://www.sp8gin.com/,,,,53.745034,-1.832296,,verificado,sí,ecommerce,
yorkshire-spirits,Yorkshire Spirits,Keighley,Destilados y licores,"Yorkshire Rose gin, Yorkshire Vodka, Yorkshire Toffee Vodka","Royal Spring Distillery, Goulbourne Street, Keighley, West Yorkshire, BD21 1PG","Small-batch distillery creating, bottling and labelling gin and vodka by hand in Keighley.",,,enquiries@yorkshire-spirits.com,https://www.yorkshire-spirits.com/,,,,53.862538,-1.913754,,verificado,sí,ecommerce,
ilkley-brewery,Ilkley Brewery,Ilkley,Cerveza,,"40 Ashlands Road, Ilkley, LS29 8JT",Brewery producing beer at its Ilkley unit.,,,lraven@ilkleybrewery.co.uk,https://www.ilkleybrewery.co.uk/,,https://www.instagram.com/ilkleybrewery,,53.925000,-1.822000,,parcial,no comprobado,,
horsforth-brewery,Horsforth Brewery,Horsforth,Cerveza,,"143 New Road Side, Horsforth, Leeds, LS18 4QD",Brewery producing beer at its Horsforth unit.,,,taproom@horsforthbrewery.co.uk,https://horsforthbrewery.co.uk/,,https://www.instagram.com/horsforthbrewery,,53.83413,-1.64288,,parcial,no comprobado,,
amity-brew,Amity Brew Co,Farsley,Cerveza,,"Unit 15 To 16 Festoon Rooms, Sunny Bank Mills, 83 - 85 Town Street, Farsley, LS28 5UJ","Brewery producing beer at its Leeds, unparished area unit.",,+441520153,hello@amitybrew.co,https://www.amitybrew.co/,,https://www.instagram.com/amitybrewco,,53.8116,-1.6718,,parcial,no comprobado,,
wetherby-brew,Wetherby Brew Co,Wetherby,Cerveza,,York Road,Brewery producing beer at its Wetherby unit.,,+441937584637,,https://wetherbybrewco.com/,,https://www.instagram.com/wetherbybrewco,,53.9275,-1.38389,,parcial,no comprobado,,
three-fiends-brewhouse,Three Fiends Brewhouse,Meltham,Cerveza,,"Brookfield Farm, Mill Moor Road, Meltham, Holmfirth, HD9 5NE",Brewery producing beer at its Meltham unit.,,,sales@threefiends.co.uk,https://www.threefiends.co.uk/,,https://www.instagram.com/threefiends,,53.592000,-1.850000,,parcial,no comprobado,,
darkland-brewery,Darkland Brewery,Halifax,Cerveza,,"Unit 4C, Ladyship Business Park, Old Lane, Halifax, HX3 6TA",Brewery producing beer at its Halifax unit.,,,,,,https://www.instagram.com/darkland_brewery,,53.725000,-1.863000,,parcial,no comprobado,,
