slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,fecha_revision,imagen
torrons-vicens-agramunt,Torrons Vicens,Agramunt,Dulces,"Turrón de Agramunt, chocolate a la piedra y dulces tradicionales","Ctra. de Tàrrega, 1, 25310 Agramunt, Lleida, Espanya","Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: turrón de agramunt, chocolate a la piedra y dulces tradicionales.",dilluns: 9:00–20:30 | dimarts: 9:00–20:30 | dimecres: 9:00–20:30 | dijous: 9:00–20:30 | divendres: 9:00–20:30 | dissabte: 9:00–20:30 | diumenge: 9:00–20:30,973 39 06 07,torrons@vicens.com,https://www.vicens.com/,https://www.facebook.com/torronsartesans/,https://www.instagram.com/torronsvicens/,https://www.google.com/maps/search/?api=1&query=Torrons%20Vicens%20Agramunt%2C%20Ctra.%20de%20T%C3%A0rrega%2C%201%2C%2025310%20Agramunt%2C%20Lleida%2C%20Espanya&query_place_id=ChIJrQGi0h2FphIRx9b5ayJo57E,41.7863816,1.0925877,2026-05-06,/productores/lleida/torrons-vicens-agramunt.webp
torrons-roig-agramunt,Torrons Roig,Agramunt,Dulces,Turrón de Agramunt y dulces artesanos,"Ctra. L-303, km 19,100, 25310 Agramunt, Lleida, Espanya",Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: turrón de agramunt y dulces artesanos.,"dilluns: 9:00–13:00, 15:00–19:00 | dimarts: 9:00–13:00, 15:00–19:00 | dimecres: 9:00–13:00, 15:00–19:00 | dijous: 9:00–13:00, 15:00–19:00 | divendres: 9:00–13:00, 15:00–19:00 | dissabte: Tancat | diumenge: Tancat",973 39 00 36,info@torronsroig.com,http://www.torronsroig.com/,https://www.facebook.com/p/Torrons-Roig-100064343663355/,https://www.instagram.com/torronsroig/,https://www.google.com/maps/search/?api=1&query=Torrons%20Roig%20Agramunt%2C%20Ctra.%20L-303%2C%20km%2019%2C100%2C%2025310%20Agramunt%2C%20Lleida%2C%20Espanya&query_place_id=ChIJs3KzPAOFphIRXAdZHS97b50,41.7810438,1.1108627,2026-05-06,/productores/lleida/torrons-roig-agramunt.webp
xocolata-jolonch-agramunt,Xocolata Jolonch,Agramunt,Chocolate,Chocolate a la piedra de Agramunt,"Plaça del Pou, 8, 25310 Agramunt, Lleida, Espanya",Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: chocolate a la piedra de agramunt.,dilluns: 8:00–20:30 | dimarts: 8:00–20:30 | dimecres: 8:00–20:30 | dijous: 8:00–20:30 | divendres: 8:00–20:30 | dissabte: 8:00–20:30 | diumenge: 8:00–20:30,973 39 21 05,,http://www.xocolatajolonch.com/,,https://www.instagram.com/xocolatajolonch/,https://www.google.com/maps/search/?api=1&query=LA%20CASA%20DE%20LA%20XOCOLATA%2C%20XOCOLATA%20JOLONCH.%2C%20Pla%C3%A7a%20del%20Pou%2C%208%2C%2025310%20Agramunt%2C%20Lleida%2C%20Espanya&query_place_id=ChIJI-MfUP2EphIRJMOZC_Qi0VU,41.7857599,1.0975022,2026-05-06,/productores/lleida/xocolata-jolonch-agramunt.webp
torrons-i-mel-alemany-os-de-balaguer,Torrons i Mel Alemany,Os de Balaguer,Miel y dulces,"Miel, turrones y dulces artesanos","Carrer Barcelona, 4, 25610 Os de Balaguer, Lleida, Espanya","Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: miel, turrones y dulces artesanos.",Consultar web,973 43 80 72,info@alemany.com,http://www.alemany.com/shop,https://www.facebook.com/alemany1879/,https://www.instagram.com/alemany1879/,https://www.google.com/maps/search/?api=1&query=Torrons%20i%20Mel%20Alemany%2C%20Carrer%20Barcelona%2C%204%2C%2025610%20Os%20de%20Balaguer%2C%20Lleida%2C%20Espanya&query_place_id=ChIJBY9TAKz5phIRAdXwHm-0oEo,41.8722489,0.7201896000000001,2026-05-06,/productores/lleida/torrons-i-mel-alemany-os-de-balaguer.webp
licors-portet-la-pobla-de-segur,Licors Portet,La Pobla de Segur,Licores,"Ratafía, licor de cassís y licores del Pirineo","Av. Sant Miquel del Pui, 4, 25500 La Pobla de Segur, Lleida, Espanya","Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: ratafía, licor de cassís y licores del pirineo.","dilluns: Tancat | dimarts: 9:00–14:00 | dimecres: 9:00–14:00 | dijous: 9:00–14:00 | divendres: 9:00–14:00 | dissabte: 10:00–14:00, 16:30–19:30 | diumenge: Tancat",973 68 03 40,info@licorsportet.cat,http://www.licorsportet.cat/,https://www.facebook.com/RATAFIA.DELS.RAIERS/,https://www.instagram.com/ratafiaraiers/,https://www.google.com/maps/search/?api=1&query=F%C3%A0brica%20de%20licors%20Portet%201883%2C%20Av.%20Sant%20Miquel%20del%20Pui%2C%204%2C%2025500%20La%20Pobla%20de%20Segur%2C%20Lleida%2C%20Espanya&query_place_id=ChIJ__TIJLwUphIRY52bX47L4fA,42.2474081,0.968346,2026-05-06,/productores/lleida/licors-portet-la-pobla-de-segur.webp
lo-vilot-farm-brewery-almacelles,Lo Vilot Farm Brewery,Almacelles,Cerveza,Cerveza artesana de granja,"Carrer de Sant Josep, 19, 25100 Almacelles, Lleida, Espanya",Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: cerveza artesana de granja.,dilluns: 9:00–18:00 | dimarts: 9:00–18:00 | dimecres: 9:00–18:00 | dijous: 9:00–18:00 | divendres: 9:00–18:00 | dissabte: 11:00–17:00 | diumenge: 11:00–17:00,635 40 99 99,info@cervesalovilot.com,http://www.lovilotfarmbrewery.com/,https://www.facebook.com/cervesalovilot/,https://www.instagram.com/cervesa_lo_vilot/,https://www.google.com/maps/search/?api=1&query=Cervesa%20Lo%20Vilot%2C%20Carrer%20de%20Sant%20Josep%2C%2019%2C%2025100%20Almacelles%2C%20Lleida%2C%20Espanya&query_place_id=ChIJgSQSsG8QpxIRKPiIcNwF3fo,41.73190659999999,0.4390095000000001,2026-05-06,/productores/lleida/lo-vilot-farm-brewery-almacelles.webp
aubagueta-biosca,Aubagueta,Biosca,Quesos y lácteos,Quesos ecológicos de leche cruda de cabra,"Masia Aubagueta, 25752 Biosca, Lleida, Espanya",Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: quesos ecológicos de leche cruda de cabra.,dilluns: 8:00–20:00 | dimarts: 8:00–20:00 | dimecres: 8:00–20:00 | dijous: 8:00–20:00 | divendres: 8:00–20:00 | dissabte: 8:00–20:00 | diumenge: 8:00–20:00,660 55 27 42,formatgesecologics@aubagueta.com,https://www.aubagueta.com/,,,https://www.google.com/maps/search/?api=1&query=Formatgeria%20Aubagueta%2C%20Masia%20Aubagueta%2C%2025752%20Biosca%2C%20Lleida%2C%20Espanya&query_place_id=ChIJPRAaoBwypBIRnJy4nKNcwuE,41.8369226,1.3771574,2026-05-06,/productores/lleida/aubagueta-biosca.webp
tros-de-sort-sort,Tros de Sort,Sort,Quesos y lácteos,Quesos del Pallars y lácteos de vaca,"N-260, 25560 Sort, Lérida, Espanya",Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: quesos del pallars y lácteos de vaca.,"dilluns: Tancat | dimarts: 10:00–14:00, 17:00–20:00 | dimecres: 10:00–14:00, 17:15–20:00 | dijous: 10:00–14:00, 17:00–20:00 | divendres: 10:15–14:00, 17:00–20:00 | dissabte: 10:00–14:00, 17:00–20:00 | diumenge: Tancat",973 62 12 20,info@trosdesort.cat,http://www.trosdesort.cat/,,,https://www.google.com/maps/search/?api=1&query=Tros%20de%20Sort%2C%20N-260%2C%2025560%20Sort%2C%20L%C3%A9rida%2C%20Espanya&query_place_id=ChIJfWy9sOAFphIRc1zziDAak6w,42.40708250000001,1.1308453,2026-05-06,/productores/lleida/tros-de-sort-sort.webp
formatges-camps-el-palau-d-anglesola,Formatges Camps,El Palau d'Anglesola,Quesos y lácteos,Quesos artesanos de leche de cabra,"Carrer dels Bassots, 16, 25243 El Palau d'Anglesola, Lleida, Espanya",Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: quesos artesanos de leche de cabra.,Consultar web,606 45 30 17,formatgescamps@gmail.com,http://www.formatgescamps.com/,,https://www.instagram.com/formatgescamps/,https://www.google.com/maps/search/?api=1&query=Formatges%20Camps%20Formatgeria%2C%20Carrer%20dels%20Bassots%2C%2016%2C%2025243%20El%20Palau%20d'Anglesola%2C%20Lleida%2C%20Espanya&query_place_id=ChIJcXApv5XrphIR9doIJFDwE6g,41.6457144,0.8783286,2026-05-06,
granja-godall-olius,Granja Godall,Olius,Quesos y lácteos,"Yogures, leche y productos lácteos de granja","Unnamed Road, 25286 Olius, Lérida, Espanya","Productor local incorporado desde fuentes públicas de producto de proximidad de la provincia de Lleida y verificado con Google Maps. Especialidad: yogures, leche y productos lácteos de granja.","dilluns: 9:00–13:00, 15:00–19:00 | dimarts: 9:00–13:00, 15:00–19:00 | dimecres: 9:00–13:00, 15:00–19:00 | dijous: 9:00–13:00, 15:00–19:00 | divendres: 9:00–13:00, 15:00–19:00 | dissabte: 9:00–13:00 | diumenge: Tancat",973 48 31 11,info@granjagodall.cat,http://www.granjagodall.cat/,,,https://www.google.com/maps/search/?api=1&query=Granja%20Godall%2C%20Unnamed%20Road%2C%2025286%20Olius%2C%20L%C3%A9rida%2C%20Espanya&query_place_id=ChIJof4ciIi1pRIR4WX9-HhFqRI,41.9598364,1.5232936,2026-05-06,
