producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
6,descripcion,es,1dfc8e7e04abea3b1861dc7f30e5b9878264f5ee56aaed9a3777cbda3b60063b,Musashino microbrewery producing local beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
53,descripcion,es,082bca366d60196f273199937839dbd969e0ca59c4e157f348cfd71dbec9e90d,Brewery restaurant that brews behind its kitchen.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
117,descripcion,es,ce9990a647db911fa4ed0437ce39f552020dad3c76736cd31c6e9a62791fc49e,Produces blends of green tea and hojicha from Tokio with herbs.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
157,descripcion,es,a430361010fa97dcde2dc76fc3c8114d86c3874df4d69305bd0299ecec8dae3f,Itabashi nanobrewery and taproom.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
170,descripcion,es,f2fec8fdcc376878cdaf4e2d6a3b343cadefb6f76b304617e431b5581d90022e,DevilCraft brewery plant in Shinagawa.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
176,descripcion,es,3f58edcd3e387e75649294e8e912024b114786fda7ced15ab1ad99f4f0de18e9,Brewery that brews and bottles in Akitsu.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
215,descripcion,es,a81bad3e7806559359f471253c4722d34cc2f95c6dc6915614e5149f201c293b,Active Hamura craft brewery with its own shop.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
219,descripcion,es,f0ad2d46c59daa6c22486f1c4b6042907396e5e1ef7e478aaccd0be8da3bd951,Small Kiyosumi Shirakawa brewery with a weekend taproom.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
342,descripcion,es,cc937522b601d5cc6c348eb524be5c16727962a5ad32d0e2eb5a3bb4ca682fd0,Chofu factory producing Hoppy Beverage's regional beers.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
349,descripcion,es,d1a1a301b5010ffb51475ec91a5aa2bf92a2a6857c7701105e3ed692e01850e9,Kozushima craft brewery.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
418,descripcion,es,8f260c22b4d03f343ac250f8d2350d4a52652d82d9202200e73a0d0bcb5b19e3,Brewery and roastery using deep groundwater from Akishima.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
799,descripcion,es,14b82bf80028978751519e4c4a3b73ed971e5c8bc11eef93931e3551a54d2b89,Small Kugayama craft brewery.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
898,descripcion,es,72c576466c77087848c6cb17d281e12d9c7eb26173d9e1c1718f61648e83b4d5,Brewery with a taproom that also uses agricultural products from Mitaka.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
908,descripcion,es,a4265d6462bc6b0e371a4e1106ff8fff15c965b41c8d1de9b97b37491911a616,Produces artisanal sea salt in Izu Oshima through solar concentration and crystallization in a kettle.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
953,descripcion,es,090f76c0e0a5428da79adc52f199b73f1703395bf59e1193be3f8e81cd78f7cf,Nanobrewery integrated into the restaurant that succeeds the former 主水 monde brand.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
980,descripcion,es,2b4c40711e6ad081568eba71dbc0ed6499dcc98b2c3ffa66ce4e5fd989cb7ef3,Brewery that brews inside the Hamamatsucho premises.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1006,descripcion,es,fc340ae3f425db803db4dec08e81de551f093d3f37263509bcc684b2ec14d060,Soshigaya brewery specializing in malt-forward ales.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1010,descripcion,es,cf243df148f410b82d576f7c1284d89be8bd2e1cfccbe2fa27fc690b82473384,Specialist roastery selling its own beans and operating a café.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1082,descripcion,es,a08af1b3a344a611455ba9235be96b09f33701af44ff46725e4a3677106b598e,Hachioji brewery producing its own beer and offering shared brewing.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1128,descripcion,es,283bb1b487fe6c070d4a387159a6f3bdf2a7bfe6c7456525c4ffb31db9f9118d,Small brewery and beer pub near Kanamecho.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1137,descripcion,es,32a14deaef822066e4761fa8d632693f65034a3241a556201d434c3ee0864611,Production brewery in Daikanyama.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1156,descripcion,es,bd14b684c29bafe42f2363bbebd84f53e788d9beb78e1a665e6b511e7df6040d,Independent Tennozu microbrewery active since 1997.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1244,descripcion,es,19a553135713301a1067afdf9d050c9bda201ab59079ed11ccfe91831423899e,Local project whose komatsuna noodles are made entirely in Adachi factories.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1316,descripcion,ja,7743aa95c8d3bb8b2c29c510c52f7a4f23b402d88da3288b465aba94c2e75004,"VECTOR BREWING's Tokyo factory, responsible for keg products for the Tokyo metropolitan area and small-batch and limited brewing.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1339,descripcion,es,24d0a315cd6a9e1673f48614035f70e9751bd49918b67869d4b37c2b8ff54484,Yoyogi brewery with production equipment on the ground floor.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1447,descripcion,es,f638cda93cc878a950453f0b33ffe3022517e6bdfdc2058d7b2a987b2923f989,Oshima workshop that hand-bakes senbei with local milk and markets its island sweets.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1509,descripcion,es,3e183e41058004e336f14de50cff815277f3839c9d57615f2dc46c9785b5d75c,Kitasenju brewery restaurant that brews its own range on the premises.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1640,descripcion,es,41d183e6cf3770b0afb2b028f431fc36fbfddfd7a1e1356d6efba2513451ebde,Ome farm that grows carrots and seasonal vegetables and sells its carrot juice.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1684,descripcion,es,ea97c67179b90e5c558e856cdff4c5f3030ff22012757fb3a4a1a051169a751e,Produces karinto with ashitaba from Izu Oshima.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1697,descripcion,es,184d202d82eb57795f9d53d4836ea112e22f6ee064618f5a8186bcc6284ce6b3,Produces ice cream with milk from its own farm and eggs from Tokio producers.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1756,descripcion,es,ae53ee6252c8220dfe9ef93d0e35bdbccf249829a08174d152320eab84e7ef50,Brewery and izakaya within the Minamisuna residential complex.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1762,descripcion,es,059579e171da94b4dc44021d5489477ff6b78e71d030375faaee779e9b20e250,Small brewery beside the Kanda River.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1817,descripcion,es,d33d369649019e0a51699a465fa6affd43c09b4b2a916da9332a64ae98be6130,Produces lemon cake with egg from free-range hens in Mitaka and Japanese lemon.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1887,descripcion,es,ac89d79f7fde44e3f2f0096ee09f58e107cc8755f668734e66d3d3c8a1c27974,Factory and JAS-certified roaster specializing in coffee and brewing formats for third parties.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1889,descripcion,es,d2e100dd4c3fefbb9d8faf6569e4f8d0e015c8f391ad2c85cd75a3c0c7726049,Roasts Niijima sweet potatoes over charcoal in traditional vessels and packages them for preservation.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1929,descripcion,es,c35be18d91c2308077c556fbb41ec2a4469b1bd9a8e343f82b5d8973a227e919,"Hachioji plant dedicated to selecting, milling and packaging rice, including organic JAS rice.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
1938,descripcion,es,669ab7c0ae60b5fc986e0194df79b57d07af03b3a7987d475c6f823e9bc91fd4,"Produces kusaya, smoked fish and canned fish from Hachijojima.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
