producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
6,descripcion,es,1dfc8e7e04abea3b1861dc7f30e5b9878264f5ee56aaed9a3777cbda3b60063b,Musashinoで地ビールを醸造するマイクロブルワリー。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
25,descripcion,en,85bb963e023a1e1a8b10eabbaf77df0129f9124eee8ab65b678ab2070f261083,KureのNigata地区で1875年に創業した酒蔵で、Ugo no Tsuki銘柄を醸造する。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
33,descripcion,en,751dcc799b3fd3f46e9364ede07525fac0b8e9b77fe7169e6928872304761bcb,元はOtsuchiにあったが、2011年の津波で全壊し、Moriokaで再建された酒蔵。AKABU銘柄を醸造する。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
46,descripcion,en,e630dcdfd727c929f3af31673db3942c8de86f22e5c35190f0d5bed09c0356d9,Takashimizuの製造元。自社オンラインショップを運営し、蔵に直売所を設けている。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
50,descripcion,en,92bcf26c0ac517808cdcda34f9ec2b03ccc893eee236d4e24bbc6763e8129cf6,Miyakiの酒蔵で、花から分離した酵母を用いて発酵させる。自社オンラインショップを運営する。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
51,descripcion,en,b1d2fdb6d7f8ee3b27187b9aea761dbf6b049fd2bc6f6e9168165eeeb1e4e801,Jiyūgaokaの店舗でジェラートを作り、グルテンフリーのコーンを焼く。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
53,descripcion,es,082bca366d60196f273199937839dbd969e0ca59c4e157f348cfd71dbec9e90d,厨房の奥で醸造するビアレストラン。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
61,descripcion,en,e9b43208006852c83b3915ef14b0be458eca53af83da0e9b38cc0b889a102703,Osaka中心部にある独立系スペシャルティコーヒー焙煎所。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
66,descripcion,en,221fb9ad6f03644e9d7c1d1168e4bf0bbc30c0220b99a3364e0e77920b2e83b5,Akita中心部で1852年に創業した酒蔵で、きょうかい酵母6号の発祥蔵。自家酵母と県産米のみで醸造する。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
70,descripcion,en,9bacc33f485fd6e9f8a18a4ca0b49edfb7307804d20a76885c5651d625444385,Kiyosumi-Shirakawaの工房でカカオ豆をチョコレートに加工する。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
71,descripcion,en,bedafbe1b8b06e6f288a19a9257ddfa4171f326004585bfd436270768fc1b5ce,Moriokaで1871年に創業した酒蔵で、直売所があり、Showa Asahiguraの蔵を見学できる。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
76,descripcion,en,047f70d4560bbd0b3fe3f6d15a34dd82f4cac33b4234782126c0573bd2b251c9,Nagaokaで1830年に創業した酒蔵で、Kubotaの製造元。Shuraku no Sato Asahiyamaの敷地は見学者に公開され、販売も行っている。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
88,descripcion,en,5d0475c890955f361b999b6a86e95e2d17359ef34f710bcc5b27a6917e72fb73,Yoyogi-Ueharaの工房でフランス風のケーキと焼き菓子を製造している。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
90,descripcion,en,2781cbfa25b988b119501db29c26c05c15e0fd6cacb016d9b8d60e2c55d53489,Ayagawaで1790年に創業した酒蔵。日本酒のほか、樽熟成の米焼酎と、柚子およびマルメロのリキュールを製造する。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
97,descripcion,en,077f6cb55240c3890036df7bb17a6e272f328d3a79dc101dde51880f606a0cdc,Ariake seaに面するKashimaで1795年に創業した酒蔵で、Nogomiの製造元。,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
