slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
bodegas-monje-el-sauzal,Bodegas Monje,El Sauzal,Vino,"Vino tinto tradicional Monje Común, Listán Negro de viñas viejas","Camino Cruz de Leandro, 36, 38359 El Sauzal, Tenerife","Productor local artesanal de vino tinto tradicional monje común, listán negro de viñas viejas en El Sauzal, Santa Cruz de Tenerife. Fiel al compromiso de proximidad y comercio justo.",Lun-Dom 10:00–19:00,+34922585027,info@bodegasmonje.com,https://bodegasmonje.com,https://www.facebook.com/bodegasmonje/,https://www.instagram.com/bodegasmonje/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Monje%2C%20Camino%20Cruz%20de%20Leandro%2C%2036%2C%2038359%20El%20Sauzal%2C%20Tenerife&query_place_id=ChIJbbood5HTQQwRjbj-nK8iwkA,28.4657000,-16.4455000,,verificado,sí,ecommerce,
bodega-tajinaste-la-orotava,Bodega Tajinaste,La Orotava,Vino,"Vino blanco seco Tajinaste, Tinto vendimia seleccionada","Lugar El Ratiño, 5, 38315 La Orotava, Tenerife",Bodega familiar de La Orotava que elabora la gama Tajinaste con uvas del Valle de La Orotava.,Mar-Vie 10:00–18:00; Sáb 10:00–14:00,+34622958157,bodega@tajinaste.net,https://bodegastajinaste.com/,https://www.facebook.com/bodegatajinaste/,https://www.instagram.com/bodegatajinaste/,https://www.google.com/maps/search/?api=1&query=Bodega%20Tajinaste%2C%20Lugar%20El%20Rati%C3%B1o%2C%205%2C%2038315%20La%20Orotava%2C%20Tenerife&query_place_id=ChIJQbUh6xGAagwRWVQG_TcMTGA,28.3832000,-16.5314000,,verificado,sí,ecommerce,
bodegas-suertes-del-marques-la-orotava,Bodegas Suertes del Marqués,La Orotava,Vino,"Vinos de parcela 7 Fuentes, El Esquilón de viticultura heroica","Calle Lomo Solís, 26, 38315 La Orotava, Tenerife",Bodega familiar de La Orotava que elabora vinos de parcela con variedades canarias y conserva el cultivo tradicional en cordón trenzado.,Visitas concertadas,+34922501300,ventas@suertesdelmarques.com,https://suertesdelmarques.com/,https://www.facebook.com/suertesdelmarques/,https://www.instagram.com/suertesdelmarques/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Suertes%20del%20Marqu%C3%A9s%2C%20Calle%20Lomo%20Sol%C3%ADs%2C%2026%2C%2038315%20La%20Orotava%2C%20Tenerife&query_place_id=ChIJHRyo5K0qQAwRWLUiARhCop4,28.3867000,-16.5314000,,verificado,no,,
bodegas-vinatigo-la-guancha,Bodegas Viñátigo,La Guancha,Vino,"Vino blanco de uva Gual, Tinto varietal de Baboso Negro","Travesía Juandana, s/n, 38440 La Guancha, Tenerife","Productor local artesanal de vino blanco de uva gual, tinto varietal de baboso negro en La Guancha, Santa Cruz de Tenerife. Fiel al compromiso de proximidad y comercio justo.",Lun-Vie 08:00–16:00,+34922828768,vinatigo@vinatigo.com,https://www.bodegasvinatigo.com/,https://www.facebook.com/bodegasvinatigo/,https://www.instagram.com/bodegasvinatigo/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Vi%C3%B1%C3%A1tigo%2C%20Traves%C3%ADa%20Juandana%2C%20s%2Fn%2C%2038440%20La%20Guancha%2C%20Tenerife&query_place_id=ChIJH1-Eu4p9agwRbOTWNZdpHLI,28.3662000,-16.6572000,,verificado,sí,ecommerce,
bodega-envinate-santiago-del-teide,Bodega Envínate,Santiago del Teide,Vino,"Vino tinto Benje de parcelas volcánicas altas, Albillo Criollo volcánico","Párroco Antonio Pérez Hernández, 38690 Santiago del Teide, Tenerife",Proyecto vitivinícola de Santiago del Teide que elabora Benje con uvas de parcelas volcánicas de altura.,Visitas previa concertación,+34682204123,asesoria@envinate.es,https://www.envinate.es/,,https://www.instagram.com/envinate.vinos/,,28.2904000,-16.8229000,,parcial,no,,
bodega-el-sitio-tacoronte,Bodega El Sitio,Tacoronte,Vino,"Vino blanco aromático Malvasía Volcánica El Sitio, Tinto Vijariego Negro","Calle Barranco San Juan, 47, 38350 Tacoronte, Tenerife","Productor local artesanal de vino blanco aromático malvasía volcánica el sitio, tinto vijariego negro en Tacoronte, Santa Cruz de Tenerife. Fiel al compromiso de proximidad y comercio justo.",Visitas concertadas,+34922570935,comercial@bodegaselsitio.com,https://bodegaselsitio.com/,https://www.facebook.com/bodegaelsitio/,https://www.instagram.com/bodegaelsitio/,https://www.google.com/maps/search/?api=1&query=Bodega%20El%20Sitio%2C%20Calle%20Barranco%20San%20Juan%2C%2047%2C%2038350%20Tacoronte%2C%20Tenerife&query_place_id=ChIJI-ZbiGHRQQwRETw6hvJ41qY,28.4725000,-16.4201000,,verificado,sí,ecommerce,
bodega-el-lomo-tegueste,Bodega El Lomo,Tegueste,Vino,"Vino tinto El Lomo maceración carbónica, Blanco seco Listán Blanco","Carretera El Lomo, 18, 38280 Tegueste, Tenerife","Productor local artesanal de vino tinto el lomo maceración carbónica, blanco seco listán blanco en Tegueste, Santa Cruz de Tenerife. Fiel al compromiso de proximidad y comercio justo.",Lun-Vie 09:00–14:00,+34922545254,oficina@bodegaellomo.com,https://bodegaellomo.com/,https://www.facebook.com/bodegasellomo/,https://www.instagram.com/bodegasellomo/,https://www.google.com/maps/search/?api=1&query=Bodega%20El%20Lomo%2C%20Carretera%20El%20Lomo%2C%2018%2C%2038280%20Tegueste%2C%20Tenerife&query_place_id=ChIJA-eWpOjRQQwRXtw9IUrQWks,28.4821000,-16.3434000,,verificado,sí,ecommerce,
bodegas-reveron-vilaflor,Bodegas Reverón,Vilaflor,Vino,"Vino ecológico tinto barrica Reverón, Blanco afrutado de altura","Ctra. General Vilaflor-La Escalona, Los Quemados, 8, 38614 Vilaflor, Tenerife","Bodega familiar de Vilaflor con viñedos de altura, parte de ellos ecológicos, dedicada a vinos de variedades canarias.",Visitas concertadas,+34609857226,info@bodegasreveron.com,https://www.bodegareveron.com/,https://www.facebook.com/bodegasreveron/,https://www.instagram.com/bodegasreveron/,,28.1517000,-16.6445000,,verificado,no,,
bodega-frontos-granadilla-de-abona,Bodega Frontos,Granadilla de Abona,Vino,"Vino blanco Frontos de parcela alta, Tinto ecológico de viñedos volcánicos","Lomo Grande, 1, Los Blanquitos, 38600 Granadilla de Abona, Tenerife","Productor local artesanal de vino blanco frontos de parcela alta, tinto ecológico de viñedos volcánicos en Granadilla de Abona, Santa Cruz de Tenerife. Fiel al compromiso de proximidad y comercio justo.",Visitas previa concertación,+34922777253,bodega@frontos.es,https://frontos.es/,https://www.facebook.com/bodegafrontos/,,https://www.google.com/maps/search/?api=1&query=Bodega%20Frontos%2C%20Lomo%20Grande%2C%201%2C%20Los%20Blanquitos%2C%2038600%20Granadilla%20de%20Abona%2C%20Tenerife&query_place_id=ChIJLWrL1eSdagwRISOwVbe8C_g,28.1295827,-16.5456840,,verificado,sí,ecommerce,
bodega-altos-de-trevejos-san-miguel-de-abona,Bodega Altos de Trevejos,San Miguel de Abona,Vino,"Vino tinto varietal de Baboso Negro Altos de Trevejos, Blanco seco Listán","Calle Constitución, s/n, 38620 San Miguel de Abona, Tenerife",Bodega de la familia Alfonso que elabora en San Miguel de Abona vinos de variedades canarias procedentes de su finca de altura en Vilaflor.,Visitas concertadas,+34922929294,bodega@altosdetrevejos.com,https://www.altosdetrevejos.com/,https://www.facebook.com/altosdetrevejos/,https://www.instagram.com/altosdetrevejos/,https://www.google.com/maps/search/?api=1&query=Bodega%20Altos%20de%20Trevejos%2C%20Calle%20Constituci%C3%B3n%2C%20s%2Fn%2C%2038620%20San%20Miguel%20de%20Abona%2C%20Tenerife&query_place_id=ChIJnWixqY-fagwRUUkkpgIZA8U,28.0975000,-16.6172200,,verificado,no,,
