producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
3,descripcion,fr,e11aa885cf9cb71c7ec558d8b40a40cc0c9ff3d5c40406e538495b1c61b85a9d,A family farm raising Normandy cows and transforming their milk into a broad range of fresh dairy products and desserts sold at its farm shop.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
4,descripcion,fr,586ade543bf3879ee64fec080a55fda5885173cb337c88f205c68ccabd979dcb,Maud Godard raises around fifty dairy sheep on her organic family farm and transforms their milk into cheeses yoghurts and desserts.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
5,descripcion,fr,61f9c13b0a72c2ab9a95e1a7ba796a5fb1473e2ad396e875700a249371ed2294,A family chestnut farm cultivating a 20-hectare grove and producing traditional Corsican AOP chestnut flour.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
8,descripcion,fr,9596d464f4ce1940ae32b967e9d7d7b59aba9ba0fdc53655dd1bc357f6acf970,"The Cistercian community transforms products from its organic farm into raw-cow-milk cheese, preserves, buckwheat flour, beer and pasta.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
10,descripcion,fr,b7067101618e381a1f543de0c5e68554586999aba40ddf3b646e4f454e8cd6bf,An organic farm in Crosne producing fruits et légumes biologiques under the Abeilles Maraîchères identity.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
20,descripcion,fr,fc4892d47eff62d3d513828f1ec61f2ec82c84ff7ccfbfee49adac62fea19129,"A family master cheesemonger that selects cheeses from producers and matures them entirely by hand in four dedicated cellars in Paris, alongside its own house creations.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
24,descripcion,fr,4384b6ab6863988146ddc69c11405bfc855c61e2526c4a74021cfccd0f9a01b7,Anchois Roque salts and preserves anchovies at its Collioure operation.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
26,descripcion,fr,7c386a81b8de2d1adf5b13bfd612c3d6d10c2e9768df6471cfd8ee4e04b79ca2,Annick Loquet raises free-ranging goats and transforms their milk into farmstead cheeses sold at the farm and local markets.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
29,descripcion,fr,e2ed0631cc5290a4925e075d58415cf5a425cdfb5b468713f09e6badb1dc1006,"Stéphane Arbogast runs Arbo’s’plants, an organic Hœrdt market-garden unit producing field and protected vegetables alongside hemp.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
33,descripcion,fr,bec4a46a54156a0a1c27f0c0382e5d3ac55da4dea4f739de63689834338f36d8,Jérémie Krier grows and gathers Moselle aromatic culinary and medicinal plants and turns them into infusions and culinary herb products.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
