producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
3,descripcion,en,7e8c19fd6ca2f7ce6b4bfd54414a2454ff42fc71ecd490ec4a04d94f2fe10799,Une ferme familiale élève des vaches normandes et transforme leur lait en une large gamme de produits laitiers frais et de desserts vendus à la boutique de la ferme.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
4,descripcion,en,79d173403d3e530f9c2863c6fed48d570f1b423229e00d8beb47fb87273119af,"Maud Godard élève environ cinquante brebis laitières dans sa ferme familiale biologique et transforme leur lait en fromages, yaourts et desserts.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
5,descripcion,en,d95bf25ba06b05aa698dc375cb6c827b2d9cfa57a0508577f44c6e500037bbc5,Une ferme familiale de châtaignes cultive un verger de 20 hectares et produit de la farine de châtaigne corse traditionnelle AOP.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
8,descripcion,en,85e5c84f4a80932dceaabfd0abd90d52d4119383a65a048f20d514c466c7df62,"La communauté cistercienne transforme les produits de sa ferme biologique en fromages au lait cru de vache, conserves, farine de sarrasin, bière et pâtes.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
9,descripcion,en,b011d3c2bb48b1d66e087c28f807a4dede9be770fde3f1d6602d4ff776484452,Un producteur biologique situé à Narbonne propose des vins sous l’identité Abbaye des Monges.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
10,descripcion,en,48092e5a71d70e91971cd497fc55d2a904e701d1c74d5a7c1bc2e6dc1a9f99bf,Une ferme biologique située à Crosne produit des fruits et légumes biologiques sous l’identité Abeilles Maraîchères.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
11,descripcion,en,87675ca75ab92b30c8fd63d88f120edeb0aebd4b2210df2c0a602d99783d026f,Un producteur biologique situé à Avesnes-en-Bray propose des pommes sous l’identité Adeline Fiani.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
12,descripcion,en,a3b54d9f68d205cb5f58554ecc068cd167e822166f198234bfe7dea1b39fcde8,"Adrien & Cie est un artisan biscuitier et pâtissier au Lesme, qui produit des biscuits apéritifs et des biscuits sucrés.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
13,descripcion,en,dc12d8a0041076bc8f410f361de84fdc41313107828b529d1cb141d249e7d71c,"Aéromate exploite ce site de production parisien, où sont cultivés des légumes de saison, des herbes et des fleurs comestibles.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
14,descripcion,en,7e46dc84cef62d07d14d2f0f9c948df21b486a8c68896098e732fd5c030729a7,"Aici est un chocolatier artisanal à Rodez, qui produit des chocolats et pâtisseries.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
17,descripcion,en,a2f7c571eda5bb1ead20277ffc97a658e3af96fe93f9c6335f013e687b4e69e8,Algoplus récolte des algues comestibles et produit des conserves marines sur son site de Roscoff.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
20,descripcion,en,8a416d72bd10b99afc942782070b78906f72154fafc2eba18670022742827dbb,"Ce maître fromager familial sélectionne des fromages auprès de producteurs et les affine entièrement à la main dans quatre caves dédiées à Paris, en plus de ses propres créations.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
24,descripcion,en,a2d7aeba8b2f7a0ff86706857e93d965470a9be5631c2f9e83b6771dfb943a10,Anchois Roque sale et conserve des anchois sur son site de Collioure.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
26,descripcion,en,281b2dd7ed59c0b3efd0944994e8d666da6ad0bdf1e8b70d7c35551bf682c139,Annick Loquet élève des chèvres en plein air et transforme leur lait en fromages fermiers vendus à la ferme et sur les marchés locaux.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
27,descripcion,en,27f771d6d12f79a17dbb704eaa4fb9f6b538549f6acad8844290c7aba077aa77,Une brasserie produit de la bière sur son site d’Aix-en-Provence.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
28,descripcion,en,84299800cc4947f8f5337b83e18fe28066d9fc4448b927b89b2e39e6ed5f90bd,"Ara Chocolat exploite ce site de production parisien, où sont fabriqués des chocolats de la fève à la tablette et des confiseries.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
29,descripcion,en,a7d28540747a794c6f4830b9f7c9ebfc37772fb716bfaa73fcdab50a9e9cdb5e,"Stéphane Arbogast dirige Arbo’s’plants, une exploitation maraîchère biologique à Hœrdt qui produit des légumes de plein champ et sous abri, ainsi que du chanvre.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
30,descripcion,en,c50fe66d0ba8c491d03ab7a36b5124b9e9b5614ba26b183956c5b0885b11c0e0,"Arbol Torréfacteur est un torréfacteur à Saint-Avertin, qui produit des cafés de spécialité torréfiés.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
31,descripcion,en,86037a1bd5a485ada11a61755fca216a20ff37529c28a16b9edac1faa05d4926,"Armagnac Marie Duffau est une distillerie artisanale à Lannepax, qui produit des armagnacs.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
33,descripcion,en,add8f5a4f0015818619bf8e2525af1b1531f5f7a48d3d7769c036ebfba42b13e,"Jérémie Krier cultive et récolte des plantes aromatiques, culinaires et médicinales de Moselle, qu’il transforme en infusions et produits culinaires à base de plantes.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
36,descripcion,en,3a176e530351f1fad7ea5b43849193e823ca77fd733e5378944b351736bd9c16,"Atelier C exploite ce site de production parisien, où sont fabriqués des chocolats de la fève à la tablette et des confiseries.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
37,descripcion,en,a764e4a88d7e268dafd86fae4ee9c8229a5992036e312c800a25346e94df7207,"Atelier Corse Fruits et Légumes est un producteur de boissons à Linguizzetta, qui fabrique des jus, des purées et des ingrédients à base de fruits et légumes.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
38,descripcion,en,b8f089a2434de600a5fa0c74b6f751a1b2b6e268687ec3dfa8f8ab3090dc3083,Atelier d'Angresse fume et prépare du poisson sur son site d’Angresse.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
39,descripcion,en,44752d6e9db75f82ee6993bd491c3d2144dfe98c473f9317b6acf828a5940078,"Atelier des Bandits est un producteur artisanal à Lugrin, qui fabrique des huiles d’olive.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
40,descripcion,en,c2590afd45d313a440219dbc505655b8239abfb8356dc370522ab2e742d60db7,Un producteur biologique situé à Pluméliau-Bieuzy propose du pain et des céréales sous l’identité Atelier des Pains.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
41,descripcion,en,6871a1d4581395898829471e1243cbab82753a2484e7c671a583697ce51682ee,Un producteur biologique situé à Sammeron propose des fruits et légumes sous l’identité ATLI AGRI.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
42,descripcion,en,83ec6f1fd55e4a05c6ab7961075fa61a3d7393625d6008bad8a51f9ab88e81f5,"Claire Dufil et Nicolas Benoît récoltent à la main de la sève de bouleau biologique fraîche dans les Landes de Gascogne et la conditionnent en formats d’un, trois et cinq litres.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
43,descripcion,en,bb2e16c4da84456af2ef1738b95dcccaf204a80599b1ae83964fad9c236a01f1,Une ferme familiale biologique d’élevage bovin transforme une partie de son propre lait sur place en fromages et produits laitiers frais vendus sous l’identité Au Comptoir du Fromager.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
44,descripcion,en,d43200920ee23044fb00d5bef1b664b3a73e65b3c79c54ec2ac11b9678a061cd,Une ferme biologique située à Grand-Aigueblanche produit des fruits et légumes biologiques sous l’identité Au fil des saisons.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
45,descripcion,en,f676702549d0179fb4314c70475fd9fb0a6086248bd7f60b6bcfca368cb3ddfc,"Une ferme caprine biologique transforme le lait de son troupeau en fromages frais, affinés et aromatisés, en tomme et en yaourts pour la vente directe.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
46,descripcion,en,064d82677dacd622c409ebcf83d6fb60ef4846ec5a98a36c9bc1285ccc3124bc,Une ferme biologique située à Louches produit des fruits et légumes biologiques sous l’identité Au Jardin de Berthem.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
47,descripcion,en,5bd51a82b7c0027c703d9777d9e519dfc90d646ec9e59b4d4ac217e50e7ae438,Un producteur biologique situé à Saint-Jean-de-Braye propose des fruits et légumes sous l’identité Au Jardin du Bonheur.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
48,descripcion,en,5ef6dc8dea68a356976cc8fc973e827d335c74cada13c68c0c2399f1f8567dce,Rémi Bonneau cultive des légumes biologiques au Brandalon et produit des pleurotes et des shiitakés dans une cave à Bou.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
49,descripcion,en,64873cadbc7823cbcf180e3b039e632b053cc5741656f549faed0b824c196a98,Une ferme biologique située à Prin-Deyrançon produit des fruits et légumes biologiques sous l’identité Au Potager Mignon.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
50,descripcion,en,d4ca90c13d1b53aaa7e92fe45c29dd42fc54acd5b6d0a61b050a4fefddc5746f,"Un verger-maraîcher biologique fondé en 2019 produit une large gamme de légumes, fruits à coque et plantes aromatiques de saison près de Verdun.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
53,descripcion,en,d5b111cb1c4196967af63fbc9c554c0c06a017a0ba6eb9fce2d16e80bcd29ee4,Mathieu Hatte cultive des légumes biologiques de saison en plein champ et sous des serres non chauffées pour des paniers de légumes hebdomadaires.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
54,descripcion,en,400fa5b8303c9114213d050af7278672c1a7158b422157bf0c488f2f9f08e456,Un producteur biologique situé à Champcueil propose des fruits et légumes sous l’identité Aux Champs Sois-Y.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
55,descripcion,en,f9ac31579e63f01f326960256cbaceffa31a421d76af23d2989275ed88b6baf7,"Une ferme laitière familiale transforme le lait de ses vaches Montbéliarde et Abondance en produits laitiers frais, glaces et sorbets.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
56,descripcion,en,1ea98cb1432f459e600d17c207e08aff260d15a40d7373f40259f4f2bc7cbde8,Une ferme biologique située à Férolles produit des fruits et légumes biologiques sous l’identité Aux Légumes Célestes.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
57,descripcion,en,b84762cb5059db1822ae9fe671f93539772e1a4496ed40719f35e046365d2c4d,Une ferme biologique située à Veigy-Foncenex produit des fruits et légumes biologiques sous l’identité Aux Légumes de Saison.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
58,descripcion,en,92abeaac5e037b370a0daf418927ca2fa3b5e24d0d417039b162a2e9e2d741a7,Aux Richesses est un jardin maraîcher agroécologique à Lessy qui produit des fruits et légumes de saison.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
59,descripcion,en,b1aedc8380ff7a03606bf5490542f2a9614397a0a897687db88144dfc82d4f9f,Un producteur biologique situé à Thézan-lès-Béziers propose des fruits et légumes sous l’identité Aux Saveurs Bio.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
