producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
2,descripcion,pt,535f4f4cadc157bec169b51a45e22831eaa509074e360d0df905f835f67300ba,"Producer operating its own Matosinhos cannery for the José Gourmet, Ati Manel, ABC+ and Maria Organic ranges.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
3,descripcion,pt,a53ccb6c072229a2335752944ac214a6ce9ba0173194da3e2172290a621ddb49,Fermelã microbrewery producing small batches at its facilities and maintaining a tasting room next to the factory.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
5,descripcion,pt,b4fa8574a21e1c4edf4119230833116384b29ef39ebdaae62b0c4f6c1f1ee520,Porto gelateria making fresh gelato daily with natural ingredients and a traditional Cattabriga vertical machine.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
8,descripcion,pt,62517d5a49e51d92748616a3ac49b8ba81da61c83e65410b813717351ca1ed58,"Artisanally produces and dries spirulina at Quinta Verde on Graciosa Island and prepares seaweed, condiments and snacks.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
9,descripcion,pt,0def0e1530b13fb34d70ca41ebb59a1c9cf8d085ec92f0a60984018da7226d76,"Specialty-coffee roastery and tasting space in Vila Nova de Gaia, roasting and selling its own seasonal coffee lots.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
10,descripcion,pt,e4bf0a69d57f3d28a7e7dc107e9077071985f671b22f7a4edd8292a07592b1c0,Organic Baião wine producer making single-variety Vinhos Verdes at Quinta de Santa Teresa.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
11,descripcion,pt,e5a4577413dc26bdd3422d68856a2936a4965aecb6ab6339fcf461054f17a7cf,Brewpub in central Porto that makes its beers in four visible 500-litre tanks on the premises.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
12,descripcion,pt,117ab1971a87e58c6edbf2539f0dd633c8058ce666e113bab7151df38505b555,Fifth-generation maker of Lisbon's historic Ginjinha Espinheira; grows sour cherries and produces the liqueur at its Arruda dos Vinhos estate.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
14,descripcion,pt,d6238ca0fc522ca26cb133fa59fe944a41f0f9d186ece3dc9aa5d546b3496291,Nano-brewery and taproom where the team produces beer with its own 200-litre equipment and welcomes factory visits.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
15,descripcion,pt,ed2c17e3ceb4dc6e008c12b036d6d7bf4ee6d7bbdcaf41cc7ba90e7d65ba6d0b,Santa Maria microbrewery producing a range of lagers and wheat and fruit beers on site.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
16,descripcion,pt,2991aa5cd54347892a62b362f8727975111865d41d423d064163d29ad46a872a,"Fish-canning factory for the Poveira and Minerva brands, with a production unit and factory shop in Laúndos.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
17,descripcion,pt,dc9f5bd3d4a3e8d667c679dcf87fb706a4a4a7021ed3e9c9c2eb834d4a04b1c9,Microbrewery with a production unit in Mem Martins and a branded taproom in Setúbal; it produces its own range of craft beers.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
23,descripcion,pt,1affc247b89f31dfc553871a2b163cc54e863340028b64d2193cb2bb1a78667c,"CAVAGRI cooperative winery in Lago, relaunched in 2026 under the Adega Bracara Vina identity with its own Vinho Verde portfolio.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
27,descripcion,pt,fd6c3eb7532b48489a201486d87668a5d0efb3ca9c9a3ed81f92f97a1fc0f6fd,"Cooperative distillery at the heart of Portugal's only demarcated wine-brandy region, distilling and ageing DOC Lourinhã in its own facilities.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
52,descripcion,pt,b68d2a4c449f2de52a170878d69044d4f2d47e04b38f231459f897ba6505c4ce,Historic Amarante cooperative winery producing and bottling Vinho Verde from its members' grapes.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
53,descripcion,pt,78acc5c6f5088a28ef735f97819ad629483df67e04711772ebf3f0b09a21a277,Cooperative adega in Borba; bottles its members' wines under its own brand and runs wine tourism and a shop at the adega itself.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
61,descripcion,es,e325df8db3bc10bc958111f4c668dfafc2bbb2ac350d296a35acd4d305b046b7,Alvarinho producer with its own vineyards in Melgaço and a family winery that also welcomes visitors.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
62,descripcion,pt,f1ca0672c8b5539e4659ae43f44c8b9ecaa90e8e2811d49040a4db1502bb2ade,Graciosa cooperative winery that makes wine from members' grapes and produces aguardente and grape and melon preserves on the island.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
69,descripcion,pt,5b12b5df2517b5790871126d20bf2f10c3640020972615b233860d9d91417e1f,"Torres Vedras winery focused on fresh Atlantic Lisboa wines, vinified and bottled at its modern Ventosa cellar.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
70,descripcion,pt,f34fccc4b8404c945cac15aae6bb7f69eb6fb35289804b922016a0690d85ff56,Family winery in Azenhas do Mar producing Colares wines under several house brands; Caves Visconde de Salreu is a second storage cellar of the same producer.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
77,descripcion,pt,d06610a7fa2b9dd74563de23495a6b67168e2954b99debbd8b69fdde7bfd4ceb,Family wine producer using old Algarve vines; the main estate is in Odiáxere.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
81,descripcion,pt,d15f282e2b00848d1819f69837b8259539f2d7347f2141e367c804e43fdbc68b,Active gelateria and microbusiness making ice cream and sorbets at its Santa Cruz facility.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
83,descripcion,es,8b0630bc19d82c686e04416af56ecfb9d7149524b02dcfe6e11464cc77fe7e72,Grows edible marine macroalgae on land using multitrophic aquaculture and processes it under its own brands.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
87,descripcion,pt,fd5a79c3dd0327ea462d1b3c97addc3db01ddd742d06224551a018cfb56590b0,"Microbrewery founded in Madeira in 2020 that makes its own range on site, inspired by Bavarian recipes and island ingredients.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
90,descripcion,es,0e1a7c94d1d61866d529cb574a5a8959711059f799f876b8532049f391f88aad,Processes and stores Portuguese-cured cod at its industrial unit in Vialonga and sells it under the Altomar brand.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
91,descripcion,pt,3b97727684aa17cdbdead8183f00d20623d7513540183ce1f132b8dfa074eab1,Madeira food producer making fruit preserves and chutneys at its Água de Pena premises.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
99,descripcion,es,a3cd4330ec0bbaf1bbbdf9fc083e84b9c7f4fd63068779a8d9df7bfa0f921123,Recognized producer organization that groups and markets its members' tuna catches in the Azores.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
100,descripcion,pt,99eb9e57ae8c23bca3ad6ed2de8d52cdba8c5a7c7ca3de0ada931421b2d085f7,"Organic agricultural producer offering honey, nuts with honey, honey vinegar and honey spirit.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
101,descripcion,es,bea544565d73148c20fc6a281c96c5278e7887269818cbf7069b4c7617e2b747,Organization governed by artisanal fishermen that coordinates the production and marketing of its members' fish.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
102,descripcion,es,9f74f6d41d21c2a2c3fd1ce32da468530e510f0dd5a05fa43e74d88530de9ae8,Produces gigas oysters in the Ria Formosa using rotating baskets and markets its harvest to restaurants and for export.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
103,descripcion,es,5c3cdf320003f7a42bb19934d2648f5b97905e5365ee89a701045d65ab6ed348,"Aquaculture company raising gilthead seabream and European seabass in estuary tanks in the Ria de Alvor, within the municipality of Lagos.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
104,descripcion,es,c6aadd17b5493ea14622643b44205fc194389ee58bbe58463282a4a804518653,"Produces oyster spat and adult oysters in the Sado, purifies shellfish in Setúbal and markets its products with in-house traceability.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
106,descripcion,pt,c723d0bc2f50d92f6a121764fe8865cfdb01a4bd3a00e986a0bed1ba4e3dcc5f,"Family chocolate and confectionery house founded in 1933, with its historic Porto production establishment on Rua do Almada.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
107,descripcion,es,983bcc0687a4c22e9f48d551ab0a65b12868c4b798b469199ca028865f72ec75,Family business that organically grows aromatic and medicinal plants in Alegrete.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
112,descripcion,pt,f467bf1b6aeae830c8242e1b56bdb6d3dedb63e5f7aac32da33913136f5d5dcf,"Artemis wine project in Luz de Tavira, marketed as Solar da Ria.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
113,descripcion,es,be650e83e54c9a50f5bc40ae6b122bf0f3dbc422d80fbe7cc636da719ffd5244,"Cooperative and producer organization bringing together boat owners from Sesimbra and preparing, freezing and marketing their catches.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
116,descripcion,pt,ddd80eb8d794aa4f0c63e703da0f9c4f37d9260499b5c1234669ab74fca13a87,"Guedes family house in Penafiel; makes vinho verde at the Aveleda quinta with the Fonte, Castas, Solos and Parcelas ranges.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
118,descripcion,es,287ab20c2d20b6e658e471f448f326774e02fe1235bcae76cb12810bbb489596,"Olive-growing cooperative producing oils from Galega and Cobrançosa varieties at its olive press, including organic oils.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
119,descripcion,pt,8a25ab09ae7c1631ba26d74c97d9d6661eeb08089b00e9a707f72e27fa552a90,Agri-Mendes family olive press producing Azeite Mendes in the Ribatejo.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
120,descripcion,es,3d3cc1071f60d812e468aae46125f33d098642098b60bbaf23ee6e31da2c48c3,Cooperative founded in 1965 that processes members' olives at its own olive press and markets the São Pedro brand.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
121,descripcion,pt,ed8d94c6c095daf0ff9f6a0b4a536609e29a4f2c4fe2bc3d460d4c92952f9f7e,"Producer and packer of olive oils, culinary oils and vinegars at its Vale Rosas unit.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
123,descripcion,pt,a4aa151bdb41a9e1c86abf9ec2c9b65b59dae376262271781a2d256edccb549d,Artisan producer of Azorean dried beef and pork from Pico Island.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
124,descripcion,pt,92f636bfec59611342f4faf2dcc79c416ce3c88cfb62f96abab3c9bbb18d8a1e,"Winery on the island of Pico, in Bandeiras, part of António Maçanita's wine project; makes wines from the island's lava vineyard.",reviewed,canonical-source-pivot,1,not-applicable,not-applicable
125,descripcion,pt,46b05ad54df01dd6c1dd721cd5cb6003479e9dc7bcca0ee0aed0f6f685bb98c4,"Azorean unit processing and marketing fresh and deep-frozen fish, certified to IFS Food.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
126,descripcion,pt,a67cdd9592f0d5997a09a73fe1dea97fd81ccc7781deab8af739f5b762468656,Azeitão winery tied to the Quinta da Bacalhôa; makes moscatel and Península de Setúbal wines and opens its collection of azulejos and art to visitors.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
128,descripcion,pt,ac6e99edfc64cdec558384c8fd9ebd65354cc015f19c60dd85e0cacef6a46d82,"Terceira unit that repurposes undersized Azorean bananas, fermenting them into craft cider and making chips.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
129,descripcion,es,df7e46354925af5bc96bfb85aaa387e117ac45b06c7543bc410c022e20fe1fd1,Alto Alentejo microbrewery with its own factory in Marvão and a branded bar in Castelo de Vide.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
131,descripcion,pt,6508f6be9a6f83e26e4c2faac074304b7d9f3038395be09c3e0c656eb65aa857,Funchal brewpub operating its own small brewery and serving its house-made craft beers on site.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
133,descripcion,pt,5e48b41b138548d59470c0abc3cc92865f073d01c08761c62d35d464ac3bc639,"Family business producing soft fruit at its farms in Fundão, Tavira and Odemira.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
136,descripcion,es,7de307ea0b0127dc986ea9cb05002fd542604b9038ed396a987beca5745331ca,Tolosa dairy listed by the municipality among the producers of Queijo de Nisa.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
137,descripcion,pt,d564e10d670c693b9e3fbf40d54fcc9b01e826c5e43bf96572a2668cfbf56004,Príncipe Real workshop making additive-free bean-to-bar chocolate and roasting coffee from the Corallo family's São Tomé cacao.,reviewed,canonical-source-pivot,1,not-applicable,not-applicable
138,descripcion,pt,4e9b68b12ca1b6edcd66e45eb4ee23b2940606b29ac7f6fb4098c4b14d801b22,"Faial industrial bakery making regional bread, its own range of cakes and Azorean pastries.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
140,descripcion,es,5451e53f5d23c63a425fcf6ae05f744a60acba9ba12e1b1e6b5f9ce5ec39e462,Organic farm producing wines and oils and making organic craft beer in the Upper Douro.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
142,descripcion,es,c4bee3055061432146f7f3570d71bd416c81fea5e3101284676b2cb1b27018ed,Family business raising Bísaro pigs and processing and curing its meat at the Gimonde factory.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-24,chisan-description-v10,2026-08-24.3
