slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area
hoeve-vindevoghel,Hoeve Vindevoghel,Anzegem,Fruta y verdura,Potatoes and seasonal vegetables,,Mixed family farm in Anzegem producing potatoes and seasonal vegetables alongside dairy.,,,,,,,,,,,pendiente,no comprobado,,Lácteos y quesos,655,en,,,,,,be,vlaanderen,west-vlaanderen
t-ambrozijn-boerderijwinkel,'t Ambrozijn Boerderijwinkel,Oostkamp,Fruta y verdura,"Hortalizas, frutos rojos","Stokhovestraat 32, 8020 Waardamme",Granja ecológica con horticultura propia y modelo CSA.,,+32479757466,,https://www.tambrozijn.be,,,,51.116729,3.201803,,,sí,suscripcion,,540,es,,,,,,be,vlaanderen,west-vlaanderen
t-biowinkeltje,'t Biowinkeltje,Poperinge,Fruta y verdura,"Fresas, cerezas, hortalizas ecológicas","Singel 8, 8970 Poperinge",Explotación ecológica certificada con producción hortofrutícola propia.,,+3257337108,,https://www.biowinkeltje.be/,,,,50.837947,2.735603,,,no comprobado,,,544,es,,,,,,be,vlaanderen,west-vlaanderen
t-dunehof,'t Dunehof,Nieuwpoort,Fruta y verdura,Patatas,"Victorlaan 44, 8620 Nieuwpoort",Granja con cultivo y venta directa de patatas propias.,,+3258233853,,https://www.tdunehof.be,,https://www.instagram.com/tdunehof/,,51.137966,2.723682,,,no comprobado,,,545,es,,,,,,be,vlaanderen,west-vlaanderen
t-fazantenhof,'t Fazantenhof,Houthulst,Lácteos y quesos,"Helado, yogur, mantequilla","Groenebosdreef 7, 8650 Houthulst",Granja lechera que transforma su leche en productos lácteos y helados.,,+3251544152,info@tfazantenhof.be,https://www.tfazantenhof.be/,,,,50.956638,2.926629,,,sí,email,,547,es,,,,,,be,vlaanderen,west-vlaanderen
t-foncierhof,'t Foncierhof,Alveringem,Lácteos y quesos,Leche cruda,"Izenbergestraat 142, 8691 Izenberge",Explotación lechera con venta directa de leche cruda.,,+3258299287,,,https://www.facebook.com/tfoncierhof/,,,50.994163,2.653886,,,no comprobado,,,548,es,,,,,,be,vlaanderen,west-vlaanderen
t-goed-ter-heule,'t Goed ter Heule,Menen,Fruta y verdura,"Hortalizas, fruta, huevos","Dronckaertstraat 665, 8930 Lauwe",Granja ecológica con una amplia producción hortofrutícola propia.,,+32498746859,,https://www.tgoedterheule.be/,,,,50.798194,3.213059,,,no comprobado,,,554,es,,,,,,be,vlaanderen,west-vlaanderen
t-hof-rozendale,'t Hof Rozendale,Wingene,Lácteos y quesos,"Yogur, queso fresco, mantequilla","Rozendalestraat 37, 8750 Wingene",Granja lechera que elabora lácteos con leche de su propia explotación.,,+3251655166,,,https://www.facebook.com/thofrozendale/,,,51.062698,3.263143,,,no comprobado,,,560,es,,,,,,be,vlaanderen,west-vlaanderen
t-hof-van-de-rhille,'t Hof van de Rhille,Diksmuide,Lácteos y quesos,"Leche, mantequilla, helado","Pollaertstraat 29, 8600 Woumen",Explotación lechera con elaboración y venta directa de productos propios.,,+32498422441,info@hofvanderhille.be,https://www.hofvanderhille.be/,,,,50.996169,2.862666,,,no comprobado,,,561,es,,,,,,be,vlaanderen,west-vlaanderen
t-hof-verbrugge,'t Hof Verbrugge,Kortrijk,Fruta y verdura,"Patatas, calabazas, tomates","Knokstraat 1, 8511 Aalbeke",Granja familiar con producción hortofrutícola y tienda propia.,,+3256413734,info@thofverbrugge.com,https://www.thofverbrugge.com/,,,,50.779618,3.232344,,,sí,ecommerce,,562,es,,,,,,be,vlaanderen,west-vlaanderen
t-hoppecruyt,'t Hoppecruyt,Poperinge,Otros,Flores y pellets de lúpulo,"Provenplein 69, 8972 Proven",Cultivo familiar de lúpulo para elaboración de cerveza y otros productos.,,+32494336646,,https://www.hoppecruyt.be/nl/onze-producten,,,,50.888706,2.658536,,,no comprobado,,,563,es,,,,,,be,vlaanderen,west-vlaanderen
t-kakelend-kippenmuseum,'t Kakelend Kippenmuseum,Diksmuide,Helados,"Helado de granja, queso ecológico","Wittepoortstraat 56, 8600 Diksmuide",Granja vinculada al museo avícola que elabora helado y queso con producción propia.,,+32474295086,info@kakelendkippenmuseum.be,https://www.kakelendkippenmuseum.be/,,,,51.082946,2.897434,,,no comprobado,,,564,es,,,,,,be,vlaanderen,west-vlaanderen
t-lindebos,'t Lindebos,Heuvelland,Carne,"Carne de vacuno, cerdo y pollo","Hollebekestraat 21, 8953 Wijtschate",Granja con carnicería y venta directa de carne de su explotación.,,+3257201418,,https://www.lindebos.be/bestellen,,,,50.798604,2.915387,,,sí,ecommerce,,572,es,,,,,,be,vlaanderen,west-vlaanderen
t-lindeke,'t Lindeke,Kortemark,Fruta y verdura,Endivias,"Zuidstraat 4, 8610 Handzame",Explotación familiar especializada en el cultivo de endivias.,,+3251566524,,,https://www.facebook.com/tLindeke/,,,51.004968,3.001378,,,no comprobado,,,573,es,,,,,,be,vlaanderen,west-vlaanderen
t-lodihof,'t Lodihof,Oostkamp,Fruta y verdura,"Patatas, fresas, calabazas","Lodistraat 104, 8020 Oostkamp",Granja con producción estacional y venta directa de frutas y hortalizas.,,+32479445296,,,https://www.facebook.com/tlodihof/,https://www.instagram.com/tlodihof/,,51.120585,3.269152,,,no comprobado,,,574,es,,,,,,be,vlaanderen,west-vlaanderen
t-meikensvlasvarken,'t Meikensvlasvarken,Tielt,Carne,Carne de cerdo,"Karmstraat 64, 8700 Tielt",Productor de cerdo alimentado con linaza y venta directa de su carne.,,+32470656726,,http://www.meikensvlasvarken.be,,,,50.989713,3.399896,,,no comprobado,,,575,es,,,,,,be,vlaanderen,west-vlaanderen
t-melkerijtje,'t Melkerijtje,Roeselare,Lácteos y quesos,"Leche, yogur, postres lácteos","Meensesteenweg 686, 8800 Roeselare",Granja lechera familiar que transforma y vende leche de su explotación.,,+3256502269,tmelkerijtje@telenet.be,https://www.tmelkerijtje.be/,,,,50.898990,3.114436,,,no comprobado,,,576,es,,,,,,be,vlaanderen,west-vlaanderen
t-oostgoed,'t Oostgoed,Ardooie,Fruta y verdura,Hortalizas ecológicas,"Oosthoekstraat 11, 8850 Ardooie",Granja ecológica con cultivo propio y cestas de hortalizas.,,+32494448138,,https://oostgoed.be/,,,,50.987267,3.221605,,,sí,suscripcion,,578,es,,,,,,be,vlaanderen,west-vlaanderen
t-reigershof,'t Reigershof,De Haan,Lácteos y quesos,Queso de cabra,"Polderstraat 4, 8420 Klemskerke",Granja caprina ecológica que elabora quesos con leche propia.,,+3259236381,,https://reigershof.be/,,,,51.236906,3.045630,,,no comprobado,,,580,es,,,,,,be,vlaanderen,west-vlaanderen
t-vers-varkentje,'t Vers Varkentje,Oostkamp,Carne,Carne de cerdo,"Hertsbergeveldstraat 5, 8020 Hertsberge",Explotación porcina con carnicería y venta directa de carne propia.,,+32474541415,,https://www.tversvarkentje.be,,,,51.092157,3.255153,,,sí,ecommerce,,586,es,,,,,,be,vlaanderen,west-vlaanderen
aardbeien-van-overbeke,Aardbeien Van Overbeke,Waregem,Fruta y verdura,Fresas,"Bessemstraat 65, 8790 Waregem",Productor familiar especializado en fresas de cultivo propio.,,+3256614388,,https://www.aardbeienvanoverbeke.be,,,,50.885652,3.453416,,,no comprobado,,,7,es,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-de-halve-maan,Brouwerij De Halve Maan,Brugge,Cerveza,,,,,+32050444222,,https://www.halvemaan.be/nl,,https://www.instagram.com/brouwerijdehalvemaan,,51.20889,3.22417,,pendiente,no comprobado,,,206,,,,,,,be,vlaanderen,west-vlaanderen
bourgogne-des-flandres,Bourgogne des Flandres,Brugge,Cerveza,,,,,+32050335106,info@bourgognedesflandres.be,https://www.bourgognedesflandres.be/en,,https://www.instagram.com/bourgognedesflandres,,51.20889,3.22417,,pendiente,no comprobado,,,105,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-fort-lapin,Brouwerij Fort Lapin,Brugge,Cerveza,,,,,,info@fortlapin.com,https://www.fortlapin.com/,,https://www.instagram.com/brouwerijfortlapin,,51.20889,3.22417,,pendiente,no comprobado,,,220,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-kazematten,Brouwerij Kazematten,Ieper,Cerveza,,,,,,info@kazematten.be,https://www.kazematten.be/,,https://www.instagram.com/kazematten,,50.850830,2.885000,,pendiente,no comprobado,,,230,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-omer-vander-ghinste,Brouwerij Omer Vander Ghinste,Kortrijk,Cerveza,,,,,+32056235171,naam@voorbeeld.be,https://www.omervanderghinste.be/nl,,https://www.instagram.com/omervdg,,50.8275,3.26583,,pendiente,no comprobado,,,237,,,,,,,be,vlaanderen,west-vlaanderen
terrest-brewery,Terrest Brewery,Houthulst,Cerveza,,,,,+32476071141,hello@terrestbrewery.be,https://terrestbrewery.be/,,https://www.instagram.com/terrest_brewery,,50.9783,2.9506,,pendiente,no comprobado,,,592,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-st-bernardus,Brouwerij St. Bernardus,Poperinge,Cerveza,,,,,+3257388021,info@sintbernardus.be,https://www.sintbernardus.be/,,https://www.instagram.com/st.bernardus,,50.8547,2.7256,,pendiente,no comprobado,,,244,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-deca,Brouwerij Deca,Vleteren,Cerveza,,,,,+32057422075,info@decabrouwerij.be,https://decabrouwerij.be/,,https://www.instagram.com/brouwerij_deca,,50.9139,2.7414,,pendiente,no comprobado,,,212,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-strubbe,Brouwerij Strubbe,Ichtegem,Cerveza,,,,,+32051588116,info@brouwerij-strubbe.be,https://www.brouwerij-strubbe.be/,,https://www.instagram.com/brouwerijstrubbe,,51.1,3,,pendiente,no comprobado,,,246,,,,,,,be,vlaanderen,west-vlaanderen
de-dolle-brouwers,De Dolle Brouwers,Diksmuide,Cerveza,,Roeselarestraat 12 B,,,+32474421273,info@dedollebrouwers.be,https://www.oerbier.be/,,https://www.instagram.com/dedollebrouwers,,51.033330,2.865000,,pendiente,no comprobado,,,305,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-verhaeghe,Brouwerij Verhaeghe,Anzegem,Cerveza,,,,,+323070308,topictourskatrien@hotmail.com,https://www.brouwerijverhaeghe.be/,,,,50.8336,3.4783,,pendiente,no comprobado,,,256,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-t-verzet,Brouwerij 't Verzet,Anzegem,Cerveza,,,,,,info@brouwerijTverzet.be,https://www.brouwerijtverzet.be/nl/,,https://www.instagram.com/brouwerijtverzet,,50.8336,3.4783,,pendiente,no comprobado,,,248,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-gulden-spoor,Brouwerij Gulden Spoor,Wevelgem,Cerveza,,,,,,info@guldenspoor.be,https://www.guldenspoor.be/,,https://www.instagram.com/brouwerijguldenspoor,,50.8081,3.1839,,pendiente,no comprobado,,,223,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-de-bie,Brouwerij De Bie,Dentergem,Cerveza,,,,,+320478462184,,https://www.brouwerijdebie.be/,,https://www.instagram.com/brouwerijdebie,,50.9636,3.4153,,pendiente,no comprobado,,,202,,,,,,,be,vlaanderen,west-vlaanderen
brouwerij-ruimtegist,Brouwerij Ruimtegist,Kortrijk,Cerveza,,,,,,,https://www.ruimtegist.be/,,https://www.instagram.com/brouwerijruimtegist,,50.8275,3.26583,,pendiente,no comprobado,,,242,,,,,,,be,vlaanderen,west-vlaanderen
kaasmakerij-baliehof,Kaasmakerij Baliehof,Jabbeke,Lácteos y quesos,"Quesos de granja, mantequilla, yogur, postres","Gistelsteenweg 577, 8490 Jabbeke","Granja lechera familiar que transforma la leche de sus vacas en quesos, mantequilla, yogur, postres y helado.",Th 09:00-16:00; Fr-Sa 09:00-18:00,+3250811102,contact@baliehof.be,https://www.baliehof.be/,https://www.facebook.com/baliehof,https://www.instagram.com/baliehof/,,51.1720966,3.0641602,,,sí,ecommerce,Helados,411,es,,,,,,be,vlaanderen,west-vlaanderen
kaasboerderij-de-moerenaar,Kaasboerderij De Moerenaar,Veurne,Lácteos y quesos,Quesos de granja,"Middenweg 7, 8630 De Moeren","Quesería de granja familiar activa en los pólderes de De Moeren, especializada en quesos y lácteos artesanales.",,+3258299149,info@demoerenaar.be,https://www.demoerenaar.be/,,,,51.0279555,2.5854049,,,no comprobado,,Helados,410,es,,,,,,be,vlaanderen,west-vlaanderen
beauvoordse-walhoeve,Beauvoordse Walhoeve,Veurne,Lácteos y quesos,"Quesos de granja, mantequilla, yogur, helado","Vaartstraat 71, 8630 Veurne","Explotación lechera que transforma la leche de sus propias vacas en quesos, mantequilla, otros lácteos y helado.","Mo-Sa 09:00-12:00,13:30-18:30",+3258311675,info@beauvoordse-walhoeve.be,https://www.beauvoordse-walhoeve.be/,https://www.facebook.com/beauvoordsewalhoeve,https://www.instagram.com/beauvoordsewalhoeve/,,51.0410524,2.7011854,,,sí,ecommerce,Helados,56,es,,,,,,be,vlaanderen,west-vlaanderen
kaasmakerij-t-groendal,Kaasmakerij 't Groendal,Roeselare,Lácteos y quesos,"Ancienne Belgique, OG Kristal, Groenentaler","Koolzaadstraat 3, 8800 Roeselare",Quesería familiar que elabora más de veinticinco quesos belgas artesanales.,Th-Fr 14:00-18:00; Sa 09:00-16:00,+3251200586,info@groendal.be,https://www.tgroendal.be/nl,https://www.facebook.com/kaasboerderijgroendal,https://www.instagram.com/kaasmakerijtgroendal/,,50.9031886,3.1376410,,,no comprobado,,,414,es,,,,,,be,vlaanderen,west-vlaanderen
