slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
couvreur-capelle,Couvreur Capelle,Roncq,Lácteos y quesos,,"Carriere Madame Deflandre, 59223 Roncq",,,,,http://fermeduvinage.fr/,,,https://www.google.com/maps/search/?api=1&query=50.756925%2C3.099234&query_place_id=ChIJaS9-LjAsw0cR9JgbEY-J8s8,50.756925,3.099234,,pendiente,no comprobado,,,445,,,,,,,fr,hauts-de-france,nord,,,,,,
ferme-de-wagnonville,Ferme de Wagnonville,Le Quesnoy,Lácteos y quesos,Produits laitiers et fromages,"17 CITE DES TILLEULS, 59530 Le Quesnoy",,,+33613592013,expl.le-quesnoy@educagri.fr,https://wagnonville.fr/,https://www.facebook.com/lyceedes3chenes,,https://www.google.com/maps/search/?api=1&query=50.24463%2C3.649888&query_place_id=ChIJW7QABZyLwkcRZaLFcudJYCM,50.24463,3.649888,,,no comprobado,,,866,,,,,,,fr,hauts-de-france,nord,,,,,,
les-champignons-de-la-rhonelle,Les Champignons de la Rhônelle,Artres,Setas,Champignons,"32 RUE DE LA GARE, 59269 Artres",,,+33607013096,christophe.ludivine.laurent@gmail.com,,https://www.facebook.com/profile.php?id=100087553144107,,https://www.google.com/maps/search/?api=1&query=50.287554%2C3.544687&query_place_id=ChIJSQaR8TrYwiERjZM9SU7TvfE,50.287554,3.544687,,,no comprobado,,,1486,,,,,,,fr,hauts-de-france,nord,,,,,,
ferme-du-bien-elever,Ferme du Bien Élever,Bambecque,Carne,Viande,"14 route de l'oost-houch 1304 ROUTE Départementale 304 QUAEDYPRE, 59470 Bambecque",,,+33699785574,lafermedubienelever@gmail.com,,https://www.facebook.com/La-ferme-du-bien-%C3%A9lever-444634155723833/,,https://www.google.com/maps/search/?api=1&query=50.934147%2C2.488732&query_place_id=ChIJV2lEcvTt3EcRaFmiQZVsV_o,50.934147,2.488732,,,no comprobado,,,889,,,,,,,fr,hauts-de-france,nord,,,,,,
ferme-vandesompele,Ferme Vandesompele,Rosult,Fruta y verdura,Fruits et légumes,"358 Rue des rosiers, 59230 Rosult",,,+33687858696,julien.1055@hotmail.fr,,https://www.facebook.com/fermesylvieetjeanpaulvande/,,https://www.google.com/maps/search/?api=1&query=50.44755%2C3.356187&query_place_id=ChIJre2IK6PCwkcRMqFLEarq6QI,50.44755,3.356187,,,no comprobado,,,960,,,,,,,fr,hauts-de-france,nord,,,,,,
graine-de-partage,Graine de Partage,Villeneuve-d'Ascq,Fruta y verdura,Fruits et légumes,"2A rue du Hainaut, 59650 Villeneuve-d'Ascq",,,+33652837956,thomas.cattiau@gmail.com,,https://www.facebook.com/people/Graine-de-Partage/100089770340322/,,https://www.google.com/maps/search/?api=1&query=50.645093%2C3.169028&query_place_id=ChIJN14-1e4pw0cRDV6EMX943II,50.645093,3.169028,,,no comprobado,,,1143,,,,,,,fr,hauts-de-france,nord,,,,,,
l-ecusson-de-la-saveur,L'Écusson de la Saveur,Doignies,Lácteos y quesos,"Lait, beurre, fromage blanc, yaourts, glaces et confiture de lait","5 place de la Mairie, 59400 Doignies","Une ferme laitière familiale transforme son propre lait sur place en fromages, beurre, yaourt, glace et confiture de lait.",Mer et sam 10:00–13:00 et 14:00–19:00,+33327741139,bauduin.l.s@wanadoo.fr,,https://www.facebook.com/L%C3%A9cusson-de-la-Saveur-Ferme-Bauduin-296127774071414/,,https://www.google.com/maps/search/?api=1&query=L%27%C3%89cusson%20de%20la%20Saveur%2C%205%20place%20de%20la%20Mairie%2C%2059400%20Doignies&query_place_id=ChIJBx0obZStwkcR5hSJ8TH9jMA,50.127999,3.015364,,,no comprobado,,Carne,1216,fr,,,,,,fr,hauts-de-france,nord,,,,,,
la-camelerie,La Camelerie,Feignies,Lácteos y quesos,"Lait et fromage de chamelle, kéfir, lait de chamelle en poudre","Rue de la Flamenne, 59750 Feignies","Première ferme laitière de chameaux autorisée en France, elle élève son troupeau et transforme le lait de chamelle en lait pasteurisé, fromage, kéfir et poudre de lait.",Sur demande,+33683516246,contact@lacamelerie.fr,https://www.lacamelerie.fr/,https://www.facebook.com/lacamelerie,,https://www.google.com/maps/search/?api=1&query=La%20Camelerie%2C%20Rue%20de%20la%20Flamenne%2C%2059750%20Feignies&query_place_id=ChIJ__9LN0ddwkcRp5axX7XyRuo,50.291009,3.935928,,,sí,ecommerce,,1244,fr,,,,,,fr,hauts-de-france,nord,,,,,,
ferme-cimetiere,Ferme Cimetière,Toufflers,Lácteos y quesos,"Beurre, crème fraîche, yaourts, fromages, lait cru et lait battu","35 rue des Champs, 59390 Toufflers",Une ferme mixte familiale de neuf générations transforme tout le lait de ses vaches sur place et cultive une large gamme de légumes de saison et de fraises.,Lun–sam 08:30–12:30 et 16:30–19:00,+33320024077,denis.fermecimetiere@sfr.fr,,https://www.facebook.com/fermeCIMETIERE,,https://www.google.com/maps/search/?api=1&query=Ferme%20Cimeti%C3%A8re%2C%2035%20rue%20des%20Champs%2C%2059390%20Toufflers&query_place_id=ChIJJTM7Hrwnw0cRu0iSp1BY1Gs,50.65955,3.22962,,,sí,marketplace,Fruta y verdura,788,fr,,,,,,fr,hauts-de-france,nord,,,,,,
brasserie-cambier,Brasserie Cambier,Croix,Cerveza,,2 rue Jean Monnet,,,+33967372819,contact@brasserie-cambier.fr,https://www.brasserie-cambier.fr/,,https://www.instagram.com/brasseriecambier,,50.675400,3.155000,,pendiente,no comprobado,,,123,,,,,,,fr,hauts-de-france,nord,,,,,,
