producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
1,descripcion,en,b0324fae5cb295a30e395b8bdc7c76f42dc8f2aeba16c60cbd2bb13a415110aa,Aamrai (रत्नागिरी Alphonso Mango Growers) रत्नागिरी येथे स्थानिक पातळीवर पिकवलेली फळे व भाज्या तयार करणारा उत्पादक आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
35,descripcion,en,99368da0a9e76d5c6720bb77dbf9375fa1778de166bc093510b11cfa531cb509,Cerana Meads सिन्नर येथे मधावर आधारित मद्यपेयांचे आंबवन करणारी मीडरी आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
37,descripcion,en,ba274771daeea57fe4f2347bd263754b5dc916f7a95958a98b8701199c337a15,Chitale Bandhu Mithaiwale पुणे येथे प्रादेशिक खारट स्नॅक्स बनवणारा उत्पादक आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
48,descripcion,en,e46e2d48a3928bee86ccfbd88394280a15c77f1000129ecec06a58460d34f04e,देवगड Taluka Mango Grower's Co-operative Society (देवगड Mango) देवगड येथे स्थानिक पातळीवर पिकवलेली फळे व भाज्या तयार करणारा उत्पादक आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
53,descripcion,en,e650d9da99ffff6f10f5cd07f2520a043566f4da2ef7f34c39abdac8f0aac5aa,अकलूज येथील वाइनरी स्वतःच्या द्राक्षमळ्यातील द्राक्षांपासून इटालियन-भारतीय भागीदारीत वाइन तसेच द्राक्षमळ्यातील चीजची लहान तुकडीही तयार करते।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
60,descripcion,en,7d3d77ee8c17d678fe8b2b262fb1a24aacad8988ebf282e01e52117580f3e261,नाशिक प्रदेशातील करारबद्ध द्राक्षमळ्यांमधील द्राक्षांवर प्रक्रिया करणारी विंचूर वाइन पार्क येथील खास बांधलेली वाइनरी स्पार्कलिंग-वाइनची तज्ज्ञ आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
63,descripcion,en,10d675386e43dca4cfefed3438b0d78b793be7c96fe7464a725271ac78a2683a,Great State Aleworks पुणे येथे जागेवर तयार केलेली बिअर बनवणारी ब्रुअरी आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
64,descripcion,en,faf0af2b19c9a2fc0242a80cb77c8a6338c1b2b1ada5b5351bd2d10aeaf3d2a2,Grover Zampa Vineyards सांजेगाव येथे वाइन तयार करणारी वाइनरी आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
133,descripcion,en,7e409ac3838534e2d3304ca02f2f20bfc768d93d4a354f2fde9697f4b6cd8359,Reveilo Wines (Vintage Wines) निफाड येथे वाइन तयार करणारी वाइनरी आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
153,descripcion,en,de5cd53982ca30a3914a25b6d9510e13cb2cfc6521db975fa531933a51b42a41,Soma Vine Village (Soma Vineyards) नाशिक येथे वाइन तयार करणारी वाइनरी आहे।,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
158,descripcion,en,922312e4a19828567e28eef10202e18005a9d570243dfca61a4bb0a66f262291,"गंगापूर-सावरगाव रस्त्याजवळ नाशिकबाहेर स्वतःचे द्राक्षमळे, चाखण्याची खोली आणि पर्यटकांसाठी सुविधा असलेली वाइनरी आहे।",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
167,descripcion,en,fd31d97c0a1760d3bceb9c06e3a9284b1b0ecd6d757f5e5b72d97ce38305876b,"कावनई येथे इगतपुरीजवळ स्वतःची वाइनरी, रेस्टॉरंट आणि जागेवर खोल्या असलेली बुटीक वाइन इस्टेट आहे।",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
