slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
the-garlic-farm,The Garlic Farm,Newchurch,Fruta y verdura,"Garlic, black garlic","Mersley Farm, Mersley Lane, Newchurch, Isle of Wight PO36 0NR",Farm growing garlic on the Isle of Wight and processing it into preserves and condiments.,,,,https://www.thegarlicfarm.co.uk/,,,,50.677847,-1.213989,,parcial,sí,ecommerce,,658,en,,,,,
godshill-orchard,Godshill Orchard,Rookley,Fruta y verdura,orchard fruit,"Hollow Lane, Godshill, Isle Of Wight, PO38 3NP",Godshill Orchard produces orchard fruit at its Rookley site.,,+441983840481,,https://www.godshillorchards.co.uk/,,,,50.654501,-1.283568,,verificado,no comprobado,,,267,en,,,,,
wight-knuckle-brewery,Wight Knuckle Brewery,Brading,Cerveza,craft beer,"New Farm, West Lane, Nunwell, Sandown, PO36 0JG",Independent microbrewery making its beer at a converted farm building on the Nunwell Estate.,,,info@wightknucklebrewery.com,https://www.wightknucklebrewery.com/,,,,50.686677,-1.155957,,verificado,no comprobado,,,739,en,,,,,
wild-oak-farm,Wild Oak Farm,Havenstreet,Carne,heritage-breed beef and pork,"Great Briddlesford Farm, Briddlesford Lane, Havenstreet, Isle of Wight, PO33 4SA",Mixed family farm raising livestock and growing produce for direct sale through its farm shop.,,+441983632636,info@wildoakfarm.co.uk,https://www.wildoakfarm.co.uk/,,,,50.709841,-1.232419,,verificado,sí,ecommerce,Fruta y verdura|Huevos,745,en,,,,,
isle-of-wight-cheese-company,Isle of Wight Cheese Company,Newchurch,Lácteos y quesos,handmade island cheese,"Queen Bower Dairy, Alverstone Road, Newchurch, Isle of Wight, PO36 0NZ",Small dairy making handmade cheeses from Isle of Wight milk at Queen Bower Dairy.,,+441983402736,,https://www.isleofwightcheese.co.uk/home,,,,50.658107,-1.196748,,verificado,no comprobado,,,338,en,,,,,
isle-of-wight-distillery,Isle of Wight Distillery,Nettlestone,Destilados y licores,Mermaid Gin,"The Wishing Well, Pondwell Hill, Nettlestone, Ryde, PO33 1PX",Island distillery handcrafting gin vodka and rum with ethically sourced and often local botanicals.,,+441983613653,info@isleofwightdistillery.com,https://isleofwightdistillery.com/,,,,50.717878,-1.127137,,verificado,sí,ecommerce,,339,en,,,,,
wight-whisky,Wight Whisky,Brading,Destilados y licores,Isle of Wight single malt,"New Farm, West Lane, Nunwell, Sandown, PO36 0JG",Island whisky producer creating single malt and blended whisky from its New Farm base.,,,sales@wightwhisky.com,https://wightwhisky.com/,,,,50.686677,-1.155957,,verificado,sí,ecommerce,,740,en,,,,,
island-brewery,Island Brewery,Newport,Cerveza,real ale,"Units 7-8 Park Water Farm Industrial Estate, Forest Road, Newport, PO30 4LY",Isle of Wight brewery producing a core range of cask and bottled real ales.,,+441983821731,info@islandales.co.uk,https://islandbrewery.co.uk/,,,,50.702111,-1.351535,,verificado,no,,,333,en,,,,,
slab-artisan-fudge,Slab Artisan Fudge,East Cowes,Dulces y repostería,handmade fudge,"Osborne Garage Commercial Unit, York Avenue, East Cowes, Isle of Wight, PO32 6JT",Small producer making dairy and vegan fudge by hand for direct and wholesale sale.,Mon-Tue and Thu-Fri 10:00-14:45,+441983295607,info@slabfudge.co.uk,https://slabfudge.co.uk/,,,,50.749339,-1.276282,,verificado,sí,ecommerce,,589,en,,,,,
graces-bakery,Grace's Bakery,Ryde,Pan y cereal,handmade bread,"178 High Street, Ryde, Isle of Wight, PO33 2HW",Family bakery making bread cakes pastries and lunches by hand at its Ryde production site.,,+441983632231,sarah@gracesbakery.co.uk,https://gracesbakery.uk/,,,,50.728816,-1.163192,,verificado,sí,ecommerce,Dulces y repostería,271,en,,,,,
isle-of-wight-gin,Isle of Wight Gin,Godshill,Destilados y licores,small-batch gin,"Scotland Farm, West Street, Godshill, Ventnor, PO38 3HL",Godshill distillery growing botanicals and hand-distilling gin rum and vodka in small batches.,,+447984715878,info@isleofwightgin.com,https://www.isleofwightgin.com/,,,,50.635453,-1.260498,,verificado,sí,ecommerce,,340,en,,,,,
