slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
bearwood-brewing,Bearwood Brewing,Wokingham,Cerveza,beer,"Unit 11 Anglo Industrial Park, Fishponds Road, Wokingham, RG41 2JT",Bearwood Brewing produces beer at its Wokingham site.,,,,https://www.bearwoodbrewing.com/,,,,51.4034048,-0.8512142,,verificado,no comprobado,,,45,en
stardust-brewery,Stardust Brewery,White Waltham,Cerveza,beer,"Unit 5, Howe Lane Farm, Howe Lane, Paley Street, SL6 3JP",Stardust Brewery produces beer at its White Waltham site.,,+441628947325,hello@stardustbrewery.co.uk,https://stardustbrewery.co.uk/,,,,51.477465,-0.76086,,verificado,no comprobado,,,612,en
village-maid-cheese,Village Maid Cheese,Riseley,Lácteos y quesos,"Wigmore, Barkham Blue, Spenwood, Maida Vale, Waterloo","The Cottage, Basingstoke Road, Riseley, Reading, RG7 1QD",Second-generation cheesemakers handcrafting award-winning artisan cheeses at their Riseley dairy with milk sourced from nearby farms.,,+441189884564,info@villagemaidcheese.co.uk,https://villagemaidcheese.co.uk/,,,,51.365521,-0.96563,,verificado,sí,ecommerce,,716,en
windsor-and-eton-brewery,Windsor & Eton Brewery,Windsor,Cerveza,"cask ale, craft beer, lager, stout","Units 1-4 Vansittart Estate, Duke Street, Windsor, Berkshire, SL4 1SE","Independent Windsor brewery producing cask and craft beers at Vansittart Estate, with an on-site taproom and brewery shop.",Taproom Monday-Thursday 12:00-22:00; Friday 12:00-23:00; Saturday 10:00-23:00; Sunday 12:00-20:00,+441753854075,online@webrew.co.uk,https://webrew.co.uk/,,,,51.483398,-0.616826,,verificado,sí,ecommerce,,752,en
double-barrelled-brewery,Double-Barrelled Brewery,Reading,Cerveza,"seasonal craft beer, pale ale, IPA, lager, stout","Unit 20 Stadium Way Industrial Estate, Reading, RG30 6BX",Independent family-owned Reading microbrewery producing seasonal craft beers and operating a taproom and direct web shop at Stadium Way.,Thursday 17:00-22:00; Friday 16:00-22:00; Saturday 13:00-22:00; Sunday 13:00-18:30,+441189428390,cheers@doublebarrelled.co.uk,https://www.doublebarrelled.co.uk/,,,,51.463644,-1.011868,,verificado,sí,ecommerce,,188,en
hawkridge-distillers,Hawkridge Distillers,Hampstead Norreys,Destilados y licores,"Victorian Botanical Blend Gin, English Grain Vodka, Golden Rum","East Barn, Manor Farm Barns, Hampstead Norreys, RG18 0TR","Working West Berkshire distillery producing its own gin, vodka and rum ranges at Manor Farm Barns.",,+441635579373,,https://hawkridgedistillers.com/,,,,51.483563,-1.240506,,verificado,sí,ecommerce,,296,en
indie-rabble-brewery,Indie Rabble Brewery,Windsor,Cerveza,"Indie Pils, Mantle, seasonal beer","27-28 The Arches, Alma Road, Windsor, SL4 1QZ",Independent Windsor brewery making core and seasonal beers on its 20-hectolitre electric brewhouse and selling from the adjoining taproom.,,+447983736132,beer@indierabble.co.uk,https://indierabble.co.uk/,,,,51.483624,-0.613852,,verificado,sí,ecommerce,,327,en
field-theory-brewing-company,Field + Theory Brewing Company,Compton,Cerveza,"Bittercress West Coast IPA, Echo Strata IPA, Beacon Pale Ale","Mayfield Farm, Ilsley Road, Compton, Newbury, RG20 7BR","Compton brewery producing balanced core and seasonal beers at Mayfield Farm, with brewery collection and direct online ordering.",,+441635597017,founders@fieldtheorybrew.co.uk,https://fieldtheorybrew.co.uk/,,,,51.514708,-1.264084,,verificado,sí,ecommerce,,227,en
delphic-brewing-company,Delphic Brewing Company,Newbury,Cerveza,craft beer,"Delphic Brewing Company Mayors Lane, Newbury, West Berkshire, RG14 5DR",Delphic Brewing Company produces craft beer at its Newbury brewery.,,,,https://delphicbrewing.com/,,,,51.398773,-1.323185,,verificado,no comprobado,,,173,en
mortimer-brewing-company,Mortimer Brewing Company,Mortimer,Cerveza,craft beer,"Butlers Lands Farm, Mortimer, Reading, West Berkshire, RG7 2AG",Mortimer Brewing Company produces craft beer at its Mortimer brewery.,,,,https://mortimerbrewing.co.uk/,,,,51.360388,-1.042085,,verificado,no comprobado,,,452,en
berkshire-trout,Berkshire Trout,Hungerford,Pescado,rainbow trout,"Hungerford Park, Hungerford, RG17 0UP",Fresh and artisanal smoked brown and rainbow trout raised in the River Dun.,,+441488684200,info@berkstrout.co.uk,https://berkstrout.co.uk,,,,51.405928,-1.50249,,verificado,sí,ecommerce,,50,en
doves-farm-foods-ltd,DOVES FARM FOODS LTD,Hungerford,Pan y cereal,"harinas, panes y cereales","Salisbury Road, RG17 0RF, Hungerford, Berkshire, UK",,,,hello@dovesfarm.co.uk,https://www.dovesfarm.co.uk,https://www.facebook.com/dovesfarmfoods,https://www.instagram.com/dovesfarm/,,,,,parcial,sí,ecommerce,,829,
