slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
shepherd-neame,Shepherd Neame,Faversham,Cerveza,,"17 Court Street, Faversham, Kent ME13 7AX","Brewery in Faversham, brewing with Kentish hops; Britain's oldest continuously working brewer.",,+441795532206,,https://www.shepherdneame.co.uk/,https://www.facebook.com/ShepherdNeame,https://www.instagram.com/shepherdneame,,51.316833,0.891785,/productores/gb/south-east/kent/shepherd-neame.webp,parcial,sí,ecommerce,,576,en
chapel-down,Chapel Down,Tenterden,Vino,,"Chapel Down Winery, Small Hythe, Tenterden, Kent TN30 7NG",Winery near Tenterden making sparkling and still English wine from Kent and Sussex vineyards.,,+441580766111,sales@chapeldown.com,https://chapeldown.com/,https://www.facebook.com/ChapelDown,https://www.instagram.com/chapeldown,,51.039596,0.698462,/productores/gb/south-east/kent/chapel-down.webp,parcial,sí,ecommerce,,110,en
hinxden-farm-dairy,Hinxden Farm Dairy,Benenden,Lácteos y quesos,milk and cheese,"Hinxden Farm, Hinksden Road, Benenden, Cranbrook, TN17 4LE",Hinxden Farm Dairy produces milk and cheese at its Benenden site.,,+441580240685,enquiries@hinxdenfarmdairy.co.uk,https://www.hinxdenfarmdairy.co.uk/,,,,51.05745,0.551589,/productores/gb/south-east/kent/hinxden-farm-dairy.webp,verificado,no comprobado,,,312,en
chislet-brewery-tap-room,Chislet Brewery \& Tap Room,Hersden,Cerveza,beer,"Unit 32, Chislet Park, Island Road, Upstreet, CT3 4BY",Chislet Brewery \& Tap Room produces beer at its Hersden site.,,+441227915178,hello@chisletbrewery.co.uk,https://chisletbrewery.co.uk/,,,,51.322429,1.168997,/productores/gb/south-east/kent/chislet-brewery-tap-room.webp,verificado,no comprobado,,,121,en
blackwoods-cheese,Blackwoods Cheese Company,Chiddingstone,Lácteos y quesos,cheese,"Commonwork Organic Farms Ltd, Bore Place, Bore Place Road, Chiddingstone, TN8 7AR",Blackwoods Cheese Company produces cheese at its Chiddingstone site.,,,,https://www.blackwoodscheesecompany.co.uk/,,,,51.219641,0.154314,,verificado,no comprobado,,,66,en
greensand-ridge-distillery,Greensand Ridge Distillery,Hadlow,Destilados y licores,gin,"Dene Court, Dene Park, Shipbourne Road, Hadlow, TN11 9NS",Greensand Ridge Distillery produces gin at its Hadlow site.,,+447971164688,,https://www.greensanddistillery.com/,,,,51.230625,0.286854,/productores/gb/south-east/kent/greensand-ridge-distillery.webp,verificado,no comprobado,,,279,en
cheesemakers-of-canterbury,Cheesemakers of Canterbury,Dargate,Lácteos y quesos,"Ashmore Farmhouse, Ancient Ashmore, Kelly's Canterbury Goat","Lamberhurst Farm, Dargate, Faversham, Kent, ME13 9ES","Artisan dairy making and maturing cow's-, goat's- and sheep's-milk cheeses by traditional methods at its Dargate dairy.",,+441227751741,jane@cheesemakersofcanterbury.co.uk,https://www.cheesemakersofcanterbury.co.uk/shop/,,,,51.321999,0.99506,,verificado,sí,ecommerce,,115,en
biddenden-vineyards,Biddenden Vineyards,Biddenden,Vino,"English sparkling wine, still wine, cider and apple juice","Gribble Bridge Lane, Biddenden, Kent, TN27 8DF","Family-run Kent vineyard producing English wines, traditional cider and apple juice at its Biddenden estate.",,+441580291726,info@biddendenvineyards.co.uk,https://biddendenvineyards.com/,,,,51.095382,0.640034,/productores/gb/south-east/kent/biddenden-vineyards.webp,verificado,sí,ecommerce,Sidra|Bebidas sin alcohol,56,en
romney-marsh-brewery,Romney Marsh Brewery,New Romney,Cerveza,"Marsh Gold, Cinque Porter, Romney American Pale Ale","Unit 7 Jacks Park, Mountfield Industrial Estate, Cinque Ports Road, New Romney, Kent, TN28 8AN",Family brewery producing its own ales and lager at its New Romney brewhouse.,,+441797362333,info@romneymarshbrewery.com,https://romneymarshbrewery.com/,,,,50.982511,0.948444,/productores/gb/south-east/kent/romney-marsh-brewery.webp,verificado,sí,ecommerce,,550,en
kingcott-dairy,Kingcott Dairy,Staplehurst,Lácteos y quesos,"Kentish Blue, Kingcott Blue, raw milk","Iden Manor Farm, Cranbrook Road, Staplehurst, Kent, TN12 0ES",Family dairy farm making blue cheese from the milk of its own herd at Iden Manor Farm.,,+441580892478,hello@kingcottdairy.co.uk,https://kingcottdairy.co.uk/,,,,51.151091,0.553034,/productores/gb/south-east/kent/kingcott-dairy.webp,verificado,sí,ecommerce,,360,en
northdown-brewery,NorthDown Brewery,Margate,Cerveza,"Pale ales, IPAs, stout","Unit J1C/A, Channel Road, Westwood Industrial Estate, Margate, Kent, CT9 4JS",Independent family brewery producing cask and keg beers at its Margate brewery and taproom.,,+441843227434,info@northdownbrewery.com,https://www.northdownbrewery.com/,,,,51.36579,1.391924,/productores/gb/south-east/kent/northdown-brewery.webp,verificado,sí,ecommerce,,476,en
ramsgate-brewery,Ramsgate Brewery,Broadstairs,Cerveza,"Gadds' Seasider, No. 3, green hop beers","Unit 4, Hornet Close, Pysons Road Industrial Estate, Broadstairs, Kent, CT10 2YD","Independent East Kent brewery producing Gadds' cask, bottled and canned beers at its Broadstairs site.",,+441843868453,info@ramsgatebrewery.co.uk,https://www.ramsgatebrewery.co.uk/,,,,51.35679,1.412507,/productores/gb/south-east/kent/ramsgate-brewery.webp,verificado,sí,ecommerce,,534,en
shivering-sands-brewery,Shivering Sands Brewery,Monkton,Cerveza,"Wild Man of Goodnestone, Golden Sands, Maunsell Bitter","91 Maple Leaf Business Park, Monkton, Kent, CT12 5GD",Small brewery producing unfiltered and unfined ales at its Monkton brewery and taproom.,,+447805061343,shiveringsandsbrewery@gmail.com,https://kfma.org.uk/Shivering_Sands_Brewery,,,,51.34975,1.324577,,parcial,no comprobado,,,578,en
time-tide-brewing,Time & Tide Brewing,Eastry,Cerveza,,"Statenborough Farm Felderland Lane, Worth, Kent, CT14 0BX",Brewery producing beer at its Eastry unit.,,,sales@timeandtidebrewing.co.uk,https://www.timeandtidebrewing.co.uk/,,https://www.instagram.com/timeandtidebrewing,,51.2452,1.3034,,parcial,no comprobado,,,687,en
whitstable-oyster-trading-company,Whitstable Oyster Trading Company,Whitstable,Pescado,oysters,"Horsebridge Road, Whitstable, CT5 1BU",Historic oyster beds and depuration facility producing PGI Whitstable Native Oysters.,,+441227276856,enquiries@whitstableoystercompany.com,https://whitstableoystercompany.com,,,,51.360985,1.023249,,parcial,no comprobado,,,736,en
