slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
conservas-pinhais,Conservas Pinhais,Matosinhos,Conservas,"Nuri sardines, Pinhais tinned fish","Avenida Menéres 700, 4450-189 Matosinhos",Fábrica conserveira de Matosinhos fundada em 1920 que ainda faz conservas manualmente no edifício original; produz as marcas Nuri e Pinhais.,,+351229380042,comercial@pinhais.pt,https://www.conservaspinhais.com/,https://www.facebook.com/conservaspinhais/,https://www.instagram.com/conservas_pinhais/,https://www.google.com/maps/search/?api=1&query=Conservas%20Pinhais%2C%20Avenida%20Men%C3%A9res%20700%2C%204450-189%20Matosinhos&query_place_id=ChIJcRGYzDhvJA0R0YL6oAAzmjE,41.178602,-8.683996,/productores/pt/norte/porto/conservas-pinhais.webp,,sí,ecommerce,,280,pt,,,,,,pt,norte,porto,,,,,,
real-companhia-velha,Real Companhia Velha,Vila Nova de Gaia,Vino,"Vinho do Porto, Douro wines, olive oil","Rua de Azevedo Magalhães 314, 4430-022 Vila Nova de Gaia","A casa de vinhos mais antiga de Portugal, fundada em 1756; as suas caves ficam em Vila Nova de Gaia, possui quintas no Douro e também engarrafa azeite.",,+351223775100,turismo@realcompanhiavelha.pt,https://realcompanhiavelha.pt/,https://www.facebook.com/RealCompanhiaVelha,https://www.instagram.com/realcompanhiavelha/,https://www.google.com/maps/search/?api=1&query=Real%20Companhia%20Velha%2C%20Rua%20de%20Azevedo%20Magalh%C3%A3es%20314%2C%204430-022%20Vila%20Nova%20de%20Gaia&query_place_id=ChIJY6_sNcRkJA0RJbdpCVpqcME,41.132836,-8.599478,/productores/pt/norte/porto/real-companhia-velha.webp,,no,,,801,pt,,,,,,pt,norte,porto,,,,,,
quinta-da-aveleda,Aveleda,Penafiel,Vino,"Aveleda Fonte, Aveleda Castas, Aveleda Solos","Rua da Aveleda 2, 4560-570 Penafiel","Casa da família Guedes em Penafiel; produz vinho verde na quinta Aveleda com as gamas Fonte, Castas, Solos e Parcelas.",,+351255718200,info@aveleda.pt,https://aveledavinhoverde.com/,https://www.facebook.com/aveleda/,https://www.instagram.com/aveledawines/,https://www.google.com/maps/search/?api=1&query=Aveleda%2C%20Rua%20da%20Aveleda%202%2C%204560-570%20Penafiel&query_place_id=ChIJK2my8GSRJA0R4Sktpd7-Xig,41.208180,-8.308582,/productores/pt/norte/porto/quinta-da-aveleda.webp,,no,,,116,pt,,,,,,pt,norte,porto,,,,,,
chocolataria-equador,Chocolataria Equador,Porto,Chocolate,"Bars, bonbons, truffles, chocolate sardinhas","Rua de Barros Lima 731, 4300-062 Porto","Chocolateiro do Porto com oficina no Bonfim; trabalha do grão à tablete e produz bombons, trufas, drageias e as suas sardinhas de chocolate.",,+351915438440,,https://www.cacaoequador.pt/,https://www.facebook.com/chocolataria.equador,https://www.instagram.com/chocolatariaequador_oficial/,https://www.google.com/maps/search/?api=1&query=Chocolataria%20Equador%2C%20Rua%20de%20Barros%20Lima%20731%2C%204300-062%20Porto&query_place_id=ChIJbyoZciZlJA0Ru-KYoU0lVA8,41.152782,-8.594801,/productores/pt/norte/porto/chocolataria-equador.webp,,sí,ecommerce,,252,pt,,,,,,pt,norte,porto,,,,,,
quinta-da-lixa,Quinta da Lixa,Felgueiras,Vino,"Vinho Verde, sparkling wine","Avenida Dr. Machado de Matos 547, 4615-658 Lixa","Adega familiar Meireles em Vila Cova da Lixa, na região dos Vinhos Verdes; vende na loja da quinta e online.",,+351255490590,info@quintadalixa.pt,https://quintadalixa.pt/,https://www.facebook.com/quintadalixa,https://www.instagram.com/quintadalixavv,https://www.google.com/maps/search/?api=1&query=Quinta%20da%20Lixa%2C%20Avenida%20Dr.%20Machado%20de%20Matos%20547%2C%204615-658%20Lixa&query_place_id=ChIJn8eiyUyVJA0RsnqqrlmqVUM,41.326368,-8.150322,/productores/pt/norte/porto/quinta-da-lixa.webp,,sí,ecommerce,,679,pt,,,,,,pt,norte,porto,,,,,,
niepoort-vinhos,Niepoort,Vila Nova de Gaia,Vino,"Vinho do Porto, Douro wines","Rua Cândido dos Reis 670, 4400-071 Vila Nova de Gaia","Casa de vinhos da família Niepoort, com sede e caves em Vila Nova de Gaia e quintas próprias no Douro (Quinta de Nápoles) e na Bairrada (Quinta de Baixo).",,+351223777770,info@niepoort.pt,https://www.niepoort.pt/,https://www.facebook.com/niepoort.wines,https://www.instagram.com/niepoort_wines/,https://www.google.com/maps/search/?api=1&query=Niepoort%2C%20Rua%20C%C3%A2ndido%20dos%20Reis%20670%2C%204400-071%20Vila%20Nova%20de%20Gaia&query_place_id=ChIJ77H_PkQDvAARE2NyE2hPMY4,41.132891,-8.611119,,,sí,ecommerce,,533,pt,,,,,,pt,norte,porto,,,,,,
confeitaria-da-ponte,Confeitaria da Ponte,Amarante,Dulces y repostería,"Lérias, brisas do Tâmega, foguetes, papos de anjo","Rua 31 de Janeiro 186, 4600-043 Amarante","Casa de doces regionais de Amarante, aberta em 1930, em frente à ponte e ao mosteiro de São Gonçalo; continua a produzir doçaria de inspiração conventual.",,+351255432034,confeitariadaponte@gmail.com,https://www.confeitariadaponte.pt/,https://www.facebook.com/Confeitaria-da-Ponte-120127101395812,https://www.instagram.com/confeitariadaponte/,https://www.google.com/maps/search/?api=1&query=Confeitaria%20da%20Ponte%2C%20Rua%2031%20de%20Janeiro%20186%2C%204600-043%20Amarante&query_place_id=ChIJJ8kZneW-JA0RIQG3opPFEDw,41.268652,-8.076424,/productores/pt/norte/porto/confeitaria-da-ponte.webp,,no comprobado,,,271,pt,,,,,,pt,norte,porto,,,,,,
cerveja-nortada,Cerveja Nortada,Porto,Cerveza,"Lager, IPA, dark beer","Rua de Sá da Bandeira 210, 4000-427 Porto","Marca de cerveja artesanal do Porto, da Fábrica de Cerveja Portuense; produz e serve na sua cervejaria-taproom da Rua de Sá da Bandeira.",,,geral@fcportuense.pt,https://www.cervejanortada.pt/,https://www.facebook.com/CervejaNortada,https://www.instagram.com/cervejanortada,,41.147899,-8.608223,/productores/pt/norte/porto/cerveja-nortada.webp,,no,,,247,pt,,,,,,pt,norte,porto,,,,,,
1912-winemakers,1912 Winemakers,Porto,Vino,,"Av. Dr. Antunes Guimarães 255-277, 4100-079 Porto",,,+351226166080,geral@1912winemakers.com,http://www.quintadesaobernardo.com,,,,41.157900,-8.629100,,pendiente,no comprobado,,,4,,,,,,,pt,norte,porto,,,,,,
5-bagos-sociedade-agricola,5 BAGOS SOCIEDADE AGRICOLA,Porto,Vino,,"RUA PEDRO HOMEM DE MELO 334, 4150-442 PORTO",,,+351963084063,paulo.palatodocoa@gmail.com,http://palatodocoa.pt,,,,41.157900,-8.629100,/productores/pt/norte/porto/5-bagos-sociedade-agricola.webp,pendiente,no comprobado,,,7,,,,,,,pt,norte,porto,,,,,,
