slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
bodegas-martin-codax-cambados,Bodegas Martín Códax,Cambados,Vino,"Albariño Rías Baixas, vino blanco, enoturismo","Burgáns 91, 36633 Vilariño, Cambados, Pontevedra",Bodega fundada en 1985 por familias viticultoras que elabora en Cambados vinos 100 % albariño de la D.O. Rías Baixas y desarrolla actividades de enoturismo.,Tienda online; visitas y experiencias,+34986526040,comercial@martincodax.com,https://www.martincodax.com/,,https://www.instagram.com/martincodax/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Mart%C3%ADn%20C%C3%B3dax%2C%20Burg%C3%A1ns%2091%2C%2036633%20Vilari%C3%B1o%2C%20Cambados%2C%20Pontevedra&query_place_id=ChIJp9MXItZqLw0RX8CVQVWKOEI,42.5200683,-8.792394,/productores/es/galicia/pontevedra/bodegas-martin-codax-cambados.webp,verificado,sí,ecommerce,,2181,es
adega-paco-y-lola-meano,Adega Paco & Lola,Meaño,Vino,"Albariño Paco & Lola, vinos Rías Baixas","Valdamor 18, Xil, 36968 Meaño, Pontevedra",Cooperativa vitivinícola de Meaño que elabora y comercializa vinos de la D.O. Rías Baixas con uva procedente de sus socios viticultores.,Tienda online; visitas a la bodega,+34986747779,comercial@pacolola.com,https://pacolola.com/,https://www.facebook.com/pacolola/,https://www.instagram.com/pacolola/,https://www.google.com/maps/search/?api=1&query=Adega%20Paco%20%26%20Lola%2C%20Xil%2C%2036968%20Mea%C3%B1o%2C%20Pontevedra&query_place_id=ChIJAajuqtVrLw0RDhg1WKIl0jE,42.4508548,-8.7892959,/productores/es/galicia/pontevedra/adega-paco-y-lola-meano.webp,verificado,sí,ecommerce,,336,es
pazo-senorans-meis,Pazo Señorans,Meis,Vino,"Albariño, aguardiente, vino de pago","Lugar de Vilanoviña, 36616 Paradela, Meis, Pontevedra",Bodega de Meis dedicada a elaborar vinos 100 % albariño de la D.O. Rías Baixas y aguardientes gallegos en el histórico Pazo Señorans.,Tienda online; visitas con reserva,+34986715373,info@pazodesenorans.com,https://www.pazodesenorans.com/,,https://www.instagram.com/pazodesenorans/,https://www.google.com/maps/search/?api=1&query=Pazo%20Se%C3%B1orans%2C%20Lugar%20de%20Vilanovi%C3%B1a%2C%2036616%20Paradela%2C%20Meis%2C%20Pontevedra&query_place_id=ChIJQ1slmSATLw0R-XlZIdzKMhs,42.5470687,-8.7088078,/productores/es/galicia/pontevedra/pazo-senorans-meis.webp,verificado,sí,ecommerce,,10106,es
mar-de-frades-meis,Mar de Frades,Meis,Vino,"Albariño, vino blanco atlántico, espumoso","Finca Valiñas, Arosa, 36637 Meis, Pontevedra","Bodega de Meis que elabora vinos atlánticos de la D.O. Rías Baixas, incluidos albariños de Finca Valiñas y un espumoso brut nature 100 % albariño.",Visitas con reserva,+34637479469,info@mardefrades.es,https://mardefrades.es/,,https://www.instagram.com/mardefrades/,https://www.google.com/maps/search/?api=1&query=Mar%20de%20Frades%2C%20Finca%20Vali%C3%B1as%2C%2036637%20Meis%2C%20Pontevedra&query_place_id=ChIJ6eT7zxQULw0RjpWspOZS5rk,42.5033216,-8.7489641,/productores/es/galicia/pontevedra/mar-de-frades-meis.webp,verificado,sí,ecommerce,,8347,es
bodegas-granbazan-vilanova-de-arousa,Bodegas Granbazán,Vilanova de Arousa,Vino,"Albariño, vinos Rías Baixas, enoturismo","Lugar de Tremoedo 46, 36628 Vilanova de Arousa, Pontevedra",Bodega fundada en 1981 en la Finca Tremoedo que cultiva albariño y elabora vinos de la D.O. Rías Baixas en Vilanova de Arousa.,Tienda online; visitas y experiencias,+34986555562,agrodebazan@agrodebazan.com,https://www.bodegasgranbazan.com/,,https://www.instagram.com/granbazan/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Granbaz%C3%A1n%2C%20Lugar%20de%20Tremoedo%2046%2C%2036628%20Vilanova%20de%20Arousa%2C%20Pontevedra&query_place_id=ChIJgREJ4NsULw0RgA-DlkA6TnM,42.5397545,-8.7866213,/productores/es/galicia/pontevedra/bodegas-granbazan-vilanova-de-arousa.webp,verificado,sí,ecommerce,,2046,es
terras-gauda-o-rosal,Terras Gauda,O Rosal,Vino,"Albariño, loureiro, caíño blanco","Estrada Tui-A Guarda km 55, 36760 O Rosal, Pontevedra",Bodega de O Rosal que elabora vinos de la D.O. Rías Baixas a partir de albariño y variedades autóctonas como caíño blanco y loureiro.,Visitas y experiencias con reserva,+34986621001,terrasgauda@terrasgauda.com,https://terrasgauda.com/,,https://www.instagram.com/terrasgauda/,https://www.google.com/maps/search/?api=1&query=Terras%20Gauda%2C%20Estrada%20Tui-A%20Guarda%20km%2055%2C%2036760%20O%20Rosal%2C%20Pontevedra&query_place_id=ChIJZxVVM9WUJQ0RqQrDnvniADs,41.9369232,-8.7912722,/productores/es/galicia/pontevedra/terras-gauda-o-rosal.webp,verificado,no,,,11801,es
adegas-santiago-ruiz-o-rosal,Adegas Santiago Ruiz,O Rosal,Vino,"Albariño, vinos blancos de O Rosal","Rúa do Viticultor Santiago Ruiz s/n, 36760 San Miguel de Tabagón, O Rosal, Pontevedra",Bodega de San Miguel de Tabagón que elabora vinos blancos de la subzona de O Rosal dentro de la D.O. Rías Baixas.,Tienda online,+34986614083,info@bodegasantiagoruiz.com,https://bodegasantiagoruiz.com/,,https://www.instagram.com/bodegasantiagoruiz/,https://www.google.com/maps/search/?api=1&query=Adegas%20Santiago%20Ruiz%2C%20R%C3%BAa%20do%20Vinicultor%20Santiago%20Ruiz%20s%2Fn%2C%2036760%20San%20Miguel%20de%20Tabag%C3%B3n%2C%20O%20Rosal%2C%20Pontevedra&query_place_id=ChIJLSUrihWVJQ0RpYGF-fX0VFs,41.9183824,-8.8166821,/productores/es/galicia/pontevedra/adegas-santiago-ruiz-o-rosal.webp,verificado,sí,ecommerce,,388,es
quinta-couselo-o-rosal,Quinta Couselo,O Rosal,Vino,"Albariño, vinos de O Rosal, enoturismo","Barrio Couselo 13, 36770 O Rosal, Pontevedra","Bodega histórica de O Rosal que selecciona uva de variedades autóctonas y elabora albariños y ensamblajes de albariño, loureiro y caíño blanco bajo la D.O. Rías Baixas.",Tienda online; wine bar y visitas,+34986625051,experienciasqc@quintacouselo.es,https://quintacouselo.com/,,https://www.instagram.com/quintacouselo/,https://www.google.com/maps/search/?api=1&query=Quinta%20Couselo%2C%20Barrio%20Couselo%2013%2C%2036770%20O%20Rosal%2C%20Pontevedra&query_place_id=ChIJmZ2URy7rJQ0RTFostjxH8Fg,41.934756,-8.827967,/productores/es/galicia/pontevedra/quinta-couselo-o-rosal.webp,verificado,sí,ecommerce,,11008,es
adegas-valminor-o-rosal,Adegas Valmiñor,O Rosal,Vino,"Albariño, vinos blancos, vermú","Estrada A Guarda - Tui 245, Barrio Portela, 36760 O Rosal, Pontevedra","Bodega de O Rosal que elabora vinos de la D.O. Rías Baixas con albariño, loureiro y caíño blanco, además de vermús con base de albariño.",Tienda online; visitas y experiencias,+34986609060,valminor@valminorebano.com,https://adegasvalminor.com/,,https://www.instagram.com/adegasvalminor/,https://www.google.com/maps/search/?api=1&query=Adegas%20Valmi%C3%B1or%2C%20Estrada%20A%20Guarda%20-%20Tui%20245%2C%20Barrio%20Portela%2C%2036760%20O%20Rosal%2C%20Pontevedra&query_place_id=ChIJt4CUpyqVJQ0RcJWhDte10ko,41.9329299,-8.7947543,/productores/es/galicia/pontevedra/adegas-valminor-o-rosal.webp,verificado,sí,ecommerce,,391,es
senorio-de-rubios-as-neves,Señorío de Rubiós,As Neves,Vino,"Albariño Condado do Tea, tintos autóctonos, espumosos","Bouza do Rato s/n, Rubiós, 36449 As Neves, Pontevedra","Bodega fundada en 2003 por viticultores de As Neves que elabora vinos blancos, tintos, rosados y espumosos con variedades tradicionales de O Condado do Tea.",Tienda online; visitas con reserva,+34986667212,info@srubios.com,https://www.srubios.com/,,https://www.instagram.com/sderubios/,https://www.google.com/maps/search/?api=1&query=Se%C3%B1or%C3%ADo%20de%20Rubi%C3%B3s%2C%20Bouza%20do%20Rato%20s%2Fn%2C%20Rubi%C3%B3s%2C%2036448%20As%20Neves%2C%20Pontevedra&query_place_id=ChIJE_cVW9l5JQ0RmmBn2ouQn3Y,42.1200569,-8.4301511,/productores/es/galicia/pontevedra/senorio-de-rubios-as-neves.webp,verificado,sí,ecommerce,,11472,es
