slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
le-marne,Le Marne,Parodi Ligure,Vino,vini biologici,"Salita Colla, 22, 15060 Parodi Ligure AL",Le Marne is a current TRACES-certified organic operator in Parodi Ligure producing vini biologici.,,,,https://www.lemarne.net/,,https://www.instagram.com/le_marne/,https://www.google.com/maps/search/?api=1&query=Le%20Marne%2C%20Salita%20Colla%2C%2022%2C%2015060%20Parodi%20Ligure%20AL&query_place_id=ChIJRaP0kdphh0cRhxemRouBteo,44.6697517,8.7824292,,verificado,no comprobado,,
la-zerba,La Zerba,Tassarolo,Vino,Gavi biologico,"Località Zerba, 1, 15060 Tassarolo AL",La Zerba is a current TRACES-certified organic operator in Tassarolo producing Gavi biologico.,,,,https://www.la-zerba.it/it/home/,https://www.facebook.com/zerbory/?hc_ref=ARRYfSs1oiQIuxCr43vXhYODjuKSU5ZUY1r29dXziYE8MEwLlhGtZkVZKNsBHFgZi3c&__xts__%5B0%5D=68.ARDHT34HZwh9otTGXlZdW9XQ54mKScbdCgox4MZ6iEyGWo1OeKsS2Tr-9fYAHmaZAwfrfWHR4hoc3oYR268y6kSJ3ZPRYQ7HMvgmdwN2uJMKtJIcURTUv57nxhH6QsGqjLHSfuEboxFSmtaYjylo-ckGD3q2H2O1QospcO3OPy-bs0rQs37l3f3Qgv5KXRoczyELq7pKaK8DvomiQffv70azEKVoAOj3VFUsxOxoec0dYAqoBOBmv-n0O5s_my1J60VPcbHvqA&__tn__=kC-R,https://www.instagram.com/la_zerba_winery,https://www.google.com/maps/search/?api=1&query=La%20Zerba%2C%20Localit%C3%A0%20Zerba%2C%201%2C%2015060%20Tassarolo%20AL&query_place_id=ChIJ-aBXTFhhh0cRxzLTLw5Z31A,44.728921,8.7534317,,verificado,no comprobado,,
terre-del-bare,Terre del Barè,Volpedo,Vino,vini biologici; pesche di Volpedo,"Via Arghezzana, 21, 15059 Volpedo AL",Azienda agricola biologica di Maurizio Lugano che produce vino e coltiva la frutta tipica di Volpedo.,,+390131806157,,,,,,44.89111,8.98278,,parcial,no comprobado,,Fruta y verdura
cascina-boccaccio,Cascina Boccaccio,Tagliolo Monferrato,Vino,Dolcetto di Ovada; Cortese; Infernot,"Località Pianomoglia, 21, 15070 Tagliolo Monferrato AL",Cantina biologica familiare di Ileana Boccaccio e Roberto Porciello con vigneti e vinificazione propria a Tagliolo Monferrato.,,+393393109336,info@cascinaboccaccio.com,https://cascinaboccaccio.shop/,,,,44.63917,8.66694,,verificado,sí,ecommerce,
cascina-val-liberata,Cascina Val Liberata,Villamiroglio,Vino,Slarina; Nebbiolo; Grignolino,"Via Alemanno, 9, 15020 Villamiroglio AL",Azienda biologica e biodinamica di Maurizio Caffer con vigneti propri e vini del Monferrato.,,,,,,,,45.13556,8.17222,,parcial,no comprobado,,
cascina-la-signorina,Cascina La Signorina,Carpeneto,Vino,Ovada DOCG; Dolcetto; vini biologici,"Località Mardelloro, 15071 Carpeneto AL",Cantina biologica del territorio dell’Ovada che coltiva e vinifica le proprie uve a Carpeneto.,,+393351365219,albe.monta@hotmail.it,http://www.lasignorina.it/,,,,44.6772,8.60641,,parcial,no comprobado,,
cascina-aliata,Cascina Aliata,Cartosio,Lácteos y quesos,"Fiordicapra bio, robiola fresca, robiola cremosa, tomini sott'olio, vino, ortaggi","Località Alliata 1, 15015 Cartosio AL","Luca Gaino's organic farm raises goats and makes raw-milk goat cheeses, wine and vegetables at Cascina Aliata in Cartosio.",,,,https://cascinaaliata.com/,,,https://www.google.com/maps/search/?api=1&query=Cascina%20Aliata%2C%20Localit%C3%A0%20Alliata%201%2C%2015015%20Cartosio%20AL&query_place_id=ChIJ4VDQIerW0hIRG0HnTYDRcOQ,44.59111,8.42167,,verificado,no comprobado,,Vino|Fruta y verdura
canediguerra,CANEDIGUERRA,Alessandria,Cerveza,birra artigianale,"Via del Prato, 11, 15121 Alessandria AL",Birrificio indipendente di Alessandria che produce e vende direttamente le proprie birre artigianali.,,+390131325438,shop@canediguerra.com,https://www.canediguerra.com/,,,,44.91333,8.6200,,verificado,sí,ecommerce,
birrificio-kamun,Birrificio Artigianale Kamun,Predosa,Cerveza,birra artigianale; sidro,"Via per Retorto, 29/2, 15077 Predosa AL",Birrificio artigianale indipendente di Predosa con produzione propria di birra e sidro.,,+393471221775,info@kamun.it,https://www.kamun.it/,,,,44.75222,8.65639,,verificado,no comprobado,,Sidra
la-capramica,La Capramica,Alessandria,Lácteos y quesos,formaggi caprini; yogurt; gelato di capra,"Via Livio Marbello, 49, Litta Parodi, 15122 Alessandria AL","Allevamento caprino e caseificio aziendale di Elena Gaiga che trasforma il proprio latte in formaggi, yogurt e gelato.",,+393393507930,lacapramica@gmail.com,https://lacapramica.it/,,,,44.91333,8.6200,,verificado,no comprobado,,Helados
azienda-agricola-ravera,Azienda Agricola Ravera Maria Teresa,Arquata Scrivia,Lácteos y quesos,Robiola della Torre; formaggi caprini; yogurt; ricotta,"Località Ventino, 91, 15061 Arquata Scrivia AL","Azienda caprina con caseificio proprio che produce formaggi freschi e stagionati, ricotta e yogurt.",,+393479981931,mtravera65@gmail.com,https://www.formaggiodicapraravera.it/,,,,44.6925,8.88167,,verificado,no comprobado,,
azienda-agricola-nilvana,Azienda Agricola Nilvana,Cartosio,Lácteos y quesos,Roccaverano DOP; formaggi freschi di capra,"Località Pessinelle, 2, 15015 Cartosio AL","Caseificio familiare attivo dal 1921 che alleva capre e produce formaggi artigianali, incluso il Roccaverano DOP.",,+393806935072,,https://www.nilvana1921.it/,,,,44.59111,8.42167,,verificado,no comprobado,,
soul-farm-elilu,Soul Farm — Elilu,Castelnuovo Scrivia,Lácteos y quesos,formaggi; yogurt; pane; pasta; salumi; ortaggi,"Strada Piccagallo, 19, 15053 Castelnuovo Scrivia AL","Fattoria multifunzionale di Elisa Gastaldi che trasforma latte, cereali, carni e ortaggi coltivati o allevati nell’azienda.",,+393891358919,soulfarm.elilu@gmail.com,https://soulfarm.it/,,,,44.98139,8.88222,,verificado,no comprobado,,Pan y cereal|Carne|Cerveza|Vino|Fruta y verdura|Conservas
tenuta-ca-bella,Tenuta Ca’ Bella,Dernice,Lácteos y quesos,Montébore; formaggi vaccini e ovini,"Frazione Ca’ Bella, 1, 15056 Dernice AL",Azienda agricola e caseificio associato al Consorzio del Montébore con allevamento e trasformazione propria.,,+393343046150,,https://www.tenutacabella.it/,,,,44.7675,9.05139,,verificado,no comprobado,,
