slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
bogion-cit,Bogion Cit,San Benedetto Belbo,Miel,miele biologico,"Via del Monte, 10, 12050 San Benedetto Belbo CN",Bogion Cit is a current TRACES-certified organic operator in San Benedetto Belbo producing miele biologico.,,,,https://sites.google.com/view/bogioncit/home,https://www.facebook.com/ivoboggione/?locale=it_IT,https://www.instagram.com/ivoboggione/,https://www.google.com/maps/search/?api=1&query=Bogion%20Cit%2C%20Via%20del%20Monte%2C%2010%2C%2012050%20San%20Benedetto%20Belbo%20CN&query_place_id=ChIJR8v0SbO-0hIRlYfHzqS8ehg,44.490888399999996,8.0617799,,verificado,no comprobado,,,665,en,,,,,
l-era-della-nocciola,L'Era della Nocciola,Torre Bormida,Frutos secos,"Nocciola Piemonte IGP; granella; farina; pasta di nocciole; crema","Via Cravanzana, 6, 12050 Torre Bormida CN","Explotación de Roberto Cazzulo que cultiva y transforma avellana Piemonte IGP en una gama propia de tostados, harinas, pastas, cremas y aceite.",,,info@eradellanocciola.it,https://www.eradellanocciola.it/,,,https://www.google.com/maps/search/?api=1&query=L%27Era%20della%20Nocciola%2C%20Via%20Cravanzana%2C%206%2C%2012050%20Torre%20Bormida%20CN&query_place_id=ChIJW4K28BHI0hIRQFqTbvZpeE0,44.56667,8.15,,verificado,no comprobado,,Aceite|Miel,2194,es,,,,,
ca-viola,Ca' Viola,Dogliani,Vino,vini delle Langhe,"Borgata S. Luigi, 11, 12063 Dogliani CN",Ca' Viola is a current TRACES-certified organic operator in Dogliani producing vini delle Langhe.,,,info@caviola.com,https://www.caviola.com/,https://www.facebook.com/caviolawine/,https://www.instagram.com/az_agr_caviola/,https://www.google.com/maps/search/?api=1&query=Ca%27%20Viola%2C%20Borgata%20S.%20Luigi%2C%2011%2C%2012063%20Dogliani%20CN&query_place_id=ChIJj90u6iil0hIRGF20gYNz4oI,44.5358494,7.9439828,,verificado,no comprobado,,,734,en,,,,,
birra-carru,Birra Carrù,Carrù,Cerveza,birra artigianale,"Via Langhe, 63, 12061 Carrù CN",Birra Carrù is an independent brewery in Carrù producing its own craft beer.,,+39173750672,info@birracarru.it,https://www.birracarru.it,,,https://www.google.com/maps/search/?api=1&query=44.473186%2C7.8541099&query_place_id=ChIJqaRtwnqh0hIRs4yZtzBS6rQ,44.473186,7.8541099,,verificado,sí,ecommerce,,568,en,,,,,
birrificio-trunasse,BIRRIFICIO TRUNASSE,Centallo,Cerveza,birra artigianale,"Regione Pedaggio Sottano 197, Centallo",BIRRIFICIO TRUNASSE is an independent brewery in Centallo producing its own craft beer.,,+393388616725,info@birrificiotrunasse.it,https://www.birrificiotrunasse.it,,,https://www.google.com/maps/search/?api=1&query=44.4599802%2C7.6287546&query_place_id=ChIJLYZL4ENdzRIRva7g3VOuNBM,44.4599802,7.6287546,,verificado,no comprobado,,,652,en,,,,,
granda,GRANDA,Lagnasco,Cerveza,birra artigianale,"Birrificio della Granda, 15, Via Manta, Lagnasco, Cuneo, Piemonte, 12030",GRANDA is an independent brewery in Lagnasco producing its own craft beer.,,+393283567223,info@grandabeer.it,https://www.grandabeer.it,,,https://www.google.com/maps/search/?api=1&query=GRANDA%2C%20Birrificio%20della%20Granda%2C%2015%2C%20Via%20Manta%2C%20Lagnasco%2C%20Cuneo%2C%20Piemonte%2C%2012030&query_place_id=ChIJDeqLWxFPzRIRvjM9N5m68to,44.6246745,7.5528247,,verificado,sí,ecommerce,,2043,en,,,,,
birrificio-agricolo-kauss,Birrificio Agricolo KAUSS,Piasco,Cerveza,birra artigianale,"Via Costigliole Saluzzo, 2/a, 12026 Piasco CN",Birrificio Agricolo KAUSS is an independent brewery in Piasco producing its own craft beer.,,+390175290442,,https://www.kauss.it/,,,https://www.google.com/maps/search/?api=1&query=44.5668107%2C7.4606024&query_place_id=ChIJIxQwMAtHzRIRZSTKrjqM2_4,44.5668107,7.4606024,,verificado,no comprobado,,,586,en,,,,,
caseificio-ceirano-villosio,Caseificio Ceirano & Villosio,Scarnafigi,Lácteos y quesos,"Bra DOP, Raschera DOP, tome aromatizzate","Via Principe Amedeo, 14, 12030 Scarnafigi CN",Farm dairy producing raw-milk DOP cheeses and traditional Piedmontese cheeses from its own livestock chain.,,+39017574121,casceirano@isiline.it,http://www.ceiranovillosio.it/,,,,44.68333,7.56667,,parcial,no comprobado,,,1014,en,,,,,
caseificio-rabbia-francesco,Caseificio Francesco Rabbia,Ruffia,Lácteos y quesos,"Bra DOP, Raschera DOP, La Ruffiana, burro, ricotta","Via Beato Pietro, 2, 12030 Ruffia CN",Artisan dairy active in Ruffia since 1890 producing raw-milk cow sheep and goat cheeses with milk from nearby farms.,,+390172373322,info@francescorabbia.it,https://www.caseificiorabbia.it/,,,,44.71543,7.60128,,parcial,no comprobado,,,1127,en,,,,,
caseificio-sepertino,Caseificio Sepertino,Marene,Lácteos y quesos,"Bra DOP, Raschera DOP, burro, Sola, Testun","Via Reale Nord, 2, 12030 Marene CN",Family dairy producing butter and Piedmontese fresh and aged cheeses since 1930 with a shop attached to the dairy.,"Mon-Fri 08:30-12:30, 15:30-19:00; Sat 08:30-12:30",+390172742575,,https://www.caseificiosepertino.com/,,,,44.66667,7.73333,,parcial,no comprobado,,,1371,en,,,,,
cooperativa-la-poiana,Cooperativa Agricola La Poiana,Pradleves,Lácteos y quesos,"Castelmagno DOP, Bra DOP, Raschera DOP","Via Provinciale, 2B, 12027 Pradleves CN",Valle Grana agricultural cooperative producing protected local cheeses and selling them through its online shop.,Mon-Fri 08:30-18:30,+390171986233,info@cooperativalapoiana.it,https://cooperativalapoiana.it/,,,,44.41667,7.28333,,parcial,sí,ecommerce,,1572,en,,,,,
i-segreti-di-carla,I Segreti di Carla,Bossolasco,Lácteos y quesos,"burro, Delizia di Langa, Galuperia, Capriccio caprino","Località Col del Sole, 18, 12060 Bossolasco CN",Artisan dairy continuing the Alta Langa butter-making tradition and producing fresh and aged Piedmontese cheeses.,,+390173793320,info@isegretidicarla.it,http://www.isegretidicarla.com/,,,,44.53333,8.05,,parcial,no comprobado,,,2084,en,,,,,
caseificio-dell-alta-langa,Caseificio dell'Alta Langa,Bosia,Lácteos y quesos,"La Tur, Rocchetta, Robiola di Roccaverano, Blu di Langa","Via Provinciale, 17, 12050 Bosia CN",Artisan dairy making a broad range of soft and aged cheeses from cow sheep and goat milk at its Bosia plant.,,,langa@caseificioaltalanga.it,https://caseificioaltalanga.it/,,,,44.6,8.15,,parcial,no comprobado,,,1073,en,,,,,
fattorie-osella,Fattorie Osella,Caramagna Piemonte,Lácteos y quesos,"Robiola Osella, Linea, Alpino","Strada del Bussolino, 10-12, 12030 Caramagna Piemonte CN",Historic Piedmontese dairy whose entire current cheese range is produced at the Caramagna Piemonte plant.,,+39017289002,,https://www.fattorieosella.it/it/,,,,44.78333,7.73333,,parcial,no comprobado,,,1787,en,,,,,
biraghi,Biraghi,Cavallermaggiore,Lácteos y quesos,"Gran Biraghi, Gorgonzola DOP, ricotta, burro","Via Cuneo, 1, 12030 Cavallermaggiore CN",Piedmontese dairy founded in 1934 producing its complete cheese and dairy range at its single Cavallermaggiore plant.,,+3901723801,biraghi@biraghi.it,https://biraghi.it/,,,,44.71667,7.68333,,parcial,no comprobado,,,564,en,,,,,
beppino-occelli,Beppino Occelli,Farigliano,Lácteos y quesos,"Cusiè, Occelli al Barolo, Castelmagno DOP, burro","Località Piancerreto, 86, 12060 Farigliano CN",Langa dairy producing butter and distinctive cheeses and maturing selected wheels in the Valcasotto cellars before direct online sale.,Mon-Fri 08:30-17:30,+390173746411,ecommerce@occelli.it,https://occelli.it/,,,,44.51667,7.91667,,parcial,sí,ecommerce,,533,en,,,,,
caseificio-vincenzo-quaglia,Caseificio Vincenzo Quaglia,Scarnafigi,Lácteos y quesos,"Grana Padano DOP, Toma Piemontese DOP, Bra DOP, Raschera DOP","Via Marconi, 2, 12030 Scarnafigi CN",Family dairy transforming local milk into Grana Padano and Piedmontese DOP cheeses at Scarnafigi for four generations.,,+39017574174,info@caseificioquaglia.it,https://www.caseificioquaglia.it/,,,,44.68333,7.56667,,parcial,no comprobado,,,1488,en,,,,,
valgrana,Valgrana,Scarnafigi,Lácteos y quesos,"Piemontino, Toma del Marchesato, formaggi DOP piemontesi","Strada Moretta, 7, 12030 Scarnafigi CN",Piedmontese dairy producing hard and regional DOP cheeses exclusively from milk sourced in Cuneo and Turin provinces.,,+390175272000,info@valgrana.com,https://www.valgrana.com/,,,,44.68333,7.56667,,parcial,no comprobado,,,3328,en,,,,,
fattorie-fiandino,Fattorie Fiandino,Villafalletto,Lácteos y quesos,"Lou Bergier, Gran Kinara, burro 1889","Via Termine, 25, 12020 Villafalletto CN",Family dairy and farm producing Piedmontese cheeses and butter from its milk chain at Villafalletto.,,+390171930014,info@fattoriefiandino.it,https://www.fattoriefiandino.it/,,,,44.55,7.53333,,parcial,no comprobado,,,1781,en,,,,,
birrificio-artigianale-alba,Birrificio Artigianale Alba,Guarene,Cerveza,"Dogma, Marte, The Rock, distillato di birra","Via Roero, 27, 12050 Guarene CN",Independent brewery producing unfiltered and unpasteurized craft beers and a spirit distilled from its own beer in Guarene.,,+390173611362,info@birrificioalba.it,https://birrificioalba.it/,,,,44.73949,8.03484,,parcial,no comprobado,,Destilados y licores,591,en,,,,,
caffe-fantino,Caffè Fantino,Cuneo,Café,"Café en grano, espresso y filtro",,Torrefazione artesanal piamontesa desde 1962 con tostador propio y gama de café specialty y orígenes seleccionados en Cuneo.,,+390171384816,info@caffefantino.it,https://caffefantino.it/,,https://www.instagram.com/caffefantino/,,44.38333,7.55,,verificado,no comprobado,,,746,es,,,,,
antico-casolare,Antico Casolare,Fossano,Café,"Café en grano, espresso y filtro","Via dei Fontanili 2, 12045 Fossano CN","Microtorrefazione artesana nacida de la histórica Torrefazione Musso en Fossano, especializada en monorígenes de alta gama.",,+390172691993,,https://www.torrefazioneanticocasolare.it/,,https://www.instagram.com/anticocasolare_caffe/,,44.5564878,7.7164335,,verificado,no comprobado,,,181,es,,,,,
orto-del-pian-bosco,L'Orto del Pian Bosco,Fossano,Fruta y verdura,"ortaggi e frutta biologica, conserve vegetali","Via Trinità 4, Loreto, 12045 Fossano CN",Organic family farm in Loreto di Fossano growing fruit and vegetables and transforming its harvest into preserves.,,+39017260453,info@ortodelpianbosco.shop,https://ortodelpianbosco.shop/,,https://instagram.com/lortodelpianbosco_official,,,,,parcial,sí,ecommerce,Conservas,3441,en,,,,,
azelia,Azelia,Castiglione Falletto,Vino,"Barolo Riserva Bricco Voghera, Barolo Cerretta, Barolo San Rocco, Barbera d’Alba Punta","Via Alba Barolo, 143, 12060 Castiglione Falletto (CN)",,,+39017362859,l.scavino@azelia.it,https://www.azelia.it/,,,,,,,parcial,no comprobado,,,3636,,,,,,
