slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
cascina-san-siro,Cascina San Siro,Costigliole d'Asti,Vino,vini piemontesi biologici,"Strada Nosserio, 23, 14055 Costigliole d'Asti AT",Cascina San Siro is a current TRACES-certified organic operator in Costigliole d'Asti producing vini piemontesi biologici.,,,cascinasansiro@gmail.com,https://www.cascinasansiro.com/,,,https://www.google.com/maps/search/?api=1&query=Cascina%20San%20Siro%2C%20Strada%20Nosserio%2C%2023%2C%2014055%20Costigliole%20d%27Asti%20AT&query_place_id=ChIJZ60ttqn0h0cRqQCP1abSspA,44.782807299999995,8.1467922,,verificado,no comprobado,,
birrificio-sagrin,Birrificio Sagrin,Calamandrana,Cerveza,birra artigianale,"Via G. Avalle, 16, 14042 Calamandrana AT",Birrificio Sagrin is an independent brewery in Calamandrana producing its own craft beer.,,+393468467628,birrificio@sagrin.it,https://www.sagrin.it,,,https://www.google.com/maps/search/?api=1&query=44.7413623%2C8.3395566&query_place_id=ChIJAUaCRDeGh0cRuFlW7mNKiKA,44.7413623,8.3395566,,verificado,no comprobado,,
tre-acini,Tre Acini,Agliano Terme,Vino,"Barbera d'Asti, Monferrato Dolcetto, Cortese","Regione Vianoce, 10, 14041 Agliano Terme AT","Tre Acini is a current TRACES-certified organic operator in Agliano Terme producing Barbera d'Asti, Monferrato Dolcetto, Cortese.",,+393288958420,,https://www.treacini.it/,https://www.facebook.com/treacini,https://www.instagram.com/treacini,https://www.google.com/maps/search/?api=1&query=44.7932485%2C8.2263805&query_place_id=ChIJr0eglhSMh0cRXjyPr8Yl07k,44.7932485,8.2263805,,verificado,no comprobado,,
capre-e-cavoli,Capre e Cavoli,Capriglio,Lácteos y quesos,"robiola di Capriglio; caciotta; toma; blu di capra","Via San Giovanni, 42, 14014 Capriglio AT","Granja ecológica familiar que cría sus cabras y transforma diariamente su leche cruda en quesos frescos, afinados y curados.","Lun-sáb 08:30-12:30 y 14:30-18:30; dom 08:30-12:30",+393473608974,capreecavoli@alice.it,https://www.capreecavoli.com/,,,https://www.google.com/maps/search/?api=1&query=Capre%20e%20Cavoli%2C%20Via%20San%20Giovanni%2C%2042%2C%2014014%20Capriglio%20AT&query_place_id=ChIJAS7Zp43nh0cR6ogdmVauZ6w,45.0106989,8.0145107,,verificado,no comprobado,,
caseificio-balzi,Caseificio Balzi Marco,Cocconato,Lácteos y quesos,"Robiola Coconà; Tomino Balzi","Strada Foino Tabiella, 8, 14023 Cocconato AT","Caseificio artesanal familiar que conserva la elaboración tradicional de la Robiola Coconà y el tomino con leche fresca del territorio.",,+390141907426,caseificiobalzi@alice.it,https://www.caseificiobalzi.it/site/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Balzi%20Marco%2C%20Strada%20Foino%20Tabiella%2C%208%2C%2014023%20Cocconato%20AT&query_place_id=ChIJCcUmpKLch0cRbXkkuCCDvPE,45.08889,8.04056,,verificado,no comprobado,,
caseificio-pepe-1924,Caseificio Pepe 1924,Costigliole d'Asti,Lácteos y quesos,"mozzarella; burrata; stracciatella; robiola; yogurt","Località Sabbionassi, Via Asti-Nizza, 67, 14055 Costigliole d'Asti AT","Laboratorio artesanal de Marco Garando que transforma leche fresca local en quesos de pasta hilada, robiole, tome y yogures.",,+393388605313,caseificiopepe@hotmail.com,https://www.ilgolosario.it/it/caseificio-pepe-1924-sd19990,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Pepe%201924%2C%20Localit%C3%A0%20Sabbionassi%2C%20Via%20Asti-Nizza%2C%2067%2C%2014055%20Costigliole%20d%27Asti%20AT&query_place_id=ChIJDaTRK4KMh0cRCMXt4LaKlZk,44.785,8.18194,,verificado,no comprobado,,
azienda-agricola-c-bianca,Azienda Agricola C. Bianca,Loazzolo,Lácteos y quesos,"formaggi di Loazzolo; caprini; tome","Regione Quartino, 17, 14051 Loazzolo AT","Explotación de la familia Cavallero que controla la cría, la transformación y la maduración de sus quesos de Loazzolo.",,+39014487179,az.agricolacavallero@libero.it,https://www.cbianca.it/azienda-agricola/,,,https://www.google.com/maps/search/?api=1&query=Azienda%20Agricola%20C.%20Bianca%2C%20Regione%20Quartino%2C%2017%2C%2014051%20Loazzolo%20AT&query_place_id=ChIJN6ZJ76zN0hIRQ5Y3qsNM1n8,44.6582155,8.2677565,,verificado,no comprobado,,Vino
i-formaggi-di-moasca,I Formaggi di Moasca,Moasca,Lácteos y quesos,"robiola; primo sale; ricotta; Capreggio; erborinati","Regione Ronco, 3, 14050 Moasca AT","Azienda Agricola Vigliani transforma exclusivamente la leche cruda de sus propias cabras en quesos frescos y afinados.","Lun-sáb 08:30-12:30 y 15:00-19:00; dom 08:30-12:30",+393356849353,iformaggidimoasca@gmail.com,https://www.iformaggidimoasca.it/,,,https://www.google.com/maps/search/?api=1&query=I%20Formaggi%20di%20Moasca%2C%20Regione%20Ronco%2C%203%2C%2014050%20Moasca%20AT&query_place_id=ChIJw6pApzyJh0cR6X25kyNh7WM,44.76444,8.27944,,verificado,no comprobado,,
azienda-agricola-stutz,Azienda Agricola Stutz,Mombaldone,Lácteos y quesos,"Roccaverano DOP; Roccagno","Cascina Poggi, 1, 14050 Mombaldone AT","Explotación caprina familiar que completa la cadena desde el pastoreo hasta la elaboración de Roccaverano DOP con leche cruda.",,+393452920229,,https://www.valsana.it/it/blog/azienda-agricola-stutz,,,https://www.google.com/maps/search/?api=1&query=Azienda%20Agricola%20Stutz%2C%20Cascina%20Poggi%2C%201%2C%2014050%20Mombaldone%20AT&query_place_id=ChIJfyhwMTPQ0hIRTQ9lR0p3ExI,44.57194,8.33583,,verificado,no comprobado,,
cascina-valeggia,Cascina Valeggia,Moncalvo,Lácteos y quesos,"formaggi aziendali; carne bovina; salumi; vini","Strada San Martino, 7, 14036 Moncalvo AT","Explotación ganadera con transformación propia de leche y carne; la dirección sanitaria del caseificio difiere del punto público de agriturismo y venta.",,+390141917253,info@cascinavaleggia.it,https://cascinavaleggia.it/,,,https://www.google.com/maps/search/?api=1&query=Cascina%20Valeggia%2C%20Strada%20San%20Martino%2C%207%2C%2014036%20Moncalvo%20AT&query_place_id=ChIJ6x6BP5O_h0cR6PParhfLZYY,45.05111,8.26639,,parcial,no comprobado,,Carne|Vino
