slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id
baja-plaas,Baja Plaas,Bela-Bela,Otros,,,,,,,http://www.kylaniberottweilers.co.za/,https://www.facebook.com/637955482973375,,https://www.google.com/maps/search/?api=1&query=-24.8503814%2C28.1036848,-24.8503814,28.1036848,,parcial,no comprobado,,,63
bela-bela-rabbit-meat-farm-warmbath-limpopo,"Bela Bela Rabbit Meat Farm Warmbath , Limpopo",Bela-Bela,Carne,,Warmbath,,,,,http://www.sabrias.co.za,https://www.facebook.com/201581100331683,,https://www.google.com/maps/search/?api=1&query=-24.845047%2C28.240955,-24.845047,28.240955,,parcial,no comprobado,,,86
bendito-ranch,Bendito-Ranch,Mokopane,Otros,,"Mokopane, Limpopo, South Africa",,,+27847775366,benditoranch@bltholdings.co.za,http://www.benditoranch.co.za/,https://www.facebook.com/103195381995857,,https://www.google.com/maps/search/?api=1&query=-24.18359%2C29.0084,-24.18359,29.0084,,parcial,no comprobado,,,90
boschveld-ranching,Boschveld Ranching,Bela-Bela,Otros,,31 Roodepoort St,,,+27832859446,office@boschveld.co.za,http://www.boschveld.co.za/,https://www.facebook.com/170103130380581,,https://www.google.com/maps/search/?api=1&query=-24.88505%2C28.2781,-24.88505,28.2781,,parcial,no comprobado,,,125
bouncy-croc-crocodile-farm-naboomspruit,"Bouncy Croc Crocodile Farm, Naboomspruit",Modimolle-Mookgophong,Otros,,Marken Road,,,+27878204526,bouncycroc@gmail.com,http://www.bouncycroc.co.za/,https://www.facebook.com/450230025031282,,https://www.google.com/maps/search/?api=1&query=-24.5154%2C28.71849,-24.5154,28.71849,,parcial,no comprobado,,,130
buffelspruit-stoetery,Buffelspruit Stoetery,Bela-Bela,Otros,,Limpopo Province,,,,info@buffelspruit.co.za,http://www.buffelspruit.co.za/,https://www.facebook.com/116674831316097,,https://www.google.com/maps/search/?api=1&query=-24.8368146%2C28.2277836,-24.8368146,28.2277836,,parcial,no comprobado,,,144
edwil-farm-dinokeng,Edwil Farm Dinokeng,Hammanskraal Proper,Otros,,"Portion 13, Rooibank",,,+27823855779,edwilplaas@gmail.com,https://www.rooibank.co.za/,https://www.facebook.com/102396502361128,,https://www.google.com/maps/search/?api=1&query=-25.2030773%2C28.3557129,-25.2030773,28.3557129,,parcial,no comprobado,,,289
foundation-fisheries,Foundation Fisheries,Modimolle-Mookgophong,Pescado,pescado de acuicultura,69 Lilian Ngoyi St,,,+27824549278,foundationfisheries@gmail.com,,https://www.facebook.com/1050106868187953,,https://www.google.com/maps/search/?api=1&query=-24.71058%2C28.4184,-24.71058,28.4184,,parcial,no comprobado,,,341
hartebeestfontein-wildsplaas,Hartebeestfontein Wildsplaas,Modimolle,Otros,,"Modimolle, Limpopo, South Africa",,,+27832598030,klopper.lee@gmail.com,,https://www.facebook.com/113015394729155,,https://www.google.com/maps/search/?api=1&query=-24.70159%2C28.40393,-24.70159,28.40393,,parcial,no comprobado,,,393
moorddrift-dairy,Moorddrift Dairy,Mokopane,Lácteos y quesos,leche y productos lácteos,Moorddrift Dairy R101,,,+27154919400,info@moorddrift.co.za,http://www.moorddrift.co.za/,https://www.facebook.com/1256360841126895,,https://www.google.com/maps/search/?api=1&query=-24.2680167%2C28.9645564,-24.2680167,28.9645564,,parcial,no comprobado,,,615
moyo-boerdery-pty-ltd,Moyo Boerdery - Pty Ltd,Thabazimbi,Otros,,"Makoppa Road, Farm Bellevue KQ298",,,+27823850971,tinette@moyogroep.co.za,http://www.moyogroep.co.za/,https://www.facebook.com/1755229558048574,,https://www.google.com/maps/search/?api=1&query=-24.5287551%2C27.1554351,-24.5287551,27.1554351,,parcial,no comprobado,,,625
nu-alcade-bonsmaras,Nu-Alcade Bonsmaras,Warmbad,Otros,,S24°54.929 E028°21.891,,,+27825248598,info@nualcadebonsmaras.co.za,http://www.nualcadebonsmaras.co.za/,https://www.facebook.com/1530031270574951,,https://www.google.com/maps/search/?api=1&query=-24.91602%2C28.3646393,-24.91602,28.3646393,,parcial,no comprobado,,,662
rhezmute-poultry-vegetable-farm,Rhezmute Poultry & Vegetable Farm,Ga-Monyeki,Carne,,On D3310 Road to Seleka,,,+27838542219,,http://www.rhezmutepoultry.co.za/,https://www.facebook.com/473039149487398,,https://www.google.com/maps/search/?api=1&query=-23.5171512%2C28.1297131,-23.5171512,28.1297131,,parcial,no comprobado,,,742
sand-river-valley,Sand River Valley,Thabazimbi,Otros,,Farm Groothoek 461KQ,,,+27832331617,andre@sandrivervalley.co.za,,https://www.facebook.com/117149731387656,,https://www.google.com/maps/search/?api=1&query=-24.5958937%2C27.4421995,-24.5958937,27.4421995,,parcial,no comprobado,,,781
secure-a-cake,Secure A Cake,Modimolle-Mookgophong,Pan y cereal,pan y productos de cereal,110 Ninth St,,,+27763409871,info@secureacake.co.za,https://www.secureacake.co.za/,https://www.facebook.com/124228184114123,,https://www.google.com/maps/search/?api=1&query=-24.5065645%2C28.7151346,-24.5065645,28.7151346,,parcial,no comprobado,,,795
sweet-spot-lephalale,Sweet Spot Lephalale,Onverwacht,Pan y cereal,pan y productos de cereal,"Cnr Douwater &, Walter Sisulu Dr",,,+27673561556,sweetspotlephalale@gmail.com,http://www.sweetspotbakes.co.za/,https://www.facebook.com/111522730229013,,https://www.google.com/maps/search/?api=1&query=-23.689138%2C27.6974812,-23.689138,27.6974812,,parcial,no comprobado,,,875
teleios-boerdery,Teleios Boerdery,Nylstroom,Otros,,Farm Middelplaats,,,+27794978939,teleiosboerdery@gmail.com,http://www.teleiosproducts.co.za/,https://www.facebook.com/239611669832164,,https://www.google.com/maps/search/?api=1&query=-24.8347552%2C28.601768,-24.8347552,28.601768,,parcial,no comprobado,,,885
thaba-kwena-crocodile-farm,Thaba Kwena Crocodile Farm,Bela-Bela,Otros,,"Groot Nylsoog Street, Limpopo, South Africa",,,+27734667113,wicus@tkwena.co.za,http://thabakwena.co.za/,https://www.facebook.com/102426081984476,,https://www.google.com/maps/search/?api=1&query=-25.1863016%2C28.23349,-25.1863016,28.23349,,parcial,no comprobado,,,886
vaya-con-dios-farmstead,Vaya con Dios Farmstead,Bela-Bela,Otros,,"Plot 53, farm 492, Noodhulp",,,+27763005040,,http://vayacondiosfarmstead.com/,https://www.facebook.com/110652275102003,,https://www.google.com/maps/search/?api=1&query=-24.8915862%2C28.2959741,-24.8915862,28.2959741,,parcial,no comprobado,,,967
waterberg-kudu-project,Waterberg Kudu Project,Lephalale,Otros,,,,,+27824186298,waterbergkudubreeding@gmail.co.za,http://www.waterbergkudubreeding.com/,https://www.facebook.com/104726735132507,,https://www.google.com/maps/search/?api=1&query=-23.8723385%2C27.6515579,-23.8723385,27.6515579,,parcial,no comprobado,,,981
