slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
jose-maria-da-fonseca,José Maria da Fonseca,Setúbal,Vino,Moscatel de Setúbal,"Quinta da Bassaqueira, Estrada Nacional 10, 2925-511 Vila Nogueira de Azeitão",Azeitão wine house active since 1834; makes its wine at the Quinta da Bassaqueira and keeps the family house-museum in the center of the town.,,+351212198940,info@jmf.pt,https://www.jmf.pt/,https://www.facebook.com/josemariadafonseca,https://www.instagram.com/josemariadafonsecavinhos,https://www.google.com/maps/search/?api=1&query=Jos%C3%A9%20Maria%20da%20Fonseca%2C%20Quinta%20da%20Bassaqueira%2C%20Estrada%20Nacional%2010%2C%202925-511%20Vila%20Nogueira%20de%20Azeit%C3%A3o&query_place_id=ChIJOQc9F-BFGQ0RU3a2RotIwpE,38.521302,-9.008473,,verificado,sí,ecommerce,
bacalhoa-vinhos,Bacalhôa Vinhos de Portugal,Setúbal,Vino,"Moscatel de Setúbal, Península de Setúbal wines","Estrada Nacional 10, 2925-901 Vila Nogueira de Azeitão",Azeitão winery tied to the Quinta da Bacalhôa; makes moscatel and Península de Setúbal wines and opens its collection of azulejos and art to visitors.,,+351212198067,visitas@bacalhoa.pt,https://www.bacalhoa.pt/,https://www.facebook.com/Bacalhoa,https://www.instagram.com/bacalhoa/,https://www.google.com/maps/search/?api=1&query=Bacalh%C3%B4a%20Vinhos%20de%20Portugal%2C%20Estrada%20Nacional%2010%2C%202925-901%20Vila%20Nogueira%20de%20Azeit%C3%A3o&query_place_id=ChIJM7LwcX5PGQ0RnAYmnpTHSN4,38.524588,-9.016466,/productores/pt/lisboa-e-vale-do-tejo/setubal/bacalhoa-vinhos.webp,verificado,no comprobado,,
casa-ermelinda-freitas,Casa Ermelinda Freitas,Palmela,Vino,,"Rua Manuel João de Freitas, Fernando Pó, 2965-595 Águas de Moura","Family winery in Fernando Pó, Palmela; bottles Península de Setúbal wines from its own vines and takes visitors at the adega.",,+351265988000,,https://www.ermelindafreitas.pt/,https://www.facebook.com/ErmelindaVinhos/,https://www.instagram.com/ermelindawines/,https://www.google.com/maps/search/?api=1&query=Casa%20Ermelinda%20Freitas%2C%20Rua%20Manuel%20Jo%C3%A3o%20de%20Freitas%2C%20Fernando%20P%C3%B3%2C%202965-595%20%C3%81guas%20de%20Moura&query_place_id=ChIJE-fG9BptGQ0RXt9F0JXkFEg,38.635556,-8.694444,/productores/pt/lisboa-e-vale-do-tejo/setubal/casa-ermelinda-freitas.webp,verificado,no comprobado,,
queijaria-victor-fernandes,Queijaria Artesanal Víctor Fernandes,Palmela,Lácteos y quesos,"Queijo de Azeitão DOP, requeijão, sheep's milk butter","Rua São Brás C.C.I. 8305, Palmela",Artisan cheese dairy in Palmela making queijo de Azeitão DOP since 1988; from the whey of that cheese it also makes requeijão and sheep's milk butter.,,+351210807796,geral@victorfernandesqueijaria.com,https://www.victorfernandesqueijaria.com/,https://www.facebook.com/VitorFernandesQueijariaArtesanalLda,,,38.569601,-8.901165,/productores/pt/lisboa-e-vale-do-tejo/setubal/queijaria-victor-fernandes.webp,verificado,no comprobado,,
tortas-de-azeitao,Tortas de Azeitão,Barreiro,Dulces y repostería,"Tortas de Azeitão, queijadas, queijinhos, esses","Estrada Nacional 10 km 17, 2830-411 Coina","Regional doçaria works from Azeitão, based in Coina; makes tortas, queijadas, queijinhos and esses and ships them from its own online shop.",,+351212102189,geral@tortasdeazeitao.com,https://www.tortasdeazeitao.com/,https://www.facebook.com/TortasdeAzeitao/,,https://www.google.com/maps/search/?api=1&query=Tortas%20de%20Azeit%C3%A3o%2C%20Estrada%20Nacional%2010%20km%2017%2C%202830-411%20Coina&query_place_id=ChIJmxkU0_FIGQ0Rin5qhWyse4o,38.585864,-9.044396,/productores/pt/lisboa-e-vale-do-tejo/setubal/tortas-de-azeitao.webp,verificado,sí,ecommerce,
adega-cooperativa-de-palmela,ADEGA COOPERATIVA DE PALMELA,Palmela,Vino,,"RUA DA ADEGA COOPERATIVA, 2950-401 PALMELA",,,+351212337020,ana.lopes@acpalmela.pt,http://www.acpalmela.pt,,,https://www.google.com/maps/search/?api=1&query=ADEGA%20COOPERATIVA%20DE%20PALMELA%2C%20RUA%20DA%20ADEGA%20COOPERATIVA%2C%202950-401%20PALMELA&query_place_id=ChIJ_TmWxYRBGQ0R_FYAzV-43W0,38.577464,-8.873177,,parcial,no comprobado,,
antonio-saramago-vinhos,António Saramago Vinhos,Setúbal,Vino,,"Rua José Maria da Fonseca, 11 - Vila Nogueira de Azeitão, 2925-549 Azeitão",,,+351212181128,info@asvinhos.com,http://www.asvinhos.com,,,,38.524310,-8.892610,,parcial,no comprobado,,
casa-agricola-assis-lobo,CASA AGRÍCOLA ASSIS LOBO,Palmela,Vino,,"RUA DR. BERNARDO TEIXEIRA BOTELHO, 41, 2950-298 PALMELA",,,+351210802146,info@assislobowines.com,http://WWW.ASSISLOBOWINES.COM,,,,38.567490,-8.899080,,parcial,no comprobado,,
casa-agricola-horacio-simoes,Casa Agrícola Horácio Simões,Palmela,Vino,,"Rua João de Deus nº 10, 2950-731 Quinta do Anjo",,,+351212870500,chsimoes9@gmail.com,http://www.horaciosimoes.com,,,,38.567490,-8.899080,,parcial,no comprobado,,
companhia-agricola-da-barrosinha,Companhia Agrícola da Barrosinha,Alcácer do Sal,Vino,,"Barrosinha, 7580-516 Alcacer do Sal",,,+351365619140,ctrindade@herdadedabarrosinha.pt,http://www.herdadedabarrosinha.pt/,,,https://www.google.com/maps/search/?api=1&query=Companhia%20Agr%C3%ADcola%20da%20Barrosinha%2C%20Barrosinha%2C%207580-516%20Alcacer%20do%20Sal&query_place_id=ChIJdScBcB6AGQ0RE1kQnlm6yag,38.361673,-8.481448,,parcial,no comprobado,,
fernao-po-adega,Fernão Pó Adega,Palmela,Vino,,"CCI 2402 Fernando Pó, 2965-545 Águas de Moura",,,+351265995423,geral@fernaopo.pt,http://www.fernaopo.com,,,,38.567490,-8.899080,,parcial,no comprobado,,
filipe-palhoca-vinhos,Filipe Palhoça Vinhos,Palmela,Vino,,"Avenida da Liberdade, n.º 112, 2965-575 Águas de Moura",,,+351265995886,geral@filipepaplhoca.pt,http://www.filipepalhoca.pt,,,,38.567490,-8.899080,,parcial,no comprobado,,
herdade-canal-caveira,Herdade Canal Caveira,Grândola,Vino,,"IC1 Km 599,4 - RIC 5001 Canal Caveira, 7570-107 GRÂNDOLA",,,+351912377697,geral@herdadecanalcaveira.com,http://www.herdadecanalcaveira.com,,,,38.176810,-8.568900,,parcial,no comprobado,,
herdade-da-comporta,Herdade da Comporta,Alcácer do Sal,Vino,,"Rua Alfredo Guisado nº39 Loja 3, 1500-030 Lisboa",,,+351215894583,artem.smyrnov@comportawines.pt,http://herdadedacomporta.pt/en/,,,,38.372500,-8.513330,,parcial,no comprobado,,
malo-wines,Malo Wines,Setúbal,Vino,,"E.N. 379 Quinta de Catralvos, Km 19, 2925-708 Azeitão",,,+351212197617,fcalado@malowines.pt,http://www.malotojo.com,,,,38.524310,-8.892610,,parcial,no comprobado,,
quinta-de-catralvos,Quinta de Catralvos,Setúbal,Vino,,"Quinta de Catralvos, E.N. 379, 2925-708 Azeitão",,,+351212197610,geral@quintadecatralvos.com,http://www.quintadecatralvos.com,,,,38.524310,-8.892610,,parcial,no comprobado,,
quinta-do-brejinho-da-costa,Quinta do Brejinho da Costa,Grândola,Vino,,"Brejinho d Agua - CCI3833, 7570-516 GRÂNDOLA",,,+351965408761,marta.rosa@brejinho.pt,http://www.brejinhodacosta.pt,,,,38.176810,-8.568900,,parcial,no comprobado,,
quinta-do-piloto-vinhos,"Quinta do Piloto, Vinhos",Palmela,Vino,,"Regadas de Cima, Macieira de Cambra, 3731-901 Vale de Cambra",,,+351964507240,nunovieirasilva@hotmail.com,http://www.facebook.com/adega.cooperativa,,,,38.567490,-8.899080,,parcial,no comprobado,,
