producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
7,descripcion,ca,ea797004ce83326955f2ab7eb42d7e3cac8c9d87dfbf3fb739237387fbf0101c,Explotación cunícola que transforma carne de conejo en longaniza y otros elaborados y atiende venta directa a particulares.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
27,descripcion,ca,0f09d4b2cda2a88d628fd72818c0b721bd6d60910ea8a3f11a90694cd63b47a1,"Obrador de Mataró dedicado a mermeladas, patés y conservas naturales.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
31,descripcion,ca,37e8593efa7f8676fd83b96a18c76f34baa3c65bd2bfe6c21e5266dbff5977aa,Proyecto vitivinícola familiar que elabora vinos con carácter propio en la zona del Garraf.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
64,descripcion,ca,b28435afb47c4fa2a8c81f5dfff0c6e3e3d0ea9d3d1e81431b2612ef81507ea1,Charcutería artesana nacida en 1890; embutidos y platos cocinados de receta propia.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
70,descripcion,ca,934119810de9cc3d8cd1b955b69d383c9b8d249395348c33ac28deb7be525e08,"Proyecto apícola de Sergio García Gallego dedicado a la miel propia de abeja negra, los enjambres y las reinas.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
279,descripcion,ca,f103e47b70c5fbd2d697e1f5109050b872e72f57844ac0d43126a686e6a4280f,Carnicería de barrio con elaborados propios; establecimiento participante en la Ruta del Paquito de Barcelona.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
283,descripcion,ca,cacca417ac5a6e0c33d83b41a778439db6a21620f036bde59b15151b6f304200,"Bodega de la DO Montsant en Marçà (Priorat), garnacha y cariñena de viñas viejas.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
398,descripcion,ca,20b5d59a781baf68481ab2ff057b4241e6b70e825e91f273ba816fc2b885c783,Bodega de la DOQ Priorat en Torroja del Priorat.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
423,descripcion,ca,08ee2431d3900cc0110591422a7a62bf985f202efe1c228da656e663fce12250,Empresa familiar dedicada a la producción y venta de fruta y verdura.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
426,descripcion,ca,59a0a5d056d0e434ac0c2c9f6ac93dfb33cdb433a4168e7c9a6dc952d476f897,Explotación agraria local dedicada a huerta y cultivos de legumbres y cereales.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
