slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online
reposteria-artesana-divina-pastora-fresno-de-rio-tiron,Repostería Artesana Divina Pastora,Fresno de Río Tirón,Pan y pastelería,Panadería y repostería,"Camino de la Encerrada, 1, 09272 Fresno de Río Tirón 09272 Fresno de Río Tirón","La Repostería Artesana Divina Pastora nace en 1995 como una empresa familiar dedicada a la elaboración de repostería y pastelería. Todos los productos son elaborados con materias primas de primera calidad de un modo tradicional. Hacemos productos con fórmulas que tienen más de cien años, otros, son propios, pero siempre respetando la calidad de todos los ingredientes y el cuidado en el proceso de elaboración. Nuestra filosofía se basa en la defensa de la implantación de las pequeñas empresas dentro del medio rural, pudiendo contribuir a la mantención y crecimiento de la población en las zonas rurales. En concreto en Divina Pastora, optamos por que nuestros trabajadores residan en nuestro pueblo y de esta manera seguir promoviendo empleo y oportunidades.",Consultar web o venta directa,696024802 / 947584697,reposteria-divina-pastora@hotmail.com,https://reposteriadivinapastora.com/,,,https://www.google.com/maps/search/Reposter%C3%ADa%20Artesana%20Divina%20Pastora%2C%20Camino%20de%20la%20Encerrada%2C%201%2C%2009272%20Fresno%20de%20R%C3%ADo%20Tir%C3%B3n%2009272%20Fresno%20de%20R%C3%ADo%20Tir%C3%B3n,42.45882,-3.17572,/productores/castilla-y-leon/burgos/reposteria-artesana-divina-pastora-fresno-de-rio-tiron.webp,pendiente,no comprobado
panaderia-artesana-labrador-lerma,Panadería Artesana Labrador,Lerma,Pan y pastelería,Pan artesano,"Polígono Vega Santa Cecilia, parcela 71, 09340, Lerma 09340 Lerma",Panadería Artesana Labrador Dulces típicos de la comarca del Arlanza,Consultar web o venta directa,607185472 / 947170379,judithlabradorortega@yahoo.es,https://panaderialabrador.com/,,,https://www.google.com/maps/search/Panader%C3%ADa%20Artesana%20Labrador%2C%20Pol%C3%ADgono%20Vega%20Santa%20Cecilia%2C%20parcela%2071%2C%2009340%2C%20Lerma%2009340%20Lerma,42.0254298,-3.7600156,,pendiente,no comprobado
pastelerias-la-dolce-vita-espinosa-de-los-monteros,Pastelerías La Dolce Vita,Espinosa de los Monteros,Pan y pastelería,Panadería y repostería,"Pz. Sancho García, 11, 09560 Espinosa de los Monteros 09569 Espinosa de los Monteros","Pastelería Solana con más de cincuenta años de historia, nace en Espinosa de los Monteros en el seno de una familia humilde dedicada a la pastelería. Ya nuestros antepasados poseían una fábrica de chocolate en la Villa, "" Chocolates Solana"", reconocida nacionalmente. En sus principios nos dedicamos mayoritariamente a la pastelería y como no, a los productos típicos de Espinosa de los Monteros, sobaos, italianos, quesadas, etc. En su día la empresa encarrilo el negocio al sobao, pero debido a la fuerte competencias de marcas que fueron incorporándose al mercado nos vimos obligados a volver a tomarnos como plato fuerte la pastelería general, de ahí salió nuestra marca comercial ""La Dolce Vita"". Hoy en día realizamos una pastelería tradicional Artesana con un único objetivo, cuidar la calidad",Consultar web o venta directa,617332517,info@pastelerialadolcevita.com,https://pastelerialadolcevita.com/,,,https://www.google.com/maps/search/Pasteler%C3%ADas%20La%20Dolce%20Vita%2C%20Pz.%20Sancho%20Garc%C3%ADa%2C%2011%2C%2009560%20Espinosa%20de%20los%20Monteros%2009569%20Espinosa%20de%20los%20Monteros,43.0766707,-3.5525543,/productores/castilla-y-leon/burgos/pastelerias-la-dolce-vita-espinosa-de-los-monteros.webp,pendiente,no comprobado
juarrenos-alta-pasteleria-burgos,Juarreños Alta Pastelería,Burgos,Pan y pastelería,Panadería y repostería,"Calle Vitoria, 182, 09007 Burgos 09007 Burgos","“Juarreño” es un nombre ligado a la hostelería burgalesa desde que Fidel López y Modesta Alzaga comenzaran su andadura empresarial en el año 1936. Fueron años de duro trabajo en los que participaron sus hijos, colaborando mano a mano en el negocio familiar. Gracias a ello, pudieron continuar la tradición empresarial aunque con negocios diferentes. Así, en 1975, Jesús López Alzaga comienza su trabajo pastelero con la apertura del obrador y, cinco años después, inaugura la pastelería-cafetería “Juarreño” ubicada en la calle Vitoria. Son sus hijos Fidel y Mónica quienes, tras su fallecimiento en 2003, cogen las riendas del negocio. Fidel era ya un maestro pastelero formado en diferentes escuelas y pastelerías nacionales y, junto a su hermana, deciden darle una vuelta a la pastelería tradicion",Consultar web o venta directa,947279466 / 625750050,info@juarreno.com,https://juarreno.com/,https://www.facebook.com/Juarreno/,https://www.instagram.com/Juarreno/,https://www.google.com/maps/search/Juarre%C3%B1os%20Alta%20Pasteler%C3%ADa%2C%20Calle%20Vitoria%2C%20182%2C%2009007%20Burgos%2009007%20Burgos,42.3519488,-3.6711923,/productores/castilla-y-leon/burgos/juarrenos-alta-pasteleria-burgos.webp,pendiente,no comprobado
florbu-burgos,Florbú,Burgos,Pan y pastelería,Pan artesano,"C/ López Bravo, 37, 09001, Burgos 09001 Burgos","El equipo FLORBÚ lo formamos un conjunto de personas que compartimos que el trabajo, la pasión y la calidad son la receta del éxito y de la satisfacción del consumidor , nuestro fin último y razón de ser. Desde nuestros inicios, en 1948 , nos sometemos a una constante renovación para averiguar qué necesidades existen en el mercado y cómo nuestro equipo, profesional y comprometido , puede darles respuesta. Estos 71 años de trayectoria nos definen como una empresa que ha sabido mantener su personalidad y tener siempre presente sus orígenes , pero que cree y apuesta firmemente por la diversificación de producto y por la adaptación a las diferentes tendencias. Por esto mismo, la innovación supone un eje fundamental de nuestra actividad diaria y es lo que nos ha guiado en nuestra expansión a ot",Consultar web o venta directa,947298361,mperez@laflorburgalesa.es,https://laflorburgalesa.es/,https://www.facebook.com/tr/,https://www.instagram.com/galletas_florbu/,https://www.google.com/maps/search/Florb%C3%BA%2C%20C%2F%20L%C3%B3pez%20Bravo%2C%2037%2C%2009001%2C%20Burgos%2009001%20Burgos,42.3724374,-3.7286846,/productores/castilla-y-leon/burgos/florbu-burgos.webp,pendiente,no comprobado
patatas-arreba-burgos,Patatas Arreba,Burgos,Fruta y verdura,Patatas,"C/ Fuero del trabajo, 7, 09007 Burgos 09007 Burgos","Somos Almacenes de Patatas Arreba, S.L. , una empresa con una trayectoria empresarial de más de 35 años. Durante estos años, nos hemos adaptado a los continuos cambios producidos en todo lo relacionado con el envasado y la distribución de patatas , lo que nos permite ofrecer una gran variedad de productos de excelente calidad. Nacimos en Burgos en la década de los 70, iniciamos como una envasadora de patatas originarias en esta misma provincia para su posterior distribución en la localidad de Burgos . En la década de los 80, comenzamos un proceso de expansión regional por el que, poco a poco, empezamos no solo a considerar otras zonas de producción, sino también una apertura mayor de su comercio a otras localidades. Ya en la década de los 90, construimos nuestras actuales instalaciones de",Consultar web o venta directa,947484563,diego@almacenesarreba.com,https://almacenesarreba.es/,,,https://www.google.com/maps/search/Patatas%20Arreba%2C%20C%2F%20Fuero%20del%20trabajo%2C%207%2C%2009007%20Burgos%2009007%20Burgos,42.3621154,-3.6427643,/productores/castilla-y-leon/burgos/patatas-arreba-burgos.webp,pendiente,no comprobado
s-coop-carmen-de-montorio-montorio,S. Coop. Carmen de Montorio,Montorio,Fruta y verdura,Frutas y hortalizas,"C/ Santa Coloma, 4, 09125 Montorio 09125 Montorio","Cuando por los años 40, Nicolás Serna y Carmen Melgosa formaron su familia en Montorio, el pueblo que les vio nacer, jamás hubieran llegado a imaginar desde sus humildes comienzos, que sus hijos y nietos gestionarían con excelencia y hicieran crecer su legado, llegando a ser una referencia en el sector de la producción de patatas ya sean para siembra, consumo o industria, el nivel de experiencia alcanzado les ha llevado a colaborar y participar simultáneamente en el desarrollo de productos o procesos con instituciones oficiales, universidades, empresas punteras de semilla o maquinaria, y otros entes vinculados al sector.",Consultar web o venta directa,646478119 / 649954795,coopelcarmen@yahoo.es,https://sococar.com/,,,https://www.google.com/maps/search/S.%20Coop.%20Carmen%20de%20Montorio%2C%20C%2F%20Santa%20Coloma%2C%204%2C%2009125%20Montorio%2009125%20Montorio,42.5866402,-3.7760559,,pendiente,no comprobado
bodegas-el-lagar-de-isilla-aranda-de-duero,Bodegas el Lagar de Isilla,Aranda de Duero,Bodega,Vinos y bebidas,"C/ Isilla, 18, 09400 Aranda de Duero 09400 Aranda de Duero","La historia de las Bodegas y de sus vinos comenzó en el año 1995 en la Ribera del Duero. Todo empezó en la bodega histórica del siglo XV ubicada debajo del restaurante El Lagar de Isilla de Aranda de Duero . Allí, a 12 metros de profundidad, la familia Zapatero Pinto, elaboró las primeras 50.000 botellas de un vino que hoy ya es una referencia con sus 250.000 botellas de producción anual. La aceptación de los caldos producidos por El Lagar de Isilla llevaron a la familia Zapatero Pinto a plantearse una nueva ubicación para su bodega. Así, surge el complejo enológico de La Vid construido sobre una finca de estilo colonial de 1890. Primero fue la bodega y la tienda gourmet y luego llegó el hotel. Por todo ello la familia Zapatero Pinto ha recibido el Premio al Mérito Enoturístico que otorga",Consultar web o venta directa,619008193 / 947530434,administracion@lagarisilla.es,https://lagarisilla.es/,https://www.facebook.com/lagarisilla/,https://www.instagram.com/lagarisilla/,https://www.google.com/maps/search/Bodegas%20el%20Lagar%20de%20Isilla%2C%20C%2F%20Isilla%2C%2018%2C%2009400%20Aranda%20de%20Duero%2009400%20Aranda%20de%20Duero,41.6710961,-3.686531,/productores/castilla-y-leon/burgos/bodegas-el-lagar-de-isilla-aranda-de-duero.webp,pendiente,no comprobado
termino-de-miranda-miranda-de-ebro,Termino de Miranda,Miranda de Ebro,Bodega,Vinos y bebidas,"Camino de La Narra 100-A, 09200 Miranda de Ebro 09200 Miranda de Ebro","Término de Miranda nace con la intención de recuperar la tradición del chacolí de Miranda de Ebro y por ello le damos mucha importancia a la difusión de su historia. Con toda franqueza les podemos asegurar que nuestra bodega no presenta un estilo vanguardista tan de moda en estos tiempos, pero sin lugar a dudas, representa unos valores dignos de mencionar.",Consultar web o venta directa,626535575 / 663057878,reservas@terminodemiranda.es,https://terminodemiranda.es/,https://www.facebook.com/TerminodeMiranda/,https://www.instagram.com/ch_terminodemiranda/,https://www.google.com/maps/search/Termino%20de%20Miranda%2C%20Camino%20de%20La%20Narra%20100-A%2C%2009200%20Miranda%20de%20Ebro%2009200%20Miranda%20de%20Ebro,42.6878383,-2.9640065,/productores/castilla-y-leon/burgos/termino-de-miranda-miranda-de-ebro.webp,pendiente,no comprobado
bodegas-prado-de-olmedo-quintana-del-pidio,Bodegas Prado de Olmedo,Quintana del Pidio,Bodega,Vinos y bebidas,"Paraje el Salegar s/n, 09370 Quintana del Pidio 09370 Quintana del Pidio","Bodegas Prado de Olmedo se encuentra ubicada en la localidad de Quintana de Pidio, en pleno centro de la Ribera del Duero. Es una bodega familiar de carácter artesano , que ha sabido mantener la tradición familiar a lo largo de los años, respetando lo aprendido generación tras generación, logro tras logro, y vino tras vino. Actualmente Bodegas Prado de Olmedo quiere recrear la historia rural de este pueblo elaborando unos caldos que sean dignos de su historia y de su nombre. Por eso el cuidado y la dedicación exquisita en sus vinos, elaborados en modernas instalaciones de acorde a la época y envejecidos en un parque de 300 barricas americanas y francesas.",Consultar web o venta directa,947546960,pradodeolmedo@pradodeolmedo.com,https://www.pradodeolmedo.com/,,,https://www.google.com/maps/search/Bodegas%20Prado%20de%20Olmedo%2C%20Paraje%20el%20Salegar%20s%2Fn%2C%2009370%20Quintana%20del%20Pidio%2009370%20Quintana%20del%20Pidio,41.7641711,-3.7461275,/productores/castilla-y-leon/burgos/bodegas-prado-de-olmedo-quintana-del-pidio.webp,pendiente,no comprobado
