slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta
las-damas-riaza,Las Damas,Riaza,Aperitivos,Aperitivos,"C. Damas, 24, 40500 Riaza, Segovia","Productor local de aperitivos en Riaza, incorporado al catálogo provincial de Segovia desde Alimentos de Segovia.",Consultar web o venta directa,,,,,,https://www.google.com/maps/search/?api=1&query=Las%20Damas&query_place_id=ChIJu2R_urcLRA0RPYus9Ro2qfY,41.2767645,-3.478411,,pendiente,no,
bodega-y-vinedos-valdrinal-aldehorno,Bodega y viñedos Valdrinal,Aldehorno,Bodega,Tintos de tinta fina de la D.O. Ribera del Duero,"Camino de la Vega, sn Poligono 4, Parcela 130-133, 40533 Aldehorno, Segovia","Bodega fundada en 2000 tras cuatro generaciones de viticultores, con 25 hectáreas de tinta fina repartidas entre Aldehorno, Fuentenebro y Moradillo de Roa, entre 910 y 1.050 metros de altitud: de las más altas de la D.O. Ribera del Duero. También elabora verdejo en la D.O. Rueda.",,+34634578839,,https://valdrinal.com/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20y%20vi%C3%B1edos%20Valdrinal&query_place_id=ChIJrXHhk_6hRg0R21e3fVg212o,41.5130772,-3.7833517,,parcial,no comprobado,
vitivinicola-alanterra-s-l-vinedos-de-agejas-cabanas-de-polendos,Bodega Alanterra - Viñedos de Agejas,Cabañas de Polendos,Bodega,Tintos de tempranillo criados en roble americano,"Camino del pavillo, 40392 Cabañas de Polendos, Segovia","Bodega familiar fundada en 1998 junto al despoblado de Agejas, en Cabañas de Polendos, con más de treinta hectáreas de tempranillo. Es el viñedo más cercano a la ciudad de Segovia y admite visitas. Sus dominios bodegasalanterra.es y agejasbodega.com no responden.",,+34638836272,,,https://www.facebook.com/Agejasbodega/,,https://www.google.com/maps/search/?api=1&query=VITIVIN%C3%8DCOLA%20ALANTERRA%2C%20S.L.%20%7C%20VI%C3%91EDOS%20DE%20AGEJAS&query_place_id=ChIJFztes6k3QQ0R4fYk54zQNV0,41.052178999999995,-4.110837000000001,,parcial,no comprobado,
bodegas-camiruaga-martin-munoz-de-las-posadas,Bodegas Camiruaga,Martín Muñoz de las Posadas,Bodega,Tinto monovarietal de garnacha de viñas de más de 70 años,"40446 Martín Muñoz de las Posadas, Segovia","Bodega de los hermanos González-Herrero Camiruaga en Martín Muñoz de las Posadas, que recuperó en 2016 viñas de garnacha a pie franco de más de setenta años y elabora un monovarietal criado entre ocho y doce meses en roble francés. Premio a la Bodega más Innovadora de 2024 en la Fiesta del Vino y del Chocolate de la Diputación.",,+34687058324,bodegascamiruaga@gmail.com,,,https://www.instagram.com/bodegas_camiruaga/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Camiruaga&query_place_id=ChIJfbJ5cLHFQA0RVwnIwg9G6LY,40.994576699999996,-4.5972709,,parcial,no comprobado,
severino-sanz-bodega-en-ribera-del-duero-montejo-de-la-vega-de-la-serrezuela,Severino Sanz - Bodega en Ribera del Duero,Montejo de la Vega de la Serrezuela,Bodega,"Tintos Murón y Herencia de Llanomingómez, blancos de verdejo y albillo mayor","C. El Reguero, s/n, 40542 Montejo de la Vega de la Serrezuela, Segovia","Bodega familiar de la D.O. Ribera del Duero en Montejo de la Vega de la Serrezuela, dentro del parque natural de las Hoces del Río Riaza. Fundada por Severino Sanz y dirigida hoy por sus tres hijos, elabora los tintos Murón y Herencia de Llanomingómez, blancos de verdejo y albillo mayor y rosados.",,+34680252902,visitas@bodegaseverinosanz.es,http://bodegaseverinosanz.es/,https://www.facebook.com/bodegaseverinosanz,https://www.instagram.com/bodegaseverinosanz/,https://www.google.com/maps/search/?api=1&query=Severino%20Sanz%20-%20Bodega%20en%20Ribera%20del%20Duero&query_place_id=ChIJF2nnuJA6RA0RLhHEI4MDmZU,41.5467507,-3.6544527999999996,/productores/castilla-y-leon/segovia/severino-sanz-bodega-en-ribera-del-duero-montejo-de-la-vega-de-la-serrezuela.webp,verificado,sí,ecommerce
bodegas-garcia-serrano-nava-valley-nava-de-la-asuncion,Bodegas García Serrano - Nava Valley,Nava de la Asunción,Bodega,Vinos ecológicos: el tinto Sendero del Pino y el blanco Diez mil y pico,"C. Hermanos García Barbero, 11, 40450 Nava de la Asunción, Segovia","Bodega familiar de Nava de la Asunción con ocho hectáreas de viñedo ecológico repartidas entre Nava y Aldehuela del Codonal, con tempranillo, verdejo y garnacha. Su enólogo, Juan Gómez García, se formó en Napa Valley y en Australia.",,+34662191153,,https://bodegasgarciaserrano.com/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Garcia%20Serrano%20Nava%20Valley&query_place_id=ChIJnVO7ny3TQA0RhlmE_0P4C8A,41.1577395,-4.489862,,verificado,sí,ecommerce
bodegas-navaltallar-navalilla,Bodegas Navaltallar,Navalilla,Bodega,"Tintos joven, roble y crianza de la D.O.P. Valtiendas","Tr.ª del Calvario, sn, 40331 Navalilla, Segovia","Bodega de Navalilla inscrita en la D.O.P. Valtiendas que elabora unas 40.000 botellas al año de tinto joven, roble y crianza, con venta en Madrid, Segovia, Galicia y la Costa del Sol y exportación a Alemania, Francia, Reino Unido y Estados Unidos.",,+34638050061,alejandro_costa@navaltallar.com,http://www.navaltallar.com/,,,https://www.google.com/maps/search/?api=1&query=bodegas%20navaltallar&query_place_id=ChIJARXV9yaxRg0R_qqe1nTP10M,41.343494199999995,-3.9293923999999993,/productores/castilla-y-leon/segovia/bodegas-navaltallar-navalilla.webp,verificado,sí,ecommerce
las-dos-antiguas-s-l-navas-de-oro,Las Dos Antiguas,Navas de Oro,Bodega,"Tintos de tempranillo y blancos de verdejo y malvasía, botellas numeradas","C. Real, 17, 40470 Navas de Oro, Segovia","Bodega de elaboración artesanal fundada en 2012 en Navas de Oro, con unas 7.000 botellas numeradas al año de tinto de tempranillo y blancos de guarda de verdejo y malvasía. Ofrece además visitas, catas y maridajes.",,+34691145853,info@lasdosantiguas.com,https://www.lasdosantiguas.com/,,,https://www.google.com/maps/search/?api=1&query=Las%20Dos%20Antiguas%20S.L.&query_place_id=ChIJNeMkLivVQA0RIkB0aurMX54,41.1952444,-4.4356064,/productores/castilla-y-leon/segovia/las-dos-antiguas-s-l-navas-de-oro.webp,verificado,sí,ecommerce
bodega-microbio-wines-nieva,Bodega Microbio Wines,Nieva,Bodega,Vinos naturales de verdejo de viñas viejas,"Plaza de la Iglesia, 7, 40447 Nieva, Segovia",Proyecto de vinos naturales de Nieva que trabaja verdejo de viñas viejas y prefiloxéricas de la zona con intervención mínima.,,+34626267430,,http://www.microbiowines.com/,,,https://www.google.com/maps/search/?api=1&query=Bodega%20Microbio%20Wines&query_place_id=ChIJ3SUoWSDXQA0Rk7mdU3VhFPk,41.0799569,-4.426994,/productores/castilla-y-leon/segovia/bodega-microbio-wines-nieva.webp,verificado,sí,ecommerce
bodegas-blanco-nieva-d-o-rueda-nieva,Bodegas Blanco Nieva (D.O. Rueda),Nieva,Bodega,"Verdejo y sauvignon blanc de la D.O. Rueda, incluido pie franco","Cam. Real, s/n, 40447 Nieva, Segovia","Bodega de la D.O. Rueda en Nieva, sobre los antiguos terrenos del monasterio de Los Cartujos, con 54 hectáreas de verdejo —doce de ellas de pie franco— y seis de sauvignon blanc a más de 850 metros de altitud. Desde 2009 forma parte del proyecto de Bodegas Martúe, que conserva la bodega y la marca propias.",,+34659321132,,https://martue.com/nieva/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Blanco%20Nieva%20%28D.O.%20Rueda%29&query_place_id=ChIJhYrIv0vWQA0RTwfw6eJhshY,41.079697499999995,-4.4216251,/productores/castilla-y-leon/segovia/bodegas-blanco-nieva-d-o-rueda-nieva.webp,verificado,sí,ecommerce
