slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online
oleogourmet-ataquines,Oleogourmet,Ataquines,Aceite,- AOVE Doce+uno AOVE Sietecerros,"Carr. de la Estación, s/n, 47210 Ataquines, Valladolid","Es un aceite de oliva virgen extra producido en un clima extremo, donde las oscilaciones térmicas diarias superan los 20ªC, con mínimas invernales que pueden bajar de los -10ªC y máximas en verano que pueden superar los 40ªC. Esto provoca que nuestra producción de aceitunas de variedad ARBEQUINA sea limitada. Como contrapartida, obtenemos un aceite con unos frutados muy aromáticos y con un porcentaje de ácidos grasos saludables superiores a la media de su variedad.",Consultar web o venta directa,606 138 503,,https://www.oleogourmet.com,,,https://www.google.com/maps/search/?api=1&query=Oleogourmet%2C%20Carr.%20de%20la%20Estaci%C3%B3n%2C%20s%2Fn%2C%2047210%20Ataquines%2C%20Valladolid&query_place_id=ChIJhe7PJlxLRw0RjWz3HltLcTM,41.1816454,-4.800577,,pendiente,no comprobado
abro-biotec-laguna-de-duero,ABRO BIOTEC,Laguna de Duero,Aceite,"-Extracto polifenólico ""Vineterra Ecológico""","C. Miguel de Cervantes, 1, 47140 Laguna de Duero, Valladolid","Abrobiotec es una empresa vallisoletana que nace en el año 2007 que se dedica a la industria biotecnológica, desarrollando y comercializando nuevos extractos fitoterapéuticos gracias a la obtención de uvas de máxima calidad procedentes de las más de 500 hectáreas de viñedo propio. Desarrolla principios activos para la industria cosmética, farmacéutica y nutracéutica basados en compuestos de la uva antioxidantes.",Consultar web o venta directa,983683315,marguelles@matarromera.es,https://www.abrobiotec.com,,,https://www.google.com/maps/search/?api=1&query=ABRO%20BIOTEC%2C%20C.%20Miguel%20de%20Cervantes%2C%201%2C%2047140%20Laguna%20de%20Duero%2C%20Valladolid&query_place_id=ChIJ-1cZdKwURw0RDT5BKxjatZ0,41.5791099,-4.7238757,,pendiente,no comprobado
oligueva-renedo-de-esgueva,OLIGUEVA,Renedo de Esgueva,Aceite,OLIGUEVA aceite de oliva virgen extra,"Calle de Sta Isabel, 19, 47170 Renedo de Esgueva, Valladolid","La idea se da forma en Villarmentero de Esgueva, cuando me pongo en contacto con mi amigo Chuchi, y le comento la idea que me ocupa en estos tiempos, que no es otra que la de crear una plantación de olivos, a pequeña escala, y elaborar un aceite que lleve marcada la identidad de este valle donde nacimos, para vestir una zona emblemática como es La Arboleda con algo que, todavía más, honre su nombre. Preliminarmente realizamos muchos estudios, cuyas conclusiones nos reafirmaron que la variedad Arbequina por la que apostamos, se adapta perfectamente al clima del valle ya que, en los últimos doce años, los inviernos son cada vez más suaves. Sin más, nos ponemos a buscar terreno y a dar forma a esta idea. La filosofía que surge de este pensamiento es la de que “queremos seguir en esta tierra”, y tenemos que emprender nuevas iniciativas para poder quedarnos y seguir luchando por ella. Si tuviera que definir Oligueva, diré sin miedo a equivocarme que es un sueño hecho realidad.",Consultar web o venta directa,635 409 718,oligueva@oligueva.com,https://www.oligueva.com,,,https://www.google.com/maps/search/?api=1&query=OLIGUEVA%2C%20Calle%20de%20Sta%20Isabel%2C%2019%2C%2047170%20Renedo%20de%20Esgueva%2C%20Valladolid&query_place_id=ChIJqaJPzO4RRw0RKcmOO4-zxTI,41.6543863,-4.6297488,,pendiente,no comprobado
sin-alcohol-valbuena-de-duero,SIN ALCOHOL,Valbuena de Duero,Bodega,"VINOS ""TRANQUILOS SIN ALCOHOL” VINOS ""FRIZZANTES SIN ALCOHOL""","Carretera San Bernardo, s/n, 47359 Valbuena de Duero, Valladolid","Sin Alcohol S.L. elabora y comercializa desde el año 2008 bebida a base de vino sin alcohol tras años de investigación a través de diferentes proyectos de I+D+i en colaboración con diferentes organismos y administraciones públicas. Un producto totalmente novedoso en el mercado nacional e internacional, procedente de las mejores uvas del área del Duero a través de un proceso de deconstrucción que separa alcohol, aromas y otros componentes para después reconstruirlos eliminando el alcohol denominado Columna de Conos Rotatorios. Una bebida que mantiene unas condiciones organolépticas muy similares a las del vino con alcohol conservando la práctica totalidad de aromas, color y sabor del vino tradicional. Una demanda cada vez mayor tanto en España como en el resto de países hacia un consumo responsable y comprometido con la salud y el cuidado de la dieta.",Consultar web o venta directa,983 683 315,marguelles@matarromera.es,https://www.win-zero.com,,,https://www.google.com/maps/search/?api=1&query=SIN%20ALCOHOL%2C%20VP-3012%2C%2047359%2C%20Valladolid&query_place_id=ChIJ7SunYCTlRg0R4Z_UutjzXWA,41.6401193,-4.2578636,,pendiente,no comprobado
vinas-murillo-alcazaren,VIÑAS MURILLO,Alcazarén,Bodega,Vino,"N-601, 47238 Alcazarén, Valladolid","Productor local de bodega en Alcazarén, incorporado al catálogo provincial de Valladolid y revisado con Google Maps.",Consultar web o venta directa,652 05 41 77,administracion@vinasmurillo.es,https://www.chapirete.es/,,,https://www.google.com/maps/search/?api=1&query=VI%C3%91AS%20MURILLO%2C%20N-601%2C%2047238%20Alcazar%C3%A9n%2C%20Valladolid&query_place_id=ChIJuUIxPpk5Rw0RIKcbl5rKcLQ,41.3756118,-4.6825157,,pendiente,no comprobado
bodesgueva-amusquillo,BODESGUEVA,Amusquillo,Bodega,-VINO TINTO ESGUEVA,"Calle Concejo, 8, 47177 Amusquillo, Valladolid","Bodega familiar fundada en 2003, aunque sus orígenes vinícolas se remontan a más de 100 años, cuando el vino solamente se elaboraba por nuestros antepasados para el consumo propio. Está ubicada en el valle del Esgueva en el término municipal de Amusquillo en la provincia de Valladolid, altitud 776 m, latitud 41º 44’ 56.09” N, Longitud 4º 17’ 58.73” O, distancia 11 Km al norte del rio Duero a la altura del municipio de Valbuena de Duero, a 25 Km de Peñafiel y a 37 Km de Valladolid.",Consultar web o venta directa,606981741,bodesgueva@hotmail.com,https://www.vinoesgueva.com,,,https://www.google.com/maps/search/?api=1&query=BODESGUEVA%2C%20Calle%20Concejo%2C%208%2C%2047177%20Amusquillo%2C%20Valladolid&query_place_id=ChIJX4cuvO_7Rg0RH2GBDnwJJRw,41.74885,-4.30214,,pendiente,no comprobado
tinto-jaramiel-amusquillo,TINTO JARAMIEL,Amusquillo,Bodega,-VINO TINTO ROBLE -VINO TINTO 15 MESES -VINO HONORATO 24 MESES,"C. Salegar, 1, 47177 Amusquillo, Valladolid","En Bodegas Honorato Calleja SL hacemos un mantenimiento excelente del viñedo a lo largo de todo el año para poder disfrutar de una uva de gran calidad; tareas como el aclareo de racimos y deshojado, entre otras, aporta un plus en calidad. Realizamos una vendimia manual con selección de los racimos en viñedo y en bodega. Apostamos por una técnica para la fermentación y elaboración denominada OVI con puente grúa. El OVI un pequeño depósito que se llena de claros, con el puente grúa se sube hasta la boca del deposito y abrimos, cae todo rompiendo el sombrero por gravedad, con un tratamiento mejor de la uva y el mosto, más limpio y sano, tarea que en el periodo de fermentación la realizamos dos veces al día, una por la mañana y otra por la tarde. Después de cada rematado, tenemos un control exhaustivo de densidad y temperatura de cada uno de los depósitos. Intentamos que todas las tareas posibles sean por gravedad (OVI) ya que se trata mejor la uva y el mosto, por eso el descube también es manual, y el prensado con presiones muy leves. Realizamos la fermentación maloláctica en depósitos de acero inoxidable, menos el Honorado que la fermentación maloláctica la tiene en barricas de roble francés. El vino llega a barricas para su envejecimiento, roble 5 meses en barricas de roble francés y americano; crianza 15 meses en barricas de roble francés; y Honorato 24 meses, barricas de roble francés. Clarificamos con productos naturales no alérgicos, y filtraciones suaves previos al embotellado. Embotellamos, y el vino envejece en botella desde 3 meses para el roble hasta 12 meses para el Honorato.",Consultar web o venta directa,983686015,info@tintojaramiel.com,https://www.tintojaramiel.com,,,https://www.google.com/maps/search/?api=1&query=TINTO%20JARAMIEL%2C%20C.%20Salegar%2C%201%2C%2047177%20Amusquillo%2C%20Valladolid&query_place_id=ChIJC8XXWu_7Rg0RYJlF4tmQOHE,41.74889,-4.30066,,pendiente,no comprobado
bodega-ebano-castrillo-de-duero,BODEGA EBANO,Castrillo de Duero,Bodega,EBANO 6 EBANO SALVAJE,"N-122, 299, 47318 Castrillo de Duero, Valladolid","Historia. Familia. Amigos. Dedicación. Vocación. Muchas palabras podrían describir a nuestra bodega, Adegas Valmiñor esta detrás de este nuevo proyecto en la RIbera del Duero.",Consultar web o venta directa,986 60 90 60,ebano@valminorebano.com,https://www.adegasvalminor.com,,https://www.instagram.com/valminorebano/,https://www.google.com/maps/search/?api=1&query=BODEGA%20EBANO%2C%20N-122%2C%20299%2C%2047318%20Castrillo%20de%20Duero%2C%20Valladolid&query_place_id=ChIJXQCkiICURg0RJb0bjnfqOYE,41.6080104,-4.028972899999999,,pendiente,no comprobado
bodega-cooperativa-cigales-cigales,BODEGA COOPERATIVA CIGALES,Cigales,Bodega,"TORONDOS (verdejo, rosado, viña Torondos, compromiso, tinto joven y tinto crianza) MATICES (Blanco, tinto y rosado) LIJE (Blanco, tinto y rosado) CHISME","C. las Bodegas, s/n, 47270 Cigales, Valladolid","La Bodega En 1957 nace la Bodega Cooperativa Cigales con el propósito de ofrecer un producto de calidad sin descuidar la tradición, por lo que mantiene la estructura subterránea de los antiguos bodegueros de Cigales. Hoy en día y tras una serie de adaptaciones que han permitido su adecuación a los nuevos tiempos, los depósitos del subsuelo se han recubierto con resinas epoxídicas y sistemas de refrigeración automatizados, a los que se han sumado los más recientes de acero inoxidable. Y para la crianza, contamos con 200 barricas de roble de diversas tonelerías. La producción media de la Bodega Cooperativa Cigales ronda 1.500.000 kilos de uva y está orientada principalmente a la vinificación en rosado, el reconocido ‘Clarete’. No obstante, debido a que nuestras viñas son las más longevas de la comarca, la producción de tintos tiene cada vez más presencia. La D.O. Cigales o Vinos de la Tierra de Castilla y León avalan la calidad de nuestros caldos, desde los blancos y rosados jóvenes hasta los tintos con crianza en barrica.",Consultar web o venta directa,983 58 01 35,bcc@bodegacooperativacigales.com,https://www.bodegacooperativacigales.com,,,https://www.google.com/maps/search/?api=1&query=BODEGA%20COOPERATIVA%20CIGALES%2C%20C.%20las%20Bodegas%2C%20s%2Fn%2C%2047270%20Cigales%2C%20Valladolid&query_place_id=ChIJdWT38W0LRw0RSHakq2LzuJc,41.7609139,-4.697455199999999,,pendiente,no comprobado
bodegas-hijos-de-felix-salas-corcos,BODEGAS HIJOS DE FÉLIX SALAS,Corcos,Bodega,- VINO ROSADO VIÑA PICOTA,"C. Corrales, s/n, 47280 Corcos, Valladolid","Bodegas Hijos de Félix Salas, pertenece a una familia de larga tradición vitivinícola, elaborando vinos desde principios del siglo XX. En los años 50 Félix Salas y su mujer comienzan a elaborar sus propios vinos , para después comercializarlos. En 1.989, se decide ampliar la bodega, y se funda como una sociedad con la implicación familiar total por parte de sus descendientes, sabiendo unir tradición y últimas tecnologías. La bodega se encuentra en el centro del pueblo, CORCOS DEL VALLE, a 20 Km. De Valladolid, acogido dentro de la Denominación de Origen Cigales, en un entorno de descanso, el cual es adecuado para transmitir unas buenas sensaciones con nuestros productos y poder transmitir la tranquilidad del lugar a nuestros clientes y visitantes. La filosofía que tenemos en nuestra bodega es la de conseguir un producto el cual plasme la dedicación íntegra de los que conformamos la bodega. Este esfuerzo se ve compensado con la gran aceptación que los caldos tienen, elaborados por su hija Carmen Salas, enóloga de la bodega.",Consultar web o venta directa,983580378,bodega@bodegasfelixsalas.com,https://www.bodegasfelixsalas.com,,https://www.instagram.com/bodegasfelixsalas/,https://www.google.com/maps/search/?api=1&query=BODEGAS%20HIJOS%20DE%20F%C3%89LIX%20SALAS%2C%20C.%20Corrales%2C%20s%2Fn%2C%2047280%20Corcos%2C%20Valladolid&query_place_id=ChIJNR9dBYwKRw0RWy_tampFjAo,41.8090273,-4.6938382,,pendiente,no comprobado
