slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
agricola-niuge,Agricola Niuge,Nughedu Santa Vittoria,Vino,vini Niuge,"Via Strada Provinciale, 18, 09080 Nughedu Santa Vittoria OR",,,,nugheduexperience@gmail.com,https://www.nugheduexperience.com/esperienze/,https://www.facebook.com/agricolaniuge,https://www.instagram.com/agricolaniuge/,https://www.google.com/maps/search/?api=1&query=Agricola%20Niuge%2C%20Via%20Strada%20Provinciale%2C%2018%2C%2009080%20Nughedu%20Santa%20Vittoria%20OR&query_place_id=ChIJ7xCEgTvF3RIRDIeYZc0l3zw,40.101528699999996,8.9539858,,,no comprobado,,,68,,,,,,,it,sardegna,oristano,,,,,,
birra-puddu,Birra Puddu,Santa Giusta,Cerveza,birra artigianale,"Via Giovanni XXIII, 5, 09096 Santa Giusta OR",,,,info@birrapuddu.it,https://www.birrapuddu.it/,,,https://www.google.com/maps/search/?api=1&query=39.8882548%2C8.601865799999999&query_place_id=ChIJJaLNO9Gb3RIRfTLWxco1p7g,39.8882548,8.601865799999999,,,no comprobado,,,581,,,,,,,it,sardegna,oristano,,,,,,
sepi-formaggi,SE.PI Formaggi,Marrubiu,Lácteos y quesos,Pecorino Sardo DOP,"S.S. 131 km 76,100, 09094 Marrubiu OR",SE.PI produce Pecorino Sardo DOP e altri formaggi ovini e caprini presso il proprio caseificio di Marrubiu.,,+390783858037,info@sepiformaggi.com,https://www.sepiformaggi.com/,,,https://www.google.com/maps/search/?api=1&query=SE.PI%20Formaggi%2C%20S.S.%20131%20km%2076%2C100%2C%2009094%20Marrubiu%20OR&query_place_id=ChIJ12p3wueF3RIRHDT6pLsc-Lo,39.7691911,8.6643583,,,no comprobado,,,3113,it,,,,,,it,sardegna,oristano,,,,,,
cao-formaggi,CAO Formaggi,Oristano,Lácteos y quesos,Pecorino Sardo DOP,"Località Perda Lada, Fenosu, 09170 Oristano OR",CAO Formaggi produce Pecorino Sardo DOP e altri formaggi ovini nel proprio caseificio di Fenosu.,,+390783301831,info@caoformaggi.it,https://www.caoformaggi.it/,,,https://www.google.com/maps/search/?api=1&query=CAO%20Formaggi%2C%20Localit%C3%A0%20Perda%20Lada%2C%20Fenosu%2C%2009170%20Oristano%20OR&query_place_id=ChIJ3XRkQQCb3RIR7fePfMNaJ38,39.8951383,8.6406201,,,no comprobado,,,823,it,,,,,,it,sardegna,oristano,,,,,,
licanzias-de-foresta,Licanzias de Foresta - Società Agricola Mureddu,Ales,Lácteos y quesos,"pecorino stagionato, pecorino semistagionato, ricotta fresca, sebada","Località Sa Turra, 09091 Ales OR","Azienda agricola e caseificio familiare ovino che produce pecorino artigianale, ricotta e sebadas con l'identità Licanzias de Foresta nell'unità Sa Turra.",,,info@licanziasdeforesta.it,https://www.licanziasdeforesta.it/,,,,39.76667,8.81667,,,sí,email,Dulces y repostería,2514,it,,,,,,it,sardegna,oristano,,,,,,
latte-arborea,Latte Arborea - Assegnatari Associati Arborea,Arborea,Lácteos y quesos,"latte, yogurt, mozzarella, ricotta, panna, burro, formaggi freschi e stagionati, kefir","Strada 14 Est Bis 1, 09092 Arborea OR","Cooperativa lattiero-casearia sarda che trasforma latte vaccino e caprino nello stabilimento di Arborea nelle gamme Arborea e Girau, tra cui latte, yogurt e formaggi.",,+390783804001,info@arborea.it,https://www.arborea1956.com/,,,https://www.google.com/maps/search/?api=1&query=Latte%20Arborea%20-%20Assegnatari%20Associati%20Arborea%2C%20Strada%2014%20Est%20Bis%201%2C%2009092%20Arborea%20OR&query_place_id=ChIJgSf9sXGE3RIR0ar1vKWx_BI,39.77276,8.58129,,,no comprobado,,,2294,it,,,,,,it,sardegna,oristano,,,,,,
sa-marchesa-cugusi,Sa Marchesa - Giuseppe Cugusi,Fordongianus,Lácteos y quesos,"Fiore Sardo DOP, Sa Marchesa, Foz'e Murta, Barone, Barigàdu, Lazzone","Località Tanca Sa Marchesa, 09083 Fordongianus OR",Il caseificio pastorale di Giuseppe Cugusi produce Fiore Sardo DOP a latte ovino crudo e pecorini stagionati distintivi con il latte del gregge di Tanca Sa Marchesa.,,+393286027607,samarchesa2.0@gmail.com,https://www.samarchesa.com/,,,https://www.google.com/maps/search/?api=1&query=Sa%20Marchesa%20-%20Giuseppe%20Cugusi%2C%20Localit%C3%A0%20Tanca%20Sa%20Marchesa%2C%2009083%20Fordongianus%20OR&query_place_id=ChIJEZI-pkC_3RIRLnCLWlKJtqY,39.99488,8.80949,,,sí,email|telefono,,3055,it,,,,,,it,sardegna,oristano,,,,,,
zanda-formaggi,Zanda Formaggi,Masullas,Lácteos y quesos,"Re Marmo pecorino stagionato, formaggi vaccini, caprini e ovini","Località Tapoi, 09090 Masullas OR","Azienda agricola con caseificio di Masullas, con un'unità produttiva per latte misto attualmente autorizzata, nota pubblicamente per il proprio pecorino stagionato Re Marmo prodotto con il latte dell'azienda.",,+393472286469,,,,,https://www.google.com/maps/search/?api=1&query=Zanda%20Formaggi%2C%20Localit%C3%A0%20Tapoi%2C%2009090%20Masullas%20OR&query_place_id=ChIJz3UGt92L3RIRpSzp-t5cPqQ,39.70005,8.78426,,pendiente,no comprobado,,,3366,it,,,,,,it,sardegna,oristano,,,,,,
caseificio-cuozzo,Caseificio Cuozzo,Oristano,Lácteos y quesos,"mozzarella, ricotta fresca e salata, pecorini freschi e stagionati, formaggi misti, provolette, creme di formaggio","Via Cagliari 21/23, 09170 Oristano OR","Caseificio artigianale di Oristano con oltre novant'anni di produzione familiare, che trasforma latte locale vaccino, ovino e caprino in formaggi sardi freschi e stagionati.","Lun-Vie 08:30-13:30, 16:30-19:30; Sáb 08:30-13:00",+390783212441,info@caseificiocuozzo.it,https://www.caseificiocuozzo.it/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Cuozzo%2C%20Via%20Cagliari%2021%2F23%2C%2009170%20Oristano%20OR&query_place_id=ChIJGZ3YZFmZ3RIRf74uMg4USZk,39.90582,8.59161,,,sí,email|telefono,,1048,it,,,,,,it,sardegna,oristano,,,,,,
latteria-sociale-paulilatino,Latteria Sociale Paulilatino,Paulilatino,Lácteos y quesos,"Pecorino Romano DOP, formaggi ovini","Via Carlo Alberto 53, 09070 Paulilatino OR","Cooperativa agricola attiva e caseificio autorizzato di Paulilatino che produce formaggi ovini, storicamente documentato per il Pecorino Romano DOP.",,+39078555569,,,,,https://www.google.com/maps/search/?api=1&query=Latteria%20Sociale%20Paulilatino%2C%20Via%20Carlo%20Alberto%2053%2C%2009070%20Paulilatino%20OR&query_place_id=ChIJ7w6g6Wi53RIRcORpg8-uH2I,40.08333,8.76667,,pendiente,no comprobado,,,2426,it,,,,,,it,sardegna,oristano,,,,,,
