slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
over-langshaw-farmhouse-ice-cream,Over Langshaw Farmhouse Ice Cream,Galashiels,Helados,farmhouse ice cream and sorbet,"Over Langshaw Farm, Galashiels, TD1 2PE",Farm producer making seasonal farmhouse ice cream and sorbet.,,+447708760657,overlangshawicecream@gmail.com,https://www.overlangshawfarm.co.uk/,,,,55.651435,-2.757369,,verificado,no comprobado,,,491,en
oink-reiver-country-farm-foods,Oink / Reiver Country Farm Foods,Reston,Carne,farm pork and hog roast,"Reiver Country Farm Foods, Reston, Eyemouth, TD14 5LN",Fourth-generation farm business producing pork for its Oink hog-roast offer.,,+441890761355,,https://www.oinkhogroast.co.uk/,,,,55.848201,-2.223718,,verificado,sí,telefono,,484,en
durty-brewing,Durty Brewing,Innerleithen,Cerveza,craft beer,"4 Traquair Road, Innerleithen, EH44 6PD",Independent Scottish Borders microbrewery and taproom producing craft beer.,,,info@durtybrewing.com,https://durtybrewing.com/,,,,55.616426,-3.064789,,verificado,sí,ecommerce,,200,en
the-borders-distillery,The Borders Distillery,Hawick,Destilados y licores,"gin, vodka and whisky","16-20 Commercial Road, Hawick, TD9 7AQ",Working Hawick distillery producing and bottling spirits from locally grown barley.,,+441450374330,,https://thebordersdistillery.com/,,,,55.423829,-2.78884,,verificado,sí,ecommerce,,647,en
alex-dalgetty-and-sons,Alex Dalgetty & Sons,Galashiels,Pan y cereal,Selkirk bannock and Scottish bakery goods,"17-23 Island Street, Galashiels, TD1 1NZ",Fifth-generation Borders bakery producing traditional breads and cakes.,,+441896752508,enquiries@alex-dalgetty.co.uk,https://alex-dalgetty.co.uk/,,,,55.619359,-2.813197,,verificado,sí,ecommerce,Dulces y repostería,11,en
hardiesmill-ethical-scotch-beef,Hardiesmill Ethical Scotch Beef,Gordon,Carne,grass-fed Aberdeen Angus beef,"Hardiesmill Place, Gordon, TD3 6LQ",Farm and butchery producing pedigree grass-fed Aberdeen Angus beef.,,+441573410797,mail@hardiesmill.co.uk,https://www.hardiesmill.co.uk/,,,,55.657375,-2.533212,,verificado,no comprobado,,,292,en
jarvis-pickle,Jarvis Pickle,Eyemouth,Comida preparada,handmade savoury pies,"Jarvis Pickle, Acredale, Eyemouth, TD14 5LQ",Eyemouth producer making award-winning savoury pies in its own kitchen.,,+441890771266,kitchen@jarvispickle.com,https://www.jarvispickle.com/,,,,55.869331,-2.104407,,verificado,sí,ecommerce,,345,en
stouslie-farm,Stouslie Farm,Hawick,Carne,"farm beef, lamb and pork","Stouslie Farm, Hawick, TD9 7NX","Family farm selling its own meat, fresh milk and seasonal pumpkins from the farm shop.",,+447368998789,contact@stousliefarm.com,https://stousliefarm.com/,,,,55.443683,-2.810102,,verificado,no,,Lácteos y quesos|Fruta y verdura,622,en
fostons-fine-meats,Foston's Fine Meats,Duns,Carne,butchered meat and meat products,"4 Golden Square, Duns, TD11 3AW",Independent Borders craft butcher preparing locally sourced meat.,,+441361883260,,https://fostonsfinemeats.co.uk/,,,,55.77756,-2.344775,,verificado,no comprobado,,,241,en
granny-jeans-butchers,Granny Jean's Butchers,Kelso,Carne,butchered meat and homemade pies,"6 Horsemarket, Kelso, TD5 7HA",Independent Kelso butcher preparing local meat and homemade pies.,,+441573226880,grannyjeansbutchers2024@outlook.com,https://www.visitkelso.com/listing/granny-jeans-butchers/,,,,55.599104,-2.433362,,parcial,no comprobado,,Comida preparada,272,en
