slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
rootfield-farm-black-isle-dairy,Rootfield farm (Black Isle Dairy),Muir Of Ord,Lácteos y quesos,dairy products,"Farmhouse Rootfield, Muir Of Ord, Highland, IV6 7RF",Rootfield farm (Black Isle Dairy) produces dairy products at its Muir Of Ord site.,,+441349865313,hello@blackisledairy.co.uk,https://blackisledairy.co.uk/,,,,57.541572,-4.415459,,,no comprobado,,,552,en,,,,,,gb,scotland,highland,,,,,,
harvey-s-highland-honey,Harvey's Highland Honey,Hill of Fearn,Miel,honey,"5, Gordon Terrace, Hill of Fearn, IV20 1QZ",Harvey's Highland Honey produces honey at its Hill of Fearn site.,,,,https://www.harveyshighlandhoney.com/,,,,57.777029,-3.966464,,,no comprobado,,,293,en,,,,,,gb,scotland,highland,,,,,,
invercannich-farm,Invercannich Farm,Cannich,Carne,"pork, beef, lamb","Invercannich Lodge, Invercannich Farm, Cannich, Beauly, IV4 7LS","Invercannich Farm produces pork, beef, lamb at its Cannich site.",,+447793797599,info@invercannichfarm.co.uk,https://www.invercannichfarm.co.uk/,,,,57.349199,-4.751557,,,no comprobado,,,331,en,,,,,,gb,scotland,highland,,,,,,
knoydart-brewery,Knoydart Brewery,Caol and Mallaig,Cerveza,,"St Agatha's, Inverie, Knoydart, PH41 4PL",This brewery produces beer at its Caol and Mallaig unit.,,+441020103,info@knoydartbrewery.co.uk,https://www.knoydartbrewery.co.uk/,,https://www.instagram.com/knoydartbrewery,,57.040494,-5.697760,,pendiente,no comprobado,,,366,en,,,,,,gb,scotland,highland,,,,,,
wild-barn-brewery,Wild Barn Brewery,Caol and Mallaig,Cerveza,,"Unit 1 Caol Industrial Estate, Banavie, Fort William, PH33 7PH",,,,,,,https://www.instagram.com/wildbarnbrewery,,56.843461,-5.095754,,pendiente,no comprobado,,,742,,,,,,,gb,scotland,highland,,,,,,
glenfinnan-brewery,Glenfinnan Brewery,Caol and Mallaig,Cerveza,,"Sruth A Mhuilinn, Glenfinnan, PH37 4LT",,,,,,,https://www.instagram.com/glenfinnanbrewery,,56.870925,-5.444431,,pendiente,no comprobado,,,259,,,,,,,gb,scotland,highland,,,,,,
ardgour-ales,Ardgour Ales,Fort William and Ardnamurchan,Cerveza,,"Old Manse, Ardgour, Fort William, PH33 7AH",This brewery produces beer at its Fort William and Ardnamurchan unit.,,,,,,https://www.instagram.com/ardgourales,,56.764164,-5.249947,,pendiente,no comprobado,,,26,en,,,,,,gb,scotland,highland,,,,,,
ullapool-smokehouse,Ullapool Smokehouse,Ullapool,Pescado,salmon,"2 West Shore Street, Ullapool, IV26 2UR",This artisan small-scale smokehouse uses Wester Ross salmon smoked over whisky-barrel chips.,,+441854612448,info@ullapoolsmokehouse.com,https://www.ullapoolsmokehouse.com,,,,57.894412,-5.163064,,,sí,ecommerce,,710,en,,,,,,gb,scotland,highland,,,,,,
cape-wrath-oysters,Cape Wrath Oysters,Durness,Pescado,oysters,"Keoldale, Durness, Lairg, IV27 4PN",This producer farms Pacific oysters in the tidal waters of Kyle of Durness.,,+441971511797,contact@capewrathoysters.com,https://capewrathoysters.com,,,,58.568202,-4.750419,,,sí,ecommerce,,103,en,,,,,,gb,scotland,highland,,,,,,
isle-of-skye-smokehouse,Isle of Skye Smokehouse,Sconser,Pescado,smoked salmon,"Old Pier, Sconser, Isle of Skye, IV48 8TD",This smokehouse makes traditional small-batch alder-smoked salmon cured in a traditional stone cleit.,,+441478650462,info@skyesmokehouse.co.uk,https://skyesmokehouse.co.uk,,,,57.311117,-6.112792,,,sí,ecommerce,,337,en,,,,,,gb,scotland,highland,,,,,,
glenmorangie-distillery,Glenmorangie Distillery,Tain,Destilados y licores,,,,,,,https://www.glenmorangie.com/en-us/pages/visit-us,,,,,,,pendiente,no comprobado,,,880,,,,,,,gb,scotland,highland,,,,,,
isle-of-raasay-distillery,Isle of Raasay Distillery,Isle of Raasay,Destilados y licores,,,,,,,https://raasaydistillery.com/book-whisky-tours/,,,,,,,pendiente,no comprobado,,,881,,,,,,,gb,scotland,highland,,,,,,
