slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta
aigua-de-sant-aniol-sant-aniol-de-finestres,Aigua de Sant Aniol,Sant Aniol de Finestres,Bebidas,Agua mineral natural,"Can Talleda, 17154 Sant Aniol de Finestres, Girona","Productor local de agua mineral natural en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 8:00–17:00 | dimarts: 8:00–17:00 | dimecres: 8:00–17:00 | dijous: 8:00–17:00 | divendres: 8:00–15:00 | dissabte: Tancat | diumenge: Tancat,+34972449818,,http://www.santaniol.com/,,https://www.instagram.com/sant_aniol/,https://www.google.com/maps/search/?api=1&query=Aigua%20de%20Sant%20Aniol%2C%20Can%20Talleda%2C%2017154%20Sant%20Aniol%20de%20Finestres%2C%20Girona&query_place_id=ChIJ8fgvygPPuhIRVDgHRVRqvIg,42.0951579,2.5820317,/productores/catalunya/girona/aigua-de-sant-aniol-sant-aniol-de-finestres.webp,pendiente,sí,
anxoves-callol-serrats-l-escala,Anxoves Callol Serrats,L'Escala,Pescado y conservas,Anchoas de l'Escala,"Carretera Orriols, Km 20, 9, 17130 L'Escala, Girona","Productor local de anchoas de l'escala en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.","dilluns: 9:00–13:00, 15:00–19:00 | dimarts: 9:00–13:00, 15:00–19:00 | dimecres: 9:00–13:00, 15:00–19:00 | dijous: 9:00–13:00, 15:00–19:00 | divendres: 9:00–13:00, 15:00–19:00 | dissabte: 10:00–13:00 | diumenge: Tancat",+34972772577,,http://www.callolserrats.com/,https://www.facebook.com/Anxoves-Callol-Serrats-629632913864126/,https://www.instagram.com/callolserrats/,https://www.google.com/maps/search/?api=1&query=Anxoves%20Fill%20de%20J.%20Callol%20I%20Serrats%2C%20Carretera%20Orriols%2C%20Km%2020%2C%209%2C%2017130%20L'Escala%2C%20Girona&query_place_id=ChIJWxOt0TJfuhIRC26BcQwoABY,42.115204,3.1256363,/productores/catalunya/girona/anxoves-callol-serrats-l-escala.webp,pendiente,sí,
anxoves-de-l-escala-soles-l-escala,Anxoves de l'Escala Solés,L'Escala,Pescado y conservas,Anchoas y salazones de l'Escala,"Carrer Closa d'en Llop, 40, 17130 L'Escala, Girona","Productor local de anchoas y salazones de l'escala en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 8:00–19:00 | dimarts: 8:00–19:00 | dimecres: 8:00–19:00 | dijous: 8:00–19:00 | divendres: 8:00–19:00 | dissabte: 10:00–19:00 | diumenge: 10:00–14:00,+34972770357,,https://www.anxoves-soles.com/,https://www.facebook.com/anxovessoles/,https://www.instagram.com/anxoves_soles/,https://www.google.com/maps/search/?api=1&query=Anxoves%20SOL%C3%89S%20-%20L'Escala%20-%20F%C3%A0brica-Museu%2C%20Carrer%20Closa%20d'en%20Llop%2C%2040%2C%2017130%20L'Escala%2C%20Girona&query_place_id=ChIJp4uVAjFfuhIRtPJKh9ZP-R4,42.122203,3.12473,/productores/catalunya/girona/anxoves-de-l-escala-soles-l-escala.webp,pendiente,sí,
arros-estany-de-pals-pals,Arròs Estany de Pals,Pals,Arroz,Arroz de Pals,"Carretera de Pals a Torroella km 342, 17256, Girona","Productor local de arroz de pals en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 10:00–14:00 | dimarts: 10:00–14:00 | dimecres: 10:00–14:00 | dijous: 10:00–14:00 | divendres: 10:00–14:00 | dissabte: 10:00–14:00 | diumenge: Tancat,+34972636635,info@arrosestanydepals.cat,https://www.arrosestanydepals.cat/,https://www.facebook.com/arros.lestanydepals,https://www.instagram.com/arrosestanydepals/,https://www.google.com/maps/search/?api=1&query=Arr%C3%B2s%20l'Estany%20de%20Pals%2C%20Carretera%20de%20Pals%20a%20Torroella%20km%20342%2C%2017256%2C%20Girona&query_place_id=ChIJrVgFjJBXuhIRjB0EIEKWUy0,41.9899977,3.1554181,/productores/catalunya/girona/arros-estany-de-pals-pals.webp,pendiente,sí,
arros-moli-de-pals-pals,Arròs Molí de Pals,Pals,Arroz,Arroz de Pals,"Barri del Molí, 1, 17256, Girona","Productor local de arroz de pals en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 8:30–16:00 | dimarts: 8:30–16:00 | dimecres: 8:30–16:00 | dijous: 8:30–16:00 | divendres: 8:30–16:00 | dissabte: Tancat | diumenge: Tancat,+34972636706,,http://www.arrosmolidepals.com/,https://www.facebook.com/arrosdepalssl/,https://www.instagram.com/arrosmolidepals/,https://www.google.com/maps/search/?api=1&query=Arr%C3%B2s%20de%20Pals%2CS.L.%2C%20Barri%20del%20Mol%C3%AD%2C%201%2C%2017256%2C%20Girona&query_place_id=ChIJ9z58AsRWuhIRKYeSLsCib3o,41.9979618,3.1503844,/productores/catalunya/girona/arros-moli-de-pals-pals.webp,pendiente,sí,
cafes-cornella-fornells-de-la-selva,Cafès Cornellà,Fornells de la Selva,Café,Café tostado,"Carrer Llevant, 4-6, 17458 Fornells de la Selva, Girona","Productor local de café tostado en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 10:00–18:00 | dimarts: 10:00–18:00 | dimecres: 10:00–18:00 | dijous: 10:00–18:00 | divendres: 10:00–14:00 | dissabte: Tancat | diumenge: Tancat,+34972476300,cafescornella@cafescornella.coffee,https://www.cafescornella.coffee/,https://www.facebook.com/Caf%C3%A8s-Cornell%C3%A0-198539730177445,https://www.instagram.com/cafescornella/,https://www.google.com/maps/search/?api=1&query=Caf%C3%A8s%20Cornell%C3%A0%2C%20Carrer%20Llevant%2C%204-6%2C%2017458%20Fornells%20de%20la%20Selva%2C%20Girona&query_place_id=ChIJexdvI43guhIRMwscIqVcz-U,41.9332925,2.7969783,/productores/catalunya/girona/cafes-cornella-fornells-de-la-selva.webp,pendiente,sí,
can-moragues-riudarenes,Can Moragues,Riudarenes,Conservas y huerta,"Salsas, mermeladas y productos ecológicos","C-63, km. 21,1, 17421 Riudarenes, Girona","Productor local de salsas, mermeladas y productos ecológicos en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: Tancat | dimarts: Tancat | dimecres: Tancat | dijous: 10:00–18:00 | divendres: 10:00–20:00 | dissabte: 9:00–20:00 | diumenge: 9:00–16:00,+34872220024,,https://www.canmoragues.org/,https://www.facebook.com/canmoragues,https://www.instagram.com/canmoragues/,https://www.google.com/maps/search/?api=1&query=El%20Rebost%20de%20Can%20Moragues%2C%20C-63%2C%20km.%2021%2C1%2C%2017421%20Riudarenes%2C%20Girona&query_place_id=ChIJ72IWeDIhuxIRY6EnhzLFbaM,41.8387326,2.7014063,/productores/catalunya/girona/can-moragues-riudarenes.webp,pendiente,no,
celler-arche-pages-capmany,Celler Arché Pagès,Capmany,Bodega,Vinos DO Empordà,"Carrer Sant Climent, 33, 17750 Capmany, Girona","Productor local de vinos do empordà en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",dilluns: 9:00–19:00 | dimarts: 9:00–19:00 | dimecres: 9:00–19:00 | dijous: 9:00–19:00 | divendres: 9:00–19:00 | dissabte: 9:00–13:00 | diumenge: Tancat,+34626647251,,http://ca.cellerarchepages.com/,https://www.facebook.com/celler.pages.9,https://www.instagram.com/arche_pages,https://www.google.com/maps/search/?api=1&query=Arch%C3%A9%20Pag%C3%A8s%2C%20Carrer%20Sant%20Climent%2C%2033%2C%2017750%20Capmany%2C%20Girona&query_place_id=ChIJjU1ILL-auhIRy8EHIZXWrrY,42.3746669,2.923919,/productores/catalunya/girona/celler-arche-pages-capmany.webp,pendiente,no,
celler-can-sais-vall-llobrega,Celler Can Sais,Vall-llobrega,Bodega,Vinos DO Empordà,"Raval de Dalt, 1, 17253 Vall-llobrega, Girona","Productor local de vinos do empordà en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.","dilluns: 9:00–12:00, 16:00–19:00 | dimarts: 9:00–12:00, 16:00–19:00 | dimecres: 9:00–12:00, 16:00–19:00 | dijous: 9:00–12:00, 16:00–19:00 | divendres: 9:00–12:00, 16:00–19:00 | dissabte: 9:00–12:00 | diumenge: 9:00–12:00",+34972318033,correu@cellercansais.com,http://www.cellercansais.com/,https://www.facebook.com/cansaisceller/,,https://www.google.com/maps/search/?api=1&query=Celler%20Can%20Sais%20-%20Vins%20naturals%2C%20Raval%20de%20Dalt%2C%201%2C%2017253%20Vall-llobrega%2C%20Girona&query_place_id=ChIJ65SI9kdVuhIRrAfTHbb2e4g,41.888226,3.1179882,/productores/catalunya/girona/celler-can-sais-vall-llobrega.webp,pendiente,no,
celler-d-en-guilla-rabos,Celler d'en Guilla,Rabós,Bodega,Vinos DO Empordà y garnachas dulces,"17755 Delfià, Girona","Productor local de vinos do empordà y garnachas dulces en la provincia de Girona, incorporado desde fuentes públicas de producto de proximidad y verificado con Google Maps.",Consultar web,,info@cellersdenguilla.com,https://www.cellersdenguilla.com/,,https://www.instagram.com/cellersdenguilla/,https://www.google.com/maps/search/?api=1&query=Cellers%20d'en%20Guilla%2C%2017755%20Delfi%C3%A0%2C%20Girona&query_place_id=ChIJ5WbFYACHuhIRnMnpT0c_M2M,42.3598228,3.0336805,/productores/catalunya/girona/celler-d-en-guilla-rabos.webp,pendiente,sí,
