slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
old-mill-brewing,Old Mill Brewing Co.,Bengaluru,Cerveza,,"Gunjur Road, Varthur, Bengaluru, Karnataka 560087","Craft brewery and taproom on Gunjur Road in Varthur, east Bengaluru, brewing on site.",,+918084798479,info@oldmillbrewing.com,https://oldmillbrewing.com/,,,,12.92452,77.73708,,pendiente,no comprobado,,,115,en,,,,,,in,southern,karnataka,,,,,,
abv-artisanal-bier-village,ABV - Artisanal Bier Village,Bengaluru,Cerveza,,"Hoodi, Whitefield, Bengaluru, Karnataka","Microbrewery in Hoodi, Whitefield, brewing its own beers on the premises.",,,,https://abvblr.com/,,,,12.99147,77.71967,,pendiente,no comprobado,,,2,en,,,,,,in,southern,karnataka,,,,,,
amrut-distilleries,Amrut Distilleries,Bengaluru,Destilados y licores,Amrut Indian Single Malt,"JNR City Centre, Raja Rammohan Roy Road, Bengaluru, Karnataka 560027","Bengaluru distiller founded in 1948, known for having released the first Indian single malt whisky.",,+918022481111,info@amrutdistilleries.com,https://amrutdistilleries.com/,,,,12.97912,77.59130,,pendiente,no comprobado,,,10,en,,,,,,in,southern,karnataka,,,,,,
ainmane-coffee-specialty-foods,Ainmane Coffee & Specialty Foods,Madikeri,Café,,,Ainmane Coffee & Specialty Foods is a coffee producer and roaster in Madikeri making coffee.,,+918971917648,support@ainmane.com,https://ainmane.com,,,,12.41667,75.73333,,pendiente,sí,ecommerce,,6,en,,,,,,in,southern,karnataka,,,,,,
arbor-brewing-company,Arbor Brewing Company (ABC),Bengaluru,Cerveza,,,Arbor Brewing Company (ABC) is a brewery in Bengaluru making beer brewed on site.,,+918050144477,info@arborbrewing.in,https://arborbrewing.in,,,,12.97912,77.59130,,pendiente,no,,,13,en,,,,,,in,southern,karnataka,,,,,,
big-banyan-wines,Big Banyan Wines,Bengaluru,Vino,,"Survey No. 8/1, Chunchunkuppe Village, Tavarekere Hobli, Bengaluru South Taluk, Karnataka 562130",Winery and visitor vineyard in Bengaluru South making wines from Indian-grown grapes,,,,https://bigbanyanwines.com/,,,,12.97912,77.59130,,pendiente,no,,,26,en,,,,,,in,southern,karnataka,,,,,,
byg-brewski-brewing-company,Byg Brewski Brewing Company,Bengaluru,Cerveza,,,Byg Brewski Brewing Company is a brewery in Bengaluru making beer brewed on site.,,+918047166245,m.hnr@bygbrewski.com,https://bygbrewski.com,,,,12.97912,77.59130,,pendiente,no,,,30,en,,,,,,in,southern,karnataka,,,,,,
campco,CAMPCO (The Central Arecanut and Cocoa Marketing and Processing Co-operative),Puttur,Chocolate,,,CAMPCO (The Central Arecanut and Cocoa Marketing and Processing Co-operative) is a chocolate maker in Puttur making chocolate.,,+918242888200,info@campco.org,https://www.campco.org,,,,,,,pendiente,no,,,33,en,,,,,,in,southern,karnataka,,,,,,
grover-zampa-vineyards-nandi-hills-doddaballapur,Grover Zampa Vineyards — Nandi Hills,Doddaballapur,Vino,,"63, Raghunathapura, Devanahalli Road, Doddaballapur, Karnataka 561203",Winery and vineyard site at Nandi Hills producing Grover Zampa wines from hand-harvested grapes,,+916366946331,info@groverzampa.in,https://www.groverzampa.in/,,,,,,,pendiente,no,,,65,en,,,,,,in,southern,karnataka,,,,,,
halli-berri-coffee-estate,Halli Berri Coffee Estate,Chikkamagaluru,Café,,"Kambihalli Estate, Santaveri Post, State Highway 57, Athigiri, Chikkamagaluru District, Karnataka 577137",Family-run coffee estate at Kambihalli growing coffee under a biodiverse shade canopy and selling its own beans,,+919819491067,info.halliberri@gmail.com,https://halliberri.com/,,,,13.31667,75.78333,,pendiente,no,,,67,en,,,,,,in,southern,karnataka,,,,,,
