slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
adega-cooperativa-de-vidigueira-cuba-e-alvito,"Adega Cooperativa de Vidigueira, Cuba e Alvito",Vidigueira,Vino,,"Bairro Industrial, 7960-305 Vidigueira",,,+351284437240,export@adegavidigueira.pt,http://www.adegavidigueira.pt,,,https://www.google.com/maps/search/?api=1&query=Adega%20Cooperativa%20de%20Vidigueira%2C%20Cuba%20e%20Alvito%2C%20Bairro%20Industrial%2C%207960-305%20Vidigueira&query_place_id=ChIJwwDdqxYIGg0RVM3mab8mBFE,38.2067914,-7.7995519,,parcial,no comprobado,,,43,
adega-do-montado,Adega do Montado,Serpa,Vino,,"Monte das Bagas de Ouro – Brinches, 7830-230 Serpa",,,+351932681545,registos@adegadomontado.pt,http://adegadomontado.pt,,,,37.933330,-7.583330,,parcial,no comprobado,,,58,
casa-clara,Casa Clara,Serpa,Vino,,"Parque Industrial de Pias, Lote 26, 7830-212 Pias SRP",,,+351966003019,info@casaclara.pt,http://www.casaclara.pt,,,,37.933330,-7.583330,,parcial,no comprobado,,,187,
cortes-de-cima,Cortes de Cima,Vidigueira,Vino,,"Cortes de Cima, 7960-189 Vidigueira",,,+351284460060,sales@cortesdecima.pt,http://www.cortesdecima.pt,,,https://www.google.com/maps/search/?api=1&query=Cortes%20de%20Cima%2C%20Cortes%20de%20Cima%2C%207960-189%20Vidigueira&query_place_id=ChIJaffsP1ynEA0R1wg-k0LjxZI,38.1614167,-7.7246667,,parcial,no comprobado,,,297,
brind-art-wines,Brind'Art Wines,Vidigueira,Vino,,"Herdade da Azinheira, 7960-196 Selmes",,,+351926755379,lealbrindart@gmail.com,http://www.brindartwines.com,,,https://www.google.com/maps/search/?api=1&query=Brind%27Art%20Wines%2C%20Herdade%20da%20Azinheira%2C%207960-196%20Selmes&query_place_id=ChIJ_xDdVEynEA0RwMdktOhcrZI,38.146562,-7.771313,,parcial,no comprobado,,,151,
herdade-da-malhadinha-nova,Herdade da Malhadinha Nova,Beja,Vino,,"ALBERNOA, 7800-601 BEJA",,,+351289510460,mariana.sameiro@malhadinhanova.pt,http://www.malhadinhanova.pt,,,https://www.google.com/maps/search/?api=1&query=Herdade%20da%20Malhadinha%20Nova%2C%20ALBERNOA%2C%207800-601%20BEJA&query_place_id=ChIJbfzpdONkGg0RZITScMc_mgI,37.8214237,-7.9779510,,parcial,no comprobado,,,426,
herdade-monte-do-vau,Herdade Monte do Vau,Beja,Vino,,"Lugar Monte do Vau, Quintos, 7800-661 BEJA",,,+351966052219,info@herdadedovau.com,http://www.herdadedovau.com,,,https://www.google.com/maps/search/?api=1&query=Herdade%20Monte%20do%20Vau%2C%20Lugar%20Monte%20do%20Vau%2C%20Quintos%2C%207800-661%20BEJA&query_place_id=ChIJ_5cNQm6bEA0RZiH2THqBFXM,37.926813,-7.682688,,parcial,no comprobado,,,433,
honrado-vineyards,Honrado Vineyards,Vidigueira,Vino,,"Rua General Humberto Delgado 17, 7960-446 Vila de Frades",,,+351911524478,info@honrado.pt,http://www.honrado.pt,,,https://www.google.com/maps/search/?api=1&query=Honrado%20Vineyards%2C%20Rua%20General%20Humberto%20Delgado%2017%2C%207960-446%20Vila%20de%20Frades&query_place_id=ChIJGQIgtcQOGg0RTiZIZDTE2Gs,38.213812,-7.822312,,parcial,no comprobado,,,434,
monge-e-filhas,Monge e Filhas,Serpa,Vino,,"Zona de Armazéns, Lotes D e E, 7830-459 Serpa",,,+351966330697,paulovareia.vinhosdeserpa@gmail.com,http://www.vinhosdeserpa.com,,,https://www.google.com/maps/search/?api=1&query=Monge%20e%20Filhas%2C%20Zona%20de%20Armaz%C3%A9ns%2C%20Lotes%20D%20e%20E%2C%207830-459%20Serpa&query_place_id=ChIJvT-csKOREA0RgLl9Hk7y_SM,37.948188,-7.594312,,parcial,no comprobado,,,517,
monte-do-trevo,Monte do Trevo,Beja,Vino,,"Herdade dos Grous, 7800-601 Albernoa","Herdade agrícola con producción propia de vinos y aceite, agricultura biológica y actividades de enoturismo.",,+351284960000,maria.amelia@herdadedosgrous.pt,https://herdade-dos-grous.com/pt,,,,38.015560,-7.865280,,verificado,no comprobado,,Aceite,522,es
