slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
fixed-wheel-brewery,Fixed Wheel Brewery,Halesowen,Cerveza,beer,"Fixed Wheel Brewery Ltd, Unit 9, Long Lane Trading Estate, Halesowen, B62 9LD",Fixed Wheel Brewery produces beer at its Halesowen site.,,+447766162794,,https://fixedwheelbrewery.co.uk/,,,,52.471387,-2.035031,,verificado,no comprobado,,
birmingham-brewing-company,Birmingham Brewing Company,Birmingham,Cerveza,beer,"Unit 17 Stirchley Trading Estate, Hazelwell Road, Birmingham, B30 2PF",Independent brewery producing vegan and gluten-free beers at its Stirchley brewery and taproom.,Thu-Fri 16:00-22:00; Sat 12:00-22:00; Sun 12:00-19:00,+441217240399,,https://www.birminghambrewingcompany.co.uk/,,,,52.426503,-1.917506,,verificado,sí,ecommerce,
glasshouse-beer-co,GlassHouse Beer Co,Birmingham,Cerveza,craft beer,"Unit 6B Waterside Business Park, 1649-1652 Pershore Road, Birmingham, B30 3DR",GlassHouse brews beer in Stirchley and sells it through its on-site taproom and online shop.,Wed 17:00-late; Fri 16:00-21:00; Sat 13:00-21:00,,trade@glasshousebeer.co.uk,https://glasshousebeer.co.uk/,,,,52.420950,-1.922428,,verificado,sí,ecommerce,
52-degrees-brewing,52 Degrees Brewing,Brownhills,Cerveza,ales,"Units 8A-11A Gatehouse Trading Estate, Lichfield Road, Brownhills, Walsall, WS8 6JZ",Independent brewery producing cask and keg beer as well as bottles cans and mini-kegs in Brownhills.,,,info@52degreesbrewing.com,https://52degreesbrewing.com/,,,,52.652664,-1.919980,,verificado,sí,ecommerce,
new-invention-brewery,New Invention Brewery,Bloxwich,Cerveza,craft beer,"Unit 2 Pinfold Industrial Estate, Bloxwich, Walsall, WS3 3JS",Modern independent brewery producing and selling its own beer from its Bloxwich site.,,+447955629538,hello@newinventionbrewery.co.uk,https://newinventionbrewery.co.uk/,,,,52.613100,-1.999390,,verificado,sí,ecommerce,
newbridge-brewery,Newbridge Brewery,Bilston,Cerveza,real ale,"Units 3-4 Moseley Road, Bilston, Wolverhampton, WV14 6JD",Independent microbrewery producing its own Newbridge beers and brewing the current Morton range in Bilston.,,+447970456052,james@newbridgebrewery.co.uk,https://www.newbridgebrewery.co.uk/,,,,52.574589,-2.062235,,parcial,no comprobado,,
sarah-hughes-brewery,Sarah Hughes Brewery,Sedgley,Cerveza,Dark Ruby Mild,"Beacon Hotel, 129 Bilston Street, Sedgley, Dudley, DY3 1JE",Historic tower brewery producing traditional cask ales on the premises behind the Beacon Hotel.,,+441902883381,sarahhughesbrewery@gmail.com,https://sarahhughesbrewery.co.uk/,,,,52.543515,-2.115598,,verificado,no comprobado,,
west-midlands-distillery,West Midlands Distillery,Brierley Hill,Destilados y licores,English single malt whisky,"Units 22-24 Waterfront East, Level Street, Brierley Hill, DY5 1XG",Working family distillery crafting whisky gin rum vodka and liqueurs at its Brierley Hill production site.,,,enquiries@westmidlandsdistillery.co.uk,https://www.westmidlandsdistillery.co.uk/,,,,52.486376,-2.114859,,verificado,sí,ecommerce,
green-duck-beer,Green Duck Beer Co,Oldswinford,Cerveza,,"Unit 13, Gainsborough Trading Estate, Rufford Road, Oldswinford, DY9 7ND","Brewery producing beer at its Dudley, unparished area unit.",,,beer@greenduckbrewery.co.uk,https://greenduckbrewery.co.uk/,,https://www.instagram.com/green_duck_brewery,,52.453132,-2.130944,,parcial,no comprobado,,
attic-brew,Attic Brew Co,Birmingham,Cerveza,,"D And A Protection Unit 3r2, 29B Mary Vale Road, Birmingham, B30 2DA","Brewery producing beer at its Birmingham, unparished area unit.",,,,https://www.atticbrewco.com/,,https://www.instagram.com/atticbrewco,,52.48,-1.9025,,parcial,no comprobado,,
