slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
hobsons-brewery,Hobsons Brewery,Cleobury Mortimer,Cerveza,,"Newhouse Farm, Tenbury Road, Cleobury Mortimer, Shropshire DY14 8RB",Farm brewery near Cleobury Mortimer brewing cask and bottled ales for the Welsh Marches.,,+441299270837,beer@hobsons-brewery.co.uk,https://www.hobsons-brewery.co.uk/,https://www.facebook.com/HobsonsBeers,https://www.instagram.com/hobsonsbrewery,,52.376484,-2.485139,,pendiente,sí,ecommerce,,314,en,,,,,,gb,west-midlands,shropshire,,,,,,
the-rare-dairy,The Rare Dairy,Whitchurch Rural,Lácteos y quesos,dairy products,"Abbey Farm, Ash, Whitchurch, Shropshire, SY13 4DP",The Rare Dairy produces dairy products at its Whitchurch Rural site.,,,,https://the-rare.co.uk/,,,,52.958653,-2.635675,,,no comprobado,,,674,en,,,,,,gb,west-midlands,shropshire,,,,,,
ludlow-farmshop,Ludlow Farmshop,Bromfield,Carne,"beef, lamb, pork","Ludlow Food Centre, Bromfield, Shropshire, SY8 2JR","Ludlow Farmshop produces beef, lamb, pork at its Bromfield site.",,+441584856000,,https://ludlowfarmshop.co.uk/,,,,52.38834,-2.761587,,,no comprobado,,Lácteos y quesos|Pan y cereal|Miel,417,en,,,,,,gb,west-midlands,shropshire,,,,,,
distinct-distillers,Distinct Distillers,Farley,Destilados y licores,British rum and spirits,"Oil Storage Much Wenlock Road, Farley, Much Wenlock, Shropshire, TF13 6NX",Distinct Distillers produces British rum and spirits at its Farley distillery.,,,,https://www.distinctdistillers.co.uk/,,,,52.616785,-2.541939,,,no comprobado,,,179,en,,,,,,gb,west-midlands,shropshire,,,,,,
kirkwood-distillery,Kirkwood Distillery,Stanton Lacy,Destilados y licores,gin and spirits,"Unit 5 Church Farm Studios, Stanton Lacy, Shropshire, SY8 2AE",Kirkwood Distillery produces gin and spirits at its Stanton Lacy distillery.,,,,https://www.kirkwooddistillery.co.uk/,,,,52.405354,-2.741051,,,no comprobado,,,363,en,,,,,,gb,west-midlands,shropshire,,,,,,
noble-craft-brewing,Noble Craft Brewing,Spoonley,Cerveza,craft beer,"Little Acorns, Spoonley, Shropshire, TF9 3SR",Noble Craft Brewing produces craft beer at its Spoonley brewery.,,,,https://noblecraftbrewing.co.uk/,,,,52.919293,-2.499235,,,no comprobado,,,472,en,,,,,,gb,west-midlands,shropshire,,,,,,
nothing-bound-brewing,Nothing Bound Brewing Co,Neen Savage,Cerveza,craft beer,"Units 2 And 4 Upper Baveney Park Baveney Lane, Neen Savage, Cleobury Mortimer, Shropshire, DY14 8LF",Nothing Bound Brewing Co produces craft beer at its Neen Savage brewery.,,,,https://nothingbound.co.uk/,,,,52.411823,-2.458373,,,no comprobado,,,480,en,,,,,,gb,west-midlands,shropshire,,,,,,
revolution-brewery,Revolution Brewery,Stoke Heath,Cerveza,craft beer,"Unit D14 Rosehill Industrial Estate Rosehill Road, Stoke Heath, Shropshire, TF9 2JU",Revolution Brewery produces craft beer at its Stoke Heath brewery.,,,,https://www.revolutionbrewery.beer/,,,,52.864722,-2.51315,,,no comprobado,,,540,en,,,,,,gb,west-midlands,shropshire,,,,,,
shropshire-distillery,The Shropshire Distillery Limited,Ellesmere,Destilados y licores,"small-batch gin, vodka and liqueurs","Unit 17 Ellesmere Business Park Oswestry Road, Ellesmere, Shropshire, SY12 0EW","The Shropshire Distillery Limited produces small-batch gin, vodka and liqueurs at its Ellesmere distillery.",,,,https://www.theshropshiredistillery.co.uk/,,,,52.902911,-2.909118,,,no comprobado,,,676,en,,,,,,gb,west-midlands,shropshire,,,,,,
the-ludlow-nut-company,The Ludlow Nut Company,Ludlow,Frutos secos,,,,,,,https://www.ludlownut.co.uk/trade,,,,,,,pendiente,no comprobado,,,902,,,,,,,gb,west-midlands,shropshire,,,,,,
pimhill-farm,Pimhill Farm,Prees Heath,Legumbres y cereales,,,,,,,https://www.pimhill.com/our-farm-now/,,,,,,,pendiente,no comprobado,,,903,,,,,,,gb,west-midlands,shropshire,,,,,,
shropshire-spice-co,Shropshire Spice Co.,Clun,Condimentos,,,,,,,https://shropshire-spice.co.uk/contact/,,,,,,,pendiente,no comprobado,,,904,,,,,,,gb,west-midlands,shropshire,,,,,,
bennett-and-dunn,Bennett & Dunn,Rhiston,Aceite,,,,,,,https://www.bennettanddunn.co.uk/contact-us,,,,,,,pendiente,no comprobado,,,905,,,,,,,gb,west-midlands,shropshire,,,,,,
