producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
3,descripcion,es,c27bd13410c439e6342bfe699bf1a77544df98a1be17c33aed00db74c5de54a8,"Handwerkliche Werkstatt in Barmbek zum Mischen und Mahlen reiner Gewürze; von Hand hergestellte Mischungen ohne Konservierungsstoffe, Zucker oder Trennmittel.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
5,descripcion,es,4a79dde7b9dc949dfbcb1192defba4cbe6cf998249ff4535d087d2d68d9316c3,"Handwerkliche Spezialitätenrösterei in Berlin mit eigenem Roastery & Lab am Alexanderplatz, Direktimport, Cafés und Onlineshop.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
6,descripcion,es,c2f75010539a5c7ef4f7e48d845316a4b56ce39bae99506fa304607fea0c648a,"Handwerkliche Spezialitätenrösterei und Café in Hannover (Nordstadt) seit 2010. Eigene, offen einsehbare Trommelröstung, direkt gehandelter Bio-Kaffee, Café und Onlineshop.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
7,descripcion,es,4e971c90c39718757adafc795cce8036da4378f9ba2a0a9fef7783f9482bb44a,"Traditionelle Herstellung des ""Bremer Babbeler"", des historischen Pfefferminz-Karamellriegels aus Bremen.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
9,descripcion,en,29fc8b7d377ce4b8a2c0f422399873d1093b1e24a77a14df15f17e96e08fa66d,"Aal- & Forellenräucherei Hoffmann fängt Forellen, Aale, Zander, Hechte und Barsche und verarbeitet in ihrem Betrieb in Damme das eigene Fischangebot; der Verkauf erfolgt direkt vor Ort.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
10,descripcion,en,e228d8f261050866346cbc9a020a8c1e24ccc8d5eefc174b013c2e8f9ae07370,Aalräucherei Friedrich Bruns verarbeitet in ihrem Betrieb in Bad Zwischenahn Räucherfisch und verkauft ihn direkt vor Ort.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
13,descripcion,es,75a7f8edd832d2c7f459404461fb943af6a56698fcf75c3d6c62286c39fc2152,Ökologischer Betrieb mit Angus- und Charolais-Rindern sowie 1400 Hektar Getreidefläche; er lagert die eigene Ernte und verkauft sie an Mühlen und Futtermittelhersteller.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
14,descripcion,en,2a5590c7910ab082948932102abf9bdc9fc0372d9db344f0295df0f43fce6a42,Benediktinerabtei mit Bioland-Betrieb und Direktverkauf ihrer saisonalen Erzeugnisse im Klosterladen.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
15,descripcion,es,bd2470a98c79b6c2d967821094e30bb9322ea6a7fcdad36c9dcdbfee164304ed,"Historische Manufaktur für handwerklich hergestellte Liköre und Spirituosen mit *Absinth 66*, Gin, Kräuterlikören und Brennereimuseum.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
23,descripcion,es,ae181e063ce5386bf9627f4d34fc95f3a45a2046407cc50bfeaf67948d3795e3,Ökologischer Landwirtschaftsbetrieb in Gräbendorf mit Direktverkauf von Geflügelfleisch.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
