producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
3,descripcion,es,c27bd13410c439e6342bfe699bf1a77544df98a1be17c33aed00db74c5de54a8,"Artisanal workshop in Barmbek blending and grinding pure spices; hand-made blends without preservatives, sugars or anti-caking agents.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
4,descripcion,de,786a5245531a0f1e169ec67330fb634d6ed1d40e4818ad4265c6203934bd1a04,Brewpub producing its own beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
5,descripcion,es,4a79dde7b9dc949dfbcb1192defba4cbe6cf998249ff4535d087d2d68d9316c3,"Artisanal speciality coffee roaster from Berlín, with its Roastery & Lab in Alexanderplatz, direct imports, cafés and an online shop.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
6,descripcion,es,c2f75010539a5c7ef4f7e48d845316a4b56ce39bae99506fa304607fea0c648a,"Artisanal roastery and speciality café in Hannover (Nordstadt) since 2010. Its own visible drum roasting, directly traded organic coffee, café and online shop.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
7,descripcion,es,4e971c90c39718757adafc795cce8036da4378f9ba2a0a9fef7783f9482bb44a,"Traditional production of Bremer Babbeler, the historic peppermint candy stick originating in Bremen.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
13,descripcion,es,75a7f8edd832d2c7f459404461fb943af6a56698fcf75c3d6c62286c39fc2152,Organic farm with Angus and Charolais cattle and 1400 hectares of grain crops; it stores its own harvest and sells it to mills and feed manufacturers.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
15,descripcion,es,bd2470a98c79b6c2d967821094e30bb9322ea6a7fcdad36c9dcdbfee164304ed,"Historic factory producing artisanal liqueurs and spirits, including Absinth 66, gin and herbal liqueurs, with a distillery museum.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
19,descripcion,de,9900ec0ef26e6f9116c7f95376c845503095b3bb5f5d2c1035e6478f67d05305,Brewery producing its own beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
23,descripcion,es,ae181e063ce5386bf9627f4d34fc95f3a45a2046407cc50bfeaf67948d3795e3,Organic farm in Gräbendorf with direct sales of poultry meat.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
24,descripcion,es,4b4111b3116be53ff633616b4069358e5cb9dcb82dc89d6cca35b0a1e3d79d22,Organic farm with potatoes and grain available upon enquiry.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
25,descripcion,es,e183af6848837759873639c1d38e4567ca3a186e7cb423bbfe54168b227eabd4,Organic family farm with around 950 ewes and its own grain and asparagus crops; it offers farm-gate sales by appointment outside the season.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
26,descripcion,es,cd0346c1e57b84513e4fe9b590bc521754e1a170faa18e555e10357e26805269,Farm in Sperenberg with a Hofladen for potatoes and other agricultural products and seasonal asparagus sales.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
27,descripcion,es,a2eca395467ae73a14d9597f83a0477abd53e4239060ecdb4ed7656a4bd7c6ab,Organic subsidiary of the Agraset agricultural group; the group sells grain and potatoes grown on its own land at its Landmarkt.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
30,descripcion,es,823bae932d362da1d587816ffc1272c4d55fee1d9c8003094159f1f8e2388ccb,"Artisanal bakery in Kreuzberg with an integrated in-house bakery; long sourdough fermentation, organic flours and pastries (Queen A).",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
31,descripcion,de,974f4977ce2af1beb087cd48a4cf08520d07360888be7d14484aec45b5758eaf,Small craft brewery in Crivitz.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
34,descripcion,de,9900ec0ef26e6f9116c7f95376c845503095b3bb5f5d2c1035e6478f67d05305,Brewery producing its own beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
36,descripcion,es,e66e33f2fe0e2b7a35d1ef67a43ad4f6e329025f028fd3f1481656189f19efc2,"Organic farm run by Randy and Markus Aller, with its own livestock and direct sales of meat, sausages, raw milk and other farm products.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
39,descripcion,de,786a5245531a0f1e169ec67330fb634d6ed1d40e4818ad4265c6203934bd1a04,Brewpub producing its own beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
41,descripcion,de,9900ec0ef26e6f9116c7f95376c845503095b3bb5f5d2c1035e6478f67d05305,Brewery producing its own beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
42,descripcion,de,ce3e9f8264f94c3f2f3911bad141a7425002f0d4b5adef87795e3f323d176db1,Brewpub at Elbe Resort producing its own Herzbräu beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
44,descripcion,de,9900ec0ef26e6f9116c7f95376c845503095b3bb5f5d2c1035e6478f67d05305,Brewery producing its own beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
45,descripcion,de,1213f0b4728adad2e9c50f032bf8758b77ed32841344fed5176009ecef01f529,Regional brewery with its own production and a brewery museum.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
46,descripcion,de,9900ec0ef26e6f9116c7f95376c845503095b3bb5f5d2c1035e6478f67d05305,Brewery producing its own beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
48,descripcion,de,9900ec0ef26e6f9116c7f95376c845503095b3bb5f5d2c1035e6478f67d05305,Brewery producing its own beer.,machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
49,descripcion,es,15f7fdb98c46181c7f542d66491ea8bbb695e6208295ac30da63252985d8df46,"Historic producer of traditional regional sausages, beechwood-smoked sausages and game specialities.",machine,codex-subagent,gpt-5.6-sol-2026-08-24,chisan-description-v10,2026-08-24.3
