slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
aranberry-plantacion-de-arandanos-venta-de-arandanos-frescos-zumo-de-arandanos-orujo-y-mermelada,Aranberry,Helguera,Fruta y verdura,"Arándanos frescos, zumo, licor y mermelada","Bo. la Torre, 2, 39860 Helguera, Cantabria, Spain",Plantación de arándanos de Rasines con elaborados propios y tienda online.,,+34638536227,,https://aranberry.com/,,,https://www.google.com/maps/search/?api=1&query=ARANBERRY%20Plantaci%C3%B3n%20de%20ar%C3%A1ndanos.%20Venta%20de%20ar%C3%A1ndanos%20frescos%2C%20zumo%20de%20ar%C3%A1ndanos%2C%20orujo%20y%20mermelada&query_place_id=ChIJ7Z3tK6PCTg0RzkAGcILd_n8,43.2948302,-3.4289173,,verificado,sí,ecommerce,
bodega-bahia-de-santander,Bodega Bahía de Santander,Ribamontán al Mar,Vino,Vino y licores,"Diseminado Castanedo, 55, 39150, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34621418433,,https://www.bodegabahiasantander.com/,,https://www.instagram.com/bodegabahiasantander/,https://www.google.com/maps/search/?api=1&query=Bodega%20Bah%C3%ADa%20de%20Santander&query_place_id=ChIJBzjCRgC1Tg0RTLdHVpfCPkU,43.44296490000001,-3.685789,,verificado,no comprobado,,
bodega-hortanza,Bodega Hortanza,Trebuesto,Vino,Vino y licores,"39880 Trebuesto, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34699791449,,https://hortanza.com/,,https://www.instagram.com/hortanza/,https://www.google.com/maps/search/?api=1&query=Bodega%20Hortanza&query_place_id=ChIJsSVFwk3vTg0RrN397BREiGo,43.3329288,-3.3117425,/productores/es/cantabria/cantabria/bodega-hortanza.webp,verificado,sí,marketplace,
bodega-picos-de-cabariezo,Bodega Picos De Cabariezo,Cabezón de Liébana,Vino,Vino y licores,"Lugar Barrio, Pob. Cabariezo, 0 S N, 39571 Cabezón de Liébana, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34942735177,,https://vinosylicorespicos.es/,,https://www.instagram.com/bodega_picos_de_cabariezo/,https://www.google.com/maps/search/?api=1&query=Bodega%20Picos%20De%20Cabariezo&query_place_id=ChIJPwcFYEeySQ0RCKKH4B4EtMY,43.1410297,-4.589925099999999,/productores/es/cantabria/cantabria/bodega-picos-de-cabariezo.webp,verificado,sí,marketplace,
bodega-y-vinedo-senorio-del-pas,Bodega y Viñedo Señorío del Pas,Villafufre,Vino,Vino y licores,"Cam. de Villafufre, 39638 Villafufre, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34630543351,,http://www.senoriodelpas.es/,,https://www.instagram.com/bodegasenoriodelpas/,https://www.google.com/maps/search/?api=1&query=Bodega%20y%20Vi%C3%B1edo%20Se%C3%B1or%C3%ADo%20del%20Pas&query_place_id=ChIJJccCayEwSQ0RSKqG3dNrpyI,43.267506,-3.882241,,verificado,no comprobado,,
bodegas-behetria,Bodegas Behetría,Villayuso de Cieza,Vino,Vino y licores,"39407 Villayuso de Cieza, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34609459398,,http://bodegasbehetria.es/,,,https://www.google.com/maps/search/?api=1&query=Bodegas%20Behetr%C3%ADa&query_place_id=ChIJ7biTHmEYSQ0RrWjV-i608KY,43.222285,-4.0878719,,parcial,no comprobado,,
bodegas-igarmi-s-l,Bodegas Igarmi S.L.,Heras,Vino,Vino y licores,"Poligono Industrial de Heras, 311, 39792 Heras, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34942540272,info@bodegasigarmi.com,https://bodegasigarmi.com/,,https://www.instagram.com/bodegas_igarmi/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Igarmi%20S.L.&query_place_id=ChIJkQgIJbk1SQ0RomyQqB5ObUw,43.395662,-3.8011327,/productores/es/cantabria/cantabria/bodegas-igarmi-s-l.webp,verificado,no comprobado,,
bodegas-sel-d-aiz,Bodegas Sel D'Aiz,Castillo Pedroso,Vino,Vino y licores,"Bº Cotorral s/n, 39699 Castillo Pedroso, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34600549586,,https://www.seldaiz.com/,,https://www.instagram.com/bodegasseldaiz/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Sel%20D%27Aiz&query_place_id=ChIJYRDyeUEkSQ0R8mWVQm6G-5o,43.2069667,-3.963662,/productores/es/cantabria/cantabria/bodegas-sel-d-aiz.webp,verificado,no comprobado,,
bodegas-vidular,Bodegas Vidular,Bárcena de Cicero,Vino,Vino y licores,"Bo. Vidular, 7, 39761 Bárcena de Cicero, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34619710302,,https://www.bodegasvidular.es/,,https://www.instagram.com/enoturismoencantabria/,https://www.google.com/maps/search/?api=1&query=Bodegas%20Vidular&query_place_id=ChIJ____AjrBTg0R7Z3Jk00QOts,43.3777505,-3.5291807,/productores/es/cantabria/cantabria/bodegas-vidular.webp,verificado,no comprobado,,
bodegas-vina-carmina-16,Bodegas VIÑA CARMINA 16,Vargas,Vino,Vino y licores,"Bo. El Ángel, 42, 39679 Vargas, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34650424005,info@vinacarmina.com,http://www.viñacarmina.com/,,https://www.instagram.com/vinacarmina16/,https://www.google.com/maps/search/?api=1&query=Bodegas%20VI%C3%91A%20CARMINA%2016&query_place_id=ChIJN7VTEDs7SQ0R3zrIbeZzmnA,43.322756,-3.9598695,,verificado,sí,marketplace,
bodegas-y-vinedos-miradorio-de-ruiloba,Bodegas y Viñedos Miradorio de Ruiloba,La Iglesia,Vino,Vino y licores,"Ctra. Liandres al, 39527 La Iglesia, Cantabria, Spain","Productor local de vinos, orujos o licores.",,+34682728377,,https://miradorio.com/,,https://www.instagram.com/miradoriobodega/,https://www.google.com/maps/search/?api=1&query=Bodegas%20y%20Vi%C3%B1edos%20Miradorio%20de%20Ruiloba&query_place_id=ChIJlSQbFEANSQ0RZA_9MkmHrhI,43.3867383,-4.252953499999999,/productores/es/cantabria/cantabria/bodegas-y-vinedos-miradorio-de-ruiloba.webp,verificado,sí,ecommerce,
