slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
quesos-tornero-minaya,Quesos Tornero,Minaya,Lácteos y quesos,"Queso tierno de oveja, queso semicurado, queso curado, queso al romero","C. Proyecto 4, 02620 Minaya, Albacete","Quesería familiar activa desde 2004 que elabora en Minaya quesos de oveja tiernos, semicurados, curados y al romero, con venta directa en su establecimiento.",Lun-Vie 09:00-14:00 y 17:00-20:00; Sáb 09:00-14:00; Dom cerrado,+34660193748,,,https://www.facebook.com/p/Quesos-Tornero-100063856401303/,https://www.instagram.com/quesostornero/,https://www.google.com/maps/search/?api=1&query=Quesos%20Tornero%2C%20C.%20Proyecto%204%2C%2002620%20Minaya%2C%20Albacete&query_place_id=ChIJsyzpvoItZg0RN2pcVGmG8M0,39.2746098,-2.3249472,,verificado,no,,
quesos-el-minayero-minaya,Quesos El Minayero,Minaya,Lácteos y quesos,"Queso tierno, queso semicurado, queso curado, queso al romero","C. Estudio, 37, 02620 Minaya, Albacete",Quesería artesanal de Minaya con tradición familiar desde 1992 y elaboración de quesos de oveja.,Consultar web,+34671654500,quesoselminayero@hotmail.com,https://www.quesoselminayero.com,https://www.facebook.com/quesoselminayero,https://www.instagram.com/quesoselminayero/,https://www.google.com/maps/search/?api=1&query=Quesos%20El%20Minayero%2C%20C.%20Estudio%2C%2037%2C%2002620%20Minaya%2C%20Albacete&query_place_id=ChIJNxYDD20tZg0R6ALxilrVwjo,39.268165,-2.3202217,/productores/es/castilla-la-mancha/albacete/quesos-el-minayero-minaya.webp,verificado,sí,ecommerce,
queseria-guijarro-munoz-minaya,Quesería Guijarro Muñoz,Minaya,Lácteos y quesos,"Quesos curados, semicurados y frescos de oveja","C. la Sendilla, 13, 02620 Minaya, Albacete",Quesería familiar de Minaya dedicada a quesos artesanales de leche de oveja y tienda de productos locales.,Consultar web,+34967448032,pedidosonline@guijarromunoz.es,https://www.guijarromunoz.es,https://www.facebook.com/guimu.es/,https://www.instagram.com/guijarro_munoz/,https://www.google.com/maps/search/?api=1&query=Queser%C3%ADa%20Guijarro%20Mu%C3%B1oz%2C%20C.%20la%20Sendilla%2C%2013%2C%2002620%20Minaya%2C%20Albacete&query_place_id=ChIJXSTokxQtZg0RDVAdkNYG3Xc,39.2725848,-2.3236913,,verificado,sí,ecommerce,
quesos-don-eusebio-ossa-de-montiel,Quesos Don Eusebio,Ossa de Montiel,Lácteos y quesos,"Queso manchego, queso de oveja curado, queso en aceite","Carretera San Pedro, Km 0,400, 02611 Ossa de Montiel, Albacete","Fábrica de quesos de Ossa de Montiel activa desde 1962, especializada en queso manchego y queso de oveja.",Lun-Vie 09:00-14:00 y 16:00-20:00; Sáb 10:00-14:00 y 17:30-20:00; Dom 10:30-14:30,+34647131508,queseradoneusebio@gmail.com,https://www.quesosdoneusebio.com/,https://www.facebook.com/QuesosDonEusebio/,https://www.instagram.com/quesosdoneusebio/,https://www.google.com/maps/search/?api=1&query=Quesos%20Don%20Eusebio%2C%20Carretera%20San%20Pedro%2C%20Km%200%2C400%2C%2002611%20Ossa%20de%20Montiel%2C%20Albacete&query_place_id=ChIJWedxCWSVaA0Rlbw5DeXDQts,38.960688,-2.7522498,/productores/es/castilla-la-mancha/albacete/quesos-don-eusebio-ossa-de-montiel.webp,verificado,sí,ecommerce,
quesos-julian-olivas-santa-ana,Quesos Julián Olivas,Santa Ana,Lácteos y quesos,"Queso manchego artesano, queso de oveja en aceite","Calle Los Mayos, 9, 02328 Santa Ana, Albacete",Quesería artesana de Santa Ana dedicada al queso manchego DOP de elaboración tradicional con leche cruda de oveja; más de 20 años de oficio y tienda online propia.,Consultar web,+34606193830,info@julianolivas.es,https://julianolivas.es/,,https://www.instagram.com/julianolivasv/,https://www.google.com/maps/search/?api=1&query=Quesos%20Juli%C3%A1n%20Olivas%2C%20Calle%20Los%20Mayos%2C%209%2C%2002328%20Santa%20Ana%2C%20Albacete&query_place_id=ChIJnynFdRRpZg0RhuiPR5k2F-o,38.904,-2.0011248,/productores/es/castilla-la-mancha/albacete/quesos-julian-olivas-santa-ana.webp,verificado,sí,ecommerce,
dehesa-de-los-llanos-albacete,Dehesa de Los Llanos,Albacete,Lácteos y quesos,"Queso manchego, vino Mazacruz, miel, AOVE, nueces","Carretera de las Peñas de San Pedro, km 5,5, 02006 Albacete","Finca histórica próxima a Albacete con ganadería, agricultura y elaboración de queso manchego, vinos, aceite, miel y nueces.",Consultar web,+34967243100,info@dehesadelosllanos.es,https://dehesadelosllanos.com/,https://www.facebook.com/DehesadelosLlanos,https://www.instagram.com/dehesa_de_los_llanos/,https://www.google.com/maps/search/?api=1&query=Dehesa%20de%20Los%20Llanos%2C%20Carretera%20de%20las%20Pe%C3%B1as%20de%20San%20Pedro%2C%20km%205%2C5%2C%2002006%20Albacete&query_place_id=ChIJQzT_s9NfZg0RRsTeJrBCpVA,38.928369,-1.863477,/productores/es/castilla-la-mancha/albacete/dehesa-de-los-llanos-albacete.webp,verificado,sí,ecommerce,
finca-la-cuadra-albacete,Finca La Cuadra,Albacete,Lácteos y quesos,"Queso manchego DOP artesanal, leche de oveja manchega","Casa de la Hita, Albacete",Finca agrícola y ganadera albaceteña dedicada a oveja manchega y queso manchego DOP artesanal.,Consultar web,,,https://fincalacuadra.es/,,https://www.instagram.com/fincalacuadra/,https://www.google.com/maps/search/?api=1&query=Finca%20La%20Cuadra%2C%20Casa%20de%20la%20Hita%2C%20Albacete&query_place_id=ChIJNTe3UABrZg0RN0QdeTsrtcM,38.9098779,-2.0830991,/productores/es/castilla-la-mancha/albacete/finca-la-cuadra-albacete.webp,verificado,sí,ecommerce,
quesos-vega-sotuelamos-el-bonillo,Quesos Vega Sotuélamos,El Bonillo,Lácteos y quesos,"Queso manchego, queso de oveja con trufa, queso curado","Finca Sotuélamos s/n, 02610 El Bonillo, Albacete",Quesería de leche de oveja manchega con más de 30 años de actividad; fabrica en la Finca Sotuélamos de El Bonillo y madura y distribuye desde el Polígono Camporrosso de Chinchilla de Montearagón.,Consultar web,+34967550105,info@vegasotuelamos.com,https://www.vegasotuelamos.com/,https://www.facebook.com/VegaSotuelamos/,https://www.instagram.com/vegasotuelamos/,,38.95,-2.53306,,verificado,sí,ecommerce,
quesos-cerron-fuente-alamo,Quesos Cerrón,Fuente-Álamo,Lácteos y quesos,"Quesos ecológicos, queso de cabra, queso manchego ecológico","Ctra. de Almansa, s/n, 02651 Fuente-Álamo, Albacete","Empresa familiar de Fuente-Álamo que elabora quesos artesanales y ecológicos con leche de cabra, oveja y vaca.",Lun-Vie 09:00-19:00; Sáb 09:00-17:00; Dom cerrado,+34967543034,comercial@quesoscerron.com,https://www.quesoscerron.com/,https://www.facebook.com/QuesosCerronFuentealamo,https://www.instagram.com/quesos_cerron/,https://www.google.com/maps/search/?api=1&query=Quesos%20Cerr%C3%B3n%2C%20Ctra.%20de%20Almansa%2C%20s%2Fn%2C%2002651%20Fuente-%C3%81lamo%2C%20Albacete&query_place_id=ChIJAQAAQNqmZg0R8sKYG6kWjoE,38.6977429,-1.4268597,,verificado,sí,ecommerce,
el-cantero-de-letur-letur,El Cantero de Letur,Letur,Lácteos y quesos,"Leche ecológica, yogur, kéfir, queso, postres lácteos","Ctra. Nerpio km 1, 02434 Letur, Albacete","Productor de lácteos ecológicos de Letur con leche de cabra, vaca y oveja y elaboración propia desde 1990.",Lun-Jue 09:00-14:00 y 16:00-19:00; Vie 08:00-16:00,+34967426066,consultas@elcanterodeletur.com,https://elcanterodeletur.com/,https://www.facebook.com/elcanterodeletur/,https://www.instagram.com/canteroletur/,https://www.google.com/maps/search/?api=1&query=El%20Cantero%20de%20Letur%2C%20Ctra.%20Nerpio%20km%201%2C%2002434%20Letur%2C%20Albacete&query_place_id=ChIJj5iOK3TBZQ0RO4hqlLMUik0,38.3552208,-2.1099731,/productores/es/castilla-la-mancha/albacete/el-cantero-de-letur-letur.webp,verificado,sí,ecommerce,
