slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
panificio-giannotti,Panificio Giannotti,Altopascio,Pan y cereal,,,,,,,,,,,43.813981,10.677226,,pendiente,no comprobado,,,2826,
panificio-il-buon-pane-altopascio,Panificio Il Buon Pane,Altopascio,Pan y cereal,,,,,,,,,,,43.812590,10.677605,,pendiente,no comprobado,,,2833,
panificio-carlotta,Panificio Carlotta,Camaiore,Pan y cereal,,,,,,,,,,,43.890192,10.230359,,pendiente,no comprobado,,,2766,
forno-lenzoni,forno Lenzoni,Camaiore,Pan y cereal,,,,,,,,,,,43.917878,10.257033,,pendiente,no comprobado,,,1892,
antichi-sapori-panificio-rocchi,Antichi Sapori Panificio Rocchi,Forte dei Marmi,Pan y cereal,,,,,,,,,,,43.960152,10.170875,,pendiente,no comprobado,,,178,
panificio-brogi,Panificio Brogi,Gallicano,Pan y cereal,,,,,,,,,,,44.060077,10.439800,,pendiente,no comprobado,,,2759,
forno-casali,Forno Casali,Lucca,Pan y cereal,,,,,,,,,,,43.844167,10.507633,,pendiente,no comprobado,,,1849,
forno-pandemonio,Forno Pandemonio,Lucca,Pan y cereal,,,,,,,,,,,43.842855,10.510838,,pendiente,no comprobado,,,1907,
forno-a-vapore-amedeo-giusti,Forno a vapore Amedeo Giusti,Lucca,Pan y cereal,,,,,,,,,,,43.843477,10.503212,,pendiente,no comprobado,,,1828,
forno-da-tini,Forno da tini,Lucca,Pan y cereal,,,,,,,,,,,43.842477,10.508341,,pendiente,no comprobado,,,1860,
il-forno-petri-galli-e-c-snc,Il forno Petri Galli e c. Snc,Lucca,Pan y cereal,,,,,,,,,,,43.852806,10.513276,,pendiente,no comprobado,,,2128,
il-piccolo-forno,Il piccolo Forno,Lucca,Pan y cereal,,,,,,,,,,,43.854889,10.510025,,pendiente,no comprobado,,,2143,
le-lucciole-micropanificio,Le Lucciole Micropanificio,Lucca,Pan y cereal,,,,,,,,,,,43.835674,10.499957,,pendiente,no comprobado,,,2491,
panificio-chifenti,Panificio Chifenti,Lucca,Pan y cereal,,,,,,,,,,,43.843036,10.499650,,pendiente,no comprobado,,,2777,
panificio-sarzanese,Panificio Sarzanese,Lucca,Pan y cereal,,,,,,,,,,,43.856723,10.438288,,pendiente,no comprobado,,,2903,
il-forno-di-giuliano-e-marietta,Il Forno di Giuliano e Marietta,Massarosa,Pan y cereal,,,,,,,,,,,43.892496,10.298422,,pendiente,no comprobado,,,2118,
panificio-carlotta-5,Panificio Carlotta 5,Massarosa,Pan y cereal,,,,,,,,,,,43.910272,10.273687,,pendiente,no comprobado,,,2767,
panificio-il-buon-pane-montecarlo,Panificio Il Buon Pane,Montecarlo,Pan y cereal,,,,,,,,,,,43.828569,10.645712,,pendiente,no comprobado,,,2834,
panificio-da-prato-paolo,Panificio Da Prato Paolo,Pescaglia,Pan y cereal,,,,,,,,,,,43.908694,10.439897,,pendiente,no comprobado,,,2793,
panificio-s-martino,Panificio S.Martino,Pescaglia,Pan y cereal,,,,,,,,,,,43.908470,10.440591,,pendiente,no comprobado,,,2902,
birrificio-del-forte,Birrificio del Forte,Pietrasanta,Cerveza,,,,,,,,,,,43.939957,10.220476,,pendiente,no comprobado,,,616,
panificio-da-prato,Panificio Da Prato,Pietrasanta,Pan y cereal,,,,,,,,,,,43.969220,10.220906,,pendiente,no comprobado,,,2792,
be-mi-forno,Bè Mí Forno,Viareggio,Pan y cereal,,,,,,,,,,,43.824122,10.279166,,pendiente,no comprobado,,,525,
panificio-campo-d-aviazione,Panificio Campo d'Aviazione,Viareggio,Pan y cereal,,,,,,,,,,,43.853206,10.261596,,pendiente,no comprobado,,,2763,
colle-di-bordocheo,Colle di Bordocheo,Capannori,Vino,"vino, olio extravergine di oliva","Via di Piaggiori Basso, 123, 55018 Capannori LU","Colle di Bordocheo is a current TRACES-certified organic operator in Capannori producing vino, olio extravergine di oliva.",,,,https://www.colledibordocheo.com/,,,https://www.google.com/maps/search/?api=1&query=Colle%20di%20Bordocheo%2C%20Via%20di%20Piaggiori%20Basso%2C%20123%2C%2055018%20Capannori%20LU&query_place_id=ChIJgYjJbkKA1RIRS514e6AeH0s,43.8892591,10.6022485,,verificado,no comprobado,,,1550,en
la-collina-trattoria-birrificio-artigianale,La Collina Trattoria & Birrificio Artigianale,Pescaglia,Cerveza,birra artigianale,"Frazione Loppeglia, 18, 55064 Pescaglia LU",La Collina Trattoria & Birrificio Artigianale is an independent brewery in Pescaglia producing its own craft beer.,,,,https://www.trattorialacollina.it,,,https://www.google.com/maps/search/?api=1&query=43.936543%2C10.427752&query_place_id=ChIJKUaD_O131RIRBpN6kEIHJ2w,43.936543,10.427752,,verificado,sí,ecommerce,,2223,en
magie-di-latte,Magie di Latte,Capannori,Lácteos y quesos,"mozzarella, pecorino, caciotta, yogurt","Via Romana, 45/47, 55012 Capannori LU",Magie di Latte is a family dairy producing fresh and matured cheeses and yogurt in Capannori.,Lun-vie 09:00-13:00 y 16:00-19:30; sáb 09:00-13:00,+390583936358,matteo@magiedilatte.com,https://www.magiedilatte.com/,,,https://www.google.com/maps/search/?api=1&query=Magie%20di%20Latte%2C%20Via%20Romana%2C%2045%2F47%2C%2055012%20Capannori%20LU&query_place_id=ChIJhW14SjCB1RIRwY50UUVN39k,43.842230198831,10.561946505011,,parcial,sí,telefono,,2538,en
caseificio-bertagni,Caseificio Bertagni,Pieve Fosciana,Lácteos y quesos,"Tuada, Brica, Soraggio, pecorini aromatizzati","Via Provinciale, 9, Località Pontardeto, 55036 Pieve Fosciana LU",Caseificio Bertagni transforms local Garfagnana milk into artisan cow goat and sheep cheeses including its Tuada pecorino.,,+39058362723,,https://www.gourm.it/it/man/caseificio-bertagni-2/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Bertagni%2C%20Via%20Provinciale%2C%209%2C%20Localit%C3%A0%20Pontardeto%2C%2055036%20Pieve%20Fosciana%20LU&query_place_id=ChIJabbWsR1v1RIRUDG3WNs-ypg,44.142410311018,10.374807307602,,verificado,no comprobado,,,969,en
caseificio-contipelli,Caseificio Contipelli,Pieve Fosciana,Lácteos y quesos,formaggio vaccino stagionato,"Via IV Novembre, 23, 55036 Pieve Fosciana LU",Caseificio Contipelli is an authorised family dairy in Pieve Fosciana with current public evidence of its own matured cow's-milk cheese.,,,,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Contipelli%2C%20Via%20IV%20Novembre%2C%2023%2C%2055036%20Pieve%20Fosciana%20LU&query_place_id=ChIJb8P44xhv1RIRsNFwmlaV6rA,44.130565195405,10.401788200439,,parcial,no comprobado,,,1032,en
caseificio-artlatte,Caseificio Artlatte,Porcari,Lácteos y quesos,"mozzarella, ricotta, primo sale, formaggio","Via Giacomo Puccini, 1816, 55016 Porcari LU",Caseificio Artlatte makes mozzarella ricotta primo sale and other dairy products in Porcari following the Lazzareschi family's tradition.,,+390583211195,artlatte@artlatte.it,https://www.artlatte.it/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Artlatte%2C%20Via%20Giacomo%20Puccini%2C%201816%2C%2055016%20Porcari%20LU&query_place_id=ChIJBw8M_FV_KhMRhBI-eAsMjW4,43.833471780565,10.618991558728,,verificado,no comprobado,,,954,en
latteria-del-carlo,Latteria Del Carlo,Porcari,Lácteos y quesos,"mozzarella per pizza, fior di latte, bocconcini, preparati caseari","Via del Centenario, 53, 55016 Porcari LU",Latteria Del Carlo manufactures pasta-filata cheeses and dairy preparations at its long-established Porcari plant.,,+390583299014,info@latteriadelcarlo.it,https://www.latteriadelcarlo.it/,,,https://www.google.com/maps/search/?api=1&query=Latteria%20Del%20Carlo%2C%20Via%20del%20Centenario%2C%2053%2C%2055016%20Porcari%20LU&query_place_id=ChIJlyTSg6aA1RIRI55rTCP6dJE,43.841617900804,10.614174898069,,verificado,no comprobado,,,2334,en
caseificio-marovelli,Caseificio Marovelli,San Romano in Garfagnana,Lácteos y quesos,"formaggi freschi, stagionati e conciati","Via dell'Orecchiella, 1, Vibbiana, 55038 San Romano in Garfagnana LU",Caseificio Marovelli is a third-generation Garfagnana dairy transforming milk into fresh matured and seasoned cheeses.,,+393338818072,booking@caseificiomarovelli.com,https://www.caseificiomarovelli.com/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Marovelli%2C%20Via%20dell%27Orecchiella%2C%201%2C%20Vibbiana%2C%2055038%20San%20Romano%20in%20Garfagnana%20LU&query_place_id=ChIJfeF4ccVr1RIRxHmgJaezRjo,44.191010619603,10.322518614271,,verificado,no comprobado,,,1240,en
agricola-calafata,Agricola Calafata,Lucca,Fruta y verdura,"ortaggi, frutta, vino, olio, miele, conserve","Piazzale Monsignor Giulio Arrigoni 2, 55100 Lucca LU","Cooperativa agricola sociale biologica che coltiva ortaggi e frutta e produce vino, olio, miele e conserve con filiere inclusive e sostenibili.",,+393349972455,info@calafata.it,https://www.diocesilucca.it/caritas/cosa_facciamo/calafata/,,,,43.8500,10.51667,,parcial,no comprobado,,Aceite|Miel|Conservas|Vino,60,en
alle-camelie,Alle Camelie,Capannori,Aceite,"olio extravergine biologico, vino, ortaggi di stagione, erbe aromatiche","Via della Pieve 186, Pieve di Compito, 55012 Capannori LU","Cooperativa agricola biologica del Compitese con oliveti e vigneti propri, ortaggi stagionali ed erbe aromatiche.",,+39058355505,info@allecamelie.it,https://www.ildesco.eu/espositori_desco/az-agricola-alle-camelie-cia-confederazione-italiana-agricoltori/,,,,43.87556,10.57361,,parcial,no comprobado,,Fruta y verdura|Condimentos|Vino,135,en
apicoltura-andreini,Apicoltura Andreini,Lucca,Miel,"miele biologico di acacia, castagno, melata, millefiori, tiglio e polline","Via della Chiesa XII 181/B, Piazzano, 55100 Lucca LU",Apicoltura familiare biologica attiva dagli anni Settanta che gestisce direttamente tutta la filiera del miele e dei prodotti dell’alveare.,Lun-Vie 08:00-12:00 y 13:00-17:00,+390583356044,shop@mieleandreini.com,https://www.mieleandreini.com/shop/,,,,43.8500,10.51667,,verificado,sí,ecommerce,,196,en
antica-locanda-di-sesto-la-maolina,Antica Locanda di Sesto — La Maolina,Lucca,Aceite,"olio extravergine DOP Lucca biologico, vino, aceto","Via Lodovica 1660, Sesto di Moriano, 55100 Lucca LU","La famiglia dell’Antica Locanda coltiva la fattoria La Maolina e produce olio DOP Lucca biologico, vino e aceto, venduti nel proprio negozio online.",,+390583578181,shop@anticalocandadisesto.it,https://anticalocandadisesto.company.site/,,,,43.8500,10.51667,,verificado,sí,ecommerce,Vino|Condimentos,172,en
