slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales
panificio-acquafresca-campiglia-marittima,Panificio Acquafresca,Campiglia Marittima,Pan y cereal,,,,,,,,,,,43.029428,10.601858,,pendiente,no comprobado,,
panificio-giannini,Panificio Giannini,Campiglia Marittima,Pan y cereal,,,,,,,,,,,43.034514,10.594923,,pendiente,no comprobado,,
forno-bertelli,Forno Bertelli,Campo nell'Elba,Pan y cereal,,,,,,,,,,,42.742969,10.234066,,pendiente,no comprobado,,
panificio-nuova-elba,Panificio nuova Elba,Capoliveri,Pan y cereal,,,,,,,,,,,42.745479,10.378864,,pendiente,no comprobado,,
cantina-villanoviana,Cantina Villanoviana,Castagneto Carducci,Vino,,,,,,,,,,,43.211006,10.587106,,pendiente,no comprobado,,
panificio-tani,Panificio Tani,Castagneto Carducci,Pan y cereal,,,,,,,,,,,43.164244,10.563906,,pendiente,no comprobado,,
panificio-porciani,Panificio Porciani,Cecina,Pan y cereal,,,,,,,,,,,43.299246,10.494044,,pendiente,no comprobado,,
panificio-verani-e-falchi,Panificio Verani e Falchi,Cecina,Pan y cereal,,,,,,,,,,,43.307679,10.519103,,pendiente,no comprobado,,
panificio-puccini,Panificio Puccini,Collesalvetti,Pan y cereal,,,,,,,,,,,43.615327,10.464391,,pendiente,no comprobado,,
azienda-agricola-dei-colli-piacentini,Azienda Agricola dei Colli Piacentini,Livorno,Otros,,,,,,,,,,,43.539050,10.317303,,pendiente,no comprobado,,
cantina-il-carraio,Cantina Il Carraio,Livorno,Vino,,,,,,,,,,,43.562907,10.327416,,pendiente,no comprobado,,
cantina-nardi,Cantina Nardi,Livorno,Vino,,,,,,,,,,,43.543081,10.313765,,pendiente,no comprobado,,
cantina-pian-del-melo,Cantina Pian del melo,Livorno,Vino,,,,,,,,,,,43.571386,10.369281,,pendiente,no comprobado,,
cantina-della-padula,Cantina della Padula,Livorno,Vino,,,,,,,,,,,43.545009,10.336079,,pendiente,no comprobado,,
cantina-di-cenaia,Cantina di Cenaia,Livorno,Vino,,,,,,,,,,,43.547732,10.329312,,pendiente,no comprobado,,
frantoio-toscano,Frantoio toscano,Livorno,Aceite,,,,,,,,,,,43.550853,10.312687,,pendiente,no comprobado,,
la-cantina-amaranto,La cantina amaranto,Livorno,Vino,,,,,,,,,,,43.559829,10.330445,,pendiente,no comprobado,,
panificio-bardi,Panificio Bardi,Livorno,Pan y cereal,,,,,,,,,,,43.563132,10.330574,,pendiente,no comprobado,,
panificio-buonaccorsi,Panificio Buonaccorsi,Livorno,Pan y cereal,,,,,,,,,,,43.549081,10.305567,,pendiente,no comprobado,,
panificio-colonnacchi,Panificio Colonnacchi,Livorno,Pan y cereal,,,,,,,,,,,43.550894,10.332523,,pendiente,no comprobado,,
panificio-donnini,Panificio Donnini,Livorno,Pan y cereal,,,,,,,,,,,43.556318,10.332643,,pendiente,no comprobado,,
panificio-giari,Panificio Giari,Livorno,Pan y cereal,,,,,,,,,,,43.561124,10.327920,,pendiente,no comprobado,,
