slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
puy-de-banson,Puy de Banson,Gelles,Lácteos y quesos,,"54 Route des Quintins, 63740 Gelles",,,,,https://www.coeur-de-fermier.com,,,,45.775288599999996,2.7584207999999997,,pendiente,no comprobado,,,1657,,,,,,
chautignat,Chautignat,Murol,Lácteos y quesos,,"56 Rue de Landrode Chautignat, 63790 Murol",,,,,https://saint-nectaire-fermier.fr/,,,https://www.google.com/maps/search/?api=1&query=45.585554%2C2.944229&query_place_id=ChIJ7bZa874J90cRbu93n-ZhiBs,45.585554,2.944229,,pendiente,no comprobado,,,363,,,,,,
bois-joli,Bois Joli,Saint-Diéry,Lácteos y quesos,,"La Chaux, 63320 Saint-Diéry",,,,,https://www.saint-nectaire-boisjoli.com,,,https://www.google.com/maps/search/?api=1&query=45.553938%2C2.996687&query_place_id=ChIJAWXDBP2n90cRmqbDLlnCBdg,45.553938,2.996687,,pendiente,no comprobado,,,105,,,,,,
midi,Midi,Saint-Genès-Champespe,Lácteos y quesos,,"La Vergne, 63850 Saint-Genès-Champespe",,,,,https://www.famille-guittard.fr,,,https://www.google.com/maps/search/?api=1&query=45.3984893%2C2.7441845&query_place_id=ChIJ1dHE9DWX90cRROscWfJZYE4,45.3984893,2.7441845,,pendiente,no comprobado,,,1584,,,,,,
domaine-la-boheme,Domaine la Bohème,Saint-Georges-sur-Allier,Vino,Vins,"1 Rue de Montfoulhoux, 63800 Saint-Georges-sur-Allier",An organic winery in Saint-Georges-sur-Allier producing vins under the Domaine la Bohème identity.,,,,https://www.domainelaboheme.fr/,,,https://www.google.com/maps/search/?api=1&query=45.709772%2C3.242371&query_place_id=ChIJmWqq9jXj9kcRdCkrems-hLY,45.709772,3.242371,,,no comprobado,,,610,en,,,,,
la-sagnole,La Sagnole,Saint-Quentin-sur-Sauxillanges,Carne,,"La Sagnole, 63490 Saint-Quentin-sur-Sauxillanges",,,,,https://fermedelasagnole.fr,,,https://www.google.com/maps/search/?api=1&query=45.544097%2C3.405262&query_place_id=ChIJh05MFKxY9kcR-RR6INEm_Kc,45.544097,3.405262,,pendiente,no comprobado,,,1383,,,,,,
ferme-du-millepertuis,Ferme du Millepertuis,Chastreix,Lácteos y quesos,Saint-Nectaire fermier bio,"REBOISSON, 63680 Chastreix","An organic producer in Chastreix, offering Saint-Nectaire fermier bio under the Ferme du Millepertuis identity.",,+33473215316,,,,,https://www.google.com/maps/search/?api=1&query=45.514302%2C2.758198&query_place_id=ChIJlQAAC5me90cRt1KSHZ3Lquw,45.514302,2.758198,,pendiente,no comprobado,,,912,en,,,,,
l-arverne-vaissaire-papon,L'Arverne - Vaissaire Papon,Saint-Diéry,Lácteos y quesos,Saint-Nectaire fermier,LOT D'ENTRP.  LA GENOUILLADE 11 CHE DE PELINDE 63320 SAINT-DIERY,"L'Arverne - Vaissaire Papon is a dairy and cheese producer in Saint-Diéry, producing Saint-Nectaire fermier.",,+33443128136,saintdiery@vaissairepapon.fr,https://www.vaissairepapon.fr/,,,https://www.google.com/maps/search/?api=1&query=45.541231%2C3.025795&query_place_id=ChIJgXatY8Op90cRUl3yzRNN-8M,45.541231,3.025795,,,no comprobado,,,1210,en,,,,,
le-cabanon,Le Cabanon,Compains,Lácteos y quesos,,"Les Combes, 2 Route du Sancy, 63610 Compains",,,,,,,,https://www.google.com/maps/search/?api=1&query=45.4475081%2C2.9264821&query_place_id=ChIJpw0xMIuk90cRLxzxkpsHdvM,45.4475081,2.9264821,,pendiente,no comprobado,,,1416,,,,,,
garde-mazet-chaffraix,Garde Mazet Chaffraix,Condat-en-Combraille,Carne,,63380 Condat-en-Combraille,,,,,https://www.viandecharolaise.fr,,,https://www.google.com/maps/search/?api=1&query=45.8837199%2C2.561019&query_place_id=ChIJ7zOyQt1f90cRzBw_jT3Gupk,45.8837199,2.561019,,pendiente,no comprobado,,,1128,,,,,,
brasserie-des-sagnes,Brasserie des Sagnes,Anzat-le-Luguet,Cerveza,,,A brewery produces beer at its Anzat-le-Luguet unit.,,,,,,https://www.instagram.com/brasserie_des_sagnes,,45.3265,3.0104,,pendiente,no comprobado,,,146,en,,,,,
brasserie-du-sancy,Brasserie du Sancy,Besse-et-Saint-Anastaise,Cerveza,,"Rue de La Tour-d’Auvergne, 63610 Besse-et-Saint-Anastaise",A brewery produces beer at its Besse-et-Saint-Anastaise unit.,,+33695524303,contact@brasseriedusancy.fr,https://www.brasserie-sancy.fr/,,,,45.4984,2.9103,,pendiente,no comprobado,,,156,en,,,,,
