slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area
wicklow-farmhouse-cheese,Wicklow Farmhouse Cheese,Arklow,Lácteos y quesos,,"Curranstown, Arklow, Co. Wicklow, Y14P940","Small family dairy farm at Curranstown near Arklow, where the Hempenstall family milk their own cows and make farmhouse cheese.","Monday to Friday 10:00-17:00; closed Saturday, Sunday and bank holidays",+35340291713,info@wicklowfarmhousecheese.ie,https://wicklowfarmhousecheese.ie/,,,,52.774755,-6.199378,,,no comprobado,,,237,en,,,,,,ie,leinster,wicklow
bradys-coffee,Brady's Coffee Company,Wicklow,Café,coffee blends,"Unit SM1, Wicklow Enterprise Centre, The Murrough, Wicklow, Co. Wicklow","Coffee roaster at the Wicklow Enterprise Centre on the Murrough, blending and roasting for gift retail, cafés and export.",,+35312011016,,https://bradyscoffee.ie/,https://www.facebook.com/bradyscoffeeireland,https://www.instagram.com/bradyscoffeeireland,,52.977900,-6.033000,,,sí,ecommerce,,32,en,,,,,,ie,leinster,wicklow
mccabes-coffee,McCabe's Coffee,Newtownmountkennedy,Café,"organic coffee beans, Blend 15","Unit 1, Newtown Business & Enterprise Centre, Newtownmountkennedy, Co. Wicklow, A63 X732","Organic speciality coffee roastery at Newtownmountkennedy hand-roasting small batches, with a three-star Great Taste award for its Blend 15.",,+35314370877,sales@mccabecoffee.com,https://mccabecoffee.com/,https://www.facebook.com/McCabeCoffee,https://www.instagram.com/mccabecoffee,,53.0850363,-6.1058252,,,sí,ecommerce|suscripcion,,139,en,,,,,,ie,leinster,wicklow
ri-ra-brewing,Rí-Rá Brewing Co.,Kilcoole,Cerveza,craft beer,,Wicklow craft brewery selling its beers direct through its own shop.,,,,https://www.ri-ra.beer/,,https://www.instagram.com/ri.ra.beer,,53.106300,-6.064500,,pendiente,sí,ecommerce,,178,en,,,,,,ie,leinster,wicklow
glendalough-distillery,Glendalough Distillery,Newtownmountkennedy,Destilados y licores,"Glendalough Gin, Irish whiskey, poitín","Newtownmountkennedy, Co. Wicklow","Distillery in the Wicklow Mountains making gin with foraged botanicals, Irish whiskey and poitín.",,,,https://www.glendaloughdistillery.com/,https://facebook.com/GlendaloughDistillery,https://instagram.com/GlendaloughDistillery,,53.084955,-6.1071463,,pendiente,sí,ecommerce,,90,en,,,,,,ie,leinster,wicklow
bees-4-me-2,Bees 4 Me 2,Wicklow,Miel,raw Irish honey,"Wicklow, Co. Wicklow",Wicklow beekeeper Neil O'Toole producing and selling raw Irish honey.,,+353879676515,bees4me2@gmail.com,https://irishhoney.ie/,,,,52.9802376,-6.0414184,,pendiente,no comprobado,,,19,en,,,,,,ie,leinster,wicklow
glenhaven-foods,Glenhaven Foods,Arklow,Comida preparada,"breaded chicken fillets, dippers, goujons","Kilbride Industrial Estate, Arklow, Co. Wicklow, Y14 EH98","Family food producer at Kilbride Industrial Estate in Arklow making breaded chicken fillets, dippers and goujons.",,+35340239000,enquiries@glenhaven.ie,https://glenhaven.ie/,https://www.facebook.com/glenhavenfoods,https://www.instagram.com/glenhavenfoods,,52.8126445,-6.1541812,,,no comprobado,,,91,en,,,,,,ie,leinster,wicklow
pure-irish-ice,Pure Irish Ice,Baltinglass,Otros,"packaged ice, LXRY Ice","The Ice Depot, Baltinglass, Co. Wicklow, W91 DWR0",Ice producer at the Ice Depot in Baltinglass making packaged ice for drinks and supplying distributors in Ireland and abroad.,,+353596450195,info@pureirishice.ie,https://pureirishice.ie/,https://www.facebook.com/PureIrishIce,https://www.instagram.com/pureirishice,,52.938900,-6.712100,,,no comprobado,,,174,en,,,,,,ie,leinster,wicklow
janets-country-fayre,Janet's Country Fayre,Kilcoole,Conservas,"chutneys, relishes, pesto, pizza and pasta sauces","Kilcoole, Co. Wicklow","Kilcoole producer of chutneys, relishes, pestos and cooking sauces under the Janet's Country Fayre and Janet's Just Delicious labels.",,+35312018008,janet@janetscountryfayre.com,https://www.janetscountryfayre.com/,https://www.facebook.com/JanetsCountryFayre,https://www.instagram.com/janetscountryfayre,,53.1032214,-6.0716657,,pendiente,no comprobado,,Condimentos,110,en,,,,,,ie,leinster,wicklow
mienas-nougat,Miena's Handmade Nougat,Wicklow,Dulces y repostería,handmade nougat,,Wicklow confectioner making nougat in small batches with locally sourced ingredients.,,,,https://www.mienas.ie/,,https://www.instagram.com/mienasnougat,,52.9809,-6.0446,,pendiente,sí,ecommerce,,145,en,,,,,,ie,leinster,wicklow
