slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area
binary-brew-worx,Binary Brew Worx,Ga-rankuwa,Cerveza,,"Entrance 23H R513, De Wildt, https://goo.gl/maps/FbAe6dC6yDWi9HDK6",,,+27823770117,,https://binarybrewworx.co.za/,,,,-25.6256714,27.9468842,,pendiente,no comprobado,,,101,,,,,,,za,north-west,bojanala-platinum
bophuthatswana-breweries,Bophuthatswana Breweries,Tlhabane,Cerveza,,3490 Lebone St,,,,,,https://www.facebook.com/297009874065191,,,-25.6369077,27.2223275,,pendiente,no comprobado,,,122,,,,,,,za,north-west,bojanala-platinum
chameleon-brewhouse,Chameleon Brewhouse,Hartbeespoort,Cerveza,,R104 Road.,,,+27723692309,brewhouse@mweb.co.za,http://www.chameleonbrewpub.co.za,,,,-25.725374,27.826811,,pendiente,no comprobado,,,171,,,,,,,za,north-west,bojanala-platinum
dercksen-dairy,Dercksen Dairy,Pansdrif,Lácteos y quesos,leche y productos lácteos,,,,+27794185853,,,https://www.facebook.com/483210425547563,,,-25.556818,27.6923136,,pendiente,no comprobado,,,242,,,,,,,za,north-west,bojanala-platinum
die-krip,Die Krip,Magaliesburg,Otros,,"25°59'34.9""S 27°26'34.7""E",,,+27767330275,krip@skyafrica.co.za,https://diekrip.co.za/,https://www.facebook.com/104464502233340,,,-25.9988269,27.4529328,,pendiente,no comprobado,,,249,,,,,,,za,north-west,bojanala-platinum
eagles-valley-poultry,Eagles Valley Poultry,Madibeng Ward 29,Carne,,"Plot B 48, Remhoogte Rd",,,+27122079915,,,https://www.facebook.com/430447173714739,,,-25.8249226,27.7299321,,pendiente,no comprobado,,,277,,,,,,,za,north-west,bojanala-platinum
egg-cellent-calcium,Egg-Cellent Calcium,Rustenburg,Huevos,,"30 Shylock, N4 Bakwena Highway, Rustenburg, North West",,,+27790245558,info.eggcellentcalcium@gmail.com,http://www.egg-cellent.co.za/,https://www.facebook.com/101414209158369,,,-25.627288,27.0256805,,pendiente,no comprobado,,,293,,,,,,,za,north-west,bojanala-platinum
evolution-distillery,Evolution distillery,Hartbeespoort,Destilados y licores,destilados,84 Scott St,,,+27788723031,evodistillery@gmail.com,,https://www.facebook.com/168205399719118,,,-25.7262789,27.8696219,,pendiente,no comprobado,,,314,,,,,,,za,north-west,bojanala-platinum
fisheries-hbp,Fisheries HBP,Hartbeespoort,Pescado,pescado de acuicultura,"Plot 98, R511",,,+27673476959,admin@fisherieshbp.com,http://www.fisherieshbp.com/,https://www.facebook.com/842165315817784,,,-25.7367544,27.9039432,,pendiente,no comprobado,,,336,,,,,,,za,north-west,bojanala-platinum
hazon-vines,Hazon Vines,Hartbeespoort,Vino,,"R3 Hartbeeshoek Road, Broederstroom, North West, Plot 1020",,,+27761731571,hazon.vines@icloud.com,https://hazonvines.co.za/,https://www.facebook.com/728604907012071,,,-25.75153,27.78024,,pendiente,no comprobado,,,399,,,,,,,za,north-west,bojanala-platinum
marius-roothman-boerdery,Marius Roothman Boerdery,Swartruggens,Otros,,Waterval,,,+27828093943,marius@chrometraders.com,http://www.mariusroothmanboerdery.co.za/,https://www.facebook.com/709563902451715,,,-25.65043,26.6897,,pendiente,no comprobado,,,561,,,,,,,za,north-west,bojanala-platinum
mkholo-olive-farm,Mkholo Olive Farm,Hartbeespoort,Fruta y verdura,,"L60, Hartebeeshoek Road, Broederstroom",,,+27828065785,office@mkholofarm.co.za,http://www.mkholofarm.co.za/,https://www.facebook.com/814696485241136,,,-25.8109905,27.8187322,,pendiente,no comprobado,,,600,,,,,,,za,north-west,bojanala-platinum
