slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
azienda-agricola-vincenzo-egizio,Azienda Agricola Vincenzo Egizio,Brusciano,Fruta y verdura,"pomodori, papaccelle, albicocche, legumi","Via C. Cucca, 295, 80031 Brusciano NA","Azienda Agricola Vincenzo Egizio is a current TRACES-certified organic operator in Brusciano producing pomodori, papaccelle, albicocche, legumi.",,+393892713615,scrivenzo@libero.it,https://vincenzoegizio.com/,https://www.facebook.com/aziendaagricolavincenzoegizio/,https://instagram.com/aziendaagricola_vincenzoegizio?igshid=NTc4MTIwNjQ2YQ==,https://www.google.com/maps/search/?api=1&query=Azienda%20Agricola%20Vincenzo%20Egizio%2C%20Via%20C.%20Cucca%2C%20295%2C%2080031%20Brusciano%20NA&query_place_id=ChIJt0S7v9uvOxMR9px1veOLnos,40.9199686,14.428641899999999,,verificado,sí,ecommerce,,486,en
microbirrificio-artigianale-incanto,Microbirrificio Artigianale Incanto,Casalnuovo di Napoli,Cerveza,birra artigianale,"Via Matilde Serao, 7, 80013 Casalnuovo di Napoli NA",Microbirrificio Artigianale Incanto is an independent brewery in Casalnuovo di Napoli producing its own craft beer.,,+393472601111,info@birrificioincanto.it,https://www.birrificioincanto.it/,,,https://www.google.com/maps/search/?api=1&query=40.9138244%2C14.3402537&query_place_id=ChIJtQTm71ypOxMRbqujj8_5VKg,40.9138244,14.3402537,,verificado,no comprobado,,,2608,en
birra-kbirr,Birra KBirr,Giugliano in Campania,Cerveza,birra artigianale,"Via Salvatore Piccolo 133/135, Giugliano in Campania",Birra KBirr is an independent brewery in Giugliano in Campania producing its own craft beer.,,,,https://www.birrakbirr.com,,,,40.9381988,14.1143958,,verificado,no comprobado,,,577,en
mozzarella-bufala-casearia-agricolsud-srl-418,Casearia AGRICOLSUD srl,Frattamaggiore,Lácteos y quesos,Mozzarella di Bufala Campana DOP,"Via Croce S.Sossio, 33 – 80027 Frattamaggiore (NA)",Caseificio activo inscrito por el consorcio oficial como productor de Mozzarella di Bufala Campana DOP.,,,casearia.agricolsud@libero.it,https://caseariaagricolsud.it,,,https://www.google.com/maps/search/?api=1&query=Casearia%20AGRICOLSUD%20srl%2C%20Via%20Croce%20S.Sossio%2C%2033%20%E2%80%93%2080027%20Frattamaggiore%20%28NA%29&query_place_id=ChIJKyrZiXurOxMRLNNQp2hDF70,40.9246012,14.2740639,,parcial,no comprobado,,,897,es
mozzarella-bufala-caseificio-delle-rose-di-salvatore-corso-390,Caseificio DELLE ROSE di Salvatore Corso,Cardito,Lácteos y quesos,Mozzarella di Bufala Campana DOP,"Corso Italia, 23 -80024 Cardito (NA)",Caseificio activo inscrito por el consorcio oficial como productor de Mozzarella di Bufala Campana DOP.,,,caseificiodellerose@libero.it,https://caseificiodellerose.it,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20DELLE%20ROSE%20di%20Salvatore%20Corso%2C%20Corso%20Italia%2C%2023%20-80024%20Cardito%20%28NA%29&query_place_id=ChIJCTYVm1gHOxMR5QxU-LE-28s,40.9329592,14.2855163,,parcial,no comprobado,,,1075,es
mozzarella-bufala-caseificio-principe-srl-404,Caseificio PRINCIPE srl,Qualiano,Lácteos y quesos,Mozzarella di Bufala Campana DOP,"Via Circumvallazione Esterna, 37 – 80019 Qualiano (NA)",Caseificio activo inscrito por el consorcio oficial como productor de Mozzarella di Bufala Campana DOP.,,,info@caseificioprincipe.it,https://caseificioprincipe.it,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20PRINCIPE%20srl%2C%20Via%20Circumvallazione%20Esterna%2C%2037%20%E2%80%93%2080019%20Qualiano%20%28NA%29&query_place_id=ChIJmcKsV1IEOxMR90n7qi6mhu0,40.9272935,14.1549601,,parcial,sí,ecommerce,,1313,es
mozzarella-bufala-latticini-iovine-srl-419,LATTICINI IOVINE srl,Frattamaggiore,Lácteos y quesos,Mozzarella di Bufala Campana DOP,"Via Roma, 267 – 80027 Frattamaggiore (NA)",Caseificio activo inscrito por el consorcio oficial como productor de Mozzarella di Bufala Campana DOP.,,,soni.ca@live.it,https://caseificioartigianale.it,,,https://www.google.com/maps/search/?api=1&query=LATTICINI%20IOVINE%20srl%2C%20Via%20Roma%2C%20267%20%E2%80%93%2080027%20Frattamaggiore%20%28NA%29&query_place_id=ChIJD2IrcEMHOxMRzQqkxQdAQh4,40.9242757,14.2717924,,parcial,no comprobado,,,2473,es
campana-caffe,Campana Caffè,Pompei,Café,"Café en grano, espresso y filtro","Via Sacra,44 80045 Pompei",Torrefazione artesanal familiar y specialty coffee bar en Pompei con obrador de tueste propio.,,+390818611590,,https://www.campanacaffe.com/,,https://www.instagram.com/campanacaffe/,,40.7481276,14.5005525,,verificado,sí,ecommerce,,757,es
sansone-coffee,Sansone Coffee,Napoli,Café,"Café en grano, espresso y filtro",Corso Vittorio Emanuele 610 80121 Napoli,Microtorrefazione artesanal en el centro de Nápoles dedicada al tueste fresco de cafés de especialidad.,,,info@caffesansone.it,https://caffesansone.it/,,https://www.instagram.com/caffesansone/,,40.8395471,14.2402478,,verificado,no comprobado,,,3081,es
pastificio-dei-campi,Pastificio Dei Campi,Gragnano,Pan y cereal,,,Pastificio Dei Campi produces its own food products in Gragnano.,,,,https://pastificiodeicampi.it/,,https://www.instagram.com/pastificiodeicampi/,,40.69572,14.51545,,parcial,no comprobado,,,3394,en
