slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
antica-cantina-leonardi,Antica Cantina Leonardi,Montefiascone,Vino,,,,,,,,,,,42.541231,12.032956,,pendiente,no comprobado,,,164,
caseificio-pannucci,Caseificio Pannucci,Capodimonte,Lácteos y quesos,"Fior di Capodimonte, pecorino, yogurt, burro","Via dell'Artigianato, 11, 01010 Capodimonte VT","Caseificio activo de Capodimonte que elabora quesos y otros derivados lácteos de leche vacuna, caprina y ovina.",,+390761871156,renopannucci@libero.it,https://www.tusciawelcome.it/it/news/capodimonte-caseificio-pannucci-di-pannucci-reno_417.htm,,,,42.5475,11.90556,,verificado,sí,marketplace,,1284,en
caseificio-toscano-farnese,Caseificio Toscano,Farnese,Lácteos y quesos,formaggi di Farnese,,Planta quesera activa de Farnese dedicada a la elaboración de productos lácteos.,,,,https://www.blia.it/stabilimenti?ce=1253&r2=laz,,,,42.55028,11.72639,,parcial,no comprobado,,,1462,en
latte-di-nepi-ipa,Latte di Nepi — I.P.A.,Nepi,Lácteos y quesos,"latte fresco pastorizzato, latte UHT, burro, mozzarella","Via Nepesina km 8, località Valle Scura, 01036 Nepi VT",Planta de I.P.A. que recoge y transforma leche vacuna del Lazio bajo la marca Latte di Nepi.,,+390761570211,,https://filieralattelazio.it/illattefresco/come-viene-fatto,,,,42.24361,12.34639,,verificado,no comprobado,,,2298,en
azienda-agricola-pellegrini-nepi,Azienda Agricola Pellegrini Andrea e Simone,Nepi,Lácteos y quesos,"latte crudo, formaggi artigianali","Località Fossitello, snc, 01036 Nepi VT",Explotación de ciclo cerrado que transforma su propia leche y vende directamente quesos artesanos en Nepi.,,,,https://www.ledimoredilucrezianepi.it/sapori-di-nepi,,,,42.24361,12.34639,,verificado,no comprobado,,,429,en
industria-casearia-val-perino,Industria Casearia Val Perino,Piansano,Lácteos y quesos,"Marzolino di Piansano, Caciotta Dolce di Piansano, L'Archetto, pecorino, La Torre, Bucaneve","Località Valle Perino, snc, 01010 Piansano VT","Caseificio de Piansano que elabora quesos de oveja y cabra y comercializa una gama de frescos, curados y aromatizados.",,+390761450792,amministrazione@valperino.com,https://ioassaggio.it/formaggi.html,,,,42.52306,11.83,,verificado,sí,marketplace,,2164,en
il-fiocchino,Il Fiocchino di Brizi Antonio,Piansano,Lácteos y quesos,"pecorino primo sale, pecorino semistagionato, pecorino 18 mesi, Fiocchina, ricotta, giuncata","Strada Variante località Fiocchino, 20, 01010 Piansano VT",Caseificio artesano familiar que transforma leche de oveja y recibe visitas en su laboratorio de Piansano.,,+393384747562,ilfiocchino@libero.it,https://www.tusciawelcome.it/files/tuscia-experience-a-tu-per-tusciapdf-_3297.pdf,,,,42.52306,11.83,,verificado,sí,marketplace,,2110,en
cpf-produttori-formaggi,C.P.F. Società Cooperativa Produttori Formaggi,Vetralla,Lácteos y quesos,Canestrato di Totò,"Via degli Artigiani, 4, 01019 Vetralla VT",Cooperativa quesera activa de Vetralla que elabora el Canestrato di Totò en su planta autorizada.,,,,https://www.salute.gov.it/new/it/avvisi-pubblicazione-richiami/canestrato-di-toto/,,,,42.31056,12.07917,,parcial,no comprobado,,,721,en
latteria-santa-rosa,Latteria Santa Rosa,Viterbo,Lácteos y quesos,"mozzarella, ricotta, scamorza, caciotta, formaggi freschi e stagionati, yogurt greco, burro","Via Villanova, 20-22, 01100 Viterbo VT",Latteria artesana de la familia Rosetto que transforma la leche de su propia explotación en quesos y yogures.,Lun-Vie 08:00-13:00 y 17:00-19:30; Sáb 08:30-13:00,+393894359218,,https://aziende.virgilio.it/formaggi/viterbo-vt/latteria-santa-rosa-viterbo,,,,42.41861,12.10417,,verificado,no comprobado,,,2369,en
brachino-renzo-panificio,Brachino Renzo Panificio,Montefiascone,Pan y cereal,,,,,,,,,,,42.539633,12.035520,,pendiente,no comprobado,,,690,
cantina-stefanoni,Cantina Stefanoni,Montefiascone,Vino,,,,,,,,,,,42.536935,12.027136,,pendiente,no comprobado,,,802,
azienda-agricola-mastropietro,Azienda agricola Mastropietro,Viterbo,Carne,,,,,,,,,,,42.418526,12.114902,,pendiente,no comprobado,,,412,
hilltop-brewery,Hilltop Brewery,Bassano Romano,Cerveza,birra artigianale,"Via Roma, 315a, 01030 Bassano Romano VT",Hilltop Brewery is an independent brewery in Bassano Romano producing its own craft beer.,,+393332019407,info@hilltopbrewery.it,https://www.hilltopbrewery.it,,,https://www.google.com/maps/search/?api=1&query=42.2247047%2C12.196352&query_place_id=ChIJF7AUaDo2LxMRyhLY4rCJXhs,42.2247047,12.196352,,verificado,no comprobado,,,2062,en
alta-tuscia-formaggi,Alta Tuscia Formaggi,Bagnoregio,Lácteos y quesos,L'Antico di Civita; Camembert di pecora; pecorini; ricotte,"Strada Umbro Casentinese km 9, 01022 Bagnoregio VT","Caseificio de la Alta Tuscia que transforma leche italiana en pecorinos frescos y curados, caciotte, ricotte y especialidades afinadas en gruta, fosa y barrica.",,+390761780892,altatusciaformaggi@gmail.com,https://www.tusciaformaggi.it/it/,,,,42.6300,12.08917,,verificado,no comprobado,,,147,en
radicetti,Radicetti,Cellere,Lácteos y quesos,Fiore di Rocca; Cenerino del Brigante; Crudo Classico; ricotta di pecora,"S.S. Castrense km 23, 01010 Cellere VT","Explotación familiar con rebaño ovino propio y caseificio artesanal que elabora quesos de leche cruda y pasteurizada, especialidades enmohecidas y ricotta.",,+390761451787,radicetti@alice.it,,,,https://www.google.com/maps/search/?api=1&query=Radicetti%2C%20S.S.%20Castrense%20km%2023%2C%2001010%20Cellere%20VT&query_place_id=ChIJ67wThDjfKBMRN1l2VHdH1XU,42.51139,11.7725,,parcial,no comprobado,,,3021,en
formaggi-chiodetti,Formaggi Chiodetti,Civita Castellana,Lácteos y quesos,Fiocco della Tuscia; Fiore della Tuscia; stracchino; formaggi senza lattosio,"Via Flaminia 79, 01033 Civita Castellana VT","Caseificio familiar de Civita Castellana que transforma leche local en quesos frescos y curados, ricotta, stracchino y especialidades sin lactosa.",,+390761540005,info@formaggichiodetti.it,https://formaggichiodetti.it/,,,,42.29611,12.4100,,verificado,no comprobado,,,1812,en
tenuta-il-radichino,Tenuta Il Radichino,Ischia Di Castro,Lácteos y quesos,formaggi freschi e stagionati di pecora e capra; formaggi di capra,"Località Le Chiuse snc, 01010 Ischia di Castro VT","Finca ecológica de los hermanos Pira con rebaño de ovejas y cabras y caseificio propio, donde elabora artesanalmente una veintena de quesos frescos y curados.",,+390761070068,info@tenutailradichino.it,https://www.tenutailradichino.it/,,,,42.5450,11.75694,,verificado,no comprobado,,,3256,en
