producer_id,field,source_locale,source_hash,text,origin,engine,engine_version,prompt_version,glossary_version
30,descripcion,en,1a18349ce3c9a760779115f3b3dab500d5da5c1516697f21d6e07a3d9b1b585d,"505 Spirits elabora licores botánicos, brandy y otros espirituosos en Placitas.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
94,descripcion,en,4dac43e325c713512970a4570c00198588aefbd51446800e5b83b25c1ad25951,"Algodones Distillery elabora vodka, ginebra y otros espirituosos en Algodones.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
293,descripcion,en,05d621328fdf880bc04b592214cf84dfab0afff8f8ce0f4156f146b1d6d1a655,Bathtub Row Brewing Co-op elabora cervezas clásicas y de temporada en Los Alamos.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
322,descripcion,en,b54755e538bb59f900d99309c02110fc695c2a8352f21e2bb36cd70e02e6c3e9,Beck & Bulow cría bisontes y ganado vacuno en su rancho de Lamy y vende online otras carnes de rancho.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
340,descripcion,en,3425133e29fc8dc0dc82a81deac5a4ef4e7c1a113793b0ab5f98ecd46cbb0134,Beer Creek Brewing Company elabora cerveza farmhouse y ales en Santa Fe.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
405,descripcion,en,8353ac1c1e2cca6103ac85e46c0022efc77836d01cff1d0c64eb5e5787eb9b17,Big Jim Farms gestiona un apiario en Albuquerque que produce miel local.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
439,descripcion,en,79fcb4a05fe71fff02e89c183d02aa139e6cb085fd56466f975928bab491d29e,Black Mesa Winery elabora vinos de Nuevo México en su bodega de Velarde.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
456,descripcion,en,43ddba3f2d851476fd119583bbeef076f3b577e96501b81c81e22afc79f5886d,"Blessed From the Garden cultiva pepinos, pimientos, calabazas, tomates, col rizada, perejil y pacanas en Carlsbad.",reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
520,descripcion,en,84c633600ab1eed03f604240362cfd6f3839f45c9507eaed3ddf3116a6a79fc5,Bomvida Farms cultiva hortalizas de temporada y elabora otros alimentos de la granja en Bosque Farms.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
533,descripcion,en,fd900f6019e7d26eb59275a7b87060c3dbef11e6d834f0037a77d70068069336,Bosque Brewing Co. elabora cerveza artesanal en su cervecería de Bernalillo.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
548,descripcion,en,daa78ec5383e2241030746d70f6f83a676d685d523827e031ca056a3844c6589,Bow & Arrow Brewing Co. elabora cerveza artesanal en su cervecería de Albuquerque.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
551,descripcion,en,03b822e659df8f6bc4a0a1f5a7fd4f252c3e850465aa70e85e8424577e6247e2,Boxing Bear Brewing Co. elabora IPAs y stouts en su cervecería de Albuquerque.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
569,descripcion,en,eeac17b15c977d2076e63e2e914080aefde49a2e9d30fdcfe0f01d7a0e3cad55,Bread Shop elabora pan de masa madre y bollería en su panadería de Santa Fe.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
649,descripcion,en,0e6f6631c9c3d34441f578e10f17c5a1c778cdf80d6e2fbf52dc945535ef6f50,Burque Bakehouse elabora pan de masa madre y bollería en Albuquerque.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
717,descripcion,en,73d8e98119244d65002c37df42067b42e1a04f501065a8e682d5649ecbd03a3b,Casa Rondeña Winery elabora vinos en una bodega del área de Albuquerque marcada por tradiciones de inspiración española.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
762,descripcion,en,3d33a253e074f82f9cc3558572a280d253bab1b9750736426ff1aafd18564498,Cervantes Food Products elabora salsas de chile rojo y verde en Albuquerque.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
812,descripcion,en,2f11e64804919ba42a86a0e16a9de4d54e6d7baa4f593f75b1e416dd925d1521,Chokolá Bean to Bar elabora chocolate bean-to-bar en Taos.,reviewed,codex-subagent,gpt-5.6-luna-2026-08-25,chisan-description-v10,2026-08-24.3
