slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area,video,quien hay detras,quien_hay_detras_locale,historia,historia_locale,fecha ultimo cambio
rado-kocjancic,Rado Kocjančič,San Dorligo della Valle,Vino,"vino, olio extravergine di oliva","Località Dolina, 528, 34018 San Dorligo della Valle TS",,,,,https://www.radokocjancic.eu/,https://www.facebook.com/AzRadoKocjancic,,https://www.google.com/maps/search/?api=1&query=Rado%20Kocjan%C4%8Di%C4%8D%2C%20Localit%C3%A0%20Dolina%2C%20528%2C%2034018%20San%20Dorligo%20della%20Valle%20TS&query_place_id=ChIJEykbPetBe0cRZvcrfmEVcCs,45.600476099999995,13.828044,,,no comprobado,,,3022,,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
antikorpo-brewing,ANTIKORPO BREWING,Sgonico,Cerveza,birra artigianale,"AntiKorpo Brewing, Strada Provinciale 35 di Opicina, Devincina / Devinščina, Borgo Grotta Gigante / Briščiki, Sgonico / Zgonik, Trieste, Friuli-Venezia Giulia, 34010",,,+393297042849,info@antikorpobrewing.com,https://www.antikorpobrewing.com,,,,45.7077094,13.7470633,,,no comprobado,,,195,,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
zahar,Zahar,San Dorligo della Valle,Vino,"vinos del Carso, aceite de oliva virgen extra Snožak","Località San Antonio in Bosco 58, 34018 San Dorligo della Valle TS",Explotación ecológica del Carso que elabora vino y aceite de oliva propio y los vende en su tienda oficial.,,,info@zahar.it,https://zahar.it/,,,https://www.google.com/maps/search/?api=1&query=Zahar%2C%20Localit%C3%A0%20San%20Antonio%20in%20Bosco%2058%2C%2034018%20San%20Dorligo%20della%20Valle%20TS&query_place_id=ChIJWWaeoJpBe0cRYbwqJxJyxks,45.6225,13.85778,,,sí,ecommerce,Aceite,3365,es,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
zidarich,Zidarich,Duino Aurisina,Vino,"Vitovska, Malvasia, Prulke, Terrano, Ruje","Località Prepotto 23, 34011 Duino Aurisina TS",Bodega familiar del Carso con una cava excavada en roca que vinifica variedades autóctonas y vende su catálogo en línea.,,+39040201223,info@zidarich.it,https://zidarich.it/,,,https://www.google.com/maps/search/?api=1&query=Zidarich%2C%20Localit%C3%A0%20Prepotto%2023%2C%2034011%20Duino%20Aurisina%20TS&query_place_id=ChIJJT1jk_sNe0cRyGbDVp18w_4,45.77037,13.64863,,,sí,ecommerce,,3374,es,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
pipan-klaric,Pipan Klaric,Duino Aurisina,Vino,"Vitovska, Malvasia, Terrano, salumi artesanales","Malchina 58/A, 34011 Duino Aurisina TS",Explotación familiar de Malchina que produce vinos de sus viñedos y embutidos de cerdos criados al aire libre.,,+390402907049,info@pipan-klaric.it,https://www.pipan-klaric.it/,,,https://www.google.com/maps/search/?api=1&query=Pipan%20Klaric%2C%20Malchina%2058%2FA%2C%2034011%20Duino%20Aurisina%20TS&query_place_id=ChIJOTq99BwPe0cRC-9Vne-D_-k,45.77037,13.64863,,,no comprobado,,Carne,2963,es,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
skabarwines,Skabarwines,Monrupino,Vino,"Prosekar, Vitovska, Monkolan, Malvasia, Terrano","Località Repen 45, 34016 Monrupino TS",Pequeña bodega ecológica de Monrupino que cultiva variedades del Carso y vende sus vinos en la osmiza de la finca.,,+393397142498,skabarwines@gmail.com,https://aziendaagricolaskabarmilos.it/,,,https://www.google.com/maps/search/?api=1&query=Skabarwines%2C%20Localit%C3%A0%20Repen%2045%2C%2034016%20Monrupino%20TS&query_place_id=ChIJM1cgj-kVe0cRIN2fqMS-MDE,45.72284,13.79098,,,no comprobado,,Carne|Fruta y verdura,3130,es,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
skerlj,Skerlj,Sgonico,Vino,"Vitovska, Malvasia, Terrano","Sales 44, 34010 Sgonico TS",Bodega familiar ecológica de Sales que trabaja a mano sus viñas y cría sus vinos en una cava excavada en piedra.,,+39040229253,info@skerlj.it,https://www.skerlj.it/,,,,45.73333,13.75,,,no comprobado,,,3133,es,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
osmiza-fabec-franc,Osmiza Fabec Franc,Duino Aurisina,Vino,"Malvasia, Terrano, prosciutto, pancetta, salame","Malchina 48/A, 34011 Duino Aurisina TS",Osmiza y explotación certificada de Malchina que vende vino y embutidos propios durante sus periodos de apertura.,,+39040299442,info@fabec.it,https://www.fabec.it/,,,,45.77037,13.64863,,pendiente,no comprobado,,Carne,2724,es,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
milic-zagrski,Milič Zagrski,Sgonico,Carne,"prosciutto crudo, pancetta, salumi de Mangalica","Località Sagrado 2, 34010 Sgonico TS","Explotación familiar de Sgonico que cría ganado, elabora embutidos y vinos del Carso y reparte pedidos en la provincia de Trieste.",,+39040229289,info@agriturismomilic.it,https://www.miliczagrski.com/,,,,45.73333,13.75,,,sí,ecommerce,Vino,2617,es,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
skerk,Škerk,Duino Aurisina,Vino,"Vitovska, Malvasia, Ograde, Terrano","Località Prepotto 20, 34011 Duino Aurisina TS",Bodega ecológica del Carso especializada en vinos macerados de variedades autóctonas.,,+39040200156,info@skerk.com,http://www.skerk.com/,,,https://www.google.com/maps/search/?api=1&query=%C5%A0kerk%2C%20Localit%C3%A0%20Prepotto%2020%2C%2034011%20Duino%20Aurisina%20TS&query_place_id=ChIJl9aItfwNe0cR7p7mnU7W0Sc,45.77037,13.64863,,pendiente,no comprobado,,,3132,es,,,,,,it,friuli-venezia-giulia,trieste,,,,,,
