slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
agroittica-friulana,Agroittica Friulana,Porcia,Pescado,"trota fresca, filetti e preparazioni di trota","Via Castellet, 10A, 33080 Porcia PN","Agroittica Friulana is a current TRACES-certified organic operator in Porcia producing trota fresca, filetti e preparazioni di trota.",,,,https://www.agroitticafriulana.it/,,,https://www.google.com/maps/search/?api=1&query=Agroittica%20Friulana%2C%20Via%20Castellet%2C%2010A%2C%2033080%20Porcia%20PN&query_place_id=ChIJ1wvf8JtleUcRZZGWNbGSW7Q,45.9312343,12.579820999999999,,verificado,no comprobado,,,109,en
birrificio-di-naon,Birrificio di Naon,Porcia,Cerveza,birra artigianale,"Via Aristide Gabelli, 12/A, 33080 Porcia PN",Birrificio di Naon is an independent brewery in Porcia producing its own craft beer.,,,,https://www.birradinaon.com/,,,https://www.google.com/maps/search/?api=1&query=45.961355%2C12.6275374&query_place_id=ChIJuy5IMp9keUcRT2MOvBgcADg,45.961355,12.6275374,,verificado,sí,ecommerce,,620,en
birra-galassia,Birra Galassia,Pordenone,Cerveza,birra artigianale,"Via Goffredo Mameli, 25/A, 33170 Pordenone PN",Birra Galassia is an independent brewery in Pordenone producing its own craft beer.,,,info@birragalassia.it,https://www.birragalassia.it/,,,https://www.google.com/maps/search/?api=1&query=45.9632277%2C12.6686772&query_place_id=ChIJeeycMVxjeUcROCoXzrtOwMk,45.9632277,12.6686772,,verificado,no comprobado,,,574,en
latteria-di-aviano,Latteria di Aviano,Aviano,Lácteos y quesos,"Burrata di Aviano, Smo'King, frico, quesos frescos y curados","Via Vittorio Veneto, 45, 33081 Aviano PN",Latteria di Aviano is Casearia Del Ben's public dairy and direct shop where its cheesemakers produce cow's and goat's milk cheeses.,,+390434651330,info@latteriadiaviano.it,https://latteriadiaviano.it/,,,https://www.google.com/maps/search/?api=1&query=Latteria%20di%20Aviano%2C%20Via%20Vittorio%20Veneto%2C%2045%2C%2033081%20Aviano%20PN&query_place_id=ChIJEWohlxd3eUcRcQKm18dhvM8,46.072570018504,12.588371090865,,verificado,no comprobado,,,2336,en
latteria-di-maron,Latteria Sociale Turnaria di Maron,Brugnera,Lácteos y quesos,"quesos y productos lácteos de vaca, cabra y oveja","Via Taglio, 1, frazione Maron, 33070 Brugnera PN",The Maron turnaria dairy is an active agricultural cooperative producing and wholesaling cheese and dairy products at its historic village plant.,,,,https://aziende.virgilio.it/latte-e-derivati/brugnera-pn/latteria-sociale-soc-coop-r-l,,,https://www.google.com/maps/search/?api=1&query=Latteria%20Sociale%20Turnaria%20di%20Maron%2C%20Via%20Taglio%2C%201%2C%20frazione%20Maron%2C%2033070%20Brugnera%20PN&query_place_id=ChIJifH-6wZmeUcRvWjfNQB3Ypo,45.897408316795,12.555139694621,,parcial,no comprobado,,,2447,en
caseificio-badin,Caseificio Badin,Fiume Veneto,Lácteos y quesos,Montasio DOP y quesos frescos y curados,"Viale Giosuè Carducci, 14, frazione Cimpello, 33080 Fiume Veneto PN",Caseificio Badin is a family dairy in Cimpello and a current member producer of Montasio DOP.,,+390434959367,caseificiobadin@gmail.com,https://www.montasio.com/en/socio/caseificio-f-lli-badin-s-n-c/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Badin%2C%20Viale%20Giosu%C3%A8%20Carducci%2C%2014%2C%20frazione%20Cimpello%2C%2033080%20Fiume%20Veneto%20PN&query_place_id=ChIJt-NBJp5keUcRbY9Q3eybZQc,45.909274702849,12.699677568255,,parcial,no comprobado,,,959,en
caseificio-sociale-di-fontanafredda,Caseificio Sociale Cooperativo di Fontanafredda,Fontanafredda,Lácteos y quesos,"Montasio DOP, Latteria, Villadolt, Valfontana, mozzarella, ricotta, yogur","Via Giosuè Carducci, 7, località Villadolt, 33074 Fontanafredda PN",This farmer-owned cooperative transforms its members' milk into traditional Friulian cheeses and fresh dairy products and sells them through its own shops.,"lun-sáb 08:00-12:30; mar, jue-sáb 15:45-19:00",+390434998447,info@caseificiofontanafredda.191.it,https://magredierisorgivefvg.eu/azienda/94/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Sociale%20Cooperativo%20di%20Fontanafredda%2C%20Via%20Giosu%C3%A8%20Carducci%2C%207%2C%20localit%C3%A0%20Villadolt%2C%2033074%20Fontanafredda%20PN&query_place_id=ChIJk1hTVv5veUcR3mLdY9T7vQc,45.97306140511,12.576660817758,,parcial,no comprobado,,,1400,en
latteria-di-rivarotta,Latteria di Rivarotta — Caseificio Dalla Torre,Pasiano Di Pordenone,Lácteos y quesos,quesos friulanos de vaca y quesos de cabra y oveja,"Via Centro, 21/2, frazione Rivarotta, 33087 Pasiano di Pordenone PN",The Burato family runs this small artisan dairy with a very short local supply chain and limited batches of traditional Friulian cheeses.,lun-mié y vie-sáb 08:00-18:30,+393483039438,latteriadirivarotta@libero.it,https://iofvg.it/en/i-nostri-produttori/,,,https://www.google.com/maps/search/?api=1&query=Latteria%20di%20Rivarotta%20%E2%80%94%20Caseificio%20Dalla%20Torre%2C%20Via%20Centro%2C%2021%2F2%2C%20frazione%20Rivarotta%2C%2033087%20Pasiano%20di%20Pordenone%20PN&query_place_id=ChIJmwvDEwlneUcRuk632nY0OM4,45.8487661,12.5801816,,parcial,no comprobado,,,2349,en
latteria-di-visinale,Latteria di Visinale,Pasiano Di Pordenone,Lácteos y quesos,"Montasio DOP, Latteria, Formai Frant, mozzarella, stracchino, ricotta, frico","Via dei Donatori, 10, frazione Visinale, 33087 Pasiano di Pordenone PN",Latteria di Visinale produces Montasio DOP and a broad range of hard and fresh cheeses from a regional milk supply at its Visinale dairy.,lun-sáb 08:00-12:30 y 15:30-19:00; dom 08:00-12:30,+393331822348,info@latteriadivisinale.it,https://latteriadivisinale.it/,,,https://www.google.com/maps/search/?api=1&query=Latteria%20di%20Visinale%2C%20Via%20dei%20Donatori%2C%2010%2C%20frazione%20Visinale%2C%2033087%20Pasiano%20di%20Pordenone%20PN&query_place_id=ChIJBS1qF5xmeUcRDV1QloKCZK4,45.8986111,12.6112777,,verificado,no comprobado,,,2353,en
capramica,Capramica,Pinzano Al Tagliamento,Lácteos y quesos,"quesos frescos y curados de cabra, ricotta fresca y ahumada, tomini, Formadi Frant","Via Roma, 26, 33094 Pinzano al Tagliamento PN",Andrea Zannier's family goat dairy makes fresh and matured raw-milk cheeses and ricotta in Pinzano al Tagliamento.,,+393385463400,azagrcapramica@gmail.com,https://www.unpostoatavola.it/capramica.html/,,,https://www.google.com/maps/search/?api=1&query=Capramica%2C%20Via%20Roma%2C%2026%2C%2033094%20Pinzano%20al%20Tagliamento%20PN&query_place_id=ChIJBWKmsG8pekcR8b_bZ_ASA6Q,46.178545312108,12.94240759357,,parcial,no comprobado,,,825,en
del-ben-formaggi-porcia,Del Ben Formaggi — stabilimento di Porcia,Porcia,Lácteos y quesos,"quesos afinados y ahumados, mozzarella, quesos de vaca, cabra, oveja y búfala","Via Maestri del Lavoro, 29, Z.I. Porcia Ovest, 33080 Porcia PN",Del Ben Formaggi ages and refines cheeses at its Porcia plant and sells its own selections and Latteria di Aviano products through a national online shop.,,+393487366933,linda@delbenformaggi.it,https://delbenformaggi.it/,,,https://www.google.com/maps/search/?api=1&query=Del%20Ben%20Formaggi%20%E2%80%94%20stabilimento%20di%20Porcia%2C%20Via%20Maestri%20del%20Lavoro%2C%2029%2C%20Z.I.%20Porcia%20Ovest%2C%2033080%20Porcia%20PN&query_place_id=ChIJyf4McGdleUcRZZKa5mKO_ZA,45.95629059987,12.582883710313,,verificado,sí,ecommerce,,1653,en
latteria-sociale-di-palse,Latteria Sociale di Palse,Porcia,Lácteos y quesos,"Montasio, quesos frescos y curados, yogur, gelato","Via Aristide Gabelli, 4/A, 33080 Porcia PN",Latteria Sociale di Palse is a long-running agricultural cooperative that produces dairy products and operates a direct shop at its Palse plant.,lun-vie 08:00-12:30 y 16:00-19:30; sáb 08:30-13:00 y 16:00-19:30,+390434368073,info@latteriadipalse.it,https://www.latteriadipalse.it/,,,https://www.google.com/maps/search/?api=1&query=Latteria%20Sociale%20di%20Palse%2C%20Via%20Aristide%20Gabelli%2C%204%2FA%2C%2033080%20Porcia%20PN&query_place_id=ChIJu-z0j9dkeUcRVIIJr4FjBvw,45.960746293869,12.627884388262,,parcial,no comprobado,,,2399,en
tosoni-formaggi,Tosoni Formaggi,Spilimbergo,Lácteos y quesos,"Asìno, Formadi Frant, Formai dal Cit, ricotta ahumada, frico","Via Barbeano, 9/F, 33097 Spilimbergo PN",The Tosoni family processes and ages traditional Friulian cheeses at its Spilimbergo factory and sells them from the adjoining shop.,,+3904272448,info@tosoniformaggi.it,https://www.tosoniformaggi.it/,,,https://www.google.com/maps/search/?api=1&query=Tosoni%20Formaggi%2C%20Via%20Barbeano%2C%209%2FF%2C%2033097%20Spilimbergo%20PN&query_place_id=ChIJZdAOZicrekcRw4ihUZaPoNY,46.105799319272,12.894184576764,,verificado,sí,email|telefono,,3301,en
caseum-travesio,Caseum,Travesio,Lácteos y quesos,"Formadi salât Val Cosa suave y curado, quesos y derivados de leche de vaca y cabra","Via Giuseppe Garibaldi, 28, frazione Molevana, 33090 Travesio PN",Caseum is an artisan dairy specialising in the traditional Formadi salât matured in historic salmuerie at its Travesio plant.,,+39042790389,info@caseum.it,https://caseumtravesio.it/,,,https://www.google.com/maps/search/?api=1&query=Caseum%2C%20Via%20Giuseppe%20Garibaldi%2C%2028%2C%20frazione%20Molevana%2C%2033090%20Travesio%20PN&query_place_id=ChIJ7V764eIpekcRP86zrDZogpE,46.184538708154,12.881871980094,,verificado,no comprobado,,,1499,en
